K,cluster,day_type,direction,hour_bin,mean_share
3,0,Weekday,boardings,1080,0.10853289723478411
3,0,Weekday,boardings,1140,0.07695189469087789
3,0,Weekday,boardings,1200,0.05160134130383184
3,0,Weekday,boardings,1260,0.036597518146631536
3,0,Weekday,boardings,1320,0.028208639455960142
3,0,Weekday,boardings,1380,0.01838041048626517
3,0,Weekday,boardings,1440,0.007998363428418703
3,0,Weekday,boardings,1500,0.0031756067449991115
3,0,Weekday,boardings,1560,0.002411041230540694
3,0,Weekday,boardings,1620,0.0036098928316426015
3,0,Weekday,boardings,1680,0.008547236126855817
3,0,Weekday,boardings,1740,0.03172739113331852
3,0,Saturday,boardings,1080,0.09218998961492209
3,0,Saturday,boardings,1140,0.07577097079861418
3,0,Saturday,boardings,1200,0.053551998278955494
3,0,Saturday,boardings,1260,0.03909382702872775
3,0,Saturday,boardings,1320,0.03338897801310089
3,0,Saturday,boardings,1380,0.0262575183768095
3,0,Saturday,boardings,1440,0.00620855931688028
3,0,Saturday,boardings,1500,0.0024132510445712433
3,0,Saturday,boardings,1560,0.0020273881186762942
3,0,Saturday,boardings,1620,0.003674578092589482
3,0,Saturday,boardings,1680,0.007262320134275881
3,0,Saturday,boardings,1740,0.01103699179888885
3,0,Sunday,boardings,1080,0.059865042676674377
3,0,Sunday,boardings,1140,0.05091436697602717
3,0,Sunday,boardings,1200,0.038584798107882644
3,0,Sunday,boardings,1260,0.027898130771069223
3,0,Sunday,boardings,1320,0.021157792191472822
3,0,Sunday,boardings,1380,0.013491734349960245
3,0,Sunday,boardings,1440,0.007998363428418703
3,0,Sunday,boardings,1500,0.0031756067449991115
3,0,Sunday,boardings,1560,0.002411041230540694
3,0,Sunday,boardings,1620,0.0036098928316426015
3,0,Sunday,boardings,1680,0.008547236126855817
3,0,Sunday,boardings,1740,0.03172739113331852
3,0,Weekday,alightings,1080,0.11301706177884752
3,0,Weekday,alightings,1140,0.08317601069235732
3,0,Weekday,alightings,1200,0.0564216947747357
3,0,Weekday,alightings,1260,0.04207082357494053
3,0,Weekday,alightings,1320,0.034877019082884625
3,0,Weekday,alightings,1380,0.025723075802665304
3,0,Weekday,alightings,1440,0.012572029129492556
3,0,Weekday,alightings,1500,0.004564465570588063
3,0,Weekday,alightings,1560,0.0027224453558430425
3,0,Weekday,alightings,1620,0.002324385662700971
3,0,Weekday,alightings,1680,0.0030863660860549194
3,0,Weekday,alightings,1740,0.011652361062145823
3,0,Saturday,alightings,1080,0.0859961036995762
3,0,Saturday,alightings,1140,0.07264291454261783
3,0,Saturday,alightings,1200,0.0553827717899022
3,0,Saturday,alightings,1260,0.0423464488503223
3,0,Saturday,alightings,1320,0.03706851624424303
3,0,Saturday,alightings,1380,0.031764699250714803
3,0,Saturday,alightings,1440,0.009108131327150177
3,0,Saturday,alightings,1500,0.0033403860219305046
3,0,Saturday,alightings,1560,0.0019131226433845426
3,0,Saturday,alightings,1620,0.0017170807181433809
3,0,Saturday,alightings,1680,0.0027824451811315166
3,0,Saturday,alightings,1740,0.005018710714226823
3,0,Sunday,alightings,1080,0.05863426215825324
3,0,Sunday,alightings,1140,0.05033511601927541
3,0,Sunday,alightings,1200,0.03958701243145931
3,0,Sunday,alightings,1260,0.030782974536571132
3,0,Sunday,alightings,1320,0.0247538167037047
3,0,Sunday,alightings,1380,0.017695695727311098
3,0,Sunday,alightings,1440,0.012572029129492556
3,0,Sunday,alightings,1500,0.004564465570588063
3,0,Sunday,alightings,1560,0.0027224453558430425
3,0,Sunday,alightings,1620,0.002324385662700971
3,0,Sunday,alightings,1680,0.0030863660860549194
3,0,Sunday,alightings,1740,0.011652361062145823
3,1,Weekday,boardings,1080,0.10454319509851111
3,1,Weekday,boardings,1140,0.0732975439446109
3,1,Weekday,boardings,1200,0.048037460938426105
3,1,Weekday,boardings,1260,0.033056129922527634
3,1,Weekday,boardings,1320,0.024839627906071925
3,1,Weekday,boardings,1380,0.015931534527666567
3,1,Weekday,boardings,1440,0.007046396679877576
3,1,Weekday,boardings,1500,0.004081016639128893
3,1,Weekday,boardings,1560,0.0033839697056025205
3,1,Weekday,boardings,1620,0.0053377252612069204
3,1,Weekday,boardings,1680,0.013262692710806396
3,1,Weekday,boardings,1740,0.042325937657024096
3,1,Saturday,boardings,1080,0.09087737560930584
3,1,Saturday,boardings,1140,0.07227857061408671
3,1,Saturday,boardings,1200,0.05111337389738822
3,1,Saturday,boardings,1260,0.03655456616330992
3,1,Saturday,boardings,1320,0.02922285095443865
3,1,Saturday,boardings,1380,0.021689260559787225
3,1,Saturday,boardings,1440,0.006284016867496172
3,1,Saturday,boardings,1500,0.0032698354920176085
3,1,Saturday,boardings,1560,0.003201428635927194
3,1,Saturday,boardings,1620,0.005772032167089845
3,1,Saturday,boardings,1680,0.011367113721883813
3,1,Saturday,boardings,1740,0.017046712255849375
3,1,Sunday,boardings,1080,0.05664469653441013
3,1,Sunday,boardings,1140,0.05015265438946203
3,1,Sunday,boardings,1200,0.036592959756779855
3,1,Sunday,boardings,1260,0.025808845570554132
3,1,Sunday,boardings,1320,0.01958175490986302
3,1,Sunday,boardings,1380,0.01196098225524322
3,1,Sunday,boardings,1440,0.007046396679877576
3,1,Sunday,boardings,1500,0.004081016639128893
3,1,Sunday,boardings,1560,0.0033839697056025205
3,1,Sunday,boardings,1620,0.0053377252612069204
3,1,Sunday,boardings,1680,0.013262692710806396
3,1,Sunday,boardings,1740,0.042325937657024096
3,1,Weekday,alightings,1080,0.1096048705936356
3,1,Weekday,alightings,1140,0.0788268617349946
3,1,Weekday,alightings,1200,0.053494523361344866
3,1,Weekday,alightings,1260,0.040669132734091375
3,1,Weekday,alightings,1320,0.033025686081306856
3,1,Weekday,alightings,1380,0.025328665801483262
3,1,Weekday,alightings,1440,0.013168838546141867
3,1,Weekday,alightings,1500,0.006211835141964506
3,1,Weekday,alightings,1560,0.00377929311326922
3,1,Weekday,alightings,1620,0.0038707796041457
3,1,Weekday,alightings,1680,0.005257396380871433
3,1,Weekday,alightings,1740,0.015555367759427488
3,1,Saturday,alightings,1080,0.08344657455367739
3,1,Saturday,alightings,1140,0.06752524201842651
3,1,Saturday,alightings,1200,0.0534836611618427
3,1,Saturday,alightings,1260,0.04124602343994433
3,1,Saturday,alightings,1320,0.036228040939662885
3,1,Saturday,alightings,1380,0.03050216736450962
3,1,Saturday,alightings,1440,0.011200599556675846
3,1,Saturday,alightings,1500,0.004794394353792787
3,1,Saturday,alightings,1560,0.002941999260716951
3,1,Saturday,alightings,1620,0.003518762886085061
3,1,Saturday,alightings,1680,0.005018812454813761
3,1,Saturday,alightings,1740,0.008748456989101764
3,1,Sunday,alightings,1080,0.056078469496789456
3,1,Sunday,alightings,1140,0.0471756146964682
3,1,Sunday,alightings,1200,0.03863486371612165
3,1,Sunday,alightings,1260,0.029404693560241515
3,1,Sunday,alightings,1320,0.024380468525005732
3,1,Sunday,alightings,1380,0.0190343936276268
3,1,Sunday,alightings,1440,0.013168838546141867
3,1,Sunday,alightings,1500,0.006211835141964506
3,1,Sunday,alightings,1560,0.00377929311326922
3,1,Sunday,alightings,1620,0.0038707796041457
3,1,Sunday,alightings,1680,0.005257396380871433
3,1,Sunday,alightings,1740,0.015555367759427488
3,2,Weekday,boardings,1080,0.1306223091455522
3,2,Weekday,boardings,1140,0.08842820201722036
3,2,Weekday,boardings,1200,0.0550202476280831
3,2,Weekday,boardings,1260,0.03320695150467614
3,2,Weekday,boardings,1320,0.022426943432883664
3,2,Weekday,boardings,1380,0.01253593765068251
3,2,Weekday,boardings,1440,0.0038425794919241143
3,2,Weekday,boardings,1500,0.00044655032279189763
3,2,Weekday,boardings,1560,0.00012975837403134642
3,2,Weekday,boardings,1620,0.0001554737898247984
3,2,Weekday,boardings,1680,0.001734155235555587
3,2,Weekday,boardings,1740,0.03891404867376317
3,2,Saturday,boardings,1080,0.11378574685671768
3,2,Saturday,boardings,1140,0.08931610648893257
3,2,Saturday,boardings,1200,0.05810219248343978
3,2,Saturday,boardings,1260,0.037360785351575145
3,2,Saturday,boardings,1320,0.028854851295405964
3,2,Saturday,boardings,1380,0.02020723697127436
3,2,Saturday,boardings,1440,0.0023383023534760904
3,2,Saturday,boardings,1500,0.00027762879020691236
3,2,Saturday,boardings,1560,8.653741443872049e-05
3,2,Saturday,boardings,1620,0.00014252877392873463
3,2,Saturday,boardings,1680,0.0006094532162551353
3,2,Saturday,boardings,1740,0.004043630152282892
3,2,Sunday,boardings,1080,0.06446406560224865
3,2,Sunday,boardings,1140,0.054906007709666346
3,2,Sunday,boardings,1200,0.04134428698705627
3,2,Sunday,boardings,1260,0.0260123600062697
3,2,Sunday,boardings,1320,0.01703517475577524
3,2,Sunday,boardings,1380,0.008427381636170033
3,2,Sunday,boardings,1440,0.0038425794919241143
3,2,Sunday,boardings,1500,0.00044655032279189763
3,2,Sunday,boardings,1560,0.00012975837403134642
3,2,Sunday,boardings,1620,0.0001554737898247984
3,2,Sunday,boardings,1680,0.001734155235555587
3,2,Sunday,boardings,1740,0.03891404867376317
3,2,Weekday,alightings,1080,0.13365023522855932
3,2,Weekday,alightings,1140,0.0952744588872333
3,2,Weekday,alightings,1200,0.05937255416909092
3,2,Weekday,alightings,1260,0.0434996868698017
3,2,Weekday,alightings,1320,0.03518059449537622
3,2,Weekday,alightings,1380,0.025467074794451074
3,2,Weekday,alightings,1440,0.011017504518945748
3,2,Weekday,alightings,1500,0.0013911103468300702
3,2,Weekday,alightings,1560,0.00023820211675690107
3,2,Weekday,alightings,1620,0.00017435390449281992
3,2,Weekday,alightings,1680,0.0002787177663553218
3,2,Weekday,alightings,1740,0.005380094909722846
3,2,Saturday,alightings,1080,0.0942575917140431
3,2,Saturday,alightings,1140,0.07824608287416115
3,2,Saturday,alightings,1200,0.057910427349130524
3,2,Saturday,alightings,1260,0.044615677629190865
3,2,Saturday,alightings,1320,0.03807455820158934
3,2,Saturday,alightings,1380,0.03239742753716163
3,2,Saturday,alightings,1440,0.006867858074633885
3,2,Saturday,alightings,1500,0.0007097041466133733
3,2,Saturday,alightings,1560,0.00012939577636909437
3,2,Saturday,alightings,1620,9.153352264005541e-05
3,2,Saturday,alightings,1680,0.0001446663864763007
3,2,Saturday,alightings,1740,0.000756429972870852
3,2,Sunday,alightings,1080,0.05867163657637231
3,2,Sunday,alightings,1140,0.049867872140812654
3,2,Sunday,alightings,1200,0.03792123976511814
3,2,Sunday,alightings,1260,0.030663914927674885
3,2,Sunday,alightings,1320,0.022904509710266925
3,2,Sunday,alightings,1380,0.016364902124154965
3,2,Sunday,alightings,1440,0.011017504518945748
3,2,Sunday,alightings,1500,0.0013911103468300702
3,2,Sunday,alightings,1560,0.00023820211675690107
3,2,Sunday,alightings,1620,0.00017435390449281992
3,2,Sunday,alightings,1680,0.0002787177663553218
3,2,Sunday,alightings,1740,0.005380094909722846
4,0,Weekday,boardings,1080,0.13315828354646142
4,0,Weekday,boardings,1140,0.09003831962287472
4,0,Weekday,boardings,1200,0.05601822628487659
4,0,Weekday,boardings,1260,0.033745493622353365
4,0,Weekday,boardings,1320,0.02279471861337265
4,0,Weekday,boardings,1380,0.012768114916402092
4,0,Weekday,boardings,1440,0.00375154456411669
4,0,Weekday,boardings,1500,0.00031161656028977467
4,0,Weekday,boardings,1560,5.947232797400119e-05
4,0,Weekday,boardings,1620,6.131998974491336e-05
4,0,Weekday,boardings,1680,0.0006172510636296213
4,0,Weekday,boardings,1740,0.036205306843524354
4,0,Saturday,boardings,1080,0.11470113732819791
4,0,Saturday,boardings,1140,0.09045416233991346
4,0,Saturday,boardings,1200,0.05858805006904461
4,0,Saturday,boardings,1260,0.03755774267313258
4,0,Saturday,boardings,1320,0.029195510252514215
4,0,Saturday,boardings,1380,0.020956987113955793
4,0,Saturday,boardings,1440,0.002222329934457562
4,0,Saturday,boardings,1500,0.00017245080255764961
4,0,Saturday,boardings,1560,2.7415721329457137e-05
4,0,Saturday,boardings,1620,5.6514456575256594e-05
4,0,Saturday,boardings,1680,0.0002460495590308727
4,0,Saturday,boardings,1740,0.002361571256360338
4,0,Sunday,boardings,1080,0.06420348399350172
4,0,Sunday,boardings,1140,0.05531726601947207
4,0,Sunday,boardings,1200,0.04157572476429322
4,0,Sunday,boardings,1260,0.026240733640592328
4,0,Sunday,boardings,1320,0.017161511340832488
4,0,Sunday,boardings,1380,0.008425179429338946
4,0,Sunday,boardings,1440,0.00375154456411669
4,0,Sunday,boardings,1500,0.00031161656028977467
4,0,Sunday,boardings,1560,5.947232797400119e-05
4,0,Sunday,boardings,1620,6.131998974491336e-05
4,0,Sunday,boardings,1680,0.0006172510636296213
4,0,Sunday,boardings,1740,0.036205306843524354
4,0,Weekday,alightings,1080,0.13492664313713715
4,0,Weekday,alightings,1140,0.09593349968281335
4,0,Weekday,alightings,1200,0.059624250003940886
4,0,Weekday,alightings,1260,0.0433468413835323
4,0,Weekday,alightings,1320,0.035024221038480574
4,0,Weekday,alightings,1380,0.025184522097253983
4,0,Weekday,alightings,1440,0.010646668610457688
4,0,Weekday,alightings,1500,0.001067321483517412
4,0,Weekday,alightings,1560,0.00011016733180031183
4,0,Weekday,alightings,1620,7.872214696814273e-05
4,0,Weekday,alightings,1680,0.00017891808791299388
4,0,Weekday,alightings,1740,0.005440560320021135
4,0,Saturday,alightings,1080,0.09529054998351956
4,0,Saturday,alightings,1140,0.07937530997915881
4,0,Saturday,alightings,1200,0.058140902536998766
4,0,Saturday,alightings,1260,0.044674038776770945
4,0,Saturday,alightings,1320,0.038068378258465166
4,0,Saturday,alightings,1380,0.03218945879348128
4,0,Saturday,alightings,1440,0.006462490760331129
4,0,Saturday,alightings,1500,0.0005246985751997924
4,0,Saturday,alightings,1560,6.145050650484623e-05
4,0,Saturday,alightings,1620,3.426970968921184e-05
4,0,Saturday,alightings,1680,6.213549192353461e-05
4,0,Saturday,alightings,1740,0.0005368385774815002
4,0,Sunday,alightings,1080,0.05833114240249935
4,0,Sunday,alightings,1140,0.04981805448092649
4,0,Sunday,alightings,1200,0.037890976346708925
4,0,Sunday,alightings,1260,0.030571179432601795
4,0,Sunday,alightings,1320,0.02276724136962582
4,0,Sunday,alightings,1380,0.016116190713599522
4,0,Sunday,alightings,1440,0.010646668610457688
4,0,Sunday,alightings,1500,0.001067321483517412
4,0,Sunday,alightings,1560,0.00011016733180031183
4,0,Sunday,alightings,1620,7.872214696814273e-05
4,0,Sunday,alightings,1680,0.00017891808791299388
4,0,Sunday,alightings,1740,0.005440560320021135
4,1,Weekday,boardings,1080,0.10764142311047371
4,1,Weekday,boardings,1140,0.0769348537121637
4,1,Weekday,boardings,1200,0.051628133848243184
4,1,Weekday,boardings,1260,0.0376143631627069
4,1,Weekday,boardings,1320,0.02989124028959215
4,1,Weekday,boardings,1380,0.019995946134816766
4,1,Weekday,boardings,1440,0.008916952987938332
4,1,Weekday,boardings,1500,0.003623684933163712
4,1,Weekday,boardings,1560,0.002643512501157104
4,1,Weekday,boardings,1620,0.0035968646045387662
4,1,Weekday,boardings,1680,0.007808656069266991
4,1,Weekday,boardings,1740,0.0276410605824821
4,1,Saturday,boardings,1080,0.09039918402261272
4,1,Saturday,boardings,1140,0.07475518205863486
4,1,Saturday,boardings,1200,0.05321874194509875
4,1,Saturday,boardings,1260,0.040108646213013924
4,1,Saturday,boardings,1320,0.03495977038296943
4,1,Saturday,boardings,1380,0.02792302616675622
4,1,Saturday,boardings,1440,0.006992201617345864
4,1,Saturday,boardings,1500,0.002758314371047894
4,1,Saturday,boardings,1560,0.0021661729448957468
4,1,Saturday,boardings,1620,0.0036150404364569413
4,1,Saturday,boardings,1680,0.006931019430228423
4,1,Saturday,boardings,1740,0.010604223978687047
4,1,Sunday,boardings,1080,0.0590488540261158
4,1,Sunday,boardings,1140,0.050655178828925666
4,1,Sunday,boardings,1200,0.038275854459328365
4,1,Sunday,boardings,1260,0.028577733824206284
4,1,Sunday,boardings,1320,0.022170906719912533
4,1,Sunday,boardings,1380,0.01467252495867308
4,1,Sunday,boardings,1440,0.008916952987938332
4,1,Sunday,boardings,1500,0.003623684933163712
4,1,Sunday,boardings,1560,0.002643512501157104
4,1,Sunday,boardings,1620,0.0035968646045387662
4,1,Sunday,boardings,1680,0.007808656069266991
4,1,Sunday,boardings,1740,0.0276410605824821
4,1,Weekday,alightings,1080,0.11085062275772871
4,1,Weekday,alightings,1140,0.08158211353921493
4,1,Weekday,alightings,1200,0.0555620074428759
4,1,Weekday,alightings,1260,0.04137511683964748
4,1,Weekday,alightings,1320,0.03430366933415596
4,1,Weekday,alightings,1380,0.025157051621866485
4,1,Weekday,alightings,1440,0.012324299019569029
4,1,Weekday,alightings,1500,0.004823447943386665
4,1,Weekday,alightings,1560,0.003009605232848288
4,1,Weekday,alightings,1620,0.0026421476189663453
4,1,Weekday,alightings,1680,0.003625465995102716
4,1,Weekday,alightings,1740,0.013578373461613029
4,1,Saturday,alightings,1080,0.08646625794563001
4,1,Saturday,alightings,1140,0.07273009190643855
4,1,Saturday,alightings,1200,0.055202361763972155
4,1,Saturday,alightings,1260,0.04200550584491313
4,1,Saturday,alightings,1320,0.036687233239734864
4,1,Saturday,alightings,1380,0.03117710580869394
4,1,Saturday,alightings,1440,0.009211079042965685
4,1,Saturday,alightings,1500,0.0036430190075382165
4,1,Saturday,alightings,1560,0.0021482011509501766
4,1,Saturday,alightings,1620,0.0020213788205400377
4,1,Saturday,alightings,1680,0.0033463859360062347
4,1,Saturday,alightings,1740,0.005782697082421286
4,1,Sunday,alightings,1080,0.058380264056543035
4,1,Sunday,alightings,1140,0.050074940597242455
4,1,Sunday,alightings,1200,0.039524434282238875
4,1,Sunday,alightings,1260,0.030846038246812445
4,1,Sunday,alightings,1320,0.024504602720262333
4,1,Sunday,alightings,1380,0.017411142468634948
4,1,Sunday,alightings,1440,0.012324299019569029
4,1,Sunday,alightings,1500,0.004823447943386665
4,1,Sunday,alightings,1560,0.003009605232848288
4,1,Sunday,alightings,1620,0.0026421476189663453
4,1,Sunday,alightings,1680,0.003625465995102716
4,1,Sunday,alightings,1740,0.013578373461613029
4,2,Weekday,boardings,1080,0.11087396315558314
4,2,Weekday,boardings,1140,0.07658340559146139
4,2,Weekday,boardings,1200,0.050053197772965304
4,2,Weekday,boardings,1260,0.03211342061740589
4,2,Weekday,boardings,1320,0.022005506347450837
4,2,Weekday,boardings,1380,0.012680048421415664
4,2,Weekday,boardings,1440,0.004940631946337277
4,2,Weekday,boardings,1500,0.0018415550700178938
4,2,Weekday,boardings,1560,0.0016567654030574205
4,2,Weekday,boardings,1620,0.0033167685808980192
4,2,Weekday,boardings,1680,0.011602332453652763
4,2,Weekday,boardings,1740,0.049009818496115506
4,2,Saturday,boardings,1080,0.0991492509841274
4,2,Saturday,boardings,1140,0.07840336164085646
4,2,Saturday,boardings,1200,0.053933075665379124
4,2,Saturday,boardings,1260,0.035824968862691584
4,2,Saturday,boardings,1320,0.02785614004552318
4,2,Saturday,boardings,1380,0.019216401552720683
4,2,Saturday,boardings,1440,0.0037196837467771203
4,2,Saturday,boardings,1500,0.0014089706329609689
4,2,Saturday,boardings,1560,0.0015289215250136967
4,2,Saturday,boardings,1620,0.0035537031872561902
4,2,Saturday,boardings,1680,0.008421069055817841
4,2,Saturday,boardings,1740,0.014393786375605152
4,2,Sunday,boardings,1080,0.06157052496697288
4,2,Sunday,boardings,1140,0.05111547175603449
4,2,Sunday,boardings,1200,0.03882836829337607
4,2,Sunday,boardings,1260,0.025518705670104367
4,2,Sunday,boardings,1320,0.01713478373748424
4,2,Sunday,boardings,1380,0.009377526494858564
4,2,Sunday,boardings,1440,0.004940631946337277
4,2,Sunday,boardings,1500,0.0018415550700178938
4,2,Sunday,boardings,1560,0.0016567654030574205
4,2,Sunday,boardings,1620,0.0033167685808980192
4,2,Sunday,boardings,1680,0.011602332453652763
4,2,Sunday,boardings,1740,0.049009818496115506
4,2,Weekday,alightings,1080,0.12064485550330807
4,2,Weekday,alightings,1140,0.08817867857987718
4,2,Weekday,alightings,1200,0.0582662188529215
4,2,Weekday,alightings,1260,0.04394222738888438
4,2,Weekday,alightings,1320,0.03606976601599037
4,2,Weekday,alightings,1380,0.027328921232516536
4,2,Weekday,alightings,1440,0.013385513629619998
4,2,Weekday,alightings,1500,0.0040085657157823765
4,2,Weekday,alightings,1560,0.0018926121542946516
4,2,Weekday,alightings,1620,0.0014407524313221327
4,2,Weekday,alightings,1680,0.001726195196520733
4,2,Weekday,alightings,1740,0.006366901543277181
