lsoa,direction,TV_alpha0_alpha5
E01002602,boardings,0.02156909356531364
E01002603,boardings,0.009204566050579168
E01002604,boardings,0.01483078822918069
E01002605,boardings,0.0017397094445252173
E01002606,boardings,0.0038601320314533916
E01002607,boardings,0.0008114076752389664
E01002608,boardings,0.001024924909027585
E01002609,boardings,0.00532430518535682
E01002610,boardings,0.02055181758757072
E01002611,boardings,0.0033517822148280653
E01002612,boardings,5.636545431831334e-05
E01002613,boardings,0.004116489417665183
E01002614,boardings,0.0006037537466005464
E01002615,boardings,0.004236536125643878
E01002616,boardings,0.004571811089659833
E01002617,boardings,0.03200613129934492
E01002618,boardings,0.040596298496570676
E01002619,boardings,0.001063423965656532
E01002620,boardings,0.0020493067696773
E01002621,boardings,0.006257797412121696
E01002622,boardings,0.0006596567263519162
E01002623,boardings,0.002035871254036271
E01002624,boardings,8.761592456579565e-05
E01002626,boardings,0.005339421891272865
E01002628,boardings,0.0006010575504074092
E01002629,boardings,0.00034808570993440633
E01002630,boardings,0.019014274737622752
E01002631,boardings,0.002867808471340884
E01002633,boardings,0.0007485568227670097
E01002634,boardings,0.004048610121058534
E01002635,boardings,0.03680885766972026
E01002636,boardings,0.006799662792776201
E01002637,boardings,0.00042132042306282087
E01002638,boardings,0.0030415413903741263
E01002640,boardings,0.0050021958110032586
E01002641,boardings,0.0010596742410556436
E01002643,boardings,0.0016416087835689442
E01002646,boardings,0.014449636721338345
E01002649,boardings,0.0010070792004295268
E01002650,boardings,0.0016933982340374975
E01002652,boardings,0.0016111188593258378
E01002653,boardings,0.006972911946484232
E01002654,boardings,0.014893473758262818
E01002655,boardings,0.01800946969534475
E01002657,boardings,0.003531727144698553
E01002659,boardings,0.014513012055737712
E01002662,boardings,9.452607027547435e-05
E01002663,boardings,0.002252215283105737
E01002665,boardings,0.0008430073261471179
E01002666,boardings,0.01664843515891984
E01002667,boardings,0.0027510013054861423
E01002668,boardings,0.0017233049833009924
E01002669,boardings,0.042193618667808956
E01002670,boardings,0.001192851974146574
E01002671,boardings,0.024120283929910447
E01002672,boardings,0.00392546196758676
E01002674,boardings,0.045254156583315185
E01002675,boardings,0.009347484134769731
E01002676,boardings,0.0029679033737602424
E01002677,boardings,0.00035922690214400146
E01002678,boardings,0.003244671883732924
E01002679,boardings,0.004543226453763808
E01002680,boardings,0.008529729409846133
E01002681,boardings,0.000687198802973933
E01002682,boardings,0.0005019215043750223
E01002686,boardings,0.00042073373747979193
E01002687,boardings,0.01949441212039305
E01002691,boardings,0.0031802757946045655
E01002692,boardings,0.00023513686838690827
E01002693,boardings,0.0002470816316067075
E01002694,boardings,0.01954366998945186
E01002695,boardings,0.0006696142045867594
E01002696,boardings,0.000285874382633207
E01002697,boardings,0.0002243867564976263
E01002698,boardings,0.03626660496878447
E01002700,boardings,0.012440143066809678
E01002703,boardings,0.4555936326856951
E01002704,boardings,7.67199441637932e-05
E01002706,boardings,0.0007759007340430943
E01002707,boardings,0.00019918920655722153
E01002708,boardings,0.0019372025337615075
E01002710,boardings,0.0002979113128888613
E01002711,boardings,0.0003874198547656508
E01002712,boardings,0.0005999414480562424
E01002713,boardings,0.0006730689270388534
E01002714,boardings,0.0005691169133177471
E01002716,boardings,0.0001447403708879681
E01002717,boardings,0.009650432539504993
E01002718,boardings,0.011169955185566793
E01002719,boardings,0.002313244844581046
E01002720,boardings,0.0005653129027346759
E01002723,boardings,0.008125402370639885
E01002724,boardings,0.00024533460462301294
E01002726,boardings,0.0002669803124013009
E01002727,boardings,0.000499809233830083
E01002728,boardings,0.0019113553539740753
E01002730,boardings,0.00022493947070473578
E01002732,boardings,0.0005730618942738309
E01002734,boardings,2.744730144035965e-05
E01002738,boardings,0.0006159787754420994
E01002741,boardings,0.0018139370127542472
E01002743,boardings,0.0013696427289128378
E01002745,boardings,0.0032225301692160946
E01002747,boardings,0.000838899486487481
E01002748,boardings,0.011866542177800268
E01002749,boardings,0.001284685622715602
E01002752,boardings,0.005153032994364955
E01002754,boardings,0.09983207017701332
E01002756,boardings,0.009927502186500979
E01002758,boardings,0.00038867826926748
E01002759,boardings,0.006617418626195231
E01002762,boardings,0.0007257595124773397
E01002763,boardings,0.0003120728837817683
E01002764,boardings,0.0005390515569556917
E01002765,boardings,0.00024224045757450467
E01002766,boardings,0.002168567889582414
E01002767,boardings,0.001154287064219591
E01002768,boardings,0.0012412189909062929
E01002770,boardings,4.83673723781703e-05
E01002771,boardings,0.0009468626557475501
E01002772,boardings,0.0005422228995827653
E01002773,boardings,0.014828623625497226
E01002774,boardings,0.0004000439918738094
E01002775,boardings,0.00832565032727182
E01002776,boardings,0.0020742793234623928
E01002778,boardings,0.003797898668626039
E01002779,boardings,8.493600478067372e-05
E01002780,boardings,0.0021775641737270027
E01002781,boardings,0.009448116479885445
E01002782,boardings,0.017969538365750538
E01002784,boardings,0.00794628432175586
E01002785,boardings,0.0005779291800444112
E01002786,boardings,9.613282849534315e-05
E01002788,boardings,0.005977388180801664
E01002789,boardings,0.0006318597727112127
E01002790,boardings,0.0002860723475965628
E01002791,boardings,0.00018174796504395773
E01002793,boardings,0.0001446765016234647
E01002794,boardings,2.4196658541104552e-05
E01002795,boardings,0.00012758212313957178
E01002796,boardings,0.023430772601807433
E01002797,boardings,0.0019352856942417727
E01002798,boardings,0.0010097015779173624
E01002801,boardings,0.0005807896081763968
E01002804,boardings,0.0027075844742345126
E01002805,boardings,0.0005931801076114016
E01002807,boardings,0.0008743743971765611
E01002808,boardings,0.0031157224666696595
E01002810,boardings,0.00131938364750512
E01002811,boardings,0.001725919613338887
E01002814,boardings,0.00036521187338618916
E01002815,boardings,0.0026945917518641426
E01002817,boardings,0.0002421418240943164
E01002818,boardings,0.0003855307279197566
E01002819,boardings,0.0003675776325054884
E01002821,boardings,7.990458517575507e-05
E01002825,boardings,0.0001457410573422127
E01002826,boardings,8.674694069362137e-05
E01002827,boardings,0.00015420704266789933
E01002830,boardings,0.002894926954213168
E01002831,boardings,0.0001476554124563498
E01002832,boardings,0.012158889342114506
E01002833,boardings,0.0005029367707582942
E01002835,boardings,0.0004956825014415993
E01002837,boardings,0.010134169674606255
E01002839,boardings,0.0032937888281547333
E01002840,boardings,0.0006768741051962435
E01002843,boardings,0.0007253160343297186
E01002844,boardings,0.0004622545759585223
E01002845,boardings,0.000241454369590693
E01002846,boardings,0.0030517992949589644
E01002849,boardings,0.00023859049970664098
E01002850,boardings,0.024525898448608755
E01002851,boardings,0.0025826508247902523
E01002852,boardings,0.00022882843412527505
E01002854,boardings,0.0069053034081516555
E01002857,boardings,0.031282805911071895
E01002858,boardings,0.014200956122019966
E01002859,boardings,0.0010845365500029404
E01002861,boardings,0.002190709697748565
E01002862,boardings,0.011589833489110603
E01002863,boardings,0.009171348154769348
E01002864,boardings,0.0012773703584606955
E01002866,boardings,0.00718396921068285
E01002867,boardings,0.0029759353353471392
E01002868,boardings,0.0011754823953185776
E01002869,boardings,0.0015574839759517761
E01002870,boardings,0.0019605019808962803
E01002873,boardings,0.000617793494753108
E01002874,boardings,0.006773571015772705
E01002877,boardings,0.004105372829500253
E01002878,boardings,0.001101282735772886
E01002880,boardings,0.0017498920310577044
E01002882,boardings,0.025516108804099543
E01002883,boardings,0.00030336422526315663
E01002884,boardings,0.0001676222718326679
E01002885,boardings,0.0015627021140862465
E01002886,boardings,0.00039999509708072616
E01002887,boardings,0.0018841347325816923
E01002891,boardings,0.0015031236207281979
E01002892,boardings,0.009354295288212374
E01002893,boardings,0.021210513813770218
E01002894,boardings,0.0005350692103707387
E01002896,boardings,0.00386956461668611
E01002897,boardings,0.00208679345384797
E01002898,boardings,0.007102234543461639
E01002899,boardings,0.0006804718022355469
E01002900,boardings,0.0040113446384133855
E01002901,boardings,0.00031385664549889365
E01002902,boardings,9.675856867680656e-05
E01002903,boardings,0.0006547545853350044
E01002905,boardings,0.0010022769411579925
E01002906,boardings,0.0008314424353867334
E01002908,boardings,0.004242848008623306
E01002909,boardings,0.0010504679452676803
E01002910,boardings,0.0025704901655597867
E01002911,boardings,0.00025950590751660314
E01002912,boardings,0.00045918933944663945
E01002913,boardings,0.0005454071006490087
E01002914,boardings,0.0011019179539404646
E01002915,boardings,0.01893858202511231
E01002916,boardings,0.0009509903767381205
E01002918,boardings,0.031841944498429094
E01002919,boardings,0.0004703710571628986
E01002920,boardings,0.012229400079874577
E01002921,boardings,0.00219545139959476
E01002922,boardings,0.021214749365275697
E01002926,boardings,0.00635907183325128
E01002928,boardings,0.002092503370164184
E01002929,boardings,0.010564597362913673
E01002930,boardings,0.000513620985958735
E01002931,boardings,0.0002192324116079326
E01002932,boardings,0.0027832682168185737
E01002935,boardings,0.0007844698135906861
E01002938,boardings,0.007702753610792143
E01002939,boardings,0.06852647936794909
E01002940,boardings,0.0028599805423844904
E01002941,boardings,0.0014045451852421316
E01002945,boardings,0.44149477924386793
E01002946,boardings,0.007770687817057073
E01002947,boardings,0.005752778578004606
E01002948,boardings,0.0021610413352393643
E01002949,boardings,0.005008134514565967
E01002950,boardings,0.02624643080987181
E01002951,boardings,0.006562429269146354
E01002952,boardings,0.0052935824468297804
E01002953,boardings,0.004924497353690332
E01002954,boardings,0.0004198821863310448
E01002955,boardings,0.0031188996838818726
E01002956,boardings,0.0030690114736235817
E01002957,boardings,0.005236083817854184
E01002959,boardings,0.014094527329202985
E01002960,boardings,0.004547804200538002
E01002961,boardings,0.010296288176173538
E01002963,boardings,0.010122506626591414
E01002964,boardings,0.0028022745217505377
E01002965,boardings,0.0009474125557978653
E01002966,boardings,0.005773030061479289
E01002967,boardings,0.0029638940035058205
E01002968,boardings,2.3876704988361783e-05
E01002969,boardings,0.003084840574917194
E01002970,boardings,0.0032558917214840725
E01002971,boardings,0.0011083382962204984
E01002972,boardings,0.0010373243316990743
E01002973,boardings,0.0027540301493211403
E01002974,boardings,0.0011345494591296838
E01002975,boardings,0.004908457719244084
E01002978,boardings,0.0005712772084334852
E01002981,boardings,0.025514350266247987
E01002982,boardings,0.0026243621511022807
E01002983,boardings,0.012164267687225967
E01002984,boardings,0.00010798248232909795
E01002987,boardings,0.00013919562811917755
E01002988,boardings,0.0072018111279160005
E01002990,boardings,0.0018447445498343156
E01002991,boardings,0.03439004138525636
E01002993,boardings,0.0018662782325341732
E01002994,boardings,0.004957725129150992
E01002995,boardings,0.005207835299253298
E01002996,boardings,0.001458385749255065
E01002997,boardings,0.008033397360464998
E01002998,boardings,0.01671928621611947
E01002999,boardings,0.0014103547085992747
E01003000,boardings,0.005549252450060937
E01003001,boardings,0.0012712518729542824
E01003002,boardings,0.0019195802477087718
E01003005,boardings,0.023113671387492637
E01003006,boardings,0.0033711975119417184
E01003007,boardings,0.058249995370195574
E01003008,boardings,0.012629625068145385
E01003009,boardings,0.01042960671978623
E01003010,boardings,0.006603692974232067
E01003011,boardings,0.01114031604562125
E01003013,boardings,4.881095683418853e-05
E01003014,boardings,0.0001208935454398521
E01003016,boardings,0.00328225995519577
E01003018,boardings,0.00018295460553866666
E01003019,boardings,0.0012187340044947253
E01003020,boardings,0.00016108430977984731
E01003023,boardings,0.0005493673493815093
E01003024,boardings,0.00023870497469498635
E01003026,boardings,0.003183229369279769
E01003030,boardings,0.0011882985240252407
E01003031,boardings,0.009990859944953629
E01003032,boardings,4.8061283555098306e-05
E01003034,boardings,0.000833711835257856
E01003035,boardings,0.0022242961598271742
E01003037,boardings,0.0003078948486910496
E01003039,boardings,0.0017585028628453862
E01003040,boardings,0.0024025139668529486
E01003041,boardings,0.0005900644424189259
E01003042,boardings,0.0012747402324721018
E01003043,boardings,0.03131006701680878
E01003044,boardings,0.01421766912489892
E01003046,boardings,0.022464808213362997
E01003047,boardings,1.2560883054422338e-05
E01003048,boardings,0.01992439092562073
E01003051,boardings,0.0003713934346898794
E01003052,boardings,0.008617494651370787
E01003053,boardings,0.001361485044213954
E01003054,boardings,0.0007126298393659255
E01003057,boardings,0.0001479029231934132
E01003060,boardings,0.0017019600132238324
E01003061,boardings,8.693464076161964e-05
E01003062,boardings,0.00017704509872631827
E01003064,boardings,0.008334085398590823
E01003067,boardings,0.0030077010448920634
E01003068,boardings,0.01089042614188557
E01003069,boardings,0.001982441465901667
E01003072,boardings,0.002112703020030157
E01003074,boardings,0.00010769040104178487
E01003076,boardings,0.00013052423680028915
E01003077,boardings,0.00037841044338145246
E01003078,boardings,0.017560474381800077
E01003079,boardings,0.016724571854054324
E01003081,boardings,0.00018717468420035059
E01003082,boardings,0.004157450715214658
E01003083,boardings,0.005656257143460513
E01003084,boardings,0.0054819823173928636
E01003085,boardings,0.07058057857426586
E01003086,boardings,0.007276910245661948
E01003087,boardings,0.0004689076636178401
E01003089,boardings,0.00031782200603150943
E01003090,boardings,0.000463172083885033
E01003091,boardings,0.003507645228228228
E01003096,boardings,0.0004232227905872283
E01003097,boardings,0.0032146975025564
E01003099,boardings,6.750332592292104e-05
E01003100,boardings,0.001177312077869939
E01003101,boardings,0.00045324637203398004
E01003102,boardings,3.145141237647828e-05
E01003104,boardings,0.0021281981091915356
E01003105,boardings,0.027008393525839784
E01003106,boardings,0.0006203501541209378
E01003107,boardings,0.016587676085774057
E01003108,boardings,0.0004743891192806498
E01003110,boardings,0.0015258216778013891
E01003112,boardings,0.0042271045372388565
E01003115,boardings,0.00100853465934145
E01003116,boardings,0.07203526671838817
E01003117,boardings,5.797004552602096e-05
E01003118,boardings,7.095718174397595e-05
E01003119,boardings,0.0010603616489142497
E01003120,boardings,6.780001660703153e-05
E01003121,boardings,0.0006055338341298839
E01003125,boardings,0.0013891428104605044
E01003126,boardings,0.00035416230591941815
E01003127,boardings,0.00030053364626766543
E01003128,boardings,0.00037743568302573793
E01003131,boardings,0.00010480521494179561
E01003133,boardings,0.04281409497015961
E01003134,boardings,0.027847409420879324
E01003137,boardings,0.00014004419802617334
E01003139,boardings,0.0015496224860874147
E01003141,boardings,0.001537998764206261
E01003144,boardings,0.0006769373081684526
E01003145,boardings,0.0007402379923269016
E01003146,boardings,0.0007632780250025177
E01003147,boardings,0.000985841076814641
E01003148,boardings,0.05866054995429542
E01003150,boardings,3.4622827224465354e-05
E01003151,boardings,0.03378061257976694
E01003152,boardings,0.004400368446290994
E01003153,boardings,0.0008460601511243185
E01003154,boardings,0.008157280929482731
E01003156,boardings,0.009567325905717282
E01003158,boardings,0.05734470917687796
E01003159,boardings,0.0019068844982062976
E01003160,boardings,0.0038921542819600197
E01003162,boardings,0.0007393967706949149
E01003163,boardings,0.008323889681575252
E01003164,boardings,9.501653219948919e-05
E01003165,boardings,0.0026014584606186865
E01003166,boardings,0.00010550400160633158
E01003167,boardings,0.005298282997216897
E01003169,boardings,0.0009950584743945467
E01003170,boardings,0.03846110502904419
E01003172,boardings,0.0007642198225466207
E01003174,boardings,0.01270399622144091
E01003175,boardings,0.01609268738410851
E01003176,boardings,0.00010783806920761693
E01003177,boardings,0.0004864836461708252
E01003179,boardings,0.00243640576890194
E01003180,boardings,0.0009158202381388536
E01003181,boardings,0.0006578178926399465
E01003182,boardings,0.031632006964242385
E01003183,boardings,8.226560898270995e-05
E01003185,boardings,0.0025841861060425606
E01003186,boardings,0.00023178235400667536
E01003187,boardings,0.058585043729862465
E01003190,boardings,0.0005928068452244821
E01003191,boardings,0.006094271628163005
E01003192,boardings,0.0048354481893959364
E01003193,boardings,0.0013814754813309665
E01003194,boardings,0.0054427720687725625
E01003195,boardings,0.006209150693331059
E01003198,boardings,0.010619076769123655
E01003199,boardings,0.00036226791247781324
E01003200,boardings,0.0005314976514110785
E01003202,boardings,0.00026528925787093
E01003203,boardings,0.0032118360571091816
E01003207,boardings,0.002241917377300329
E01003209,boardings,0.001895198318905623
E01003210,boardings,0.0006350906439814314
E01003211,boardings,0.001675402305810742
E01003212,boardings,0.0027220289899631926
E01003213,boardings,0.015958087164556458
E01003214,boardings,0.0005286775743124398
E01003215,boardings,0.002124281910243963
E01003217,boardings,0.0017367085044185451
E01003218,boardings,0.0282333382222509
E01003219,boardings,0.022470079018084396
E01003220,boardings,0.003298878697589988
E01003221,boardings,0.0004313189160338811
E01003223,boardings,0.0002750910234036717
E01003224,boardings,0.002370693429237661
E01003226,boardings,0.0004888536334896125
E01003227,boardings,0.0014637271955622417
E01003229,boardings,0.00048752995997319924
E01003231,boardings,0.0004902303621316408
E01003232,boardings,0.001445848462849899
E01003233,boardings,0.01170912990862879
E01003235,boardings,0.014151503734084145
E01003236,boardings,0.017814086308257544
E01003237,boardings,0.002499265998646162
E01003238,boardings,0.0038625283948005604
E01003239,boardings,0.007882723647652003
E01003240,boardings,0.0006866434869937422
E01003241,boardings,0.0004942024875082293
E01003243,boardings,0.0005778428050573662
E01003244,boardings,0.006557637633095076
E01003245,boardings,0.019056605509389247
E01003247,boardings,0.003091876272216818
E01003248,boardings,0.0009438916828927633
E01003249,boardings,0.01489213132060471
E01003251,boardings,0.0009622946591510443
E01003253,boardings,0.000405514937810015
E01003254,boardings,0.016525880375620663
E01003255,boardings,0.00010767984161227288
E01003256,boardings,0.0006380510532654313
E01003257,boardings,0.0010026150144587197
E01003258,boardings,0.005133994718864658
E01003259,boardings,0.0017022771477283398
E01003260,boardings,0.02833535159429339
E01003261,boardings,0.02649453284599449
E01003263,boardings,0.0005152004638049648
E01003264,boardings,0.0035862761672849222
E01003265,boardings,0.00018589307623244474
E01003266,boardings,0.00266713530744909
E01003267,boardings,0.053120959075414156
E01003268,boardings,0.0027788875997143757
E01003269,boardings,0.03005174663788024
E01003270,boardings,0.03211931680451302
E01003272,boardings,0.0010154039951951687
E01003273,boardings,0.02455380839340534
E01003274,boardings,0.0009498696297065018
E01003276,boardings,0.002787541669122742
E01003277,boardings,0.029049850920967138
E01003278,boardings,0.0011919551906768074
E01003279,boardings,0.008771612612636408
E01003280,boardings,0.0006895291399524623
E01003281,boardings,0.010080017567965203
E01003282,boardings,0.0012461778972548442
E01003284,boardings,0.011905999758788421
E01003285,boardings,0.004165250091642226
E01003286,boardings,0.0003430636258616869
E01003288,boardings,0.00015082891997506833
E01003290,boardings,0.008993049964107177
E01003291,boardings,0.0005344700468910224
E01003292,boardings,0.0029161151767476304
E01003295,boardings,0.023876088224198136
E01003298,boardings,0.007722947304508937
E01003299,boardings,0.0017755336978725062
E01003300,boardings,0.03522845091330718
E01003301,boardings,0.007266058577434733
E01003302,boardings,0.002608332036690972
E01003303,boardings,4.2156574131458745e-05
E01003304,boardings,0.0010812995877989996
E01003305,boardings,0.0008241428697999523
E01003307,boardings,0.008749780661813714
E01003308,boardings,0.0011860291630187896
E01003309,boardings,0.006078922844980049
E01003310,boardings,0.0009122500964532893
E01003311,boardings,0.019752709988783795
E01003313,boardings,0.005400836845945516
E01003318,boardings,1.5642808502728644e-05
E01003319,boardings,0.0017565861076898038
E01003320,boardings,0.006729923067230799
E01003321,boardings,0.001058832372819995
E01003322,boardings,0.0007393793224153358
E01003325,boardings,0.000465863475917809
E01003326,boardings,0.010539085913340573
E01003327,boardings,0.00021996323581403537
E01003328,boardings,0.03588521895556437
E01003330,boardings,0.003985446009592497
E01003331,boardings,0.007378937976600772
E01003332,boardings,0.009188586394922508
E01003333,boardings,0.0035154140671875317
E01003334,boardings,0.00015615606915004502
E01003336,boardings,0.003064671350459887
E01003337,boardings,0.0024564314246403353
E01003339,boardings,0.0012046706173031304
E01003340,boardings,6.121289223148265e-05
E01003342,boardings,0.002196992127687387
E01003344,boardings,0.009303901399429474
E01003346,boardings,0.00973939016717101
E01003347,boardings,0.0062160375444816965
E01003348,boardings,0.003211082040574407
E01003350,boardings,0.01951217299926706
E01003351,boardings,0.004189477020759733
E01003352,boardings,0.021313008842695685
E01003353,boardings,0.04411048118788724
E01003354,boardings,0.010346828870486107
E01003355,boardings,0.0005057390867529381
E01003356,boardings,0.0027044936911860447
E01003358,boardings,0.0004782787152955001
E01003359,boardings,0.00033552859986423975
E01003360,boardings,0.00023618041253590876
E01003361,boardings,0.003308268351556284
E01003363,boardings,0.009039659801429997
E01003364,boardings,0.008174118885374226
E01003365,boardings,0.04631119356003847
E01003366,boardings,0.01376075853605812
E01003370,boardings,0.002336382505227599
E01003374,boardings,0.0003890814800292386
E01003375,boardings,0.0007784292844962687
E01003376,boardings,0.012330308113432137
E01003377,boardings,0.003306921535767926
E01003378,boardings,0.006286880177644876
E01003379,boardings,0.028421239591098577
E01003380,boardings,0.0023563574544765435
E01003382,boardings,0.01125743954014021
E01003383,boardings,0.0006085290747969833
E01003384,boardings,0.0031875050842492926
E01003386,boardings,0.013436723752691622
E01003387,boardings,0.0030868182305331727
E01003388,boardings,0.012008188674768338
E01003389,boardings,0.0001013324613046171
E01003390,boardings,0.0004907848155951126
E01003392,boardings,0.00034584969249252346
E01003393,boardings,0.0003845915469696281
E01003394,boardings,0.002875455636669226
E01003398,boardings,0.021413896348712432
E01003399,boardings,0.006037452558377641
E01003400,boardings,0.00042946260653745376
E01003401,boardings,0.0005556334862258832
E01003402,boardings,0.0002890782718627215
E01003403,boardings,0.008536295129562926
E01003404,boardings,0.0024265175264018947
E01003405,boardings,0.05959671814731722
E01003406,boardings,0.039133803547646874
E01003407,boardings,0.05204932493234773
E01003410,boardings,0.006257011424408888
E01003411,boardings,0.012176756373677478
E01003412,boardings,0.008668899824347775
E01003413,boardings,0.0013967533322743625
E01003414,boardings,0.008467957122309647
E01003415,boardings,0.001583652375707191
E01003416,boardings,0.012652290384835783
E01003417,boardings,0.002201897533101508
E01003419,boardings,0.04821411121700938
E01003420,boardings,0.03802608578626698
E01003421,boardings,0.004206690216734955
E01003422,boardings,0.003584270019348647
E01003423,boardings,0.0018881142415121382
E01003426,boardings,0.00629972760144079
E01003427,boardings,3.325278547860317e-05
E01003428,boardings,0.012496811871335702
E01003430,boardings,0.001375782047389687
E01003431,boardings,0.0019385459296854697
E01003432,boardings,0.013595863825992005
E01003433,boardings,0.000627331486155809
E01003435,boardings,0.00315511154011996
E01003436,boardings,0.004369704044252102
E01003437,boardings,0.0034060815397294634
E01003438,boardings,0.007236186775210471
E01003439,boardings,0.00036080485898728034
E01003440,boardings,0.011961804312589865
E01003441,boardings,0.0011727532969871219
E01003442,boardings,0.07204077151071682
E01003443,boardings,0.07412811854585155
E01003444,boardings,0.016394115538250945
E01003445,boardings,0.003173284411391991
E01003446,boardings,0.00018900297075546973
E01003447,boardings,0.002035238194446897
E01003448,boardings,0.005640068012404493
E01003449,boardings,0.0025362671277898464
E01003450,boardings,0.0341111611910196
E01003451,boardings,0.0053024745007424715
E01003452,boardings,0.0017533012858319975
E01003454,boardings,0.005459498383817318
E01003456,boardings,4.192361514250933e-05
E01003458,boardings,0.009305921683745725
E01003459,boardings,0.015803340294447354
E01003460,boardings,0.0008211604710786607
E01003461,boardings,0.0008214914549920902
E01003462,boardings,0.01781431540824572
E01003463,boardings,0.02082646031140012
E01003464,boardings,0.004779874343782429
E01003467,boardings,0.005132986481024268
E01003469,boardings,0.0015845115184684312
E01003470,boardings,0.0012678752497326262
E01003471,boardings,0.012401086286808662
E01003478,boardings,0.003570179924066737
E01003480,boardings,0.0009845561191490467
E01003481,boardings,0.017229122599817744
E01003483,boardings,0.02407519926299974
E01003485,boardings,0.0022271257686158094
E01003486,boardings,0.0001815163243949502
E01003488,boardings,0.0022842697831978553
E01003491,boardings,0.0005499526131143952
E01003492,boardings,0.03761592603059846
E01003497,boardings,0.007141072766802654
E01003498,boardings,0.0027217706902932437
E01003499,boardings,0.00021953823721798877
E01003500,boardings,0.004177557208417374
E01003501,boardings,0.0012243487955562469
E01003502,boardings,0.0010217670378889828
E01003503,boardings,0.00018200233916733193
E01003507,boardings,0.007117771340728648
E01003509,boardings,0.007348076459839594
E01003512,boardings,0.002105600180392006
E01003513,boardings,0.035806598787399224
E01003515,boardings,0.00010887896688941616
E01003516,boardings,0.0009209759313010878
E01003517,boardings,0.003594708528499526
E01003518,boardings,0.004209890249873501
E01003520,boardings,0.0002644990380789448
E01003521,boardings,7.538837281958121e-05
E01003523,boardings,0.0005471937012107083
E01003525,boardings,0.00016051738027101844
E01003528,boardings,0.003707229853048762
E01003529,boardings,0.0014719029502214076
E01003530,boardings,0.007714553340656803
E01003531,boardings,0.00011352371615808968
E01003532,boardings,0.0012977824756733843
E01003533,boardings,0.006490069566191723
E01003535,boardings,0.0016360508932593172
E01003537,boardings,0.00372510104209053
E01003538,boardings,0.00281646392502221
E01003539,boardings,0.004483908965333251
E01003540,boardings,0.002324560421548535
E01003541,boardings,0.0024765186348051924
E01003542,boardings,0.003091143000736713
E01003543,boardings,0.0006517436506945812
E01003544,boardings,0.0007316087559682481
E01003545,boardings,0.01806903059253166
E01003549,boardings,0.010169428375678698
E01003550,boardings,0.002135874655180406
E01003551,boardings,0.001875158104097161
E01003553,boardings,0.0012537813293180778
E01003555,boardings,0.0009917244950404017
E01003556,boardings,0.00020561576418828224
E01003558,boardings,0.0001367974679041808
E01003559,boardings,0.001112370136083095
E01003561,boardings,0.004788267666441294
E01003562,boardings,0.008197154070231614
E01003564,boardings,0.006062409869513502
E01003565,boardings,0.003339865851906423
E01003566,boardings,0.00021518269360301363
E01003567,boardings,0.0012760514438322765
E01003569,boardings,0.0001502373908543491
E01003570,boardings,0.0009267167023554391
E01003571,boardings,0.004737004027147823
E01003572,boardings,0.006748730112612467
E01003573,boardings,0.0012925531366380842
E01003574,boardings,0.0012818438944658286
E01003575,boardings,0.002372396432503507
E01003576,boardings,0.0004247336569800457
E01003578,boardings,0.0007081245274636089
E01003583,boardings,0.004440219424640256
E01003586,boardings,0.0018152459094220746
E01003587,boardings,0.0005348218578327592
E01003589,boardings,0.0014640944772527078
E01003590,boardings,0.0003667398355534305
E01003591,boardings,0.00012461771580242302
E01003593,boardings,0.011137437323945018
E01003594,boardings,0.003441350474600378
E01003595,boardings,0.02178683079765127
E01003596,boardings,0.0013494606738473447
E01003598,boardings,0.01518175647268252
E01003600,boardings,0.0003889483656420723
E01003601,boardings,0.0001172515132355802
E01003602,boardings,0.0016417369966823976
E01003603,boardings,0.001440695350066931
E01003604,boardings,0.006947876287683545
E01003605,boardings,0.0003207921386617277
E01003607,boardings,0.0012400176901057433
E01003611,boardings,0.0011020340271467761
E01003615,boardings,0.001229911035144866
E01003616,boardings,0.00035399702119201385
E01003618,boardings,0.001773701498095002
E01003619,boardings,5.740325807421275e-05
E01003622,boardings,0.0009536485293635119
E01003623,boardings,0.005639266227056614
E01003630,boardings,8.667283546600355e-05
E01003631,boardings,0.03971089143988997
E01003633,boardings,0.04643954498400011
E01003635,boardings,0.0013623569986169156
E01003636,boardings,0.0002444143101739746
E01003638,boardings,0.05228323246592507
E01003639,boardings,0.01868338387546109
E01003640,boardings,0.0020294810950893336
E01003641,boardings,0.0006370930774477744
E01003643,boardings,0.00720831250834592
E01003644,boardings,0.04399415333871194
E01003645,boardings,0.005356978741585281
E01003646,boardings,0.0005658364285770611
E01003647,boardings,0.0004983591518919438
E01003648,boardings,0.0038333333114714393
E01003650,boardings,0.003691093526378129
E01003651,boardings,0.002570028852205097
E01003653,boardings,0.0004115921051653028
E01003654,boardings,0.03819417994193793
E01003655,boardings,0.001451585251484144
E01003656,boardings,0.018227717513319017
E01003657,boardings,0.003072989992302012
E01003659,boardings,0.005884543199344923
E01003661,boardings,0.02152345400555419
E01003662,boardings,0.00021873504422017414
E01003663,boardings,0.003943425040329325
E01003665,boardings,0.014507746401436355
E01003666,boardings,0.19879645665667936
E01003668,boardings,0.03126800973266057
E01003670,boardings,0.007864607081433887
E01003672,boardings,0.0016828551577435609
E01003673,boardings,0.0010767332088221682
E01003674,boardings,0.0012144487959033006
E01003675,boardings,0.0007318601366702589
E01003677,boardings,0.012631964623969785
E01003679,boardings,0.08511229148376917
E01003680,boardings,0.02090109071133843
