lsoa,direction,TV_alpha0_alpha5
E01001038,boardings,0.0016178447493495722
E01001039,boardings,0.035187406303105656
E01001040,boardings,0.0033696420913647386
E01001041,boardings,0.0006458085300746598
E01001042,boardings,0.0003722544122162697
E01001044,boardings,0.003801113688826912
E01001047,boardings,0.02362516378605777
E01001049,boardings,0.004748491346437222
E01001050,boardings,0.0019473189397666334
E01001051,boardings,0.009826351151939685
E01001052,boardings,0.007456685854547222
E01001053,boardings,0.005144862191725619
E01001054,boardings,0.004686143292833993
E01001055,boardings,0.005264748188161663
E01001058,boardings,0.0293310550837836
E01001059,boardings,0.029935359433408734
E01001060,boardings,0.018729208112174173
E01001061,boardings,0.004814196763481059
E01001062,boardings,0.0014095971749901164
E01001063,boardings,0.001460383465498771
E01001064,boardings,0.0018814599194975786
E01001065,boardings,0.0003501582079024607
E01001066,boardings,0.007019539238428386
E01001067,boardings,0.12868553197918586
E01001068,boardings,0.02621855277666671
E01001070,boardings,0.01640830663180414
E01001071,boardings,0.030870561527717295
E01001074,boardings,0.0014725837182572906
E01001075,boardings,0.005672995794900126
E01001076,boardings,0.0029505103859530507
E01001077,boardings,0.03942019723314208
E01001078,boardings,0.0020246997115523223
