cluster,n,share,total_p10,total_median,total_p90,median_boarding_alighting_total_ratio,boardings_Weekday_share,boardings_Saturday_share,boardings_Sunday_share,boardings_00_05_share,boardings_01_05_share,boardings_peak_day,boardings_peak_hour,alightings_Weekday_share,alightings_Saturday_share,alightings_Sunday_share,alightings_00_05_share,alightings_01_05_share,alightings_peak_day,alightings_peak_hour
0,1882,0.5237962705260228,634.342335,1650.5029749999999,6822.354953,0.791778645293389,0.3777422328141261,0.3528763706170119,0.2693813965688619,0.1475621514974329,0.12535686532371526,Weekday,1080,0.3922077385732564,0.3490813309833433,0.25871093044340027,0.09772398233961768,0.0634717927534824,Weekday,1080
1,494,0.13748956303924298,126.666333,384.71857,1096.782772,0.7644940776173768,0.3751432309914606,0.34867713693858055,0.27617963206995877,0.19781661644755683,0.17743980622030547,Weekday,1080,0.3887932508526768,0.34865473497924965,0.26255201416807356,0.1319100465928266,0.094371769943867,Weekday,1080
2,1217,0.33871416643473423,85.29787,256.00315,680.0917420000005,0.670072441678016,0.3874631572669889,0.3551250001479339,0.25741184258507716,0.0979432124763703,0.087919751139046,Weekday,1080,0.4109245880076162,0.35420135318488016,0.2348740588075036,0.045659555005810974,0.016756687893285594,Weekday,1080
