lsoa,cluster,max_posterior,entropy
E01000908,0,1.0,7.181389230466375e-22
E01000909,2,1.0,1.5187669368816832e-36
E01000912,1,0.9998258073922297,0.0016818752365718355
E01000913,2,1.0,2.595452925510214e-118
E01000914,1,1.0,6.468946882591531e-17
E01000916,2,1.0,1.0029884520068244e-31
E01000917,2,1.0,1.2022739840702021e-46
E01000918,1,0.9999999999998863,3.619574071431497e-12
E01000919,1,1.0,1.174009755868885e-14
E01000920,3,1.0,1.0673644207650497e-22
E01000921,1,0.9999607552243747,0.0004374094205905388
E01000922,1,0.9999999999970726,8.067864264886174e-11
E01000924,2,1.0,1.9770289327221273e-40
E01000926,1,0.9999999999997584,7.175514947670226e-12
E01000927,1,0.9999999999773337,5.783725870158745e-10
E01000928,1,0.9999999999092637,2.188910995789865e-09
E01000929,1,0.9999887416203236,0.0001395407734748597
E01000930,1,1.0,3.9472048928776074e-15
E01000931,1,1.0,1.6162276048704944e-15
E01000932,2,1.0,5.793648073161388e-34
E01000933,1,1.0,1.1754818872219745e-13
E01000934,2,0.9999998974052228,1.753598997569475e-06
E01000935,2,1.0,2.281919925746862e-40
E01000938,2,1.0,1.1636387044291687e-50
E01000939,1,1.0,1.8338771946316306e-17
E01000942,1,0.9999799705945002,0.0002367135044643087
E01000946,1,1.0,9.759459412247176e-16
E01000947,1,1.0,4.1108797128215033e-16
E01000948,2,1.0,1.351946835978102e-172
E01000954,2,0.9999963693891485,4.910803387444508e-05
E01000956,1,1.0,2.2351481290632044e-16
E01000958,2,1.0,3.919402805497679e-119
E01000959,2,1.0,2.643298509557243e-47
E01000960,1,0.9999999999999716,9.643001664623938e-13
E01000963,1,0.999999999999929,2.261289853623797e-12
E01000969,1,0.9999999999635634,9.120965756845096e-10
E01000972,2,1.0,3.7640499929332775e-35
E01000973,1,0.9999999999999858,2.857715518819191e-13
E01000974,1,0.9999999999846096,3.9863110146622917e-10
E01000975,3,1.0,9.269169167128205e-22
E01000976,3,1.0,9.720776614446184e-23
E01000977,3,1.0,1.0931052397987939e-22
E01000978,2,1.0,1.0774345036727759e-57
E01000979,3,1.0,2.4302863184056713e-25
E01000980,0,1.0,6.795731059792606e-14
E01000981,3,1.0,8.240567698932932e-23
E01000982,3,1.0,8.647766837798247e-27
E01000983,3,1.0,3.351271553532689e-26
E01000984,3,1.0,3.912383966149217e-22
E01000985,0,1.0,1.510246212076569e-13
E01000992,3,1.0,9.115247520863204e-27
E01000993,0,0.9999999999996447,1.0365734100514568e-11
E01000994,0,0.99999999999892,3.07193685270936e-11
E01000995,2,1.0,3.1707356104667224e-20
E01000997,2,1.0,1.9814201693092846e-25
E01000998,0,0.9999999999983231,4.71432478721569e-11
E01001000,1,0.999999734538299,4.285028305285613e-06
E01001003,0,0.9999999999997158,8.581429482040919e-12
E01001004,0,1.0,1.1671795287951195e-15
E01001006,1,0.9945071332862663,0.03406430686969768
E01001008,2,1.0,1.6036160453887028e-71
E01001010,2,1.0,5.481545328415546e-109
E01001011,1,1.0,2.3044278727545676e-15
E01001013,1,1.0,8.200461803108383e-16
E01001015,2,1.0,4.819475674096525e-189
E01001016,0,1.0,2.9339734333831706e-14
E01001018,2,1.0,3.7431150324748655e-43
E01001019,3,1.0,1.002207673878624e-21
E01001020,2,1.0,1.589395712292747e-140
E01001021,2,1.0,1.7819725437102658e-66
E01001023,1,0.999999999895806,2.498973910245114e-09
E01001025,0,1.0,7.727477099090135e-21
E01001026,0,1.0,2.7407545177850065e-17
E01001027,0,1.0,1.1441382010773483e-39
E01001029,2,1.0,7.920383885459869e-119
E01001032,0,1.0,2.4805211287858197e-36
E01001033,1,0.9984050622816721,0.011866532320684558
E01001034,0,0.9999999999999858,6.843370341707054e-13
E01001035,2,1.0,1.8153803656430578e-70
E01001036,2,1.0,1.7572190796285537e-192
E01001037,2,1.0,9.26666535422826e-47
E01001038,2,1.0,2.845436544066714e-100
E01001040,2,0.9999999999949694,1.3586991613407434e-10
E01001041,1,0.999999999234177,1.68406110142699e-08
E01001042,1,0.9999999994688977,1.1873213374584677e-08
E01001044,2,1.0,2.083325111465625e-99
E01001047,0,1.0,7.185541457112993e-23
E01001049,2,1.0,3.4814540716935894e-54
E01001050,1,0.9999997073019318,4.696084175205425e-06
E01001051,2,1.0,2.805587927401437e-58
E01001052,2,1.0,6.4375660592183756e-55
E01001053,2,0.9999931890892904,8.78401881007129e-05
E01001054,2,1.0,1.3510691798180236e-30
E01001055,2,1.0,5.226461614309202e-14
E01001058,0,1.0,1.0292759473599257e-19
E01001059,0,1.0,8.716026842569469e-23
E01001060,0,1.0,2.1824853824906105e-14
E01001061,2,1.0,1.3078923745448118e-84
E01001062,2,1.0,5.811061726436988e-19
E01001063,2,1.0,2.3948008039177197e-37
E01001064,2,1.0,8.641475543048656e-21
E01001065,2,0.999999999999929,2.210206512835554e-12
E01001066,2,1.0,9.76123911783305e-67
E01001068,3,1.0,1.1149912539373855e-25
E01001070,3,1.0,1.776948895516571e-25
E01001071,3,1.0,4.466777883732433e-34
E01001074,2,1.0,3.332066056698115e-16
E01001075,3,1.0,5.370260642095106e-24
E01001076,2,1.0,2.1141462759895377e-98
E01001078,2,1.0,3.113923226188937e-64
E01001079,2,1.0,1.0526054443140895e-108
E01001080,2,1.0,5.669043397295144e-20
E01001081,2,1.0,5.788945954189092e-150
E01001083,2,1.0,1.2300726866736123e-86
E01001084,1,0.9999999995097824,1.0998712559895118e-08
E01001085,1,0.9999999999981526,5.18760727228951e-11
E01001087,1,1.0,7.46666880079218e-14
E01001089,2,1.0,9.948757845820836e-37
E01001091,2,0.9999999999985931,3.976165705904685e-11
E01001092,0,0.999999999999929,2.3971976575587556e-12
E01001093,2,1.0,2.9567821834811815e-49
E01001094,0,1.0,1.8465679479323826e-23
E01001095,2,1.0,4.491703778036714e-25
E01001097,1,0.9999999999985647,4.06384602878047e-11
E01001099,0,0.9999999999994884,1.5157930652097732e-11
E01001102,0,0.9999999999999858,2.844055377496748e-13
E01001103,0,1.0,5.531931213280117e-34
E01001104,0,1.0,8.116622600534829e-19
E01001105,0,1.0,1.0631259431970276e-13
E01001106,0,1.0,8.240757754336006e-32
E01001107,0,1.0,7.038657722806207e-22
E01001108,0,1.0,1.1582465883195771e-24
E01001109,3,1.0,8.791693802562494e-23
E01001110,1,0.9999999999997158,8.518649751865006e-12
E01001111,1,0.9999999990128714,2.1456420361945995e-08
E01001112,3,1.0,2.692259485578067e-25
E01001114,1,0.999999999953701,1.14814826116277e-09
E01001115,0,1.0,1.9695300858716036e-15
E01001116,1,0.9999764390662843,0.00027462409436204526
E01001118,1,0.9999999996128679,8.777061896062974e-09
E01001119,0,1.0,1.1415171038220777e-19
E01001120,2,1.0,9.452436330703357e-170
E01001122,2,1.0,4.1976915441616414e-98
E01001125,2,0.9999999999999005,3.1232452229721083e-12
E01001127,0,0.9999999999980105,5.5693287592386037e-11
E01001129,0,1.0,1.4759592856187298e-15
E01001130,0,0.9999999999981526,5.1746421269932076e-11
E01001132,0,1.0,1.3204975422756838e-15
E01001133,2,1.0,3.709108776651156e-43
E01001134,2,1.0,7.043056407524332e-37
E01001135,1,0.995020680150409,0.03136955656637952
E01001136,3,1.0,6.620458185159004e-26
E01001137,2,1.0,1.646144497129692e-30
E01001138,0,1.0,2.2839681681410564e-17
E01001139,1,0.999999984278695,2.98205639386453e-07
E01001140,3,1.0,2.940600686100538e-30
E01001142,3,1.0,2.140007809387287e-26
E01001143,3,1.0,1.7851351678895162e-22
E01001144,0,1.0,1.5876146231883673e-17
E01001145,3,1.0,1.1032210627314055e-25
E01001147,2,1.0,1.0565940435738507e-76
E01001148,0,1.0,1.5678934352718802e-13
E01001149,2,1.0,6.941168114977075e-98
E01001150,2,1.0,1.6734132719303198e-34
E01001151,1,0.9999999848461841,2.8799858720110346e-07
E01001152,1,0.999999999993733,1.6786421560099602e-10
E01001154,2,0.9999922709765962,9.870368022947136e-05
E01001155,1,0.9999999999999574,1.3766114911300112e-12
E01001156,1,0.9999999907511068,1.8034197467133213e-07
E01001157,1,0.9999999997921236,4.8422203454107345e-09
E01001158,2,1.0,1.596084287033174e-95
E01001159,1,0.9999900958158585,0.0001240256242455046
E01001162,0,1.0,3.37080624482733e-19
E01001163,2,1.0,9.594421352892727e-111
E01001164,1,1.0,1.248927890461962e-13
E01001165,3,1.0,1.1668063087344838e-26
E01001166,2,1.0,6.03764244822032e-20
E01001167,1,0.9840533164941632,0.08181427372939011
E01001168,3,1.0,5.682638344709968e-23
E01001169,2,1.0,2.4746601771368077e-132
E01001170,1,1.0,1.356980871555696e-13
E01001171,2,1.0,5.3911297206901355e-112
E01001172,2,0.9966415941827959,0.022483209748783213
E01001173,0,1.0,5.611273422356454e-14
E01001175,2,1.0,1.834032255178913e-49
E01001176,0,0.9999999999999147,2.4932928378400522e-12
E01001177,1,0.99811330097272,0.013720042460022779
E01001178,1,0.9999999999999858,4.585599724035923e-13
E01001180,2,1.0,1.0478714970468068e-34
E01001181,1,0.9999999557364713,7.937824562834838e-07
E01001182,1,0.9999999999998295,5.354698543280226e-12
E01001183,1,1.0,4.451196770933316e-17
E01001185,0,0.9999999970702476,6.049459113249199e-08
E01001186,3,1.0,3.912896988133478e-23
E01001187,0,0.9999999999998721,4.017827062880165e-12
E01001191,0,0.9999999999999858,3.412667931381418e-13
E01001192,3,1.0,8.276699722628272e-25
E01001193,0,0.9999999999995453,1.3447711197182783e-11
E01001195,0,1.0,5.805569401522365e-16
E01001197,2,1.0,5.5475745720278e-103
E01001199,2,0.9999992673387138,1.1082661025919752e-05
E01001202,2,1.0,1.3856190049027065e-26
E01001204,2,1.0,7.518302420471968e-105
E01001205,2,1.0,9.19185064636692e-148
E01001206,0,0.9999999999794227,5.269861115128279e-10
E01001207,3,1.0,1.6951219921735626e-22
E01001208,1,0.9999999999983089,4.744700081971517e-11
E01001209,2,1.0,4.705164382645189e-56
E01001210,2,1.0,9.840364322037436e-34
E01001211,2,1.0,2.2494597759046066e-77
E01001212,2,1.0,5.5298805884626576e-55
E01001214,2,1.0,5.191702499597249e-28
E01001215,1,0.9999999999379696,1.5198382154415091e-09
E01001216,2,1.0,4.8385162342980154e-30
E01001218,0,1.0,1.9940544601964396e-16
E01001219,0,1.0,3.6946904500258496e-19
E01001220,0,1.0,3.161918358734783e-21
E01001225,1,1.0,7.361352788971087e-17
E01001226,2,1.0,1.7272011340753672e-65
E01001228,2,1.0,4.005997972823286e-89
E01001229,2,1.0,2.126822756181185e-134
E01001230,2,1.0,1.2862968350436403e-88
E01001233,1,0.99999980271326,3.243119332707602e-06
E01001235,1,0.9999330031340949,0.000710892436253425
E01001239,2,1.0,-0.0
E01001240,2,1.0,6.505990873263421e-63
E01001241,2,1.0,1.5454202858873588e-79
E01001243,1,0.9999985191997872,2.1357473616595336e-05
E01001244,1,1.0,2.1903576119048526e-13
E01001245,1,0.9999999999961204,1.057646067057533e-10
E01001246,2,1.0,1.2062696452671172e-15
E01001247,1,0.9999999999956515,1.1796903387336033e-10
E01001248,3,1.0,5.193762528943795e-22
E01001249,1,1.0,4.3526815244773985e-16
E01001250,1,0.9999999997206999,6.4235676075774604e-09
E01001251,1,0.9999986183805613,2.002277925178259e-05
E01001252,1,1.0,5.971005094770754e-16
E01001253,3,1.0,1.1031080948035782e-20
E01001254,0,0.9999999999419344,1.4265030034386898e-09
E01001257,2,1.0,2.806882671177273e-90
E01001258,1,0.9999999509225587,8.750443291066269e-07
E01001259,1,0.9999996650621831,5.328633186532208e-06
E01001260,2,1.0,8.888117048488153e-129
E01001261,1,1.0,6.0964301645113325e-15
E01001263,3,1.0,7.61195345701874e-24
E01001264,0,1.0,1.324904468612793e-16
E01001266,2,1.0,1.4496953236579146e-126
E01001267,2,1.0,2.4068411866090926e-30
E01001268,0,1.0,3.063869098094614e-20
E01001269,3,1.0,2.79953692626175e-39
E01001271,3,1.0,1.0163023070641429e-25
E01001272,2,0.9999999999978897,5.891776506362452e-11
E01001275,2,1.0,4.562708314487913e-47
E01001276,0,1.0,1.5666062576537648e-25
E01001277,1,1.0,2.4187809485016033e-15
E01001278,1,0.9999997208979429,4.491223278466807e-06
E01001280,2,1.0,5.168841141995619e-135
E01001281,2,1.0,1.4201118503003027e-54
E01001282,0,1.0,1.5408693852240763e-14
E01001283,1,0.9999999999971863,7.747536804317e-11
E01001285,2,1.0,5.809729702899624e-76
E01001286,2,1.0,2.0012481775909104e-97
E01001289,2,1.0,1.2185461838238348e-89
E01001290,3,1.0,4.1681659615640537e-23
E01001291,2,1.0,2.0015696335572666e-103
E01001293,2,0.9995848513829791,0.0036477723981714017
E01001294,0,0.9999999999998437,4.655711123021704e-12
E01001295,1,0.9999896259734354,0.00012942843162143478
E01001296,2,1.0,1.7728455885501036e-29
E01001297,0,0.9999999407056368,1.0459970698533125e-06
E01001298,1,1.0,1.6570472403585703e-14
E01001299,0,1.0,3.5879505907282606e-45
E01001301,1,0.9999999999940457,1.5995014405486426e-10
E01001302,2,1.0,2.890675079992219e-77
E01001303,2,1.0,1.4637660552958783e-30
E01001308,3,1.0,2.162757967111874e-26
E01001312,3,1.0,3.310499751208386e-27
E01001313,3,1.0,9.367988919802706e-26
E01001315,2,1.0,4.1569593731211623e-60
E01001316,1,0.9999999908550876,1.7841785489070697e-07
E01001317,0,1.0,1.1020580410852294e-17
E01001318,2,1.0,6.365988914706905e-115
E01001321,1,0.9999999604776243,7.13236458096659e-07
E01001322,1,1.0,3.4396047397153514e-14
E01001323,1,0.9999999995889794,9.294051203934572e-09
E01001324,2,1.0,1.0390853388269218e-75
E01001325,3,1.0,8.637279180828971e-28
E01001326,1,0.9977913513104572,0.01571292148896971
E01001327,2,1.0,4.882397504278904e-50
E01001328,1,1.0,1.2932547620861024e-15
E01001329,3,1.0,1.6036816250441318e-24
E01001330,1,0.9999999999987637,3.5018617937017346e-11
E01001331,2,1.0,1.1729270968272151e-17
E01001333,1,0.9999996140073185,6.086119215725991e-06
E01001334,0,0.9999999999986642,3.7758123528231875e-11
E01001336,3,1.0,2.3189697362938724e-28
E01001337,1,1.0,6.933845758929244e-14
E01001338,1,0.9999999999999858,5.819619171359514e-13
E01001339,3,1.0,2.327662672533789e-27
E01001341,2,0.9967742623976287,0.021725275124835443
E01001342,2,1.0,3.9849776714353666e-212
E01001343,2,1.0,1.6928963277378175e-145
E01001344,1,0.9999978340420563,3.0415782304062136e-05
E01001347,0,1.0,3.0430532217856918e-15
E01001348,2,0.9990309133268266,0.007693261048086076
E01001349,2,1.0,4.313575208802762e-25
E01001351,1,1.0,6.380978621393372e-17
E01001352,1,0.9999999999999858,5.297425040641066e-13
E01001353,1,0.9999998827626866,1.9882352540657468e-06
E01001354,2,0.9998964324153156,0.0010538244484082516
E01001355,1,1.0,9.220979390382124e-17
E01001357,0,0.9999999999994316,1.655512720628529e-11
E01001358,3,1.0,2.5972930529457566e-23
E01001359,1,0.9999977783406729,3.1141565467431924e-05
E01001361,1,1.0,1.8484256391195992e-15
E01001362,1,0.9999999999999858,3.07979666689246e-13
E01001363,1,1.0,9.009538093596408e-14
E01001367,1,0.9999999999998721,4.1119748835860615e-12
E01001369,0,0.9999999754095231,4.554379690791376e-07
E01001370,1,0.9999999999992468,2.189635311552799e-11
E01001375,2,1.0,4.44304658863328e-83
E01001376,2,1.0,7.955946432308902e-26
E01001377,2,1.0,2.1610889834879644e-188
E01001384,2,1.0,9.673937292460629e-57
E01001385,2,1.0,2.95652505185667e-39
E01001386,2,1.0,1.4694625562115362e-122
E01001387,2,1.0,3.6381271181080096e-94
E01001388,1,1.0,9.505266942127334e-15
E01001390,2,1.0,6.00554723355919e-125
E01001393,2,1.0,7.23801155748262e-20
E01001394,1,0.9999999999999858,4.478927915181987e-13
E01001395,0,1.0,1.0466937251385876e-15
E01001396,1,0.9999999999999574,1.511947767337257e-12
E01001397,0,1.0,1.3748394532945475e-18
E01001398,0,1.0,3.335834941110411e-70
E01001399,3,1.0,1.4892428764311643e-20
E01001400,2,1.0,4.160267441270406e-21
E01001402,1,0.9999731571317865,0.00030937739614818744
E01001403,0,1.0,8.219581888438753e-14
E01001404,3,1.0,3.051266741655659e-26
E01001406,0,1.0,6.002736077294449e-14
E01001408,0,0.9999999999998295,5.245967718844628e-12
E01001409,3,1.0,6.92133043257376e-27
E01001411,3,1.0,1.5565424613069644e-25
E01001412,3,1.0,3.584422377143167e-25
E01001414,3,1.0,9.950674598635698e-23
E01001415,2,0.9999667152791953,0.00037646335501835673
E01001418,2,1.0,1.2761434567704742e-91
E01001419,2,0.9999999999986855,3.722283080905104e-11
E01001423,0,0.9999999999999858,6.206507430326282e-13
E01001425,1,0.9999983955412557,2.3012307817947627e-05
E01001426,3,1.0,2.2818211265082503e-21
E01001427,3,1.0,5.291610849179057e-26
E01001429,1,1.0,1.0276987228208234e-17
E01001430,1,0.9999999999946851,1.432230604289927e-10
E01001433,0,1.0,8.171765288571283e-16
E01001436,3,1.0,3.860693634491644e-22
E01001437,0,1.0,2.406943713973732e-41
E01001438,3,1.0,8.087602133324015e-35
E01001439,1,1.0,2.2560139220775143e-15
E01001440,2,1.0,1.2915335163955402e-43
E01001441,2,1.0,4.949340541414291e-14
E01001442,2,1.0,1.4764718278006077e-107
E01001444,1,0.999999614656662,6.076529543708459e-06
E01001445,2,1.0,5.994183106573375e-65
E01001446,2,1.0,1.5767382294505628e-22
E01001447,2,1.0,7.968875566878689e-63
E01001449,2,1.0,2.3536735428950454e-107
E01001450,1,0.999999999702311,6.827558232985795e-09
E01001451,2,1.0,3.83734566489275e-88
E01001453,3,1.0,7.979731874636305e-26
E01001454,0,1.0,4.1146478553472135e-14
E01001455,2,1.0,6.767952734217766e-32
E01001458,1,0.999999999999801,6.092484294529392e-12
E01001461,3,1.0,3.5376821511489885e-25
E01001465,1,0.9999999999999574,1.3460048227252086e-12
E01001468,0,1.0,4.1954121011536794e-16
E01001469,0,1.0,1.0951301607315364e-14
E01001470,3,1.0,1.1372105465429582e-24
E01001471,0,1.0,1.698375939017159e-17
E01001474,2,1.0,8.435075050873636e-106
E01001476,2,0.9999996758793755,5.167179621691053e-06
E01001478,3,1.0,7.886993140176137e-26
E01001479,1,0.9999999999992895,2.0720874757102253e-11
E01001480,3,1.0,1.798836170309445e-23
E01001481,0,1.0,1.5199182705405103e-25
E01001483,0,1.0,6.661965148002275e-18
E01001485,1,0.9996040130307021,0.0034981216560995318
E01001486,3,1.0,1.193786454954993e-22
E01001488,0,1.0,5.0810772907796366e-24
E01001489,0,1.0,2.2544523124560447e-14
E01001491,1,0.9999999999997442,7.85037047920193e-12
E01001492,0,0.9999999999999432,1.8006378550211829e-12
E01001493,2,1.0,8.913492584670192e-119
E01001498,1,0.999999999999929,2.0548104521819095e-12
E01001499,2,1.0,7.370495892899906e-21
E01001500,2,1.0,9.094731408889555e-69
E01001501,1,1.0,1.3948198082253606e-15
E01001502,1,1.0,2.128424126373413e-14
E01001504,0,1.0,2.1417797175187627e-14
E01001505,2,1.0,1.0672229115152556e-31
E01001507,1,1.0,8.225380938219211e-16
E01001509,0,1.0,8.810206360266493e-16
E01001511,2,1.0,2.1676660512135066e-96
E01001512,2,1.0,3.909897010005273e-101
E01001513,2,1.0,2.115564751043266e-68
E01001515,3,1.0,4.683009831371018e-25
E01001516,3,1.0,4.60837336665536e-23
E01001518,2,1.0,4.984838564876898e-60
E01001520,2,1.0,3.290261481789416e-114
E01001521,2,1.0,1.4224675342901553e-74
E01001522,0,1.0,6.0250917346696406e-30
E01001523,3,1.0,4.399476822261961e-23
E01001524,2,1.0,1.0480818743158946e-61
E01001527,2,1.0,2.6786650287049013e-130
E01001528,2,1.0,8.129207893491832e-23
E01001529,2,1.0,1.591132287098207e-32
E01001530,2,1.0,1.0023177522756619e-165
E01001532,2,1.0,6.042666930415994e-35
E01001534,1,0.9999999999999432,1.827561548100935e-12
E01001535,0,1.0,1.7289870804921958e-14
E01001536,1,0.9999999985322319,3.132153752228004e-08
E01001537,0,1.0,5.530105879313006e-39
E01001538,0,1.0,1.0785834923212848e-15
E01001539,0,1.0,1.711904968298025e-42
E01001540,0,0.9999999999880345,3.1292909293372824e-10
E01001542,0,1.0,2.988163887773735e-14
E01001544,0,1.0,7.880798861101658e-39
E01001547,1,0.9999999999999858,3.824797643059669e-13
E01001549,1,0.9999987003188114,1.891476838309639e-05
E01001550,2,1.0,7.802362119531731e-51
E01001551,3,1.0,2.817941559226764e-21
E01001552,3,1.0,1.349103812028834e-24
E01001553,3,1.0,4.0395520145696735e-23
E01001554,1,0.9999999999994316,1.6533567389253035e-11
E01001558,1,1.0,2.6547869586949794e-16
E01001559,2,1.0,1.3811456182116314e-30
E01001560,3,1.0,1.1709958823009925e-26
E01001563,1,0.9999999974261726,5.3478679614438605e-08
E01001564,2,1.0,2.2103942405101285e-30
E01001569,1,0.9999953929403885,6.121823231141328e-05
E01001571,2,1.0,7.477265825438118e-66
E01001572,2,0.994009858858724,0.036627552048440294
E01001573,1,0.9999995214114543,7.443212118379068e-06
E01001574,0,1.0,6.151446754414836e-15
E01001575,2,1.0,6.729715425315048e-71
E01001576,0,1.0,6.0818026161400205e-22
E01001577,1,0.9999999999991189,2.5416891843761596e-11
E01001579,3,1.0,1.4261677955163235e-22
E01001580,1,0.999999996222428,7.704038801273164e-08
E01001581,1,1.0,1.317309006835671e-15
E01001582,0,0.9999999994912514,1.1395495313674839e-08
E01001583,2,1.0,2.04327658332859e-26
E01001587,0,1.0,9.00415168020277e-21
E01001588,1,0.9999999997769322,5.180424693451708e-09
E01001590,2,1.0,1.2154421102779524e-74
E01001591,1,0.9999999958384933,8.446765181705833e-08
E01001592,0,1.0,9.222627060465645e-45
E01001593,2,1.0,1.209965388555838e-66
E01001594,1,0.9999999999900666,2.616685646478953e-10
E01001596,0,1.0,1.3665712039611254e-16
E01001597,0,0.9999999999984794,4.3062016750115883e-11
E01001600,0,0.9999999999153175,2.0486361769106827e-09
E01001601,2,1.0,3.1758997058390813e-85
E01001602,3,1.0,1.8852826149453348e-24
E01001603,2,0.9999999999979394,5.753617725744864e-11
E01001604,3,1.0,2.4664651020228926e-24
E01001605,0,1.0,3.2921050371945983e-22
E01001606,0,1.0,8.699057975143639e-54
E01001607,3,1.0,2.9512120233277695e-21
E01001609,3,1.0,3.724519924514425e-24
E01001611,3,1.0,1.327315984933912e-22
E01001613,2,0.9999999999999929,1.3954211181848798e-13
E01001614,2,1.0,9.005147698572736e-33
E01001615,1,1.0,5.59812650846717e-14
E01001617,2,1.0,9.360400609817675e-22
E01001618,0,0.9999999999904787,2.510798734985746e-10
E01001619,0,1.0,2.5762611374567562e-23
E01001620,2,1.0,1.0586280251910639e-75
E01001621,2,1.0,1.029034036476392e-33
E01001624,3,1.0,1.4743363402673688e-19
E01001625,3,1.0,7.119088095513999e-23
E01001629,1,0.8869092806285895,0.3529288384921438
E01001631,1,0.9999976887645793,3.230581821552637e-05
E01001632,1,0.999999192301771,1.2138958891246771e-05
E01001633,0,1.0,2.298930563225425e-15
E01001634,0,1.0,2.5472015601156604e-14
E01001637,2,1.0,1.5322097189970708e-202
E01001638,2,1.0,6.423246483491836e-29
E01001641,1,0.9999999999964757,9.642732394936582e-11
E01001642,2,1.0,1.1237014379400213e-43
E01001644,1,1.0,1.7005050310206478e-13
E01001645,3,1.0,5.9376537305904245e-22
E01001646,1,0.9999999999998721,3.890884952246594e-12
E01001647,0,1.0,3.3997020357825325e-21
E01001648,1,0.9999999999594849,1.009889071067039e-09
E01001651,2,1.0,6.088450205072786e-46
E01001652,2,1.0,1.018045819320468e-48
E01001653,0,0.9999999999999432,1.6265348711802206e-12
E01001655,0,1.0,3.204647836823747e-23
E01001658,2,1.0,4.0775125137111865e-29
E01001659,1,0.9999999998732108,3.016020967221953e-09
E01001660,3,1.0,2.8165265549220137e-23
E01001661,2,1.0,3.1512078524390793e-22
E01001665,1,0.9999999999999858,6.389587841090465e-13
E01001666,1,0.9999999993430038,1.454803924181134e-08
E01001669,3,1.0,3.9052030760321915e-24
E01001671,3,1.0,1.3277692445341678e-21
E01001673,1,1.0,1.7355985648034323e-14
E01001674,0,1.0,8.361208900956078e-22
E01001676,1,1.0,5.354613284979752e-15
E01001677,1,0.9999999552476321,8.020572776526345e-07
E01001678,3,1.0,1.9790651143230275e-20
E01001680,0,0.9999999999999432,1.8777585300117107e-12
E01001682,1,0.9999962178264966,5.1003403237300775e-05
E01001683,1,0.9999999999999716,7.110589530087675e-13
E01001684,2,1.0,7.03453453875014e-120
E01001686,0,0.9999999999999858,3.799493593917295e-13
E01001688,1,0.9999911718615685,0.00011156614656910804
E01001690,2,1.0,7.816556929631541e-27
E01001693,1,0.999999999999929,2.360536128076273e-12
E01001694,2,1.0,4.4413119262651125e-105
E01001695,2,1.0,2.7437775904768744e-96
E01001696,1,1.0,3.290843064996537e-16
E01001697,2,0.9999980515990085,2.756695250951671e-05
E01001698,0,1.0,6.613971131166641e-19
E01001699,2,1.0,3.886542220245848e-18
E01001700,1,0.9999999999927525,1.9304410361434279e-10
E01001701,2,1.0,5.59721647310417e-23
E01001703,0,1.0,8.337293271295482e-14
E01001704,2,1.0,3.970261223726879e-110
E01001705,1,0.9999999999983231,4.708377207608333e-11
E01001708,2,1.0,2.5705644751168043e-20
E01001710,0,1.0,4.863796947925124e-18
E01001712,1,0.9999999999999574,1.3608964169563236e-12
E01001714,1,1.0,1.1915561127280884e-14
E01001716,1,0.99952041210779,0.004144763326172846
E01001717,1,0.9988294793644062,0.00907120852928791
E01001718,1,1.0,8.140871168813514e-17
E01001719,3,1.0,1.3351333978472368e-25
E01001720,2,1.0,2.2362266161136613e-124
E01001722,1,1.0,2.760484806712395e-14
E01001724,1,1.0,3.075689445921222e-16
E01001726,1,1.0,2.1401766298470996e-13
E01001727,0,1.0,1.4228109517999702e-31
E01001728,2,0.9996222324660545,0.003354969574520279
E01001729,1,0.9999999997697699,5.339434129593801e-09
E01001730,2,1.0,4.261744400453779e-75
E01001731,2,1.0,8.693163065123222e-87
E01001733,2,1.0,2.5587058994412454e-67
E01001734,1,1.0,5.448619249149069e-15
E01001735,3,1.0,1.3986458198093557e-21
E01001737,2,1.0,3.210422487343716e-32
E01001738,2,0.9999988794680189,1.6473732223970428e-05
E01001739,2,1.0,3.434659838063628e-28
E01001740,3,1.0,2.6260034983984315e-24
E01001741,2,0.9997633591449119,0.0022123195305444997
E01001742,2,1.0,1.2472755750440164e-37
E01001744,3,1.0,4.814351943833176e-27
E01001745,3,1.0,1.4977053173892117e-25
E01001746,2,1.0,3.040163906474863e-134
E01001747,1,0.9999999999999574,1.2204402288268171e-12
E01001749,1,0.9999999999999858,3.4031726893117456e-13
E01001750,1,0.9999999957525745,8.612491301797561e-08
E01001751,2,1.0,3.921528470869146e-36
E01001755,1,1.0,1.8237693052247915e-13
E01001756,1,1.0,6.353084097381754e-17
E01001757,3,1.0,1.3874960517910046e-22
E01001758,1,0.9999999999997726,6.807445614321346e-12
E01001760,1,1.0,2.0167184888472164e-14
E01001761,3,1.0,4.366595515031508e-24
E01001762,1,1.0,2.2047067925325447e-17
E01001765,3,1.0,9.085717468458067e-25
E01001767,3,1.0,1.2525966344741481e-23
E01001769,2,1.0,8.087360593412593e-115
E01001770,1,0.999998062367085,2.7425338676630244e-05
E01001772,3,1.0,8.811923204382146e-23
E01001774,1,0.9999999429984799,1.007797609096991e-06
E01001775,3,1.0,1.2819713394485764e-24
E01001776,0,1.0,4.832329852811183e-24
E01001777,1,1.0,1.5178071231191962e-14
E01001781,2,1.0,3.4938017834550717e-20
E01001784,0,1.0,1.8900670815048047e-15
E01001786,2,0.99999999971741,6.495867392068566e-09
E01001787,2,1.0,1.4771961124055958e-31
E01001788,2,0.9999638616703543,0.0004057661676877989
