lsoa,cluster,max_posterior,entropy
E01000867,1,0.9999999999999716,7.802786385018328e-13
E01000868,2,1.0,1.3463603370078825e-103
E01000869,1,1.0,1.312311691619443e-13
E01000871,2,0.999391716230642,0.005112360390047591
E01000872,1,0.9999999999999716,7.460312594266214e-13
E01000873,0,1.0,1.7962088714959178e-37
E01000874,2,1.0,1.3187361256902745e-94
E01000875,2,1.0,1.8316012094467354e-20
E01000876,1,0.9999999999950546,1.337756021676238e-10
E01000877,2,0.9999999997995062,4.677574594796902e-09
E01000879,0,1.0,9.715512003278494e-18
E01000880,2,1.0,1.5104918753542075e-116
E01000881,2,1.0,4.2393290759840786e-24
E01000883,1,0.9999995652644053,6.802971988328826e-06
E01000884,2,1.0,1.7207080226534433e-23
E01000886,0,1.0,3.0443941187779746e-15
E01000887,2,1.0,5.977495405450943e-32
E01000888,2,1.0,2.4107870765420016e-77
E01000890,2,1.0,3.227352009664901e-35
E01000895,1,0.9999464915093985,0.0005797989261769123
E01000896,2,1.0,1.787240073997096e-152
E01000898,1,0.9661755667812985,0.14779469978599474
E01000899,2,1.0,2.4130660905096566e-51
E01000900,1,0.99041646608675,0.05407894002635737
E01000902,0,1.0,1.556316828509404e-28
E01000904,1,0.9999999995030464,1.1142814890936749e-08
E01000905,2,1.0,5.953905576050264e-63
E01000906,1,0.9999999984980263,3.2016927241366116e-08
