K,BIC,silhouette,calinski_harabasz,davies_bouldin,ARI,ARI_sd,sizes
2,-1374657.9105645136,0.3279531547520905,60.73735975528364,2.0723271785802986,0.8343676282135165,0.07860409395961387,"[322, 66]"
3,-1383257.5232974787,0.16989735339491044,53.06444653798914,2.1009988703310816,0.6117987233703934,0.12681255621568477,"[264, 73, 51]"
4,-1388130.2421219847,0.1631123810732682,43.73508153219921,2.419593295124314,0.643602301416889,0.17878244664294266,"[225, 89, 60, 14]"
5,-1391494.8437071317,0.09805654627602942,38.01583419182256,2.6528918805427173,0.4161687335058136,0.14777153068833607,"[143, 127, 77, 29, 12]"
6,-1392697.0965478008,0.09128060964970888,35.11478512107762,2.6142515728151885,0.4842326884462901,0.11045693958603882,"[129, 112, 74, 34, 28, 11]"
7,-1390403.5574980315,0.11873905465136797,36.03667457210469,2.3842503686820775,0.4410716430704523,0.10973273705948061,"[156, 72, 67, 33, 26, 25, 9]"
8,-1390202.8706231052,0.11050784986696119,38.98727362758318,1.9780791014212218,0.43264102533000937,0.08898866412557288,"[133, 70, 55, 43, 33, 24, 18, 12]"
9,-1389282.3775767835,0.10147435640830704,38.44691048483381,2.0089730229612304,0.46546068816694025,0.09391367779184054,"[121, 67, 48, 47, 32, 27, 21, 14, 11]"
10,-1387594.0816000658,0.10710416450818704,38.79299964857998,1.8495121094702,0.4628578266912773,0.11894459604955213,"[128, 59, 52, 44, 26, 25, 23, 16, 14, 1]"
11,-1386229.1351390118,0.11190696516764137,38.023028107719924,1.7170036398707218,0.48842619834154466,0.08414426560602373,"[97, 89, 52, 51, 23, 22, 22, 15, 15, 1, 1]"
12,-1385458.6306470549,0.11242889219465776,38.135423518464314,1.6381293748486156,0.414690734276419,0.06878173793633967,"[85, 72, 67, 50, 23, 21, 19, 18, 13, 13, 6, 1]"
