unit,cluster
E01000001,1
E01000002,4
E01000005,1
E01000007,3
E01000008,3
E01000009,1
E01000011,8
E01000013,1
E01000017,9
E01000019,3
E01000020,3
E01000021,9
E01000024,1
E01000027,9
E01000029,9
E01000030,9
E01000031,9
E01000032,1
E01000034,9
E01000035,1
E01000036,1
E01000038,3
E01000040,9
E01000041,9
E01000042,3
E01000043,3
E01000045,9
E01000049,3
E01000050,1
E01000052,9
E01000057,3
E01000058,3
E01000060,1
E01000061,1
E01000062,3
E01000063,0
E01000064,9
E01000065,9
E01000067,9
E01000068,4
E01000070,1
E01000071,3
E01000072,3
E01000073,3
E01000074,3
E01000075,1
E01000077,9
E01000078,1
E01000079,3
E01000080,3
E01000082,1
E01000083,1
E01000084,9
E01000085,3
E01000086,9
E01000087,1
E01000088,0
E01000090,0
E01000091,5
E01000093,9
E01000094,6
E01000095,1
E01000096,3
E01000097,9
E01000098,9
E01000099,1
E01000101,6
E01000103,3
E01000104,9
E01000105,3
E01000106,3
E01000108,3
E01000110,9
E01000111,9
E01000112,1
E01000113,1
E01000114,1
E01000117,3
E01000118,9
E01000120,3
E01000121,3
E01000123,3
E01000124,3
E01000126,5
E01000127,2
E01000128,3
E01000129,1
E01000130,5
E01000131,9
E01000133,9
E01000134,9
E01000135,7
E01000136,7
E01000138,5
E01000139,1
E01000140,1
E01000141,1
E01000143,9
E01000144,1
E01000146,1
E01000150,6
E01000151,1
E01000152,3
E01000154,1
E01000156,1
E01000159,3
E01000160,3
E01000161,1
E01000162,1
E01000164,1
E01000167,3
E01000170,3
E01000171,1
E01000172,3
E01000173,3
E01000174,9
E01000175,3
E01000176,9
E01000178,6
E01000180,7
E01000181,9
E01000182,1
E01000183,9
E01000184,9
E01000185,9
E01000186,5
E01000187,8
E01000188,3
E01000189,8
E01000191,5
E01000192,3
E01000193,1
E01000194,1
E01000196,1
E01000197,5
E01000198,3
E01000199,3
E01000200,3
E01000201,9
E01000202,5
E01000203,1
E01000205,7
E01000206,3
E01000207,3
E01000208,1
E01000209,3
E01000210,9
E01000211,1
E01000213,3
E01000214,1
E01000215,1
E01000218,1
E01000219,9
E01000221,1
E01000222,1
E01000223,1
E01000224,9
E01000226,3
E01000227,3
E01000228,3
E01000229,5
E01000230,3
E01000231,5
E01000232,9
E01000233,9
E01000234,3
E01000235,9
E01000236,9
E01000237,1
E01000238,3
E01000239,1
E01000240,5
E01000242,3
E01000243,1
E01000244,9
E01000246,3
E01000247,3
E01000248,3
E01000250,1
E01000251,1
E01000252,3
E01000253,3
E01000255,3
E01000256,9
E01000257,9
E01000258,9
E01000259,3
E01000260,5
E01000261,3
E01000263,5
E01000264,1
E01000265,9
E01000266,3
E01000267,3
E01000268,1
E01000269,2
E01000270,3
E01000271,9
E01000273,1
E01000274,9
E01000277,3
E01000278,3
E01000279,3
E01000280,3
E01000281,1
E01000282,1
E01000283,3
E01000284,9
E01000285,3
E01000286,3
E01000287,2
E01000288,9
E01000289,3
E01000290,3
E01000292,3
E01000296,1
E01000297,3
E01000298,1
E01000299,1
E01000301,8
E01000302,1
E01000305,1
E01000307,9
E01000309,5
E01000313,1
E01000314,6
E01000315,3
E01000316,1
E01000318,8
E01000321,1
E01000323,1
E01000324,5
E01000325,8
E01000326,9
E01000327,5
E01000329,9
E01000330,9
E01000331,5
E01000332,0
E01000333,9
E01000334,0
E01000335,0
E01000336,0
E01000338,9
E01000340,5
E01000343,2
E01000344,3
E01000345,3
E01000347,5
E01000349,7
E01000350,9
E01000352,9
E01000353,3
E01000354,9
E01000356,1
E01000358,3
E01000359,3
E01000360,1
E01000362,1
E01000363,3
E01000364,2
E01000365,8
E01000367,2
E01000369,9
E01000370,1
E01000374,3
E01000375,7
E01000376,3
E01000380,0
E01000381,8
E01000383,3
E01000384,9
E01000385,3
E01000386,1
E01000389,9
E01000392,1
E01000394,7
E01000398,9
E01000399,5
E01000400,9
E01000402,0
E01000403,1
E01000404,9
E01000405,0
E01000406,0
E01000407,9
E01000408,4
E01000409,9
E01000410,3
E01000412,3
E01000413,6
E01000414,1
E01000416,1
E01000417,1
E01000418,2
E01000420,2
E01000421,9
E01000422,1
E01000423,7
E01000426,9
E01000427,5
E01000428,1
E01000429,2
E01000430,0
E01000431,3
E01000433,1
E01000434,1
E01000436,9
E01000439,0
E01000441,7
E01000442,9
E01000443,9
E01000444,0
E01000445,3
E01000447,1
E01000448,7
E01000450,5
E01000451,0
E01000454,9
E01000455,9
E01000456,3
E01000457,1
E01000459,9
E01000461,9
E01000462,1
E01000463,9
E01000464,3
E01000465,5
E01000466,9
E01000467,9
E01000469,0
E01000470,6
E01000472,1
E01000473,1
E01000475,2
E01000476,3
E01000477,3
E01000478,3
E01000479,1
E01000480,3
E01000481,1
E01000483,1
E01000485,3
E01000487,9
E01000489,9
E01000491,3
E01000493,5
E01000494,6
E01000495,2
E01000497,1
E01000498,0
E01000499,1
E01000501,9
E01000502,3
E01000503,3
E01000506,1
E01000507,9
E01000508,1
E01000510,1
E01000511,2
E01000512,2
E01000513,1
E01000515,1
E01000516,1
E01000518,1
E01000519,1
E01000520,9
E01000521,1
E01000523,1
E01000524,1
E01000525,9
E01000526,1
E01000528,5
E01000530,3
E01000531,7
E01000532,6
E01000533,1
E01000535,1
E01000541,9
E01000543,1
E01000544,5
E01000545,6
E01000547,2
E01000548,1
E01000550,1
E01000551,9
E01000552,1
E01000553,2
E01000554,7
E01000555,9
E01000556,1
E01000557,9
E01000563,5
E01000564,9
E01000565,1
E01000568,1
E01000571,9
E01000572,0
E01000574,3
E01000575,9
E01000576,9
E01000577,9
E01000578,1
E01000580,7
E01000581,9
E01000583,1
E01000586,1
E01000587,5
E01000589,9
E01000590,9
E01000591,9
E01000592,1
E01000594,1
E01000595,3
E01000596,3
E01000599,1
E01000601,3
E01000602,0
E01000603,1
E01000604,9
E01000605,2
E01000606,3
E01000608,1
E01000609,3
E01000612,1
E01000615,3
E01000616,7
E01000620,1
E01000621,2
E01000622,0
E01000623,1
E01000625,6
E01000626,1
E01000627,1
E01000628,1
E01000633,1
E01000634,1
E01000636,6
E01000638,1
E01000640,1
E01000642,1
E01000643,1
E01000645,3
E01000646,3
E01000648,3
E01000649,9
E01000650,3
E01000651,3
E01000653,3
E01000656,3
E01000657,3
