unit,cluster
E01000001,4
E01000002,2
E01000005,4
E01000007,0
E01000008,0
E01000009,4
E01000011,0
E01000013,4
E01000017,5
E01000019,0
E01000020,0
E01000021,0
E01000024,4
E01000027,4
E01000029,5
E01000030,0
E01000031,5
E01000032,4
E01000034,0
E01000035,4
E01000036,3
E01000038,0
E01000040,0
E01000041,0
E01000042,0
E01000043,0
E01000045,4
E01000049,0
E01000050,4
E01000052,5
E01000057,0
E01000058,0
E01000060,4
E01000061,4
E01000062,0
E01000063,5
E01000064,0
E01000065,5
E01000067,4
E01000068,3
E01000070,4
E01000071,0
E01000072,0
E01000073,0
E01000074,0
E01000075,4
E01000077,0
E01000078,4
E01000079,0
E01000080,0
E01000082,4
E01000083,4
E01000084,5
E01000085,0
E01000086,5
E01000087,4
E01000088,5
E01000090,5
E01000091,4
E01000093,4
E01000094,4
E01000095,4
E01000096,0
E01000097,5
E01000098,4
E01000099,4
E01000101,4
E01000103,0
E01000104,4
E01000105,0
E01000106,0
E01000108,0
E01000110,5
E01000111,0
E01000112,4
E01000113,4
E01000114,4
E01000117,0
E01000118,4
E01000120,0
E01000121,0
E01000123,0
E01000124,0
E01000126,4
E01000127,5
E01000128,0
E01000129,4
E01000130,4
E01000131,5
E01000133,0
E01000134,0
E01000135,5
E01000136,4
E01000138,5
E01000139,4
E01000140,4
E01000141,4
E01000143,0
E01000144,4
E01000146,4
E01000150,4
E01000151,4
E01000152,0
E01000154,4
E01000156,4
E01000159,0
E01000160,0
E01000161,4
E01000162,4
E01000164,4
E01000167,0
E01000170,0
E01000171,4
E01000172,0
E01000173,0
E01000174,4
E01000175,0
E01000176,0
E01000178,5
E01000180,3
E01000181,5
E01000182,4
E01000183,5
E01000184,5
E01000185,5
E01000186,5
E01000187,3
E01000188,0
E01000189,0
E01000191,0
E01000192,0
E01000193,4
E01000194,4
E01000196,4
E01000197,1
E01000198,0
E01000199,0
E01000200,0
E01000201,5
E01000202,5
E01000203,4
E01000205,5
E01000206,0
E01000207,0
E01000208,4
E01000209,0
E01000210,4
E01000211,4
E01000213,0
E01000214,4
E01000215,4
E01000218,4
E01000219,5
E01000221,4
E01000222,4
E01000223,4
E01000224,0
E01000226,0
E01000227,0
