unit,cluster
E01000001,8
E01000002,1
E01000005,5
E01000007,3
E01000008,4
E01000009,5
E01000011,7
E01000013,8
E01000017,4
E01000019,4
E01000020,3
E01000021,3
E01000024,5
E01000027,4
E01000029,4
E01000030,4
E01000031,4
E01000032,5
E01000034,4
E01000035,5
E01000036,8
E01000038,3
E01000040,4
E01000041,3
E01000042,3
E01000043,3
E01000045,4
E01000049,3
E01000050,5
E01000052,4
E01000057,3
E01000058,3
E01000060,5
E01000061,5
E01000062,3
E01000063,0
E01000064,4
E01000065,4
E01000067,2
E01000068,0
E01000070,5
E01000071,3
E01000072,3
E01000073,3
E01000074,3
E01000075,8
E01000077,4
E01000078,4
E01000079,3
E01000080,3
E01000082,5
E01000083,5
E01000084,2
E01000085,3
E01000086,4
E01000087,5
E01000088,4
E01000090,4
E01000091,5
E01000093,4
E01000094,5
E01000095,8
E01000096,3
E01000097,4
E01000098,4
E01000099,5
E01000101,5
E01000103,3
E01000104,4
E01000105,8
E01000106,3
E01000108,3
E01000110,2
E01000111,4
E01000112,5
E01000113,8
E01000114,5
E01000117,3
E01000118,4
E01000120,3
E01000121,3
E01000123,3
E01000124,3
E01000126,5
E01000127,0
E01000128,3
E01000129,5
E01000130,5
E01000131,2
E01000133,4
E01000134,3
E01000135,6
E01000136,8
E01000138,2
E01000139,5
E01000140,5
E01000141,5
E01000143,4
E01000144,8
E01000146,5
E01000150,5
E01000151,5
E01000152,3
E01000154,5
E01000156,5
E01000159,3
E01000160,4
E01000161,5
E01000162,8
E01000164,5
E01000167,3
E01000170,3
E01000171,5
E01000172,3
E01000173,3
E01000174,4
E01000175,3
E01000176,2
E01000178,5
E01000180,6
E01000181,8
E01000182,5
E01000183,4
E01000184,4
E01000185,4
E01000186,2
E01000187,7
E01000188,3
E01000189,7
E01000191,2
E01000192,3
E01000193,5
E01000194,5
E01000196,5
E01000197,2
E01000198,3
E01000199,3
E01000200,3
E01000201,4
E01000202,2
E01000203,5
E01000205,8
E01000206,3
E01000207,3
E01000208,5
E01000209,3
E01000210,4
E01000211,5
E01000213,3
E01000214,5
E01000215,8
E01000218,8
E01000219,4
E01000221,5
E01000222,5
E01000223,5
E01000224,3
E01000226,4
E01000227,3
E01000228,3
E01000229,2
E01000230,3
E01000231,4
E01000232,4
E01000233,4
E01000234,3
E01000235,4
E01000236,4
E01000237,5
E01000238,3
E01000239,5
E01000240,4
E01000242,3
E01000243,5
E01000244,4
E01000246,3
E01000247,3
E01000248,8
E01000250,5
E01000251,4
E01000252,3
E01000253,3
E01000255,3
E01000256,4
E01000257,4
E01000258,4
E01000259,3
E01000260,2
E01000261,3
E01000263,2
E01000264,5
E01000265,4
E01000266,3
E01000267,3
E01000268,5
E01000269,2
E01000270,3
E01000271,4
E01000273,5
E01000274,4
E01000277,3
E01000278,3
E01000279,3
E01000280,3
E01000281,5
E01000282,8
E01000283,3
E01000284,4
E01000285,3
E01000286,3
E01000287,3
E01000288,4
E01000289,3
E01000290,3
E01000292,3
E01000296,5
E01000297,3
E01000298,5
E01000299,5
E01000301,6
E01000302,5
E01000305,5
E01000307,4
E01000309,2
E01000313,5
E01000314,8
E01000315,3
E01000316,5
E01000318,7
E01000321,5
E01000323,5
E01000324,2
E01000325,7
E01000326,4
E01000327,2
E01000329,3
E01000330,2
E01000331,2
E01000332,4
E01000333,4
E01000334,3
E01000335,8
E01000336,0
E01000338,4
E01000340,5
E01000343,0
E01000344,3
E01000345,3
E01000347,4
E01000349,6
E01000350,4
E01000352,4
E01000353,3
E01000354,3
E01000356,8
E01000358,3
E01000359,3
E01000360,5
E01000362,5
E01000363,3
E01000364,4
E01000365,7
E01000367,2
E01000369,2
E01000370,5
E01000374,3
E01000375,7
E01000376,3
E01000380,4
E01000381,3
E01000383,3
E01000384,4
E01000385,3
E01000386,5
E01000389,2
E01000392,5
E01000394,6
E01000398,4
E01000399,5
E01000400,4
E01000402,4
E01000403,5
E01000404,4
E01000405,0
E01000406,0
E01000407,3
E01000408,1
E01000409,4
E01000410,6
E01000412,3
E01000413,5
E01000414,5
E01000416,8
E01000417,8
E01000418,0
E01000420,0
E01000421,4
E01000422,5
E01000423,2
E01000426,4
E01000427,2
E01000428,5
E01000429,0
E01000430,4
E01000431,3
E01000433,5
E01000434,5
E01000436,4
E01000439,4
E01000441,6
E01000442,4
E01000443,4
E01000444,3
E01000445,3
E01000447,8
E01000448,8
E01000450,4
E01000451,4
E01000454,4
E01000455,3
E01000456,3
E01000457,5
E01000459,4
E01000461,2
E01000462,8
E01000463,2
E01000464,3
E01000465,4
E01000466,4
E01000467,4
E01000469,4
E01000470,2
E01000472,5
E01000473,5
E01000475,2
E01000476,3
E01000477,3
E01000478,3
E01000479,5
E01000480,8
E01000481,5
E01000483,5
E01000485,3
E01000487,3
E01000489,4
E01000491,3
E01000493,5
E01000494,5
E01000495,0
E01000497,5
E01000498,4
E01000499,5
E01000501,3
E01000502,3
E01000503,3
E01000506,8
E01000507,4
E01000508,5
E01000510,5
E01000511,1
E01000512,0
E01000513,5
E01000515,5
E01000516,5
E01000518,5
E01000519,5
E01000520,4
E01000521,5
E01000523,5
E01000524,5
E01000525,5
E01000526,5
E01000528,2
E01000530,3
E01000531,6
E01000532,0
E01000533,5
E01000535,5
E01000541,4
E01000543,5
E01000544,2
E01000545,5
E01000547,0
E01000548,5
E01000550,5
E01000551,4
E01000552,8
E01000553,7
E01000554,8
E01000555,4
E01000556,5
E01000557,4
E01000563,2
E01000564,4
E01000565,5
