unit,cluster
E01000001,5
E01000002,2
E01000005,6
E01000007,1
E01000008,3
E01000009,5
E01000011,2
E01000013,5
E01000017,3
E01000019,3
E01000020,1
E01000021,3
E01000024,6
E01000027,3
E01000029,3
E01000030,3
E01000031,3
E01000032,5
E01000034,3
E01000035,3
E01000036,5
E01000038,1
E01000040,3
E01000041,3
E01000042,1
E01000043,1
E01000045,3
E01000049,1
E01000050,5
E01000052,3
E01000057,1
E01000058,3
E01000060,6
E01000061,6
E01000062,3
E01000063,7
E01000064,3
E01000065,3
E01000067,6
E01000068,7
E01000070,6
E01000071,1
E01000072,3
E01000073,1
E01000074,1
E01000075,5
E01000077,3
E01000078,5
E01000079,1
E01000080,1
E01000082,6
E01000083,6
E01000084,4
E01000085,1
E01000086,3
E01000087,5
E01000088,3
E01000090,3
E01000091,6
E01000093,3
E01000094,6
E01000095,5
E01000096,1
E01000097,3
E01000098,3
E01000099,6
E01000101,6
E01000103,1
E01000104,3
E01000105,5
E01000106,3
E01000108,1
E01000110,3
E01000111,3
E01000112,6
E01000113,5
E01000114,6
E01000117,1
E01000118,3
E01000120,1
E01000121,1
E01000123,1
E01000124,1
E01000126,6
E01000127,7
E01000128,1
E01000129,5
E01000130,6
E01000131,4
E01000133,3
E01000134,1
E01000135,4
E01000136,5
E01000138,6
E01000139,5
E01000140,5
E01000141,5
E01000143,3
E01000144,5
E01000146,5
E01000150,6
E01000151,6
E01000152,1
E01000154,5
E01000156,5
E01000159,1
E01000160,3
E01000161,5
E01000162,5
E01000164,5
E01000167,1
E01000170,3
E01000171,5
E01000172,1
E01000173,1
E01000174,5
E01000175,1
E01000176,4
E01000178,6
E01000180,2
E01000181,5
E01000182,5
E01000183,3
E01000184,3
E01000185,3
E01000186,4
E01000187,0
E01000188,1
E01000189,0
E01000191,3
E01000192,1
E01000193,5
E01000194,5
E01000196,5
E01000197,4
E01000198,1
E01000199,1
E01000200,1
E01000201,4
E01000202,4
E01000203,5
E01000205,5
E01000206,0
E01000207,1
E01000208,5
E01000209,1
E01000210,5
E01000211,5
E01000213,1
E01000214,5
E01000215,5
E01000218,5
E01000219,4
E01000221,5
E01000222,6
E01000223,5
E01000224,3
E01000226,3
E01000227,1
E01000228,1
E01000229,4
E01000230,1
E01000231,3
E01000232,3
E01000233,3
E01000234,1
E01000235,3
E01000236,5
E01000237,5
E01000238,1
E01000239,6
E01000240,4
E01000242,1
E01000243,5
E01000244,5
E01000246,1
E01000247,1
E01000248,5
E01000250,5
E01000251,5
E01000252,1
E01000253,1
E01000255,1
E01000256,3
E01000257,5
E01000258,3
E01000259,1
E01000260,4
E01000261,1
E01000263,6
E01000264,5
E01000265,3
E01000266,1
E01000267,1
E01000268,5
E01000269,4
E01000270,1
E01000271,3
E01000273,5
E01000274,3
E01000277,0
E01000278,1
E01000279,1
E01000280,1
E01000281,5
E01000282,5
E01000283,1
E01000284,6
E01000285,1
E01000286,1
E01000287,7
E01000288,3
E01000289,1
E01000290,1
E01000292,1
E01000296,5
E01000297,3
E01000298,6
E01000299,5
E01000301,4
E01000302,5
E01000305,6
E01000307,3
E01000309,4
E01000313,6
E01000314,5
E01000315,1
E01000316,5
E01000318,0
E01000321,5
E01000323,5
E01000324,4
E01000325,0
E01000326,3
E01000327,4
E01000329,1
E01000330,4
E01000331,4
E01000332,3
E01000333,3
E01000334,3
E01000335,2
E01000336,7
E01000338,3
E01000340,6
E01000343,7
E01000344,1
E01000345,1
E01000347,4
E01000349,1
E01000350,3
E01000352,3
E01000353,1
E01000354,1
E01000356,5
E01000358,1
E01000359,1
E01000360,5
E01000362,5
E01000363,1
E01000364,4
E01000365,0
E01000367,4
E01000369,4
E01000370,6
E01000374,1
E01000375,0
E01000376,1
E01000380,3
E01000381,0
E01000383,1
E01000384,3
E01000385,1
E01000386,6
E01000389,4
E01000392,5
E01000394,4
E01000398,3
E01000399,6
E01000400,3
E01000402,3
E01000403,6
E01000404,3
E01000405,7
E01000406,7
E01000407,3
E01000408,2
E01000409,3
E01000410,1
E01000412,1
E01000413,2
E01000414,5
E01000416,5
E01000417,5
E01000418,7
E01000420,7
E01000421,3
E01000422,6
E01000423,4
E01000426,3
E01000427,4
E01000428,5
E01000429,7
E01000430,3
E01000431,1
E01000433,6
E01000434,6
E01000436,3
E01000439,3
E01000441,2
E01000442,3
E01000443,3
E01000444,1
E01000445,1
E01000447,5
E01000448,5
E01000450,3
E01000451,3
E01000454,3
E01000455,3
E01000456,1
E01000457,5
E01000459,3
E01000461,3
E01000462,5
E01000463,4
E01000464,1
E01000465,3
E01000466,3
E01000467,6
E01000469,6
E01000470,6
E01000472,5
E01000473,5
E01000475,7
E01000476,1
E01000477,1
E01000478,1
E01000479,6
E01000480,1
E01000481,5
E01000483,5
E01000485,3
E01000487,5
E01000489,3
E01000491,1
E01000493,6
E01000494,6
E01000495,7
E01000497,5
E01000498,3
E01000499,5
E01000501,1
E01000502,1
E01000503,1
E01000506,5
E01000507,3
E01000508,5
E01000510,5
E01000511,7
E01000512,7
E01000513,6
E01000515,5
E01000516,6
E01000518,6
E01000519,6
E01000520,3
E01000521,6
E01000523,6
E01000524,6
E01000525,3
E01000526,6
E01000528,4
E01000530,1
E01000531,4
E01000532,7
E01000533,6
E01000535,6
E01000541,3
E01000543,5
E01000544,4
E01000545,6
E01000547,4
E01000548,6
E01000550,5
E01000551,3
E01000552,5
E01000553,2
E01000554,5
E01000555,3
E01000556,5
E01000557,5
E01000563,4
E01000564,3
E01000565,6
E01000568,5
E01000571,3
E01000572,1
E01000574,1
E01000575,3
E01000576,3
E01000577,3
E01000578,5
E01000580,2
E01000581,5
E01000583,5
E01000586,5
E01000587,4
E01000589,4
E01000590,3
E01000591,5
E01000592,6
E01000594,5
E01000595,1
E01000596,1
E01000599,6
E01000601,1
E01000602,3
E01000603,5
E01000604,1
E01000605,7
E01000606,1
E01000608,6
E01000609,1
E01000612,6
E01000615,1
E01000616,5
E01000620,6
E01000621,7
E01000622,3
E01000623,6
E01000625,2
E01000626,6
E01000627,6
E01000628,5
E01000633,6
E01000634,6
E01000636,6
E01000638,6
E01000640,6
E01000642,5
E01000643,6
E01000645,1
E01000646,3
E01000648,1
E01000649,3
E01000650,1
E01000651,1
E01000653,1
E01000656,1
E01000657,1
E01000659,1
E01000661,3
E01000662,4
E01000663,1
E01000664,1
E01000665,3
E01000666,1
E01000667,1
E01000668,3
E01000670,2
E01000671,5
E01000672,4
E01000673,1
E01000674,3
E01000676,5
E01000677,1
E01000678,3
E01000679,1
E01000682,3
E01000683,1
E01000684,0
E01000685,1
E01000686,3
E01000687,1
E01000689,1
E01000690,1
E01000691,4
E01000692,5
E01000693,3
E01000694,1
E01000696,5
E01000697,5
E01000698,1
E01000699,3
E01000700,1
E01000702,5
E01000703,5
E01000704,1
E01000705,6
E01000706,5
E01000707,1
E01000708,5
E01000709,1
E01000710,1
E01000711,1
E01000712,5
E01000713,1
E01000714,5
E01000715,1
E01000716,1
E01000717,1
E01000718,3
E01000719,0
E01000721,1
E01000722,6
E01000724,1
E01000727,6
E01000728,4
E01000730,5
E01000731,1
E01000732,1
E01000734,0
E01000735,3
E01000736,1
E01000737,1
E01000738,3
E01000739,1
E01000741,5
E01000742,1
E01000743,6
E01000744,3
E01000745,4
E01000747,1
E01000749,1
E01000751,5
E01000752,3
E01000753,1
E01000754,5
E01000755,3
E01000756,5
E01000757,1
E01000760,3
E01000761,1
E01000762,1
E01000763,4
E01000765,5
E01000766,1
E01000767,3
E01000768,4
E01000769,0
E01000770,5
E01000771,1
E01000772,7
E01000773,1
E01000774,1
E01000775,5
E01000777,1
E01000778,5
E01000779,3
E01000780,3
E01000781,6
E01000782,3
E01000784,1
E01000785,1
E01000787,1
E01000788,3
E01000789,1
E01000790,5
E01000791,1
E01000792,1
E01000794,1
E01000795,1
E01000797,4
E01000798,4
E01000799,5
E01000801,6
E01000802,5
E01000803,1
E01000805,3
E01000806,6
E01000807,5
E01000808,1
E01000809,1
E01000813,7
E01000816,3
E01000819,3
E01000820,1
E01000824,5
E01000826,1
E01000827,3
E01000828,3
E01000831,1
E01000832,1
E01000834,1
E01000835,5
E01000838,3
E01000840,1
E01000841,2
E01000843,1
E01000846,3
E01000847,0
E01000848,1
E01000849,6
E01000850,6
E01000855,6
E01000856,6
E01000858,5
E01000861,6
E01000862,1
E01000863,6
E01000867,6
E01000868,7
E01000869,5
E01000871,6
E01000872,6
E01000873,1
E01000874,1
E01000875,6
E01000876,5
E01000877,5
E01000879,1
E01000880,1
E01000881,5
E01000882,0
E01000883,5
E01000884,5
E01000886,3
E01000887,5
E01000888,5
E01000890,4
E01000895,5
E01000896,0
E01000898,5
E01000899,5
E01000900,4
E01000902,1
E01000903,0
E01000904,5
E01000905,5
E01000906,5
E01000908,1
E01000909,5
E01000911,1
E01000912,5
E01000913,4
E01000914,6
E01000916,6
E01000917,5
E01000918,2
E01000919,6
E01000920,5
E01000921,5
E01000922,6
E01000924,4
E01000926,6
E01000927,5
E01000928,6
E01000929,5
E01000930,6
E01000931,6
E01000932,4
E01000933,5
E01000934,2
E01000935,4
E01000938,2
E01000939,6
E01000942,5
E01000946,6
E01000947,6
E01000948,0
E01000954,6
E01000956,6
E01000958,1
E01000959,2
E01000960,6
E01000963,5
E01000965,1
E01000969,5
E01000972,5
E01000973,5
E01000974,5
E01000975,5
E01000976,5
E01000977,3
E01000978,3
E01000979,3
E01000980,1
E01000981,3
E01000982,4
E01000983,1
E01000984,3
E01000985,1
E01000989,1
E01000991,1
E01000992,3
E01000993,3
E01000994,3
E01000995,6
E01000997,6
E01000998,3
E01001000,6
E01001003,3
E01001004,3
E01001006,6
E01001008,7
E01001010,1
E01001011,6
E01001013,5
E01001015,0
E01001016,3
E01001018,4
E01001019,3
E01001020,3
E01001021,1
E01001022,1
E01001023,5
E01001024,0
E01001025,0
E01001026,1
E01001027,1
E01001028,1
E01001029,5
E01001031,1
E01001032,1
E01001033,5
E01001034,1
E01001035,4
E01001036,4
E01001037,4
E01001038,6
E01001039,1
E01001040,4
E01001041,6
E01001042,5
E01001044,4
E01001047,1
E01001049,4
E01001050,6
E01001051,4
E01001052,4
E01001053,6
E01001054,4
E01001055,4
E01001058,1
E01001059,1
E01001060,3
E01001061,4
E01001062,5
E01001063,3
E01001064,4
E01001065,5
E01001066,7
E01001067,1
E01001068,1
E01001070,3
E01001071,1
E01001074,3
E01001075,1
E01001076,5
E01001077,0
E01001078,5
E01001079,7
E01001080,4
E01001081,3
E01001083,4
E01001084,6
E01001085,6
E01001087,6
E01001089,6
E01001091,6
E01001092,5
E01001093,3
E01001094,1
E01001095,5
E01001097,5
E01001099,1
E01001102,1
E01001103,1
E01001104,1
E01001105,3
E01001106,1
E01001107,1
E01001108,1
E01001109,3
E01001110,6
E01001111,6
E01001112,6
E01001114,6
E01001115,1
E01001116,3
E01001118,6
E01001119,1
E01001120,4
E01001121,1
E01001122,4
E01001123,7
E01001124,1
E01001125,5
E01001127,3
E01001129,1
E01001130,3
E01001132,1
E01001133,2
E01001134,1
E01001135,5
E01001136,5
E01001137,5
E01001138,1
E01001139,6
E01001140,1
E01001142,3
E01001143,3
E01001144,1
E01001145,5
E01001147,6
E01001148,1
E01001149,4
E01001150,4
E01001151,7
E01001152,6
E01001154,4
E01001155,5
E01001156,6
E01001157,6
E01001158,4
E01001159,6
E01001162,1
E01001163,7
E01001164,5
E01001165,3
E01001166,6
E01001167,5
E01001168,6
E01001169,7
E01001170,5
E01001171,5
E01001172,5
E01001173,1
E01001175,4
E01001176,3
E01001177,6
E01001178,5
E01001180,5
E01001181,6
E01001182,6
E01001183,6
E01001185,3
E01001186,3
E01001187,3
E01001191,1
E01001192,3
E01001193,3
E01001195,1
E01001196,3
E01001197,1
E01001199,3
E01001202,5
E01001204,1
E01001205,4
E01001206,1
E01001207,3
E01001208,6
E01001209,3
E01001210,3
E01001211,1
E01001212,5
E01001214,6
E01001215,6
E01001216,4
E01001218,3
E01001219,1
E01001220,1
E01001225,5
E01001226,5
E01001228,5
E01001229,4
E01001230,1
E01001233,5
E01001235,2
E01001237,1
E01001239,7
E01001240,2
E01001241,5
E01001243,5
E01001244,6
E01001245,5
E01001246,7
E01001247,5
E01001248,3
E01001249,5
E01001250,6
E01001251,6
E01001252,5
E01001253,4
E01001254,1
E01001257,6
E01001258,6
E01001259,6
E01001260,1
E01001261,5
E01001262,1
E01001263,1
E01001264,1
E01001266,1
E01001267,3
E01001268,1
E01001269,1
E01001271,5
E01001272,2
E01001275,1
E01001276,2
E01001277,5
E01001278,5
E01001280,7
E01001281,4
E01001282,1
E01001283,5
E01001285,3
E01001286,3
E01001289,3
E01001290,1
E01001291,7
E01001293,4
E01001294,3
E01001295,6
E01001296,7
E01001297,3
E01001298,6
E01001299,0
E01001301,6
E01001302,5
E01001303,5
E01001308,1
E01001309,1
E01001310,1
E01001311,1
E01001312,3
E01001313,1
E01001315,7
E01001316,6
E01001317,3
E01001318,3
E01001321,6
E01001322,5
E01001323,5
E01001324,7
E01001325,3
E01001326,6
E01001327,6
E01001328,5
E01001329,3
E01001330,6
E01001331,6
E01001333,6
E01001334,1
E01001336,3
E01001337,5
E01001338,5
E01001339,3
E01001341,7
E01001342,3
E01001343,3
E01001344,5
E01001346,1
E01001347,2
E01001348,2
E01001349,3
E01001350,3
E01001351,6
E01001352,5
E01001353,5
E01001354,6
E01001355,5
E01001357,1
E01001358,3
E01001359,6
E01001361,6
E01001362,5
E01001363,6
E01001367,6
E01001369,3
E01001370,6
E01001375,7
E01001376,6
E01001377,0
E01001384,4
E01001385,5
E01001386,4
E01001387,2
E01001388,5
E01001390,3
E01001393,6
E01001394,6
E01001395,1
E01001396,6
E01001397,1
E01001398,1
E01001399,4
E01001400,6
E01001402,5
E01001403,1
E01001404,1
E01001406,4
E01001407,3
E01001408,1
E01001409,3
E01001411,5
E01001412,3
E01001414,1
E01001415,5
E01001417,1
E01001418,4
E01001419,5
E01001423,1
E01001425,6
E01001426,3
E01001427,5
E01001429,5
E01001430,6
E01001433,4
E01001436,1
E01001437,2
E01001438,7
E01001439,6
E01001440,7
E01001441,6
E01001442,1
E01001444,2
E01001445,0
E01001446,7
E01001447,6
E01001449,2
E01001450,5
E01001451,5
E01001453,1
E01001454,1
E01001455,7
E01001456,1
E01001458,5
E01001461,3
E01001465,6
E01001468,1
E01001469,1
E01001470,3
E01001471,1
E01001473,0
E01001474,3
E01001476,6
E01001478,3
E01001479,6
E01001480,3
E01001481,1
E01001483,1
E01001485,5
E01001486,3
E01001488,3
E01001489,1
E01001491,6
E01001492,3
E01001493,3
E01001495,1
E01001498,5
E01001499,6
E01001500,2
E01001501,5
E01001502,6
E01001504,1
E01001505,5
E01001507,6
E01001509,1
E01001511,5
E01001512,5
E01001513,5
E01001514,4
E01001515,4
E01001516,3
E01001518,6
E01001520,4
E01001521,5
E01001522,0
E01001523,3
E01001524,4
E01001526,1
E01001527,3
E01001528,6
E01001529,6
E01001530,1
E01001532,4
E01001534,5
E01001535,1
E01001536,5
E01001537,1
E01001538,1
E01001539,1
E01001540,1
E01001542,1
E01001544,1
E01001547,6
E01001549,6
E01001550,2
E01001551,3
E01001552,3
E01001553,3
E01001554,6
E01001558,5
E01001559,2
E01001560,3
E01001563,6
E01001564,7
E01001569,5
E01001571,7
E01001572,5
E01001573,6
E01001574,3
E01001575,3
E01001576,3
E01001577,6
E01001579,3
E01001580,5
E01001581,5
E01001582,1
E01001583,3
E01001587,0
E01001588,6
E01001590,3
E01001591,6
E01001592,1
E01001593,3
E01001594,6
E01001596,1
E01001597,3
E01001599,1
E01001600,5
E01001601,4
E01001602,3
E01001603,4
E01001604,5
E01001605,1
E01001606,1
E01001607,3
E01001609,5
E01001611,3
E01001613,5
E01001614,4
E01001615,5
E01001617,5
E01001618,1
E01001619,1
E01001620,4
E01001621,6
E01001624,1
E01001625,3
E01001629,6
E01001631,2
E01001632,6
E01001633,1
E01001634,1
E01001635,7
E01001637,7
E01001638,7
E01001641,5
E01001642,4
E01001644,6
E01001645,3
E01001646,6
E01001647,1
E01001648,6
E01001651,6
E01001652,5
E01001653,3
E01001655,1
E01001656,1
E01001658,4
E01001659,6
E01001660,1
E01001661,4
E01001665,5
E01001666,5
E01001669,3
E01001671,3
E01001673,6
E01001674,3
E01001676,6
E01001677,6
E01001678,3
E01001680,1
E01001682,5
E01001683,6
E01001684,7
E01001685,1
E01001686,3
E01001687,0
E01001688,3
E01001690,6
E01001693,6
E01001694,4
E01001695,7
E01001696,5
E01001697,6
E01001698,3
E01001699,6
E01001700,6
E01001701,3
E01001703,3
E01001704,3
E01001705,6
E01001708,6
E01001710,1
E01001712,6
E01001714,6
E01001716,4
E01001717,4
E01001718,6
E01001719,6
E01001720,4
E01001722,6
E01001724,5
E01001726,6
E01001727,1
E01001728,5
E01001729,5
E01001730,5
E01001731,5
E01001733,5
E01001734,6
E01001735,5
E01001737,5
E01001738,4
E01001739,5
E01001740,1
E01001741,5
E01001742,5
E01001744,0
E01001745,3
E01001746,4
E01001747,6
E01001749,6
E01001750,6
E01001751,5
E01001755,6
E01001756,6
E01001757,7
E01001758,6
E01001759,2
E01001760,6
E01001761,1
E01001762,6
E01001765,2
E01001767,4
E01001769,3
E01001770,5
E01001772,3
E01001774,5
E01001775,1
E01001776,1
E01001777,5
E01001781,5
E01001784,1
E01001786,6
E01001787,4
E01001788,6
E01001791,7
E01001792,5
E01001793,4
E01001795,6
E01001796,1
E01001798,6
E01001800,6
E01001801,3
E01001802,3
E01001803,5
E01001805,4
E01001806,4
E01001807,3
E01001808,5
E01001809,5
E01001811,5
E01001813,5
E01001814,5
E01001815,1
E01001816,1
E01001819,4
E01001820,1
E01001821,7
E01001822,1
E01001824,3
E01001826,5
E01001827,4
E01001828,1
E01001829,5
E01001830,6
E01001831,5
E01001832,6
E01001833,1
E01001834,6
E01001836,5
E01001837,1
E01001839,6
E01001840,6
E01001841,1
E01001844,6
E01001845,4
E01001846,4
E01001847,3
E01001848,6
E01001849,6
E01001850,7
E01001856,5
E01001857,5
E01001858,5
E01001860,5
E01001861,6
E01001866,6
E01001867,4
E01001869,5
E01001871,4
E01001875,6
E01001876,5
E01001877,6
E01001879,5
E01001882,5
E01001883,4
E01001884,5
E01001886,5
E01001887,5
E01001891,5
E01001894,5
E01001898,5
E01001899,2
E01001902,6
E01001903,5
E01001905,0
E01001909,5
E01001911,3
E01001912,6
E01001914,5
E01001915,5
E01001916,5
E01001918,5
E01001920,5
E01001921,6
E01001922,5
E01001924,5
E01001925,5
E01001928,5
E01001929,5
E01001930,5
E01001932,5
E01001933,5
E01001937,5
E01001938,5
E01001940,5
E01001941,5
E01001942,5
E01001943,5
E01001948,2
E01001950,2
E01001951,4
E01001952,4
E01001953,5
E01001954,6
E01001955,1
E01001956,2
E01001958,1
E01001959,7
E01001962,3
E01001963,5
E01001964,1
E01001966,1
E01001968,4
E01001969,3
E01001970,2
E01001971,4
E01001972,5
E01001973,5
E01001975,6
E01001976,3
E01001977,7
E01001978,6
E01001979,5
E01001980,1
E01001981,6
E01001983,6
E01001984,6
E01001986,3
E01001987,1
E01001988,1
E01001989,5
E01001990,5
E01001991,5
E01001992,1
E01001994,3
E01001995,1
E01001997,5
E01001999,6
E01002002,5
E01002003,6
E01002005,5
E01002008,5
E01002009,5
E01002010,3
E01002011,5
E01002013,3
E01002014,5
E01002015,1
E01002017,5
E01002019,5
E01002020,5
E01002021,1
E01002022,5
E01002028,6
E01002029,5
E01002030,4
E01002031,5
E01002032,7
E01002033,4
E01002034,6
E01002036,3
E01002037,6
E01002038,6
E01002042,6
E01002043,5
E01002046,6
E01002047,6
E01002048,5
E01002049,7
E01002051,4
E01002052,1
E01002053,6
E01002055,4
E01002056,6
E01002058,1
E01002059,1
E01002060,3
E01002061,1
E01002062,1
E01002064,5
E01002066,6
E01002067,6
E01002068,1
E01002069,5
E01002070,6
E01002071,6
E01002072,5
E01002074,4
E01002075,6
E01002076,1
E01002077,6
E01002078,4
E01002081,6
E01002082,6
E01002083,3
E01002084,3
E01002085,5
E01002086,3
E01002087,1
E01002088,6
E01002089,3
E01002090,3
E01002091,6
E01002092,3
E01002094,1
E01002095,1
E01002096,3
E01002098,5
E01002099,1
E01002100,6
E01002102,1
E01002103,6
E01002104,3
E01002105,5
E01002106,3
E01002108,1
E01002109,1
E01002110,2
E01002111,3
E01002112,5
E01002113,1
E01002114,5
E01002116,1
E01002118,5
E01002119,5
E01002121,1
E01002122,2
E01002123,6
E01002125,3
E01002128,2
E01002129,5
E01002130,5
E01002132,1
E01002133,3
E01002135,1
E01002136,6
E01002137,1
