stopcode,lsoa
BP2059,E01001339
BP2062,E01001339
BP2078,E01000272
BP2096,E01002486
BP2097,E01002488
BP210,E01000799
BP3038,E01000094
BP3055,E01004061
BP414,E01003347
BP419,E01003350
BP2126,E01001089
BP213,E01035718
BP2155,E01000007
BP2156,E01003720
BP2157,E01004545
1915,E01002951
1916,E01002951
19172,E01000280
19174,E01000280
19181,E01002446
23186,E01002385
2324,E01033866
23261,E01000353
23266,E01000442
23271,E01000333
23341,E01002031
23354,E01000379
2340,E01003037
29450,E01003131
29460,E01002260
29462,E01000343
29498,E01002226
29499,E01002615
29512,E01000070
29528,E01002331
16810,E01002595
16811,E01002558
1687,E01004203
16870,E01002821
16871,E01003827
16873,E01003827
16876,E01003826
1688,E01004211
18350,E01002248
18364,E01002303
18378,E01002322
18399,E01002244
18412,E01002384
18421,E01002302
18427,E01002366
1845,E01000979
18450,E01002342
BP2683,E01002472
BP2691,E01035670
BP2692,E01035680
BP2696,E01004289
BP2702,E01004298
BP2709,E01000711
BP2717,E01001846
BP2729,E01001701
BP2735,E01003583
BP274,E01001007
BP368,E01001647
BP3700,E01001798
BP3704,E01033702
BP3716,E01001728
BP3744,E01002473
BP3745,E01002473
15028,E01002111
12043,E01000969
12089,E01000292
1216,E01000070
BP2158,E01000462
BP2162,E01001729
BP2171,E01033738
BP2172,E01033738
BP3072,E01033322
15465,E01000058
15467,E01000058
15468,E01000084
15480,E01000079
15481,E01000013
15489,E01003657
15508,E01003741
15509,E01003738
15510,E01000067
15518,E01000082
15545,E01003668
13277,E01004069
13289,E01003051
13323,E01001163
13325,E01003069
29543,E01004569
2957,E01000508
29610,E01001696
2962,E01000644
29685,E01003020
2969,E01000553
29710,E01000117
29797,E01004657
29832,E01003556
29841,E01000809
15087,E01033930
15086,E01000590
15085,E01000590
15083,E01000520
15082,E01000515
15080,E01000518
15077,E01000519
15076,E01000623
15075,E01000623
15074,E01000626
20362,E01002304
20385,E01001209
20499,E01000040
17742,E01003218
17750,E01003194
19367,E01002948
19400,E01002616
19487,E01003814
19488,E01003814
19510,E01002613
19545,E01002954
1955,E01003183
2443,E01002782
2446,E01001751
2450,E01002798
24851,E01001569
12181,E01034607
12208,E01000686
12218,E01000250
12222,E01034224
12238,E01002727
12250,E01001546
12251,E01001446
12255,E01001442
15068,E01000638
15070,E01000512
15078,E01000519
15079,E01000518
15084,E01000520
15091,E01000592
15111,E01034140
12280,E01001507
12284,E01001502
123,E01001809
12313,E01001425
13332,E01003043
13346,E01003082
1336,E01001439
13363,E01003165
13380,E01004052
13393,E01004051
13406,E01004070
13410,E01004070
13420,E01002174
15577,E01002657
2189,E01000932
2216,E01004031
22196,E01001106
2225,E01003248
26472,E01002219
26473,E01002208
26476,E01004033
26477,E01004033
26484,E01000250
15071,E01000511
15069,E01000506
15067,E01002738
15066,E01002738
15063,E01002738
15062,E01002749
15061,E01002749
15059,E01002742
15050,E01003847
15049,E01003864
15046,E01003847
15042,E01003847
15040,E01003851
10893,E01001493
10919,E01001451
10925,E01001450
10944,E01002066
10961,E01002097
1383,E01001016
13834,E01034190
2488,E01000608
24994,E01001943
25031,E01003719
25043,E01000301
25044,E01000278
25053,E01002827
BP991,E01002603
C18,E01034615
C4,E01000583
C61,E01002437
C62,E01002437
C8,E01000491
C93,E01001334
CW1,E01001218
CW11,E01002516
BP1517,E01000867
BP1522,E01002713
BP1527,E01002892
BP1532,E01002405
BP154,E01001044
18758,E01001699
18760,E01001708
20686,E01002563
20706,E01002635
2071,E01000210
20716,E01000835
20726,E01002704
20740,E01003702
2075,E01002072
20773,E01003502
20775,E01033322
20790,E01002499
20793,E01002465
20819,E01001355
26188,E01003630
26196,E01000278
26212,E01003932
26261,E01003239
26523,E01001342
26525,E01000591
26534,E01002203
26540,E01003722
26551,E01002266
26561,E01000461
26566,E01000443
26579,E01000349
26584,E01000362
17358,E01004175
1736,E01004290
17363,E01004186
17390,E01003312
17400,E01003327
1741,E01004652
34383,E01033598
34395,E01001786
34405,E01004249
34443,E01001613
34467,E01001788
13864,E01003228
13874,E01003231
13875,E01003231
13881,E01003272
1393,E01000914
1405,E01003030
14085,E01001251
1409,E01003591
14094,E01001316
14103,E01002226
14104,E01002226
14109,E01001458
1412,E01004552
15875,E01003906
1588,E01004714
15895,E01003880
23405,E01002948
2341,E01003037
23415,E01001563
23416,E01002987
BP1547,E01003422
BP1549,E01034150
BP155,E01000078
BP1572,E01003966
BP2530,E01001138
BP2534,E01001142
BP2542,E01000741
BP2594,E01004304
BP3543,E01001388
1450,E01002845
14510,E01003558
1142,E01002011
11437,E01000890
11442,E01000887
11444,E01000887
11446,E01000927
11482,E01004448
11491,E01001241
115,E01035718
11502,E01001959
26265,E01003243
17150,E01002444
27780,E01000692
27787,E01000553
27808,E01002452
17963,E01001747
17964,E01001747
17985,E01001786
17996,E01004374
180,E01004762
18020,E01004222
18023,E01032765
18032,E01002321
18034,E01002386
18038,E01002390
18062,E01032786
18063,E01004260
18067,E01004233
19787,E01001062
19797,E01001064
34505,E01000886
34510,E01000909
34515,E01000907
37000,E01001247
37011,E01033937
37019,E01000602
37026,E01000602
37074,E01004393
37096,E01002263
37106,E01001196
626,E01001830
6260,E01000407
6265,E01000439
6271,E01000370
6272,E01000370
6275,E01000327
6286,E01000360
6301,E01000389
6324,E01000362
BP3075,E01034383
2349,E01004585
23512,E01002926
26766,E01003014
26797,E01002284
26800,E01002284
26803,E01002281
26819,E01003427
26835,E01001129
26846,E01002616
26882,E01001604
26906,E01000815
26910,E01000807
17557,E01003365
17580,E01000313
17586,E01000417
17591,E01000333
17593,E01000406
29842,E01002112
29906,E01002302
29907,E01035718
11503,E01001243
11506,E01001241
14530,E01003578
14544,E01004341
14556,E01004440
14566,E01004362
14569,E01004362
14573,E01004362
14586,E01002119
14605,E01002791
1463,E01000884
14636,E01000208
1464,E01000877
25969,E01033911
2597,E01003930
25983,E01002585
25991,E01003032
26027,E01003230
26039,E01004072
26040,E01004072
BP175,E01003481
BP1759,E01002435
BP1761,E01002482
BP1769,E01002186
BP1798,E01034039
BP2753,E01004444
BP2759,E01002505
BP2772,E01003994
BP2774,E01003999
BP2777,E01002558
BP2781,E01001846
12245,E01001444
12264,E01001439
15031,E01002109
BP3080,E01003134
BP3081,E01003134
BP3119,E01002227
BP428,E01034473
BP431,E01002439
BP445,E01001097
BP447,E01034593
BP461,E01003279
BP472,E01003277
BP493,E01002968
BP500,E01002591
BP513,E01003487
BP527,E01004259
BP532,E01035670
BP2187,E01000706
BP2195,E01000742
29958,E01004350
29991,E01004761
29997,E01004761
30,E01000561
3029,E01001942
3030,E01001941
3031,E01001954
3034,E01001245
30361,E01002441
3037,E01001250
3053,E01001235
3062,E01034029
3080,E01001254
30901,E01003452
3101,E01001363
31051,E01000444
34518,E01002770
34573,E01002877
34588,E01002633
34597,E01001269
26043,E01003952
16915,E01001415
16916,E01001417
16972,E01004652
16982,E01002048
17011,E01000578
17024,E01001283
17026,E01001283
17027,E01001283
18454,E01033463
18480,E01002326
18482,E01002350
18495,E01002379
18498,E01002379
25079,E01001210
25108,E01002384
27344,E01034612
27354,E01002967
15041,E01003847
15051,E01003847
15081,E01000515
15094,E01000134
15096,E01000233
15105,E01001090
15106,E01001183
1511,E01003767
15110,E01001005
15133,E01004280
12273,E01001440
12293,E01001479
12307,E01001429
12308,E01001429
12323,E01001554
12332,E01000938
12417,E01001105
12428,E01001034
12432,E01001023
15580,E01033084
15615,E01000204
15623,E01033911
15671,E01002623
15672,E01002624
10002,E01002795
10032,E01002973
10041,E01002972
1008,E01003875
10258,E01002475
10289,E01004421
10308,E01004394
10320,E01034485
13427,E01003694
13557,E01003647
13605,E01003083
1363,E01002678
15679,E01001208
15705,E01034046
15711,E01003821
34605,E01034149
BP2258,E01000775
BP2259,E01000347
BP2261,E01002593
BP2272,E01002345
BP2276,E01034188
BP2279,E01034209
BP2287,E01000722
BP2292,E01000732
BP2296,E01000462
BP2300,E01034143
BP3212,E01001454
BP3224,E01000323
BP3234,E01000729
BP324,E01001579
BP3249,E01002770
BP643,E01000913
BP695,E01000679
BP696,E01000679
27365,E01003811
27369,E01003839
2738,E01004725
27399,E01003446
27462,E01002022
27466,E01002278
27471,E01002276
27475,E01002704
27500,E01002121
27506,E01002200
17776,E01001521
17799,E01000759
17808,E01000747
17813,E01000767
17817,E01000840
19575,E01003823
19579,E01003823
19585,E01003823
19605,E01002022
19615,E01000281
BP3562,E01000831
12433,E01001023
25662,E01004519
44002,E01000414
44007,E01001581
44022,E01001652
44023,E01001652
44030,E01001661
4405,E01001071
4409,E01001103
441,E01000586
4415,E01034152
8122,E01003515
8163,E01003499
8171,E01003509
8294,E01003112
8343,E01000955
33556,E01000384
33614,E01033874
33634,E01001322
17410,E01000800
17412,E01000801
17423,E01000777
17425,E01000775
17426,E01000775
17428,E01000775
17436,E01000835
17438,E01000835
17440,E01001135
1897,E01003523
18984,E01001613
19002,E01000790
19004,E01000794
19008,E01000686
19021,E01003326
19033,E01001333
19038,E01000751
19042,E01000029
19043,E01003384
19053,E01003400
BP699,E01000661
BP700,E01000661
BP708,E01000650
15900,E01003890
15903,E01003890
15905,E01003886
15910,E01002499
15918,E01000218
15946,E01000633
15950,E01000473
15952,E01001280
15953,E01001280
15956,E01001275
15969,E01001370
1099,E01004223
110,E01003318
11097,E01002440
11127,E01003002
11141,E01004605
11143,E01004609
BP3563,E01001505
BP3577,E01001134
BP358,E01001697
BP3583,E01003465
BP3597,E01001614
CW29,E01002541
CW37,E01033937
CW63,E01001202
CW64,E01001202
BP1580,E01003961
BP1616,E01000192
BP1625,E01000475
BP1626,E01001077
BP1631,E01001054
BP1645,E01002996
BP2599,E01002948
BP2602,E01001061
BP2609,E01033938
14640,E01002826
14693,E01000017
33665,E01001052
33682,E01001074
BP4449,E01000794
BP4446,E01000795
BP4270,E01004397
BP4374,E01001276
BP4224,E01032569
BP4319,E01033208
BP4255,E01002472
BP4193,E01002675
BP4190,E01002202
R0615,E01000667
R0642,E01002672
R0650,E01002654
R0723,E01001569
R0748,E01001694
R0814,E01032739
R0816,E01032739
BP4227,E01032741
BP4246,E01003176
BP4202,E01003402
BP4381,E01000096
BP4382,E01000096
BP4672,E01003432
BP4667,E01001658
BP4675,E01003881
BP4678,E01003976
BP4683,E01003938
BP4669,E01002089
BP4686,E01004028
BP4688,E01004045
16759,E01001803
16760,E01001801
16766,E01001722
BP4166,E01001729
34791,E01001846
BP3571,E01004322
LE167,E01003500
BP1092,E01000793
R0815,E01032739
BP2299,E01001988
28776,E01000686
16756,E01001719
16769,E01001722
8135,E01003498
8144,E01003498
8146,E01003501
35375,E01002490
14674,E01002756
899,E01002859
14802,E01002030
14797,E01034386
14777,E01000260
14775,E01000240
14772,E01000240
14769,E01000237
14765,E01003659
BP4149,E01000754
BP4028,E01000762
BP4031,E01000762
BP4015,E01000713
BP4003,E01000673
BP4005,E01000673
BP4007,E01000673
BP4155,E01000766
BP4183,E01000764
BP3992,E01000704
BP3993,E01000705
BP3996,E01000705
BP3386,E01000911
BP3819,E01000872
14565,E01004438
14561,E01004440
14560,E01004440
1456,E01001920
14557,E01004440
14551,E01004334
14550,E01004341
14548,E01004328
14545,E01004332
14540,E01003576
14531,E01003578
14527,E01003591
11507,E01001243
11501,E01001959
36620,E01003833
BP3824,E01003830
BP3825,E01003830
BP3827,E01003830
BP3808,E01033570
BP3809,E01003846
BP3192,E01004668
BP329,E01001592
9957,E01001528
BP336,E01001588
BP848,E01001590
14691,E01032739
BP312,E01001710
35186,E01032579
25369,E01001390
BP351,E01001588
BP353,E01001708
2120,E01032739
34005,E01002128
BP320,E01034173
BP4554,E01033741
BP4557,E01033741
BP3537,E01002011
BP4172,E01000895
BP3919,E01001156
BP3920,E01001074
BP3304,E01001031
17377,E01001180
BP3362,E01001358
BP3363,E01001358
BP3364,E01001357
BP4053,E01034475
BP4054,E01034475
34726,E01000070
BP4055,E01000052
BP4090,E01000214
FW38,E01033570
BP3345,E01004017
BP3346,E01004016
BP3348,E01004016
BP3349,E01004016
BP3350,E01004017
BP3861,E01004069
BP3867,E01004069
BP2446,E01004069
BP3864,E01004069
BP3865,E01004075
BP3872,E01003947
BP3873,E01003947
34784,E01004064
BP4315,E01000680
BP4325,E01000913
BP4332,E01000751
BP4326,E01002741
BP4555,E01033741
BP4559,E01033741
BP3862,E01004075
BP4674,E01035708
BP4388,E01000568
BP2125,E01001089
BP2132,E01003414
14110,E01001458
BP3523,E01001560
BP3524,E01032574
BP4173,E01001605
BP3832,E01033712
BP3848,E01001781
BP3904,E01001784
BP3901,E01001777
BP3830,E01001815
BP3851,E01035648
BP3905,E01001784
BP3906,E01001784
BP3828,E01033704
BP3829,E01001816
BP3845,E01001816
BP3852,E01035649
BP3689,E01001837
BP3854,E01035648
BP3838,E01001776
BP4248,E01034205
BP4247,E01003535
BP4228,E01003981
BP4560,E01002646
BP4561,E01002651
BP4562,E01002368
BP4596,E01003412
BP4597,E01003412
BP4599,E01003412
BP4600,E01003412
BP4603,E01003411
BP4606,E01003411
11500,E01034027
11497,E01034027
11495,E01001241
11490,E01034027
BP4689,E01004052
BP4690,E01003419
11295,E01002844
11294,E01002910
11292,E01002903
11291,E01002861
1129,E01003979
11289,E01002900
11279,E01001937
11272,E01001951
11271,E01001951
11267,E01001922
11265,E01001922
11263,E01001921
11262,E01001866
11259,E01001866
11258,E01001868
BP820,E01000615
SL38,E01034150
37398,E01004687
BP3690,E01000743
BP4094,E01000800
BP4001,E01000769
BP3510,E01033784
27858,E01002535
BP3369,E01001358
BP4439,E01034597
BP4433,E01001135
BP4434,E01000794
BP4435,E01000794
BP4440,E01000794
BP4444,E01000794
BP4445,E01000794
BP4447,E01000795
11487,E01004457
11471,E01002836
11465,E01001285
11462,E01002999
1146,E01001997
11449,E01000901
11443,E01000887
11440,E01000888
11435,E01000900
11432,E01000900
1143,E01002011
11428,E01000904
11420,E01002771
11419,E01002771
11416,E01002768
11412,E01000921
11408,E01000921
11406,E01000909
11405,E01000912
BP3446,E01033884
11256,E01001914
11255,E01001914
11254,E01001911
11249,E01001903
11247,E01001903
11244,E01001882
11243,E01001882
11240,E01001886
BP4280,E01001134
BP4352,E01001978
BP3040,E01034476
BP4448,E01000795
BP4451,E01000794
11645,E01000494
11644,E01000494
11641,E01000494
1164,E01001182
11636,E01000547
11633,E01000644
11623,E01000489
11622,E01000493
11621,E01000493
11618,E01000493
11616,E01000581
11615,E01000586
11609,E01000583
11601,E01000561
1160,E01032739
116,E01000969
11598,E01004708
11590,E01001956
BP3731,E01004241
R0329,E01004296
BP3500,E01004226
BP3987,E01004422
BP1723,E01004400
BP3760,E01004448
BP4380,E01034595
15039,E01000194
15038,E01002119
15034,E01002109
15033,E01002109
15030,E01002108
12272,E01001440
12261,E01001439
12258,E01001549
12257,E01001549
12256,E01001547
12254,E01001547
12244,E01001552
12243,E01001444
12240,E01000790
12237,E01002727
12236,E01002723
12235,E01002723
BP3287,E01032739
11589,E01001959
11587,E01001959
11577,E01001875
11576,E01001875
11573,E01001875
11572,E01001876
BP3840,E01001775
BP3856,E01001781
BP4098,E01001923
BP3762,E01002075
BP3765,E01033943
BP3887,E01033943
BP3248,E01002006
1299,E01002056
BP3073,E01002129
BP4068,E01002368
BP4069,E01002368
BP4043,E01002294
BP3544,E01002253
12232,E01033489
12230,E01033489
12226,E01001661
12225,E01001661
12213,E01033865
12200,E01000253
11239,E01001879
11233,E01001952
11230,E01001948
11226,E01001920
11224,E01035718
11213,E01001964
11212,E01001964
BP4480,E01003377
BP4481,E01003929
BP4488,E01000794
BP4071,E01002538
BP4101,E01002538
BP3768,E01002471
BP2706,E01002420
BP4159,E01002444
BP4073,E01002473
BP4074,E01002473
BP3473,E01033708
BP3833,E01001775
BP3476,E01033708
BP3688,E01001837
R0201,E01001921
BP4095,E01035486
BP4096,E01035487
34350,E01001866
26453,E01001981
BP3782,E01002859
BP2068,E01002814
BP4620,E01034145
BP4621,E01002960
BP4623,E01034206
BP4638,E01002037
BP4652,E01003535
BP4655,E01003535
BP4657,E01003536
BP4659,E01003535
11404,E01000912
11400,E01000912
11396,E01000928
11393,E01000928
11389,E01000856
11383,E01000861
11379,E01000958
11366,E01035709
11357,E01004134
14523,E01003587
BP4490,E01004733
BP4496,E01001522
BP3508,E01004736
BP3509,E01004736
BP3505,E01004736
BP1685,E01002968
BP4277,E01001261
BP4279,E01000365
BP2614,E01002954
BP3773,E01003106
1089,E01003032
BP4452,E01000794
BP4453,E01000795
BP4460,E01001796
BP4461,E01001796
BP4457,E01003050
BP4468,E01033099
BP4475,E01002424
BP4479,E01002930
11566,E01035484
11561,E01004648
11551,E01002878
11547,E01002852
11546,E01002852
11544,E01002856
11543,E01002905
11542,E01002856
14520,E01003586
1451,E01035669
14501,E01032740
14495,E01035676
14488,E01004270
14487,E01004270
14485,E01004270
14484,E01004232
14483,E01004232
14482,E01004230
14481,E01004230
14479,E01004230
BP4111,E01032739
1582,E01004716
BP3791,E01004629
BP4267,E01004397
12182,E01034607
1217,E01000070
1213,E01004037
1211,E01004037
121,E01001808
1209,E01003941
12086,E01000248
12085,E01000253
12083,E01001093
12082,E01001093
12077,E01000389
12073,E01000359
12072,E01000356
12068,E01000845
12067,E01000845
12063,E01000843
12060,E01000849
BP237,E01002782
11540,E01002830
11539,E01002831
11534,E01002833
11533,E01002833
11528,E01002832
11522,E01002886
1152,E01032739
11518,E01004726
11517,E01033604
11515,E01001244
11514,E01001244
11511,E01001241
1151,E01002818
14692,E01001232
14689,E01033708
BP4076,E01002538
BP4104,E01002473
BP4163,E01002474
BP4079,E01002539
BP4083,E01002472
BP3480,E01004492
BP3908,E01004629
LG33,E01004632
BP4120,E01003052
R0800,E01000214
1206,E01003979
12058,E01000898
12057,E01000849
12054,E01000898
12051,E01000933
12047,E01000932
BP3482,E01002384
BP3481,E01004616
BP4164,E01035493
BP4084,E01002472
BP401,E01002431
BP402,E01002431
BP403,E01002432
BP4105,E01002475
BP4107,E01002475
BP2703,E01002420
BP2704,E01002419
BP2705,E01002419
BP3651,E01002681
BP3639,E01002618
BP3631,E01002678
BP3166,E01002589
BP3169,E01002589
37646,E01002707
BP3778,E01002861
19869,E01003446
BP3255,E01003440
BP3259,E01003440
BP3387,E01003921
BP3772,E01004067
BP4819,E01032780
BP244,E01032739
BP4327,E01002014
BP4342,E01002041
BP4385,E01000568
BP4386,E01000568
BP3965,E01033884
BP3794,E01004094
BP3795,E01004094
BP3677,E01004112
BP3452,E01004137
BP3721,E01035667
BP3722,E01004239
BP3728,E01004239
BP4520,E01003462
BP4498,E01033938
BP4485,E01003516
BP4486,E01003517
BP4494,E01002294
BP4511,E01000643
BP4514,E01001551
BP4515,E01035711
BP4519,E01003388
14478,E01004234
14476,E01001836
14474,E01001841
14473,E01001836
14471,E01001840
14470,E01001840
1446,E01002911
14459,E01000676
14456,E01000919
14441,E01001943
14432,E01003220
1441,E01001178
14390,E01004477
12044,E01000969
12041,E01000874
15029,E01002108
15027,E01002111
15021,E01002233
15019,E01002130
15018,E01002130
15017,E01002130
15013,E01000565
15012,E01000565
15008,E01000459
15003,E01000099
14968,E01000605
14964,E01004105
14954,E01000077
14952,E01000065
14951,E01000017
14948,E01000640
14946,E01000633
33434,E01035493
BP4194,E01032771
BP4226,E01001133
BP4221,E01000989
BP4225,E01032569
BP4203,E01002674
BP4223,E01032569
BP4316,E01033208
BP4317,E01033208
BP4318,E01033208
BP4321,E01033208
BP4322,E01033208
BP4323,E01033208
BP4503,E01003386
BP4507,E01002152
BP4521,E01033150
BP4541,E01003090
14687,E01033708
14682,E01000914
1468,E01003799
14677,E01000011
14676,E01003793
14670,E01003013
14669,E01003013
14663,E01002247
14662,E01002247
14641,E01001866
14638,E01003039
14631,E01001097
14628,E01004735
