cluster,1,2,3,4,5,6,7
0,0.05805547263094698,0.25302719928477424,0.11134327982672063,0.24488204177937486,0.23764230196461586,0.06025669802621229,0.034793006487355116
1,0.48078645846000334,0.24058683201048414,0.22466020445552176,0.024854754625840712,0.02004916786653915,0.0018490497296252198,0.007213532851985726
2,0.3778780600887568,0.3209659549977614,0.1200680006556576,0.11098239025557585,0.05506938450558347,0.00693726628076424,0.008098943215900715
3,0.7153381343671018,0.15000429587698846,0.04139124114839254,0.08680545305240799,0.003440343591221717,0.003020531963887422,0.0
4,0.007362798589284884,0.05775617566530231,0.05951415756813791,0.14113757816093384,0.37047926836495104,0.19613064229698562,0.16761937935440432
