cluster,1,2,3,4,5,6,7
0,0.00847457627118644,0.3474576271186441,0.03389830508474576,0.2711864406779661,0.3050847457627119,0.01694915254237288,0.01694915254237288
1,0.4666666666666667,0.3333333333333333,0.2,0.0,0.0,0.0,0.0
2,0.38636363636363635,0.4090909090909091,0.045454545454545456,0.06818181818181818,0.09090909090909091,0.0,0.0
3,0.7368421052631579,0.15789473684210525,0.02631578947368421,0.07894736842105263,0.0,0.0,0.0
4,0.0,0.05128205128205128,0.0,0.1282051282051282,0.46153846153846156,0.1794871794871795,0.1794871794871795
