spearman_r_shape_variance_vs_activity,spearman_p_shape_variance_vs_activity,spearman_r_shape_spikiness_vs_activity,spearman_p_shape_spikiness_vs_activity
-0.7164571142246074,0.0,-0.6356042758537135,0.0
