lsoa,tier,total_activity
E01003257,3_reliable_core,586.7046799999999
E01003258,2_below_reliable_threshold,406.73825
E01003259,3_reliable_core,1282.33406
E01003260,2_below_reliable_threshold,71.92591
E01003261,2_below_reliable_threshold,125.09977
E01003262,0_no_recorded_activity,
E01003263,3_reliable_core,840.58197
E01003264,3_reliable_core,1368.27617
E01003265,3_reliable_core,2232.4352
E01003266,3_reliable_core,783.27734
E01003267,2_below_reliable_threshold,177.62189
E01003268,3_reliable_core,915.66325
E01003269,2_below_reliable_threshold,71.91967
E01003270,2_below_reliable_threshold,193.9178
E01003271,2_below_reliable_threshold,9.81904
E01003272,3_reliable_core,1332.08384
E01003273,2_below_reliable_threshold,112.02414
E01003274,3_reliable_core,1076.79068
E01003275,2_below_reliable_threshold,25.52339
E01003276,2_below_reliable_threshold,350.17661
E01003277,2_below_reliable_threshold,112.25542
E01003278,3_reliable_core,2130.38614
E01003279,2_below_reliable_threshold,215.02296
E01003280,3_reliable_core,972.42829
E01003281,2_below_reliable_threshold,131.72704
E01003282,3_reliable_core,651.91587
E01003283,2_below_reliable_threshold,170.0336
E01003284,2_below_reliable_threshold,142.86648
E01003285,3_reliable_core,1087.60661
E01003286,3_reliable_core,1897.16071
E01003287,2_below_reliable_threshold,18.19803
E01003288,3_reliable_core,3713.75871
E01003290,2_below_reliable_threshold,254.61644
E01003291,3_reliable_core,3042.50435
E01003292,3_reliable_core,522.79708
E01003293,3_reliable_core,1572.63689
E01003295,2_below_reliable_threshold,332.89704
E01003297,0_no_recorded_activity,
E01003298,2_below_reliable_threshold,306.66519
E01003299,3_reliable_core,2413.6916
E01003300,2_below_reliable_threshold,104.11735
E01003301,3_reliable_core,491.17507
E01003302,0_no_recorded_activity,
E01003303,3_reliable_core,15530.33299
E01003304,3_reliable_core,1354.28744
E01003305,3_reliable_core,2498.29038
E01003307,2_below_reliable_threshold,285.96394
E01003308,3_reliable_core,674.82128
E01003309,2_below_reliable_threshold,310.81298
E01003310,3_reliable_core,741.79182
E01003311,2_below_reliable_threshold,320.86769
E01003312,2_below_reliable_threshold,37.10022
E01003313,2_below_reliable_threshold,340.09648
E01003314,2_below_reliable_threshold,43.21182
E01003315,2_below_reliable_threshold,99.05677
E01003316,3_reliable_core,678.49379
E01003318,3_reliable_core,21800.21396
E01003319,3_reliable_core,615.35958
E01003320,3_reliable_core,1070.58182
E01003321,3_reliable_core,871.958
E01003322,3_reliable_core,1279.45818
E01003323,0_no_recorded_activity,
E01003324,3_reliable_core,4629.92666
E01003325,2_below_reliable_threshold,45.71541
E01003326,2_below_reliable_threshold,152.63076
E01003327,3_reliable_core,3645.76136
E01003328,2_below_reliable_threshold,84.26266999999999
E01003329,0_no_recorded_activity,
E01003330,2_below_reliable_threshold,229.26531
E01003331,3_reliable_core,742.84368
E01003332,3_reliable_core,457.08669
E01003333,3_reliable_core,457.48935
E01003334,3_reliable_core,4233.83937
E01003335,2_below_reliable_threshold,69.57315
E01003336,3_reliable_core,792.10452
E01003337,3_reliable_core,691.27223
E01003338,3_reliable_core,1310.653
E01003339,3_reliable_core,1860.44269
E01003340,3_reliable_core,15788.71795
E01003341,2_below_reliable_threshold,69.80802
E01003342,3_reliable_core,920.98157
E01003343,0_no_recorded_activity,
E01003344,2_below_reliable_threshold,332.24544
E01003345,0_no_recorded_activity,
E01003346,3_reliable_core,671.07605
E01003347,3_reliable_core,572.57527
E01003348,3_reliable_core,1325.20857
E01003349,1_matched_stop_no_activity,
E01003350,2_below_reliable_threshold,257.80547
E01003351,2_below_reliable_threshold,348.11373000000003
E01003352,3_reliable_core,2376.61956
E01003353,2_below_reliable_threshold,50.2428
E01003354,2_below_reliable_threshold,155.44915
E01003355,3_reliable_core,873.98827
E01003356,3_reliable_core,682.6363699999999
E01003357,3_reliable_core,896.83296
E01003358,3_reliable_core,2114.9434
E01003359,3_reliable_core,3485.13236
E01003360,3_reliable_core,3740.82377
E01003361,3_reliable_core,704.53957
E01003362,2_below_reliable_threshold,306.2968
E01003363,3_reliable_core,483.44473
E01003364,2_below_reliable_threshold,317.23542
E01003365,2_below_reliable_threshold,69.11268
E01003366,3_reliable_core,451.30859
E01003368,3_reliable_core,539.91431
E01003369,0_no_recorded_activity,
E01003370,3_reliable_core,2552.72998
E01003371,0_no_recorded_activity,
E01003372,2_below_reliable_threshold,406.65341
E01003373,2_below_reliable_threshold,64.85567
E01003374,3_reliable_core,3636.91301
E01003375,3_reliable_core,1933.5938
E01003376,2_below_reliable_threshold,339.98825
E01003377,3_reliable_core,739.5301499999999
E01003378,3_reliable_core,511.71212
E01003379,2_below_reliable_threshold,133.21158
E01003380,3_reliable_core,721.09924
E01003381,0_no_recorded_activity,
E01003382,2_below_reliable_threshold,292.11263
E01003383,3_reliable_core,7244.85277
E01003384,2_below_reliable_threshold,411.93272
E01003385,0_no_recorded_activity,
E01003386,2_below_reliable_threshold,264.02075
E01003387,3_reliable_core,484.02297
E01003388,3_reliable_core,772.5311800000001
E01003389,3_reliable_core,4296.53181
E01003390,3_reliable_core,5545.65403
E01003391,0_no_recorded_activity,
E01003392,3_reliable_core,3097.13722
E01003393,3_reliable_core,2635.61827
E01003394,3_reliable_core,533.70354
E01003395,0_no_recorded_activity,
E01003396,0_no_recorded_activity,
E01003397,0_no_recorded_activity,
E01003398,3_reliable_core,710.00499
E01003399,3_reliable_core,451.16534
E01003400,3_reliable_core,2162.55592
E01003401,3_reliable_core,1852.80911
E01003402,3_reliable_core,2380.60176
E01003403,2_below_reliable_threshold,246.017
E01003404,3_reliable_core,846.98218
E01003405,2_below_reliable_threshold,90.26821
E01003406,2_below_reliable_threshold,167.78578
E01003407,2_below_reliable_threshold,399.51916
E01003408,0_no_recorded_activity,
E01003409,2_below_reliable_threshold,285.09171
E01003410,2_below_reliable_threshold,146.07653
E01003411,3_reliable_core,535.37791
E01003412,2_below_reliable_threshold,226.75269
E01003413,3_reliable_core,1607.6439
E01003414,2_below_reliable_threshold,427.75625
E01003415,3_reliable_core,2766.2038
E01003416,3_reliable_core,451.22936
E01003417,3_reliable_core,838.22424
E01003418,0_no_recorded_activity,
E01003419,2_below_reliable_threshold,100.92799
E01003420,3_reliable_core,484.17318
E01003421,3_reliable_core,825.86211
E01003422,3_reliable_core,869.4597
E01003423,3_reliable_core,1124.9659
E01003424,1_matched_stop_no_activity,
E01003425,1_matched_stop_no_activity,
E01003426,3_reliable_core,622.68755
E01003427,3_reliable_core,21689.73854
E01003428,2_below_reliable_threshold,227.68623
E01003429,0_no_recorded_activity,
E01003430,3_reliable_core,817.0385
E01003431,3_reliable_core,1362.63856
E01003432,2_below_reliable_threshold,132.04518
E01003433,3_reliable_core,2859.45814
E01003434,2_below_reliable_threshold,148.22708
E01003435,3_reliable_core,914.76667
E01003436,3_reliable_core,855.1347
E01003437,3_reliable_core,1018.55663
E01003438,2_below_reliable_threshold,416.31741
E01003439,3_reliable_core,1644.1765
E01003440,2_below_reliable_threshold,336.50029
E01003441,3_reliable_core,879.52152
E01003442,2_below_reliable_threshold,147.21392
E01003443,0_no_recorded_activity,
E01003444,2_below_reliable_threshold,213.3757
E01003445,3_reliable_core,795.72362
E01003446,3_reliable_core,5904.96601
E01003447,3_reliable_core,608.2365599999999
E01003448,3_reliable_core,492.15288
E01003449,3_reliable_core,724.99465
E01003450,2_below_reliable_threshold,83.83359
E01003451,3_reliable_core,1081.72758
E01003452,3_reliable_core,612.55426
E01003453,0_no_recorded_activity,
E01003454,3_reliable_core,653.92159
E01003455,2_below_reliable_threshold,166.27327
E01003456,3_reliable_core,10022.84301
E01003457,0_no_recorded_activity,
E01003458,0_no_recorded_activity,
E01003459,2_below_reliable_threshold,223.39326
E01003460,3_reliable_core,1644.79299
E01003461,3_reliable_core,1620.55429
E01003462,2_below_reliable_threshold,157.38694999999998
E01003463,2_below_reliable_threshold,214.10239
E01003464,2_below_reliable_threshold,267.52519
E01003465,2_below_reliable_threshold,52.83656
E01003466,0_no_recorded_activity,
E01003467,3_reliable_core,691.47408
E01003468,2_below_reliable_threshold,34.27928
E01003469,3_reliable_core,756.4569
E01003470,3_reliable_core,1327.77833
E01003471,2_below_reliable_threshold,374.73329
E01003472,0_no_recorded_activity,
E01003473,0_no_recorded_activity,
E01003474,0_no_recorded_activity,
E01003476,0_no_recorded_activity,
E01003477,0_no_recorded_activity,
E01003478,2_below_reliable_threshold,422.29849
E01003479,2_below_reliable_threshold,16.773039999999998
E01003480,3_reliable_core,1835.79041
E01003481,2_below_reliable_threshold,127.62897
E01003483,3_reliable_core,672.81905
E01003484,0_no_recorded_activity,
E01003485,3_reliable_core,932.29387
E01003486,3_reliable_core,5234.92197
E01003487,2_below_reliable_threshold,43.59426
E01003488,0_no_recorded_activity,
E01003489,0_no_recorded_activity,
E01003490,0_no_recorded_activity,
E01003491,3_reliable_core,3399.71615
E01003492,2_below_reliable_threshold,318.68941
E01003494,2_below_reliable_threshold,20.84096
E01003495,0_no_recorded_activity,
E01003496,0_no_recorded_activity,
E01003497,3_reliable_core,596.62421
E01003498,3_reliable_core,1010.76622
E01003499,3_reliable_core,4304.38557
E01003500,3_reliable_core,646.29795
E01003501,3_reliable_core,1018.94643
E01003502,3_reliable_core,3924.99471
E01003503,3_reliable_core,1931.85156
E01003506,3_reliable_core,1619.52975
E01003507,3_reliable_core,2139.79496
E01003508,3_reliable_core,687.88896
E01003509,3_reliable_core,647.72043
E01003511,0_no_recorded_activity,
E01003512,3_reliable_core,1015.06785
E01003513,2_below_reliable_threshold,125.36654
E01003514,0_no_recorded_activity,
E01003515,3_reliable_core,4280.95774
E01003516,3_reliable_core,2185.42578
E01003517,3_reliable_core,547.87392
E01003518,3_reliable_core,669.66415
E01003519,0_no_recorded_activity,
E01003520,3_reliable_core,2793.49624
E01003521,3_reliable_core,2956.06436
E01003522,1_matched_stop_no_activity,
E01003523,3_reliable_core,7692.01419
E01003524,3_reliable_core,542.29707
E01003525,3_reliable_core,8974.72099
E01003526,0_no_recorded_activity,
E01003527,0_no_recorded_activity,
E01003528,3_reliable_core,671.82535
E01003529,3_reliable_core,1073.85195
E01003530,2_below_reliable_threshold,140.05816
E01003531,3_reliable_core,10559.78722
E01003532,3_reliable_core,886.03083
E01003533,2_below_reliable_threshold,380.87918
E01003534,2_below_reliable_threshold,372.23902
E01003535,3_reliable_core,1138.47158
E01003536,2_below_reliable_threshold,185.76248
E01003537,3_reliable_core,1471.32815
E01003538,3_reliable_core,893.05051
E01003539,3_reliable_core,1421.37544
E01003540,3_reliable_core,880.09297
E01003541,3_reliable_core,1229.23846
E01003542,3_reliable_core,970.754
E01003543,3_reliable_core,1458.41351
E01003544,2_below_reliable_threshold,143.41386
E01003545,2_below_reliable_threshold,171.84921
E01003546,0_no_recorded_activity,
E01003547,0_no_recorded_activity,
E01003548,0_no_recorded_activity,
E01003549,3_reliable_core,995.2978
E01003550,3_reliable_core,729.05446
E01003551,3_reliable_core,707.40798
E01003552,0_no_recorded_activity,
E01003553,3_reliable_core,1763.80301
E01003554,0_no_recorded_activity,
E01003555,3_reliable_core,2585.48097
E01003556,3_reliable_core,2423.83408
E01003557,0_no_recorded_activity,
E01003558,3_reliable_core,5557.47591
E01003559,3_reliable_core,1043.75791
E01003560,0_no_recorded_activity,
E01003561,3_reliable_core,722.65929
E01003562,3_reliable_core,944.24806
E01003563,0_no_recorded_activity,
E01003564,2_below_reliable_threshold,275.11473
E01003565,2_below_reliable_threshold,399.1398
E01003566,3_reliable_core,7425.6822
E01003567,3_reliable_core,2001.85574
E01003568,0_no_recorded_activity,
E01003569,3_reliable_core,1442.20921
E01003570,3_reliable_core,4110.84799
E01003571,3_reliable_core,672.90584
E01003572,2_below_reliable_threshold,211.8453
E01003573,3_reliable_core,598.78331
E01003574,3_reliable_core,2060.62247
E01003575,3_reliable_core,1033.98512
E01003576,3_reliable_core,3985.67318
E01003577,0_no_recorded_activity,
E01003578,3_reliable_core,2211.83575
E01003579,0_no_recorded_activity,
E01003580,0_no_recorded_activity,
E01003581,2_below_reliable_threshold,246.42125
E01003582,0_no_recorded_activity,
E01003583,3_reliable_core,846.68632
E01003584,0_no_recorded_activity,
E01003585,0_no_recorded_activity,
E01003586,3_reliable_core,2588.37475
E01003587,3_reliable_core,1891.29423
E01003588,0_no_recorded_activity,
E01003589,0_no_recorded_activity,
E01003590,3_reliable_core,4602.44343
E01003591,3_reliable_core,6519.25659
E01003592,0_no_recorded_activity,
E01003593,3_reliable_core,2004.88919
E01003594,2_below_reliable_threshold,407.66809
E01003595,0_no_recorded_activity,
E01003596,2_below_reliable_threshold,107.73978
E01003597,0_no_recorded_activity,
E01003598,2_below_reliable_threshold,129.4139
E01003599,0_no_recorded_activity,
E01003600,3_reliable_core,1815.63652
E01003601,3_reliable_core,4534.2865
E01003602,3_reliable_core,2287.31791
E01003603,3_reliable_core,1183.80664
E01003604,2_below_reliable_threshold,323.88186
E01003605,3_reliable_core,3296.452
E01003607,3_reliable_core,1291.36807
E01003608,0_no_recorded_activity,
E01003611,2_below_reliable_threshold,337.26808
E01003615,3_reliable_core,1263.86112
E01003616,3_reliable_core,1580.20259
E01003618,3_reliable_core,2060.95663
E01003619,3_reliable_core,6310.30503
E01003621,0_no_recorded_activity,
E01003622,3_reliable_core,2468.94774
E01003623,2_below_reliable_threshold,411.55971
E01003624,0_no_recorded_activity,
E01003625,0_no_recorded_activity,
E01003626,0_no_recorded_activity,
E01003627,0_no_recorded_activity,
E01003628,0_no_recorded_activity,
E01003629,0_no_recorded_activity,
E01003630,3_reliable_core,5022.53233
E01003631,2_below_reliable_threshold,76.53963
E01003632,0_no_recorded_activity,
E01003633,2_below_reliable_threshold,132.84623
E01003634,0_no_recorded_activity,
E01003635,3_reliable_core,1821.38754
E01003636,3_reliable_core,3176.05249
E01003637,0_no_recorded_activity,
E01003638,2_below_reliable_threshold,319.2314
E01003639,2_below_reliable_threshold,161.90469
E01003640,3_reliable_core,1285.94076
E01003641,3_reliable_core,1376.91458
E01003642,0_no_recorded_activity,
E01003643,2_below_reliable_threshold,273.10041
E01003644,2_below_reliable_threshold,130.6968
E01003645,3_reliable_core,693.65814
E01003646,3_reliable_core,1104.49393
E01003647,3_reliable_core,2448.52614
E01003648,2_below_reliable_threshold,281.84382
E01003649,2_below_reliable_threshold,57.66824
E01003650,3_reliable_core,746.35345
E01003651,3_reliable_core,553.09468
E01003652,0_no_recorded_activity,
E01003653,3_reliable_core,1351.0692
E01003654,3_reliable_core,628.84684
E01003655,3_reliable_core,525.30648
E01003656,2_below_reliable_threshold,54.30008
E01003657,3_reliable_core,624.16325
E01003658,2_below_reliable_threshold,104.46464
E01003659,3_reliable_core,509.50621
E01003660,2_below_reliable_threshold,9.70512
E01003661,2_below_reliable_threshold,122.30822
E01003662,3_reliable_core,4273.63308
E01003663,3_reliable_core,743.59782
E01003664,0_no_recorded_activity,
E01003665,2_below_reliable_threshold,104.12241
E01003666,2_below_reliable_threshold,388.75551
E01003668,2_below_reliable_threshold,93.53494
E01003669,0_no_recorded_activity,
E01003670,2_below_reliable_threshold,207.11875
E01003671,0_no_recorded_activity,
E01003672,3_reliable_core,1242.47624
E01003673,3_reliable_core,611.65862
E01003674,3_reliable_core,998.96567
E01003675,2_below_reliable_threshold,385.93573
E01003676,2_below_reliable_threshold,76.51865
E01003677,3_reliable_core,585.61918
E01003678,0_no_recorded_activity,
E01003679,2_below_reliable_threshold,373.33427
E01003680,2_below_reliable_threshold,71.89559
E01003681,3_reliable_core,1669.63346
E01003682,0_no_recorded_activity,
E01003683,0_no_recorded_activity,
E01003684,3_reliable_core,746.02154
E01003685,0_no_recorded_activity,
E01003686,3_reliable_core,840.24292
E01003688,0_no_recorded_activity,
E01003689,3_reliable_core,15712.37533
E01003690,3_reliable_core,8325.05611
E01003691,0_no_recorded_activity,
E01003692,3_reliable_core,564.56099
E01003693,2_below_reliable_threshold,374.08642
E01003694,3_reliable_core,725.76336
E01003695,2_below_reliable_threshold,337.89316
E01003696,2_below_reliable_threshold,258.19142
E01003697,3_reliable_core,1400.16674
E01003698,0_no_recorded_activity,
E01003699,3_reliable_core,981.92572
E01003700,3_reliable_core,654.31215
E01003701,3_reliable_core,3039.29275
E01003702,3_reliable_core,469.60589
E01003703,2_below_reliable_threshold,92.53416
E01003704,3_reliable_core,971.31657
E01003705,2_below_reliable_threshold,297.61422
E01003706,3_reliable_core,469.01369
E01003707,2_below_reliable_threshold,117.65558
