solution,central_outer_total_variation,central_outer_same_cluster_probability,central_share_C0,outer_share_C0,central_share_C1,outer_share_C1,central_share_C2,outer_share_C2,central_share_C3,outer_share_C3
adopted,0.36066715542522,0.34820381231671554,0.017045454545454544,0.12258064516129032,0.5284090909090909,0.16774193548387098,0.4090909090909091,0.6193548387096774,0.045454545454545456,0.09032258064516129
best_likelihood,0.35421554252199416,0.3528958944281525,0.011363636363636364,0.01935483870967742,0.5284090909090909,0.17419354838709677,0.4090909090909091,0.6129032258064516,0.05113636363636364,0.1935483870967742
