unit,cluster
E01000001,0
E01000005,0
E01000008,1
E01000009,0
E01000011,5
E01000013,6
E01000017,3
E01000019,1
E01000021,1
E01000024,0
E01000027,3
E01000029,6
E01000030,3
E01000031,1
E01000032,2
E01000034,3
E01000035,6
E01000036,1
E01000038,3
E01000040,1
E01000041,1
E01000042,1
E01000043,1
E01000045,1
E01000049,1
E01000050,2
E01000052,5
E01000057,1
E01000058,1
E01000060,0
E01000061,0
E01000062,3
E01000063,2
E01000064,3
E01000065,3
E01000067,0
E01000068,5
E01000070,0
E01000071,1
E01000072,1
E01000073,1
E01000074,1
E01000075,3
E01000077,1
E01000078,1
E01000079,1
E01000080,1
E01000082,0
E01000083,0
E01000084,3
E01000085,1
E01000086,6
E01000087,6
E01000088,3
E01000090,1
E01000091,0
E01000093,2
E01000094,0
E01000095,1
E01000096,1
E01000097,1
E01000098,5
E01000099,2
E01000101,2
E01000104,1
E01000105,1
E01000106,1
E01000110,5
E01000111,1
E01000112,0
E01000113,5
E01000114,0
E01000118,3
E01000120,3
E01000121,1
E01000123,1
E01000124,3
E01000126,2
E01000127,2
E01000128,5
E01000129,0
E01000130,2
E01000131,2
E01000133,6
E01000134,1
E01000135,5
E01000136,2
E01000138,2
E01000139,0
E01000140,0
E01000141,0
E01000143,1
E01000144,5
E01000146,0
E01000150,0
E01000151,0
E01000152,1
E01000154,0
E01000156,0
E01000160,3
E01000161,2
E01000162,2
E01000164,0
E01000170,1
E01000171,6
E01000172,3
E01000173,3
E01000174,3
E01000175,1
E01000176,1
E01000178,5
E01000180,4
E01000181,5
E01000182,0
E01000183,2
E01000184,5
E01000185,5
E01000186,5
E01000188,1
E01000191,4
E01000192,5
E01000193,0
E01000194,0
E01000196,0
E01000197,5
E01000198,1
E01000200,1
E01000201,5
E01000202,5
E01000203,2
E01000205,5
E01000206,3
E01000208,0
E01000210,5
E01000211,0
E01000213,1
E01000214,0
E01000215,2
E01000218,2
E01000219,5
E01000221,0
E01000222,5
E01000223,0
E01000224,3
E01000226,1
E01000227,1
E01000228,1
E01000229,5
E01000231,2
E01000232,5
E01000233,6
E01000234,1
E01000235,6
E01000236,2
E01000237,0
E01000239,0
E01000240,5
E01000242,3
E01000243,6
E01000244,6
E01000246,1
E01000248,2
E01000250,0
E01000251,6
E01000252,1
E01000253,1
E01000255,1
E01000256,5
E01000257,3
E01000258,5
E01000259,1
E01000260,2
E01000261,6
E01000263,2
E01000264,5
E01000265,3
E01000266,1
E01000268,0
E01000269,5
E01000271,5
E01000273,5
E01000274,3
E01000278,1
E01000279,1
E01000281,0
E01000282,1
E01000284,2
E01000285,3
E01000286,3
E01000288,5
E01000289,3
E01000290,1
E01000292,3
E01000296,0
E01000297,1
E01000298,0
E01000299,0
E01000301,1
E01000302,5
E01000305,0
E01000307,2
E01000309,2
E01000313,0
E01000314,0
E01000315,1
E01000316,0
E01000318,5
E01000321,2
E01000323,0
E01000324,5
E01000325,3
E01000326,3
E01000327,5
E01000329,3
E01000330,5
E01000331,2
E01000332,3
E01000333,6
E01000334,3
E01000335,3
E01000336,1
E01000338,3
E01000340,5
E01000343,5
E01000344,3
E01000345,3
E01000347,2
E01000349,5
E01000350,3
E01000352,2
E01000353,1
E01000354,3
E01000356,6
E01000358,1
E01000359,1
E01000360,0
E01000362,0
E01000363,1
E01000367,5
E01000369,5
E01000370,2
E01000374,1
E01000375,3
E01000383,1
E01000384,5
E01000385,1
E01000386,0
E01000389,2
E01000392,2
E01000394,5
E01000398,3
E01000399,2
E01000400,3
E01000402,3
E01000403,0
E01000404,3
E01000405,3
E01000406,3
E01000407,3
E01000408,3
E01000409,3
E01000412,6
E01000413,4
E01000414,0
E01000416,0
E01000417,3
E01000418,5
E01000420,3
E01000421,3
E01000422,2
E01000423,5
E01000426,5
E01000427,5
E01000428,5
E01000429,5
E01000430,2
E01000431,1
E01000433,2
E01000434,2
E01000436,3
E01000439,5
E01000441,5
E01000442,6
E01000443,1
E01000444,3
E01000445,1
E01000447,2
E01000448,5
E01000450,3
E01000451,6
E01000454,3
E01000455,3
E01000457,2
E01000459,5
E01000461,1
E01000462,6
E01000463,3
E01000465,3
E01000466,3
E01000467,0
E01000469,5
E01000470,0
E01000472,0
E01000473,0
E01000475,2
E01000476,3
E01000477,3
E01000478,3
E01000479,0
E01000480,1
E01000481,0
E01000483,0
E01000485,6
E01000487,3
E01000489,5
E01000491,1
E01000493,0
E01000494,0
E01000495,2
E01000497,2
E01000498,3
E01000499,3
E01000501,1
E01000502,1
E01000506,2
E01000507,3
E01000508,0
E01000510,0
E01000511,2
E01000512,3
E01000513,0
E01000515,2
E01000516,0
E01000518,0
E01000519,0
E01000520,1
E01000521,0
E01000523,0
E01000524,0
E01000525,5
E01000526,0
E01000528,2
E01000530,3
E01000531,2
E01000532,2
E01000533,0
E01000535,0
E01000541,6
E01000543,0
E01000544,2
E01000545,0
E01000547,5
E01000548,0
E01000550,0
E01000551,5
E01000552,5
E01000553,2
E01000554,5
E01000555,3
E01000556,0
E01000557,2
E01000563,2
E01000564,3
E01000565,2
E01000568,0
E01000571,6
E01000574,1
E01000575,3
E01000576,3
E01000577,6
E01000578,2
E01000580,5
E01000581,2
E01000583,0
E01000586,0
E01000587,1
E01000589,5
E01000590,1
E01000591,2
E01000592,5
E01000594,0
E01000595,1
E01000596,3
E01000599,2
E01000601,1
E01000602,3
E01000603,3
E01000604,1
E01000605,5
E01000606,1
E01000608,0
E01000609,1
E01000612,0
E01000615,1
E01000616,2
E01000620,0
E01000621,0
E01000622,1
E01000623,2
E01000625,2
E01000626,0
E01000627,2
E01000628,0
E01000633,0
E01000634,0
E01000636,0
E01000638,0
E01000640,0
E01000642,0
E01000643,0
E01000646,1
E01000648,1
E01000649,3
E01000650,1
E01000651,1
E01000653,1
E01000656,1
E01000657,1
E01000659,1
E01000661,2
E01000662,5
E01000663,5
E01000665,3
E01000666,1
E01000667,3
E01000668,0
E01000670,2
E01000671,2
E01000672,5
E01000673,1
E01000674,5
E01000676,0
E01000677,3
E01000678,5
E01000679,1
E01000682,3
E01000683,3
E01000684,1
E01000685,1
E01000686,3
E01000687,1
E01000690,1
E01000691,5
E01000692,5
E01000693,6
E01000694,1
E01000696,5
E01000697,6
E01000698,1
E01000699,6
E01000700,1
E01000702,5
E01000703,5
E01000704,1
E01000705,3
E01000706,3
E01000707,3
E01000708,3
E01000710,3
E01000712,6
E01000714,0
E01000715,1
E01000716,1
E01000717,1
E01000718,3
E01000719,3
E01000722,0
E01000727,2
E01000728,5
E01000730,2
E01000732,1
E01000735,3
E01000736,1
E01000737,1
E01000738,3
E01000741,0
E01000742,1
E01000743,0
E01000744,4
E01000745,2
E01000747,1
E01000751,3
E01000752,3
E01000753,1
E01000754,5
E01000755,5
E01000756,3
E01000757,5
E01000760,5
E01000761,1
E01000762,6
E01000763,5
E01000765,2
E01000766,1
E01000767,5
E01000769,1
E01000770,5
E01000771,3
E01000772,5
E01000773,1
E01000774,3
E01000775,3
E01000777,3
E01000778,6
E01000779,3
E01000780,3
E01000781,2
E01000782,5
E01000784,3
E01000785,1
E01000787,1
E01000788,2
E01000789,1
E01000790,0
E01000791,1
E01000794,3
E01000795,1
E01000797,5
E01000798,2
E01000799,0
E01000801,2
E01000802,3
E01000805,3
E01000806,2
E01000807,5
E01000809,3
E01000813,5
E01000819,3
E01000820,1
E01000824,2
E01000827,5
E01000828,3
E01000832,1
E01000834,1
E01000835,2
E01000838,5
E01000841,5
E01000843,1
E01000846,5
E01000847,5
E01000848,5
E01000849,0
E01000850,0
E01000855,0
E01000856,0
E01000858,0
E01000861,0
E01000862,1
E01000863,0
E01000867,0
E01000868,5
E01000869,0
E01000871,2
E01000872,0
E01000873,1
E01000874,5
E01000875,2
E01000876,0
E01000877,2
E01000879,1
E01000880,5
E01000881,2
E01000883,0
E01000884,2
E01000886,1
E01000887,5
E01000888,5
E01000890,2
E01000895,2
E01000896,5
E01000898,2
E01000899,5
E01000900,2
E01000902,1
E01000904,0
E01000905,5
E01000906,0
E01000908,1
E01000909,2
E01000912,2
E01000913,5
E01000914,0
E01000916,5
E01000917,5
E01000918,0
E01000919,0
E01000920,3
E01000921,2
E01000922,0
E01000924,2
E01000926,0
E01000927,0
E01000928,0
E01000929,2
E01000930,0
E01000931,0
E01000932,5
E01000933,0
E01000934,2
E01000935,2
E01000938,5
E01000939,0
E01000942,0
E01000946,0
E01000947,0
E01000948,5
E01000954,2
E01000956,0
E01000958,4
E01000959,5
E01000960,2
E01000963,0
E01000969,0
E01000972,0
E01000973,0
E01000974,0
E01000975,6
E01000976,3
E01000977,3
E01000978,5
E01000979,3
E01000980,1
E01000981,3
E01000982,3
E01000983,3
E01000984,3
E01000985,1
E01000992,3
E01000993,1
E01000994,1
E01000995,2
E01000997,2
E01000998,1
E01001000,2
E01001003,1
E01001004,1
E01001006,2
E01001008,5
E01001010,5
E01001011,0
E01001013,0
E01001015,5
E01001016,1
E01001018,5
E01001019,6
E01001020,5
E01001021,5
E01001023,0
E01001026,1
E01001027,1
E01001029,5
E01001032,1
E01001033,2
E01001034,1
E01001035,2
E01001036,5
E01001037,2
E01001038,5
E01001040,2
E01001041,0
E01001042,0
E01001044,5
E01001047,1
E01001049,2
E01001050,2
E01001051,5
E01001052,2
E01001053,2
E01001054,2
E01001055,2
E01001058,1
E01001059,1
E01001060,1
E01001061,2
E01001062,2
E01001063,2
E01001064,2
E01001065,2
E01001066,5
E01001068,3
E01001070,3
E01001071,6
E01001074,2
E01001075,3
E01001076,5
E01001078,5
E01001079,5
E01001080,2
E01001081,5
E01001083,5
E01001084,0
E01001085,0
E01001087,0
E01001089,5
E01001091,2
E01001092,1
E01001093,2
E01001094,1
E01001095,2
E01001097,0
E01001099,1
E01001102,1
E01001103,1
E01001104,1
E01001105,1
E01001106,1
E01001107,1
E01001108,1
E01001109,3
E01001110,0
E01001111,0
E01001112,6
E01001114,0
E01001115,1
E01001116,2
E01001118,2
E01001119,1
E01001120,5
E01001122,5
E01001125,2
E01001127,1
E01001129,1
E01001130,1
E01001132,1
E01001133,5
E01001134,5
E01001135,2
E01001136,6
E01001137,5
E01001138,1
E01001139,0
E01001140,6
E01001142,3
E01001143,3
E01001144,1
E01001145,6
E01001147,5
E01001148,1
E01001149,5
E01001150,2
E01001151,0
E01001152,0
E01001154,2
E01001155,0
E01001156,0
E01001157,0
E01001158,5
E01001159,2
E01001162,1
E01001163,2
E01001164,0
E01001165,3
E01001166,2
E01001167,2
E01001168,6
E01001169,5
E01001170,0
E01001171,5
E01001172,2
E01001173,1
E01001175,5
E01001176,1
E01001177,2
E01001178,0
E01001180,2
E01001181,0
E01001182,0
E01001183,0
E01001185,3
E01001186,6
E01001187,1
E01001192,6
E01001193,1
E01001195,1
E01001197,5
E01001199,2
E01001202,5
E01001204,5
E01001205,6
E01001206,1
E01001207,3
E01001208,0
E01001209,5
E01001210,2
E01001211,5
E01001212,5
E01001214,2
E01001215,0
E01001216,2
E01001218,1
E01001219,1
E01001220,1
E01001225,0
E01001226,5
E01001228,5
E01001229,5
E01001230,5
E01001233,2
E01001235,0
E01001239,2
E01001240,5
E01001241,5
E01001243,0
E01001244,0
E01001245,0
E01001246,2
E01001247,0
E01001248,6
E01001249,0
E01001250,0
E01001251,2
E01001252,0
E01001253,6
E01001254,3
E01001257,5
E01001258,0
E01001259,0
E01001260,5
E01001261,0
E01001263,3
E01001264,1
E01001266,5
E01001267,2
E01001268,1
E01001269,5
E01001271,3
E01001272,2
E01001275,5
E01001276,1
E01001277,2
E01001278,0
E01001280,5
E01001281,5
E01001282,1
E01001283,0
E01001285,6
E01001286,6
E01001289,4
E01001290,3
E01001291,5
E01001293,2
E01001294,3
E01001295,2
E01001296,2
E01001297,3
E01001298,0
E01001299,1
E01001301,0
E01001302,5
E01001303,2
E01001308,6
E01001312,6
E01001313,3
E01001315,2
E01001316,2
E01001317,1
E01001318,5
E01001321,0
E01001322,0
E01001323,0
E01001324,5
E01001325,3
E01001326,2
E01001327,2
E01001328,0
E01001329,3
E01001330,0
E01001331,2
E01001333,0
E01001334,1
E01001336,3
E01001337,0
E01001338,0
E01001339,3
E01001341,2
E01001342,5
E01001343,5
E01001344,2
E01001347,1
E01001348,2
E01001349,2
E01001351,0
E01001352,0
E01001353,0
E01001354,2
E01001355,0
E01001357,1
E01001358,3
E01001359,0
E01001361,0
E01001362,0
E01001363,0
E01001367,0
E01001369,3
E01001370,0
E01001375,5
E01001376,2
E01001377,5
E01001384,5
E01001385,5
E01001386,5
E01001387,5
E01001388,0
E01001390,5
E01001393,2
E01001394,0
E01001395,1
E01001396,0
E01001397,1
E01001398,1
E01001399,3
E01001400,2
E01001402,2
E01001403,1
E01001404,3
E01001406,3
E01001408,1
E01001409,3
E01001411,3
E01001412,6
E01001414,3
E01001415,2
E01001418,5
E01001419,5
E01001423,1
E01001425,2
E01001426,3
E01001427,6
E01001429,0
E01001430,0
E01001433,1
E01001436,3
E01001437,1
E01001438,3
E01001439,0
E01001440,5
E01001441,2
E01001442,5
E01001444,0
E01001445,6
E01001446,2
E01001447,5
E01001449,6
E01001450,0
E01001451,5
E01001453,3
E01001454,1
E01001455,2
E01001458,0
E01001461,3
E01001465,0
E01001468,1
E01001469,1
E01001470,6
E01001471,1
E01001474,6
E01001476,2
E01001478,3
E01001479,0
E01001480,3
E01001481,1
E01001483,1
E01001485,2
E01001486,3
E01001488,3
E01001489,1
E01001491,0
E01001492,1
E01001493,5
E01001498,0
E01001499,2
E01001500,5
E01001501,0
E01001502,0
E01001504,1
E01001505,5
E01001507,0
E01001509,1
E01001511,5
E01001512,5
E01001513,6
E01001515,4
E01001516,6
