cluster,n,share_%,median_total_activity,post_midnight_share,deep_night_share,direction_balance,weekend_ratio,zero_bin_share,km_to_centre,post00_wkdy,post00_sat,post00_sun
C0,817,24.22894424673784,469.70523,0.10918284155988929,0.07040435720770993,-0.1399760052034722,0.7811716372952131,0.11937304501563983,13.681888619656059,0.16517554112362054,0.08458119195363072,0.22541690578874785
C1,947,28.084223013048636,307.92693,0.06794452947357756,0.04336950536717556,-0.18570740140185163,0.7510954617274658,0.3345652939105949,14.659438960402348,0.12679289813524638,0.022017543940926948,0.17977867469329356
C2,1608,47.686832740213525,1898.518465,0.12954971419570752,0.07540961164854953,-0.08441757498537521,0.8176208113027786,0.004888750690989478,10.419773715093145,0.16037008854261273,0.10886406194409103,0.21398691400930067
