cluster,COA,ACS,OPS,WAL,GRQ,URB,DIS,DRN,CRN,DUN,LOU,DIU,REU,MEU,HDU
0,0.00012144938004814379,0.14222532453564413,0.08232422795286404,0.10305419936141999,0.01115415692781563,0.022913788950639585,0.0483694807780706,0.22187330875071545,0.147100744112623,0.18925206854116228,0.03161125070899711,0.0,0.0,0.0,0.0
1,0.0,5.567126799545989e-06,0.004517394907689509,0.08441476794347273,0.0,0.02562936859221778,0.0010134196041183194,0.0,1.0428073997989996e-05,0.0638434186665433,0.0899508787298656,0.41101050942214806,0.06945705656333802,0.12414115729918997,0.12600603307061925
2,0.0,0.0017155724881942791,0.0014064936743422216,0.018678958573802636,0.0,9.533992761341381e-07,0.0004282015591648321,0.03157337201068724,0.014847843687638442,0.13415284449126924,0.34053730514590685,0.0773721641263165,0.2313751828456918,0.14724791403861665,0.0006631939590931339
3,0.0,0.010408367304425533,0.0035803007676401956,0.03274668665054127,6.580853828904452e-06,0.0031759714240697096,0.005409552504876613,0.03264199775910011,0.008688501812888343,0.2571865174101996,0.5638887512991637,0.0011578863908783686,0.07531138274242596,0.005797503079961658,0.0
4,2.7242531275242465e-05,0.02510909613384379,0.02279008836756423,0.0461418804012065,0.00011026827988821441,0.004745080187465967,0.015044504997488991,0.1429668590603358,0.07232898481636957,0.29412602783322,0.26329814303067595,2.2390669366895622e-05,0.10280943788588946,0.01047999580540939,0.0
