cluster,COA,ACS,OPS,WAL,GRQ,URB,DIS,DRN,CRN,DUN,LOU,DIU,REU,MEU,HDU
0,0.00025207401236701835,0.1410415141123888,0.07131103325363848,0.10335604735344832,0.015908775510153753,0.021078091451964053,0.051492144236061466,0.23324401851910195,0.15060164620332817,0.17852636318935852,0.033188292158189546,0.0,0.0,0.0,0.0
1,0.0,0.0005437951933335421,0.010290294942665935,0.07694726576855282,0.0,0.02034637963388253,0.007405597696213263,0.0,4.462920406822812e-06,0.07103362809621104,0.0833912265979819,0.3539720138987734,0.08116626057083193,0.1503785555659656,0.1445205191151812
2,0.0,0.0046592561253082,0.001416506822526377,0.017586241206314523,0.0,6.18344039415345e-07,0.0003342692943160492,0.028996389738484948,0.012748605488526748,0.1283429733817475,0.3425685680150504,0.06905873572700327,0.23839900354460108,0.15388087677104476,0.0020079555410366713
3,0.0,0.009191191337931264,0.0066073525968544725,0.03397230502683208,1.3715561375565076e-05,0.001939171079475608,0.005817372311624445,0.025782067633884208,0.00798302112976115,0.2669892824094983,0.5558936358896004,0.0014505122567589816,0.07877542148889614,0.005584951277507426,0.0
4,0.00020366021362906204,0.030006683542483408,0.02150529846004237,0.03834775992992544,0.00026321962032103014,0.0054323079888776455,0.015288885936428208,0.13702404617976877,0.07655909011674866,0.29628986597913637,0.2626266418694204,7.280408199311604e-05,0.10812243712230328,0.008257298958922204,0.0
