dominant_equal_area_agreement,dominant_equal_area_adjusted_rand,equal_composition_r_squared,area_composition_r_squared,equal_composition_permutation_p,area_composition_permutation_p
0.9043927648578811,0.830343240910858,0.14254973855636344,0.13269232062231864,0.001,0.001
