n,chi_square,degrees_of_freedom,asymptotic_p,permutation_p,distance_band_conditional_p,cramers_v,expected_cells_lt5_fraction,minimum_expected_count,n_permutations
387,396.35020329221743,44,3.248578979519952e-58,0.001,0.001,0.5060041333875727,0.6166666666666667,0.06718346253229975,999
