unit,cluster,max_posterior,entropy,Station,mode_label,is_lu,easting,northing,lon,lat,matched_name,coord_source,total_activity,distance_centre_km,catchment_area_m2,station_in_london,equal_COA,equal_ACS,equal_OPS,equal_WAL,equal_GRQ,equal_URB,equal_DIS,equal_DRN,equal_CRN,equal_DUN,equal_LOU,equal_DIU,equal_REU,equal_MEU,equal_HDU,area_COA,area_ACS,area_OPS,area_WAL,area_GRQ,area_URB,area_DIS,area_DRN,area_CRN,area_DUN,area_LOU,area_DIU,area_REU,area_MEU,area_HDU,covered_area_m2,coverage_ratio,signature_dominant_equal,signature_dominant_area,signature_dominant_agreement,signature_dominant_collapsed
3187,0,0.9999999879237292,2.322508112242249e-07,Southall,EZL,False,512618.0,179793.0,-0.37874,51.50586,Southall Station,naptan_rse_tmu,32270.135327246837,17.525799610859416,2007391.033949385,True,0.0,0.003740021357788135,0.01034866894296797,0.1208202283191608,0.0,0.0,0.0007178239048748583,0.8125701708468817,0.0,0.051803086628326576,0.0,0.0,0.0,0.0,0.0,0.0,2.03959010303623e-05,0.0009783215859810743,0.06956805546407478,0.0,0.0,9.255564310182354e-06,0.8508591011233828,0.0,0.07856487036122078,0.0,0.0,0.0,0.0,0.0,2007391.0339493838,0.9999999999999994,DRN,DRN,True,DRN
3188,4,0.9999999998767636,2.936128847379667e-09,West Ealing,EZL,False,516679.0,180744.0,-0.31994,51.51358,West Ealing Station,naptan_rse_tmu,12161.075263852,13.45994985131817,1827479.4722838637,True,0.0,0.009404954838236694,0.0,0.0,0.0,0.0,0.0,0.34705566942876864,0.0007520770614162863,0.6427872986715784,0.0,0.0,0.0,0.0,0.0,0.0,0.005953722940793618,0.0,0.0,0.0,0.0,0.0,0.37702458122405913,0.00010130024638609024,0.6169203955887612,0.0,0.0,0.0,0.0,0.0,1827479.472283856,0.9999999999999958,DUN,DUN,True,DUN
3191,4,0.9999999999754436,6.26108869150863e-10,Hanwell,EZL,False,515403.0,180515.5,-0.338395,51.51179,Hanwell Station,naptan_rse_tmu,8982.560265344218,14.731632402758358,1911123.5333582156,True,0.0,0.0,0.0010524647319633564,0.07195078644233269,0.0006142891432410675,0.0,0.0,0.5956415320469731,0.045498009914371355,0.28524291772111837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025257788080461537,0.08663159407205975,9.306599488647511e-05,0.0,0.0,0.6187833338348752,0.01940921551335255,0.2748302127040216,0.0,0.0,0.0,0.0,0.0,1911123.53335821,0.9999999999999971,DRN,DRN,True,DRN
500,4,1.0,3.630432497775933e-50,Acton Town,LU,True,519477.6064,179592.1471,-0.2800217640856027,51.50264555083834,Acton Town,underground_stations_csv,20020.017376020107,10.685404159149039,1231702.4429543123,True,0.0,0.0,0.0,0.0015217353487463469,0.0,0.0,0.0,0.2871700981104211,0.08491685411047253,0.5556766795802834,0.07071463285007669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022282378763430963,0.0,0.0,0.0,0.3357657234810736,0.06489193091647967,0.5226560164063822,0.07445809131972157,0.0,0.0,0.0,0.0,1231702.4429543177,1.0000000000000044,DUN,DUN,True,DUN
501,2,0.9996685058009852,0.0029873377044685,Barbican,LU,True,532004.2025,181856.329700001,-0.0987999629121527,51.520208600153815,Barbican,underground_stations_csv,17385.19949178,2.3833087155279156,506176.4778921927,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6894498683307717,0.0024744135773589054,0.30807571809186945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7919166407313647,0.0019704245414251175,0.20611293472721026,0.0,506176.4778921934,1.0000000000000013,DIU,DIU,True,OTHER_RARE
502,2,1.0,2.195744730896885e-56,Aldgate,LU,True,533613.1509,181262.295499999,-0.0758489668880275,51.51449244157986,Aldgate,underground_stations_csv,25375.977887714904,3.5895266993420356,290636.5934304191,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30230733708884766,0.13467323648843688,0.5630194264227155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4096075467632633,0.06454543246233331,0.5258470207744034,0.0,290636.5934303945,0.9999999999999153,MEU,MEU,True,MEU
503,2,1.0,1.764128550635016e-32,Aldgate East,LU,True,533936.1921,181374.788000001,-0.07115364166807,51.51542691621208,Aldgate East,underground_stations_csv,51676.27325639999,3.930427267645119,525377.6255496435,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020754752560917463,0.03325339872089223,0.6722817100800623,0.2942573436734362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.708767707179682e-05,0.038359829345201615,0.6043625626032195,0.35719052037450716,0.0,525377.6255496411,0.9999999999999953,REU,REU,True,REU
504,3,1.0,2.4364891789842856e-179,Stratford International DLR,DLR,False,538214.2,184786.0,-0.008202,51.54505,Stratford International Station,naptan_rse_tmu,17004.300557321185,9.203873154275827,1034454.611946668,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4150237947359173,0.5849762052640827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4173144359082213,0.5826855640917786,0.0,0.0,0.0,0.0,1034454.6119466705,1.0000000000000024,LOU,LOU,True,LOU
505,0,0.9998636976942789,0.0013494701305527,Alperton,LU,True,517996.164,183795.164000001,-0.299949349972513,51.540730963558445,Alperton,underground_stations_csv,9844.40784943342,12.609410741101232,1805377.1462870107,True,0.0,0.01940860113997288,0.0004058316246998072,0.008459317019110244,0.0,0.0,3.220063291037213e-06,0.589896058398626,0.3666030668007934,0.01522390495350662,0.0,0.0,0.0,0.0,0.0,0.0,0.004863159577482805,2.823985773232055e-05,0.0005886429114758556,0.0,0.0,2.2406861292592114e-07,0.7074725378363262,0.26461562403226807,0.022431571716101828,0.0,0.0,0.0,0.0,0.0,1805377.1462870128,1.000000000000001,DRN,DRN,True,DRN
507,1,0.9999999991382538,1.8846354464874263e-08,Angel,LU,True,531560.5615,183099.9257,-0.1047264384023203,51.53148758749647,Angel,underground_stations_csv,57649.7526291,3.072216525279845,1744083.0416587647,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11720915758567828,0.01521554237707887,0.6681811566420335,0.19939414339520933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03510698361526559,0.00014821665620863667,0.8014363823769918,0.16330841735153398,0.0,1744083.0416587521,0.9999999999999928,REU,REU,True,REU
