iteration,K,reference_cluster,matched_candidate_cluster,jaccard,recall,precision
48,4,1,3,0.7647058823529411,1.0,0.7647058823529411
48,4,2,2,0.8152173913043478,0.8152173913043478,1.0
48,4,3,0,0.0,0.0,0.0
48,5,0,4,0.0,0.0,0.0
48,5,1,0,0.6410256410256411,0.7692307692307693,0.7936507936507936
48,5,2,3,0.75,1.0,0.75
48,5,3,2,0.6885245901639344,0.6885245901639344,1.0
48,5,4,1,0.5698924731182796,1.0,0.5698924731182796
48,6,0,5,0.2727272727272727,0.2903225806451613,0.8181818181818182
48,6,1,4,0.6444444444444445,0.8285714285714286,0.7435897435897436
48,6,2,0,0.6352941176470588,0.8709677419354839,0.7012987012987013
48,6,3,3,0.8771929824561403,0.9803921568627451,0.8928571428571429
48,6,4,2,0.6,0.7377049180327869,0.7627118644067796
48,6,5,1,0.1836734693877551,0.3,0.32142857142857145
48,7,0,1,0.4946236559139785,0.7419354838709677,0.5974025974025974
48,7,1,0,0.7727272727272727,0.8717948717948718,0.8717948717948718
48,7,2,4,0.6046511627906976,0.7647058823529411,0.7428571428571429
48,7,3,5,0.0,0.0,0.0
48,7,4,3,0.7164179104477612,0.9411764705882353,0.75
48,7,5,6,0.10714285714285714,0.10714285714285714,1.0
48,7,6,2,0.39622641509433965,0.84,0.42857142857142855
48,8,0,0,0.5526315789473685,1.0,0.5526315789473685
48,8,1,7,0.3958333333333333,0.5135135135135135,0.6333333333333333
48,8,2,5,0.875,1.0,0.875
48,8,3,1,0.6041666666666666,0.8787878787878788,0.6590909090909091
48,8,4,4,0.0,0.0,0.0
48,8,5,6,0.36923076923076925,0.38095238095238093,0.9230769230769231
48,8,6,2,0.4838709677419355,0.5769230769230769,0.75
48,8,7,3,0.7727272727272727,0.8717948717948718,0.8717948717948718
49,3,0,1,0.5873015873015873,0.5873015873015873,1.0
49,3,1,0,0.6388888888888888,1.0,0.6388888888888888
49,3,2,2,0.0,0.0,0.0
49,4,0,1,0.6951219512195121,0.8769230769230769,0.7702702702702703
49,4,1,2,0.9444444444444444,0.9807692307692307,0.9622641509433962
49,4,2,0,0.978494623655914,0.9891304347826086,0.9891304347826086
49,4,3,3,0.6470588235294118,0.7213114754098361,0.8627450980392157
49,5,0,0,0.0,0.0,0.0
49,5,1,2,0.6,0.6,1.0
49,5,2,1,0.7358490566037735,1.0,0.7358490566037735
49,5,3,3,0.43478260869565216,0.4918032786885246,0.7894736842105263
49,5,4,4,0.5591397849462365,0.9811320754716981,0.5652173913043478
49,6,0,2,0.0,0.0,0.0
49,6,1,3,0.5681818181818182,0.7142857142857143,0.7352941176470589
49,6,2,0,0.6421052631578947,0.9838709677419355,0.648936170212766
49,6,3,5,0.9245283018867925,0.9607843137254902,0.9607843137254902
49,6,4,1,0.5074626865671642,0.5573770491803278,0.85
49,6,5,4,0.5,0.6333333333333333,0.7037037037037037
49,7,0,4,0.5543478260869565,0.8225806451612904,0.6296296296296297
49,7,1,0,0.020833333333333332,0.02564102564102564,0.1
49,7,2,3,0.391304347826087,0.5294117647058824,0.6
49,7,3,6,0.0,0.0,0.0
49,7,4,1,0.7619047619047619,0.9411764705882353,0.8
49,7,5,5,0.423728813559322,0.8928571428571429,0.44642857142857145
49,7,6,2,0.7741935483870968,0.96,0.8
49,8,0,0,0.5476190476190477,0.5476190476190477,1.0
49,8,1,3,0.38095238095238093,0.43243243243243246,0.7619047619047619
49,8,2,5,0.7931034482758621,0.8214285714285714,0.9583333333333334
49,8,3,1,0.543859649122807,0.9393939393939394,0.5636363636363636
49,8,4,7,0.2857142857142857,1.0,0.2857142857142857
49,8,5,2,0.6049382716049383,0.7777777777777778,0.7313432835820896
49,8,6,6,0.1891891891891892,0.2692307692307692,0.3888888888888889
49,8,7,4,0.7090909090909091,1.0,0.7090909090909091
50,3,0,1,1.0,1.0,1.0
50,3,1,0,0.968421052631579,1.0,0.968421052631579
50,3,2,2,0.9423076923076923,0.9423076923076923,1.0
50,4,0,2,0.7023809523809523,0.9076923076923077,0.7564102564102564
50,4,1,3,0.9423076923076923,0.9423076923076923,1.0
50,4,2,0,0.968421052631579,1.0,0.968421052631579
50,4,3,1,0.6268656716417911,0.6885245901639344,0.875
50,5,0,3,0.0,0.0,0.0
50,5,1,0,0.5909090909090909,0.6,0.975
50,5,2,4,0.7959183673469388,1.0,0.7959183673469388
50,5,3,2,0.5606060606060606,0.6065573770491803,0.8809523809523809
50,5,4,1,0.5578947368421052,1.0,0.5578947368421052
50,6,0,2,0.0,0.0,0.0
50,6,1,1,0.7804878048780488,0.9142857142857143,0.8421052631578947
50,6,2,3,0.6526315789473685,1.0,0.6526315789473685
50,6,3,0,0.9607843137254902,0.9607843137254902,1.0
50,6,4,5,0.8333333333333334,0.9016393442622951,0.9166666666666666
50,6,5,4,0.7096774193548387,0.7333333333333333,0.9565217391304348
50,7,0,0,0.6567164179104478,0.7096774193548387,0.8979591836734694
50,7,1,6,0.0,0.0,0.0
50,7,2,1,0.5769230769230769,0.8823529411764706,0.625
50,7,3,5,0.5882352941176471,0.6451612903225806,0.8695652173913043
50,7,4,3,0.8214285714285714,0.9019607843137255,0.9019607843137255
50,7,5,2,0.47058823529411764,0.8571428571428571,0.5106382978723404
50,7,6,4,0.8064516129032258,1.0,0.8064516129032258
50,8,0,5,0.4222222222222222,0.4523809523809524,0.8636363636363636
50,8,1,4,0.66,0.8918918918918919,0.717391304347826
50,8,2,3,0.7428571428571429,0.9285714285714286,0.7878787878787878
50,8,3,0,0.2826086956521739,0.3939393939393939,0.5
50,8,4,7,0.0,0.0,0.0
50,8,5,2,0.4235294117647059,0.5714285714285714,0.6206896551724138
50,8,6,6,0.2702702702702703,0.38461538461538464,0.47619047619047616
50,8,7,1,0.4897959183673469,0.6153846153846154,0.7058823529411765
51,3,0,1,1.0,1.0,1.0
51,3,1,2,0.8260869565217391,0.8260869565217391,1.0
51,3,2,0,0.7647058823529411,1.0,0.7647058823529411
51,4,0,0,0.8311688311688312,0.9846153846153847,0.8421052631578947
51,4,1,1,0.7647058823529411,1.0,0.7647058823529411
51,4,2,3,0.8260869565217391,0.8260869565217391,1.0
51,4,3,2,0.7903225806451613,0.8032786885245902,0.98
51,5,0,2,0.0,0.0,0.0
51,5,1,4,0.8985507246376812,0.9538461538461539,0.9393939393939394
51,5,2,3,0.5735294117647058,1.0,0.5735294117647058
51,5,3,1,0.4838709677419355,0.4918032786885246,0.967741935483871
51,5,4,0,0.6753246753246753,0.9811320754716981,0.6842105263157895
51,6,0,0,0.7428571428571429,0.8387096774193549,0.8666666666666667
51,6,1,5,0.6666666666666666,0.9714285714285714,0.68
51,6,2,2,0.7761194029850746,0.8387096774193549,0.9122807017543859
51,6,3,3,0.7115384615384616,0.7254901960784313,0.9736842105263158
51,6,4,1,0.5054945054945055,0.7540983606557377,0.6052631578947368
51,6,5,4,0.0,0.0,0.0
51,7,0,0,0.7910447761194029,0.8548387096774194,0.9137931034482759
51,7,1,1,0.5344827586206896,0.7948717948717948,0.62
51,7,2,5,0.3409090909090909,0.4411764705882353,0.6
51,7,3,2,0.7647058823529411,0.8387096774193549,0.896551724137931
51,7,4,3,0.8620689655172413,0.9803921568627451,0.8771929824561403
51,7,5,6,0.7333333333333333,0.7857142857142857,0.9166666666666666
51,7,6,4,0.8571428571428571,0.96,0.8888888888888888
51,8,0,5,0.6779661016949152,0.9523809523809523,0.7017543859649122
51,8,1,7,0.4090909090909091,0.4864864864864865,0.72
51,8,2,0,0.6551724137931034,0.6785714285714286,0.95
51,8,3,2,0.34545454545454546,0.5757575757575758,0.4634146341463415
51,8,4,6,0.0,0.0,0.0
51,8,5,3,0.6388888888888888,0.7301587301587301,0.8363636363636363
51,8,6,4,0.5348837209302325,0.8846153846153846,0.575
51,8,7,1,0.7435897435897436,0.7435897435897436,1.0
52,3,0,0,0.6825396825396826,0.6825396825396826,1.0
52,3,1,1,0.6388888888888888,1.0,0.6388888888888888
52,3,2,2,0.0,0.0,0.0
52,4,0,1,0.5158730158730159,1.0,0.5158730158730159
52,4,1,2,0.7101449275362319,0.9423076923076923,0.7424242424242424
52,4,2,3,0.7263157894736842,0.75,0.9583333333333334
52,4,3,0,0.0,0.0,0.0
52,5,0,3,0.5862068965517241,0.6538461538461539,0.85
52,5,1,0,0.6853932584269663,0.9384615384615385,0.7176470588235294
52,5,2,1,0.8048780487804879,0.8461538461538461,0.9428571428571428
52,5,3,2,0.578125,0.6065573770491803,0.925
52,5,4,4,0.7571428571428571,1.0,0.7571428571428571
52,6,0,4,0.410958904109589,0.967741935483871,0.4166666666666667
52,6,1,3,0.4857142857142857,0.4857142857142857,1.0
52,6,2,2,0.0,0.0,0.0
52,6,3,1,0.64,0.9411764705882353,0.6666666666666666
52,6,4,0,0.3561643835616438,0.4262295081967213,0.6842105263157895
52,6,5,5,0.3898305084745763,0.7666666666666667,0.4423076923076923
52,7,0,3,0.6049382716049383,0.7903225806451613,0.7205882352941176
52,7,1,4,0.5645161290322581,0.8974358974358975,0.603448275862069
52,7,2,6,0.6511627906976745,0.8235294117647058,0.7567567567567568
52,7,3,5,0.30303030303030304,0.3225806451612903,0.8333333333333334
52,7,4,1,0.6792452830188679,0.7058823529411765,0.9473684210526315
52,7,5,2,0.0,0.0,0.0
52,7,6,0,0.6470588235294118,0.88,0.7096774193548387
52,8,0,7,0.375,0.7142857142857143,0.4411764705882353
52,8,1,1,0.7,0.9459459459459459,0.7291666666666666
52,8,2,5,0.5517241379310345,0.5714285714285714,0.9411764705882353
52,8,3,2,0.288135593220339,0.5151515151515151,0.3953488372093023
52,8,4,6,0.0,0.0,0.0
52,8,5,0,0.3076923076923077,0.38095238095238093,0.6153846153846154
52,8,6,4,0.2647058823529412,0.34615384615384615,0.5294117647058824
52,8,7,3,0.5581395348837209,0.6153846153846154,0.8571428571428571
53,3,0,0,1.0,1.0,1.0
53,3,1,2,0.8709677419354839,0.8804347826086957,0.9878048780487805
53,3,2,1,0.8095238095238095,0.9807692307692307,0.8225806451612904
53,4,0,0,0.9558823529411765,1.0,0.9558823529411765
53,4,1,3,0.8095238095238095,0.9807692307692307,0.8225806451612904
53,4,2,1,0.8709677419354839,0.8804347826086957,0.9878048780487805
53,4,3,2,0.9508196721311475,0.9508196721311475,1.0
53,5,0,0,0.0,0.0,0.0
53,5,1,4,0.582089552238806,0.6,0.9512195121951219
53,5,2,1,0.6290322580645161,1.0,0.6290322580645161
53,5,3,3,0.42857142857142855,0.4426229508196721,0.9310344827586207
53,5,4,2,0.6265060240963856,0.9811320754716981,0.6341463414634146
53,6,0,4,0.0,0.0,0.0
53,6,1,0,0.875,1.0,0.875
53,6,2,1,0.7142857142857143,0.967741935483871,0.7317073170731707
53,6,3,3,0.8225806451612904,1.0,0.8225806451612904
53,6,4,5,0.7258064516129032,0.7377049180327869,0.9782608695652174
53,6,5,2,0.7941176470588235,0.9,0.8709677419354839
53,7,0,6,0.5753424657534246,0.6774193548387096,0.7924528301886793
53,7,1,4,0.6964285714285714,1.0,0.6964285714285714
53,7,2,1,0.48333333333333334,0.8529411764705882,0.5272727272727272
53,7,3,2,0.35714285714285715,0.6451612903225806,0.4444444444444444
53,7,4,0,0.9019607843137255,0.9019607843137255,1.0
53,7,5,3,0.41379310344827586,0.42857142857142855,0.9230769230769231
53,7,6,5,0.0,0.0,0.0
53,8,0,5,0.7321428571428571,0.9761904761904762,0.7454545454545455
53,8,1,2,0.2564102564102564,0.2702702702702703,0.8333333333333334
53,8,2,3,0.6071428571428571,0.6071428571428571,1.0
53,8,3,4,0.4827586206896552,0.8484848484848485,0.5283018867924528
53,8,4,7,0.0,0.0,0.0
53,8,5,6,0.6825396825396826,0.6825396825396826,1.0
53,8,6,0,0.7666666666666667,0.8846153846153846,0.8518518518518519
53,8,7,1,0.8478260869565217,1.0,0.8478260869565217
54,3,0,1,0.6349206349206349,0.6349206349206349,1.0
54,3,1,0,0.6388888888888888,1.0,0.6388888888888888
54,3,2,2,0.0,0.0,0.0
54,4,0,2,0.7692307692307693,0.7692307692307693,1.0
54,4,1,3,0.7611940298507462,0.9807692307692307,0.7727272727272727
54,4,2,0,0.8279569892473119,0.8369565217391305,0.9871794871794872
54,4,3,1,0.8026315789473685,1.0,0.8026315789473685
54,5,0,0,0.4444444444444444,0.6923076923076923,0.5538461538461539
54,5,1,2,0.8461538461538461,0.8461538461538461,1.0
54,5,2,3,0.7090909090909091,1.0,0.7090909090909091
54,5,3,1,0.8591549295774648,1.0,0.8591549295774648
54,5,4,4,0.4528301886792453,0.4528301886792453,1.0
54,6,0,2,0.0,0.0,0.0
54,6,1,1,0.7297297297297297,0.7714285714285715,0.9310344827586207
54,6,2,4,0.5053763440860215,0.7580645161290323,0.6025641025641025
54,6,3,0,0.7727272727272727,1.0,0.7727272727272727
54,6,4,3,0.7096774193548387,0.7213114754098361,0.9777777777777777
54,6,5,5,0.84375,0.9,0.9310344827586207
54,7,0,3,0.4838709677419355,0.7258064516129032,0.5921052631578947
54,7,1,4,0.4222222222222222,0.48717948717948717,0.76
54,7,2,1,0.6304347826086957,0.8529411764705882,0.7073170731707317
54,7,3,6,0.0,0.0,0.0
54,7,4,0,0.75,1.0,0.75
54,7,5,2,0.41379310344827586,0.42857142857142855,0.9230769230769231
54,7,6,5,0.78125,1.0,0.78125
54,8,0,5,0.5714285714285714,0.5714285714285714,1.0
54,8,1,7,0.4418604651162791,0.5135135135135135,0.76
54,8,2,3,0.84375,0.9642857142857143,0.8709677419354839
54,8,3,2,0.6857142857142857,0.7272727272727273,0.9230769230769231
54,8,4,0,0.0,0.0,0.0
54,8,5,6,0.5802469135802469,0.746031746031746,0.7230769230769231
54,8,6,4,0.5666666666666667,0.6538461538461539,0.8095238095238095
54,8,7,1,0.7090909090909091,1.0,0.7090909090909091
55,3,0,1,1.0,1.0,1.0
55,3,1,0,0.8316831683168316,0.9130434782608695,0.9032258064516129
55,3,2,2,0.7166666666666667,0.8269230769230769,0.8431372549019608
55,4,0,3,0.524390243902439,0.6615384615384615,0.7166666666666667
55,4,1,0,0.7166666666666667,0.8269230769230769,0.8431372549019608
55,4,2,2,0.8316831683168316,0.9130434782608695,0.9032258064516129
55,4,3,1,0.5301204819277109,0.7213114754098361,0.6666666666666666
55,5,0,1,0.375,0.5769230769230769,0.5172413793103449
55,5,1,2,0.9230769230769231,0.9230769230769231,1.0
55,5,2,4,0.6065573770491803,0.9487179487179487,0.6271186440677966
55,5,3,0,0.9242424242424242,1.0,0.9242424242424242
55,5,4,3,0.45454545454545453,0.4716981132075472,0.9259259259259259
55,6,0,0,0.0,0.0,0.0
55,6,1,3,0.6511627906976745,0.8,0.7777777777777778
55,6,2,5,0.5217391304347826,0.7741935483870968,0.6153846153846154
55,6,3,2,0.7424242424242424,0.9607843137254902,0.765625
55,6,4,4,0.25757575757575757,0.2786885245901639,0.7727272727272727
55,6,5,1,0.38028169014084506,0.9,0.39705882352941174
55,7,0,0,0.625,0.6451612903225806,0.9523809523809523
55,7,1,2,0.7954545454545454,0.8974358974358975,0.875
55,7,2,1,0.775,0.9117647058823529,0.8378378378378378
55,7,3,5,0.7209302325581395,1.0,0.7209302325581395
55,7,4,4,0.8032786885245902,0.9607843137254902,0.8305084745762712
55,7,5,6,0.8064516129032258,0.8928571428571429,0.8928571428571429
55,7,6,3,0.84,0.84,1.0
55,8,0,3,0.5333333333333333,0.5714285714285714,0.8888888888888888
55,8,1,6,0.43902439024390244,0.4864864864864865,0.8181818181818182
55,8,2,7,0.8620689655172413,0.8928571428571429,0.9615384615384616
55,8,3,2,0.3076923076923077,0.36363636363636365,0.6666666666666666
55,8,4,0,0.0,0.0,0.0
55,8,5,1,0.49382716049382713,0.6349206349206349,0.6896551724137931
55,8,6,5,0.6666666666666666,0.8461538461538461,0.7586206896551724
55,8,7,4,0.6065573770491803,0.9487179487179487,0.6271186440677966
56,3,0,0,0.5,0.5,1.0
56,3,1,1,0.6388888888888888,1.0,0.6388888888888888
56,3,2,2,0.0,0.0,0.0
56,4,0,2,0.7647058823529411,1.0,0.7647058823529411
56,4,1,0,0.9807692307692307,0.9807692307692307,1.0
56,4,2,3,0.989247311827957,1.0,0.989247311827957
56,4,3,1,0.6721311475409836,0.6721311475409836,1.0
56,5,0,0,0.3770491803278688,0.4423076923076923,0.71875
56,5,1,1,0.7471264367816092,1.0,0.7471264367816092
56,5,2,4,0.6888888888888889,0.7948717948717948,0.8378378378378378
56,5,3,3,0.639344262295082,0.639344262295082,1.0
56,5,4,2,0.6842105263157895,0.9811320754716981,0.6933333333333334
56,6,0,0,0.0,0.0,0.0
56,6,1,3,0.45714285714285713,0.45714285714285713,1.0
56,6,2,2,0.648936170212766,0.9838709677419355,0.6559139784946236
56,6,3,5,0.5294117647058824,0.5294117647058824,1.0
56,6,4,1,0.7176470588235294,1.0,0.7176470588235294
56,6,5,4,0.8333333333333334,0.8333333333333334,1.0
56,7,0,6,0.30985915492957744,0.3548387096774194,0.7096774193548387
56,7,1,1,0.4864864864864865,0.9230769230769231,0.5070422535211268
56,7,2,5,0.0,0.0,0.0
56,7,3,4,0.43661971830985913,1.0,0.43661971830985913
56,7,4,0,0.7884615384615384,0.803921568627451,0.9761904761904762
56,7,5,3,0.6451612903225806,0.7142857142857143,0.8695652173913043
56,7,6,2,0.8333333333333334,1.0,0.8333333333333334
56,8,0,5,0.5774647887323944,0.9761904761904762,0.5857142857142857
56,8,1,1,0.6666666666666666,0.8648648648648649,0.7441860465116279
56,8,2,4,0.8928571428571429,0.8928571428571429,1.0
56,8,3,3,0.39344262295081966,0.7272727272727273,0.46153846153846156
56,8,4,6,0.3333333333333333,0.5,0.5
56,8,5,2,0.39705882352941174,0.42857142857142855,0.84375
56,8,6,7,0.15384615384615385,0.15384615384615385,1.0
56,8,7,0,0.7608695652173914,0.8974358974358975,0.8333333333333334
57,3,0,0,1.0,1.0,1.0
57,3,1,2,0.8913043478260869,0.8913043478260869,1.0
57,3,2,1,0.8387096774193549,1.0,0.8387096774193549
57,4,0,2,0.9692307692307692,0.9692307692307692,1.0
57,4,1,0,0.8387096774193549,1.0,0.8387096774193549
57,4,2,3,0.8913043478260869,0.8913043478260869,1.0
57,4,3,1,0.9682539682539683,1.0,0.9682539682539683
57,5,0,3,0.0,0.0,0.0
57,5,1,1,0.6338028169014085,0.6923076923076923,0.8823529411764706
57,5,2,2,0.6290322580645161,1.0,0.6290322580645161
57,5,3,4,0.8412698412698413,0.8688524590163934,0.9636363636363636
57,5,4,0,0.6463414634146342,1.0,0.6463414634146342
57,6,0,5,0.0,0.0,0.0
57,6,1,1,0.6585365853658537,0.7714285714285715,0.8181818181818182
57,6,2,3,0.5483870967741935,0.8225806451612904,0.6219512195121951
57,6,3,0,0.8225806451612904,1.0,0.8225806451612904
57,6,4,4,0.4583333333333333,0.5409836065573771,0.75
57,6,5,2,0.3275862068965517,0.6333333333333333,0.40425531914893614
57,7,0,4,0.7916666666666666,0.9193548387096774,0.8507462686567164
57,7,1,3,0.7115384615384616,0.9487179487179487,0.74
57,7,2,5,0.0,0.0,0.0
57,7,3,0,0.5384615384615384,0.6774193548387096,0.7241379310344828
57,7,4,6,0.5490196078431373,0.5490196078431373,1.0
57,7,5,2,0.8666666666666667,0.9285714285714286,0.9285714285714286
57,7,6,1,0.5208333333333334,1.0,0.5208333333333334
57,8,0,4,0.5060240963855421,1.0,0.5060240963855421
57,8,1,1,0.17777777777777778,0.21621621621621623,0.5
57,8,2,5,0.7142857142857143,0.7142857142857143,1.0
57,8,3,3,0.43548387096774194,0.8181818181818182,0.48214285714285715
57,8,4,2,0.13333333333333333,1.0,0.13333333333333333
57,8,5,0,0.25,0.2698412698412698,0.7727272727272727
57,8,6,7,0.40625,0.5,0.6842105263157895
57,8,7,6,0.7727272727272727,0.8717948717948718,0.8717948717948718
58,3,0,2,0.5634920634920635,0.5634920634920635,1.0
58,3,1,1,0.6388888888888888,1.0,0.6388888888888888
58,3,2,0,0.0,0.0,0.0
58,4,0,1,0.8767123287671232,0.9846153846153847,0.8888888888888888
58,4,1,0,0.9811320754716981,1.0,0.9811320754716981
58,4,2,2,0.9891304347826086,0.9891304347826086,1.0
58,4,3,3,0.8548387096774194,0.8688524590163934,0.9814814814814815
58,5,0,2,0.0,0.0,0.0
58,5,1,3,0.7692307692307693,0.9230769230769231,0.821917808219178
58,5,2,4,0.7358490566037735,1.0,0.7358490566037735
58,5,3,0,0.7213114754098361,0.7213114754098361,1.0
58,5,4,1,0.5652173913043478,0.9811320754716981,0.5714285714285714
58,6,0,1,0.0,0.0,0.0
58,6,1,2,0.7368421052631579,0.8,0.9032258064516129
58,6,2,0,0.6630434782608695,0.9838709677419355,0.6703296703296703
58,6,3,4,0.9622641509433962,1.0,0.9622641509433962
58,6,4,3,0.7096774193548387,0.7213114754098361,0.9777777777777777
58,6,5,5,0.7714285714285715,0.9,0.84375
58,7,0,0,0.96875,1.0,0.96875
58,7,1,1,0.6122448979591837,0.7692307692307693,0.75
58,7,2,4,0.25,0.3235294117647059,0.5238095238095238
58,7,3,6,0.9375,0.967741935483871,0.967741935483871
58,7,4,3,0.9607843137254902,0.9607843137254902,1.0
58,7,5,5,0.7058823529411765,0.8571428571428571,0.8
58,7,6,2,0.6216216216216216,0.92,0.6571428571428571
58,8,0,0,0.4606741573033708,0.9761904761904762,0.4659090909090909
58,8,1,4,0.21052631578947367,0.21621621621621623,0.8888888888888888
58,8,2,3,0.6111111111111112,0.7857142857142857,0.7333333333333333
58,8,3,1,0.6190476190476191,0.7878787878787878,0.7428571428571429
58,8,4,7,0.05263157894736842,0.5,0.05555555555555555
58,8,5,6,0.14705882352941177,0.15873015873015872,0.6666666666666666
58,8,6,5,0.6666666666666666,0.9230769230769231,0.7058823529411765
58,8,7,2,0.7391304347826086,0.8717948717948718,0.8292682926829268
59,3,0,0,0.5511811023622047,0.5555555555555556,0.9859154929577465
59,3,1,1,0.6433566433566433,1.0,0.6433566433566433
59,3,2,2,0.0,0.0,0.0
59,4,0,2,0.9154929577464789,1.0,0.9154929577464789
59,4,1,1,0.8392857142857143,0.9038461538461539,0.9215686274509803
59,4,2,3,0.9166666666666666,0.9565217391304348,0.9565217391304348
59,4,3,0,0.9180327868852459,0.9180327868852459,1.0
59,5,0,0,0.49504950495049505,0.9615384615384616,0.5050505050505051
59,5,1,4,0.4819277108433735,0.6153846153846154,0.6896551724137931
59,5,2,2,0.8666666666666667,1.0,0.8666666666666667
59,5,3,1,0.671875,0.7049180327868853,0.9347826086956522
59,5,4,3,0.0,0.0,0.0
59,6,0,5,0.0,0.0,0.0
59,6,1,1,0.8536585365853658,1.0,0.8536585365853658
59,6,2,4,0.6262626262626263,1.0,0.6262626262626263
59,6,3,0,0.7454545454545455,0.803921568627451,0.9111111111111111
59,6,4,2,0.7746478873239436,0.9016393442622951,0.8461538461538461
59,6,5,3,0.4838709677419355,0.5,0.9375
59,7,0,1,0.6262626262626263,1.0,0.6262626262626263
59,7,1,6,0.3170731707317073,0.3333333333333333,0.8666666666666667
59,7,2,3,0.24615384615384617,0.47058823529411764,0.3404255319148936
59,7,3,2,0.0,0.0,0.0
59,7,4,4,0.7454545454545455,0.803921568627451,0.9111111111111111
59,7,5,5,0.4838709677419355,0.5357142857142857,0.8333333333333334
59,7,6,0,0.5581395348837209,0.96,0.5714285714285714
59,8,0,2,0.5526315789473685,1.0,0.5526315789473685
59,8,1,5,0.4375,0.5675675675675675,0.65625
59,8,2,3,0.6333333333333333,0.6785714285714286,0.9047619047619048
59,8,3,1,0.43661971830985913,0.9393939393939394,0.4492753623188406
59,8,4,7,0.0,0.0,0.0
59,8,5,6,0.36507936507936506,0.36507936507936506,1.0
59,8,6,4,0.15384615384615385,0.15384615384615385,1.0
59,8,7,0,0.6585365853658537,0.6923076923076923,0.9310344827586207
60,3,0,2,0.7063492063492064,0.7063492063492064,1.0
60,3,1,1,0.6388888888888888,1.0,0.6388888888888888
60,3,2,0,0.0,0.0,0.0
60,4,0,3,0.7303370786516854,1.0,0.7303370786516854
60,4,1,1,0.9807692307692307,0.9807692307692307,1.0
60,4,2,2,0.989247311827957,1.0,0.989247311827957
60,4,3,0,0.6065573770491803,0.6065573770491803,1.0
60,5,0,1,0.2755102040816326,0.5192307692307693,0.3698630136986301
60,5,1,4,0.5606060606060606,0.5692307692307692,0.9736842105263158
60,5,2,0,0.0,0.0,0.0
60,5,3,3,0.5714285714285714,0.5901639344262295,0.9473684210526315
60,5,4,2,0.3191489361702128,0.5660377358490566,0.4225352112676056
60,6,0,3,0.0,0.0,0.0
60,6,1,5,0.7222222222222222,0.7428571428571429,0.9629629629629629
60,6,2,4,0.648936170212766,0.9838709677419355,0.6559139784946236
60,6,3,1,0.9615384615384616,0.9803921568627451,0.9803921568627451
60,6,4,0,0.6197183098591549,0.7213114754098361,0.8148148148148148
60,6,5,2,0.425531914893617,0.6666666666666666,0.5405405405405406
60,7,0,0,0.648936170212766,0.9838709677419355,0.6559139784946236
60,7,1,4,0.4444444444444444,0.6153846153846154,0.6153846153846154
60,7,2,6,0.47368421052631576,0.5294117647058824,0.8181818181818182
60,7,3,5,0.0,0.0,0.0
60,7,4,2,0.9615384615384616,0.9803921568627451,0.9803921568627451
60,7,5,1,0.16666666666666666,0.35714285714285715,0.23809523809523808
60,7,6,3,0.7307692307692307,0.76,0.95
60,8,0,1,0.875,1.0,0.875
60,8,1,7,0.18421052631578946,0.1891891891891892,0.875
60,8,2,2,0.8,0.8571428571428571,0.9230769230769231
60,8,3,3,0.25,0.3939393939393939,0.40625
60,8,4,0,0.10526315789473684,1.0,0.10526315789473684
60,8,5,6,0.8888888888888888,0.8888888888888888,1.0
60,8,6,5,0.3673469387755102,0.6923076923076923,0.43902439024390244
60,8,7,4,0.975,1.0,0.975
61,3,0,1,1.0,1.0,1.0
61,3,1,0,1.0,1.0,1.0
61,3,2,2,1.0,1.0,1.0
61,4,0,0,0.9692307692307692,0.9692307692307692,1.0
61,4,1,1,1.0,1.0,1.0
61,4,2,2,1.0,1.0,1.0
61,4,3,3,0.9682539682539683,1.0,0.9682539682539683
61,5,0,4,0.0,0.0,0.0
61,5,1,0,0.7011494252873564,0.9384615384615385,0.7349397590361446
61,5,2,3,0.75,1.0,0.75
61,5,3,2,0.5967741935483871,0.6065573770491803,0.9736842105263158
61,5,4,1,0.5760869565217391,1.0,0.5760869565217391
61,6,0,0,0.0,0.0,0.0
61,6,1,4,0.85,0.9714285714285714,0.8717948717948718
61,6,2,3,0.6421052631578947,0.9838709677419355,0.648936170212766
61,6,3,2,0.8846153846153846,0.9019607843137255,0.9787234042553191
61,6,4,5,0.7903225806451613,0.8032786885245902,0.98
61,6,5,1,0.6190476190476191,0.8666666666666667,0.6842105263157895
61,7,0,4,0.49473684210526314,0.7580645161290323,0.5875
61,7,1,1,0.5833333333333334,0.8974358974358975,0.625
61,7,2,2,0.022727272727272728,0.029411764705882353,0.09090909090909091
61,7,3,6,0.0,0.0,0.0
61,7,4,0,0.7121212121212122,0.9215686274509803,0.7580645161290323
61,7,5,3,0.65625,0.75,0.84
61,7,6,5,0.5128205128205128,0.8,0.5882352941176471
61,8,0,7,0.323943661971831,0.5476190476190477,0.4423076923076923
61,8,1,0,0.6521739130434783,0.8108108108108109,0.7692307692307693
61,8,2,3,0.8,0.8571428571428571,0.9230769230769231
61,8,3,2,0.43333333333333335,0.7878787878787878,0.49056603773584906
61,8,4,4,0.25,1.0,0.25
61,8,5,1,0.36585365853658536,0.47619047619047616,0.6122448979591837
61,8,6,5,0.0,0.0,0.0
61,8,7,6,0.7391304347826086,0.8717948717948718,0.8292682926829268
62,3,0,0,0.5238095238095238,0.5238095238095238,1.0
62,3,1,1,0.6388888888888888,1.0,0.6388888888888888
62,3,2,2,0.0,0.0,0.0
