iteration,K,reference_cluster,matched_candidate_cluster,jaccard,recall,precision
4,4,3,2,0.9230769230769231,0.9836065573770492,0.9375
4,5,0,3,0.0,0.0,0.0
4,5,1,0,0.5230769230769231,0.5230769230769231,1.0
4,5,2,1,0.7647058823529411,1.0,0.7647058823529411
4,5,3,2,0.5645161290322581,0.5737704918032787,0.9722222222222222
4,5,4,4,0.5698924731182796,1.0,0.5698924731182796
4,6,0,4,0.0,0.0,0.0
4,6,1,2,0.7692307692307693,0.8571428571428571,0.8823529411764706
4,6,2,0,0.648936170212766,0.9838709677419355,0.6559139784946236
4,6,3,3,0.9615384615384616,0.9803921568627451,0.9803921568627451
4,6,4,1,0.5492957746478874,0.639344262295082,0.7959183673469388
4,6,5,5,0.5666666666666667,0.5666666666666667,1.0
4,7,0,5,0.65625,0.6774193548387096,0.9545454545454546
4,7,1,6,0.5535714285714286,0.7948717948717948,0.6458333333333334
4,7,2,4,0.06382978723404255,0.08823529411764706,0.1875
4,7,3,3,0.5,0.9354838709677419,0.5178571428571429
4,7,4,1,0.8627450980392157,0.8627450980392157,1.0
4,7,5,2,0.6451612903225806,0.7142857142857143,0.8695652173913043
4,7,6,0,0.5609756097560976,0.92,0.5897435897435898
4,8,0,4,0.43661971830985913,0.7380952380952381,0.5166666666666667
4,8,1,3,0.6904761904761905,0.7837837837837838,0.8529411764705882
4,8,2,1,0.896551724137931,0.9285714285714286,0.9629629629629629
4,8,3,2,0.47619047619047616,0.9090909090909091,0.5
4,8,4,5,0.2,0.5,0.25
4,8,5,7,0.41333333333333333,0.49206349206349204,0.7209302325581395
4,8,6,6,0.038461538461538464,0.038461538461538464,1.0
4,8,7,0,0.9047619047619048,0.9743589743589743,0.926829268292683
5,3,0,0,0.6428571428571429,0.6428571428571429,1.0
5,3,1,1,0.6388888888888888,1.0,0.6388888888888888
5,3,2,2,0.0,0.0,0.0
5,4,0,1,0.8024691358024691,1.0,0.8024691358024691
5,4,1,3,0.038461538461538464,0.038461538461538464,1.0
5,4,2,0,0.647887323943662,1.0,0.647887323943662
5,4,3,2,0.7377049180327869,0.7377049180327869,1.0
5,5,0,2,0.0,0.0,0.0
5,5,1,3,0.8484848484848485,0.8615384615384616,0.9824561403508771
5,5,2,4,0.75,1.0,0.75
5,5,3,0,0.46875,0.4918032786885246,0.9090909090909091
5,5,4,1,0.5760869565217391,1.0,0.5760869565217391
5,6,0,4,0.0,0.0,0.0
5,6,1,0,0.65,0.7428571428571429,0.8387096774193549
5,6,2,1,0.5806451612903226,0.8709677419354839,0.6352941176470588
5,6,3,5,0.864406779661017,1.0,0.864406779661017
5,6,4,3,0.5161290322580645,0.5245901639344263,0.9696969696969697
5,6,5,2,0.5098039215686274,0.8666666666666667,0.5531914893617021
5,7,0,4,0.5913978494623656,0.8870967741935484,0.6395348837209303
5,7,1,0,0.5384615384615384,0.5384615384615384,1.0
5,7,2,2,0.4222222222222222,0.5588235294117647,0.6333333333333333
5,7,3,6,0.0,0.0,0.0
5,7,4,1,0.8793103448275862,1.0,0.8793103448275862
5,7,5,5,0.65625,0.75,0.84
5,7,6,3,0.8888888888888888,0.96,0.9230769230769231
5,8,0,6,0.18867924528301888,0.23809523809523808,0.47619047619047616
5,8,1,5,0.425,0.4594594594594595,0.85
5,8,2,2,0.8333333333333334,0.8928571428571429,0.9259259259259259
5,8,3,7,0.543859649122807,0.9393939393939394,0.5636363636363636
5,8,4,4,0.13333333333333333,1.0,0.13333333333333333
5,8,5,3,0.4842105263157895,0.7301587301587301,0.5897435897435898
5,8,6,0,0.34615384615384615,0.34615384615384615,1.0
5,8,7,1,0.75,0.9230769230769231,0.8
6,3,0,1,1.0,1.0,1.0
6,3,1,2,0.968421052631579,1.0,0.968421052631579
6,3,2,0,0.9423076923076923,0.9423076923076923,1.0
6,4,0,1,0.40860215053763443,0.5846153846153846,0.5757575757575758
6,4,1,3,0.7878787878787878,1.0,0.7878787878787878
6,4,2,0,0.8478260869565217,0.8478260869565217,1.0
6,4,3,2,0.375,0.5409836065573771,0.55
6,5,0,2,0.0,0.0,0.0
6,5,1,1,0.5588235294117647,0.5846153846153846,0.926829268292683
6,5,2,4,0.5909090909090909,1.0,0.5909090909090909
6,5,3,3,0.5294117647058824,0.5901639344262295,0.8372093023255814
6,5,4,0,0.6582278481012658,0.9811320754716981,0.6666666666666666
6,6,0,0,0.0,0.0,0.0
6,6,1,2,0.38636363636363635,0.9714285714285714,0.39080459770114945
6,6,2,1,0.5161290322580645,0.7741935483870968,0.6075949367088608
6,6,3,3,0.7846153846153846,1.0,0.7846153846153846
6,6,4,5,0.1875,0.19672131147540983,0.8
6,6,5,4,0.7666666666666667,0.7666666666666667,1.0
6,7,0,1,0.6421052631578947,0.9838709677419355,0.648936170212766
6,7,1,0,0.6129032258064516,0.9743589743589743,0.6229508196721312
6,7,2,4,0.13333333333333333,0.17647058823529413,0.35294117647058826
6,7,3,2,0.0,0.0,0.0
6,7,4,3,0.9423076923076923,0.9607843137254902,0.98
6,7,5,5,0.6551724137931034,0.6785714285714286,0.95
6,7,6,6,0.4,0.56,0.5833333333333334
6,8,0,7,0.09523809523809523,0.09523809523809523,1.0
6,8,1,1,0.5555555555555556,0.6756756756756757,0.7575757575757576
6,8,2,5,0.8571428571428571,0.8571428571428571,1.0
6,8,3,4,0.2682926829268293,0.3333333333333333,0.5789473684210527
6,8,4,3,0.4,1.0,0.4
6,8,5,0,0.5247524752475248,0.8412698412698413,0.5824175824175825
6,8,6,2,0.42,0.8076923076923077,0.4666666666666667
6,8,7,6,0.7959183673469388,1.0,0.7959183673469388
7,3,0,0,0.5714285714285714,0.5714285714285714,1.0
7,3,1,1,0.6388888888888888,1.0,0.6388888888888888
7,3,2,2,0.0,0.0,0.0
7,4,0,2,0.8307692307692308,0.8307692307692308,1.0
7,4,1,0,0.9807692307692307,0.9807692307692307,1.0
7,4,2,3,0.989247311827957,1.0,0.989247311827957
7,4,3,1,0.8472222222222222,1.0,0.8472222222222222
7,5,0,0,0.0,0.0,0.0
7,5,1,2,0.6323529411764706,0.6615384615384615,0.9347826086956522
7,5,2,1,0.7647058823529411,1.0,0.7647058823529411
7,5,3,3,0.45901639344262296,0.45901639344262296,1.0
7,5,4,4,0.5698924731182796,1.0,0.5698924731182796
7,6,0,0,0.38271604938271603,1.0,0.38271604938271603
7,6,1,4,0.717948717948718,0.8,0.875
7,6,2,2,0.1643835616438356,0.1935483870967742,0.5217391304347826
7,6,3,5,0.7843137254901961,0.7843137254901961,1.0
7,6,4,1,0.6617647058823529,0.7377049180327869,0.8653846153846154
7,6,5,3,0.6363636363636364,0.9333333333333333,0.6666666666666666
7,7,0,5,0.34177215189873417,0.43548387096774194,0.6136363636363636
7,7,1,6,0.0,0.0,0.0
7,7,2,3,0.5384615384615384,0.8235294117647058,0.6086956521739131
7,7,3,4,0.4696969696969697,1.0,0.4696969696969697
7,7,4,0,0.6078431372549019,0.6078431372549019,1.0
7,7,5,1,0.5,0.9285714285714286,0.52
7,7,6,2,0.8064516129032258,1.0,0.8064516129032258
7,8,0,4,0.5526315789473685,1.0,0.5526315789473685
7,8,1,2,0.37209302325581395,0.43243243243243246,0.7272727272727273
7,8,2,3,0.7297297297297297,0.9642857142857143,0.75
7,8,3,1,0.45454545454545453,0.7575757575757576,0.5319148936170213
7,8,4,7,0.0,0.0,0.0
7,8,5,6,0.390625,0.3968253968253968,0.9615384615384616
7,8,6,5,0.5666666666666667,0.6538461538461539,0.8095238095238095
7,8,7,0,0.8372093023255814,0.9230769230769231,0.9
8,3,0,0,0.5952380952380952,0.5952380952380952,1.0
8,3,1,1,0.6388888888888888,1.0,0.6388888888888888
8,3,2,2,0.0,0.0,0.0
8,4,0,1,0.7727272727272727,0.7846153846153846,0.9807692307692307
8,4,1,0,0.019230769230769232,0.019230769230769232,1.0
8,4,2,2,0.6433566433566433,1.0,0.6433566433566433
8,4,3,3,0.8,0.9836065573770492,0.8108108108108109
8,5,0,4,0.0,0.0,0.0
8,5,1,2,0.5128205128205128,0.6153846153846154,0.7547169811320755
8,5,2,0,0.65,1.0,0.65
8,5,3,1,0.7272727272727273,0.7868852459016393,0.9056603773584906
8,5,4,3,0.6309523809523809,1.0,0.6309523809523809
8,6,0,1,0.0,0.0,0.0
8,6,1,2,0.8333333333333334,0.8571428571428571,0.967741935483871
8,6,2,3,0.5217391304347826,0.7741935483870968,0.6153846153846154
8,6,3,0,0.7727272727272727,1.0,0.7727272727272727
8,6,4,5,0.6268656716417911,0.6885245901639344,0.875
8,6,5,4,0.7333333333333333,0.7333333333333333,1.0
8,7,0,2,0.5698924731182796,0.8548387096774194,0.6309523809523809
8,7,1,3,0.48214285714285715,0.6923076923076923,0.6136363636363636
8,7,2,1,0.21052631578947367,0.23529411764705882,0.6666666666666666
8,7,3,5,0.0,0.0,0.0
8,7,4,0,0.85,1.0,0.85
8,7,5,6,0.5714285714285714,0.7142857142857143,0.7407407407407407
8,7,6,4,0.6944444444444444,1.0,0.6944444444444444
8,8,0,5,0.09523809523809523,0.09523809523809523,1.0
8,8,1,3,0.5686274509803921,0.7837837837837838,0.6744186046511628
8,8,2,1,0.6511627906976745,1.0,0.6511627906976745
8,8,3,2,0.3684210526315789,0.42424242424242425,0.7368421052631579
8,8,4,7,0.0,0.0,0.0
8,8,5,4,0.4,0.6349206349206349,0.5194805194805194
8,8,6,6,0.5714285714285714,0.6153846153846154,0.8888888888888888
8,8,7,0,0.6190476190476191,1.0,0.6190476190476191
9,3,0,0,1.0,1.0,1.0
9,3,1,1,0.9782608695652174,0.9782608695652174,1.0
9,3,2,2,0.9629629629629629,1.0,0.9629629629629629
9,4,0,1,0.7093023255813954,0.9384615384615385,0.7439024390243902
9,4,1,2,0.9629629629629629,1.0,0.9629629629629629
9,4,2,0,0.9782608695652174,0.9782608695652174,1.0
9,4,3,3,0.6153846153846154,0.6557377049180327,0.9090909090909091
9,5,0,1,0.0,0.0,0.0
9,5,1,0,0.84,0.9692307692307692,0.863013698630137
9,5,2,2,0.7222222222222222,1.0,0.7222222222222222
9,5,3,3,0.8064516129032258,0.819672131147541,0.9803921568627451
9,5,4,4,0.5714285714285714,0.9811320754716981,0.5777777777777777
9,6,0,3,0.0,0.0,0.0
9,6,1,0,0.6410256410256411,0.7142857142857143,0.8620689655172413
9,6,2,5,0.6521739130434783,0.967741935483871,0.6666666666666666
9,6,3,1,0.9444444444444444,1.0,0.9444444444444444
9,6,4,2,0.6935483870967742,0.7049180327868853,0.9772727272727273
9,6,5,4,0.7222222222222222,0.8666666666666667,0.8125
9,7,0,2,0.4430379746835443,0.5645161290322581,0.6730769230769231
9,7,1,6,0.6444444444444445,0.7435897435897436,0.8285714285714286
9,7,2,3,0.5454545454545454,0.7058823529411765,0.7058823529411765
9,7,3,4,0.2641509433962264,0.45161290322580644,0.3888888888888889
9,7,4,0,0.9107142857142857,1.0,0.9107142857142857
9,7,5,5,0.8,0.8571428571428571,0.9230769230769231
9,7,6,1,0.8064516129032258,1.0,0.8064516129032258
9,8,0,0,0.5645161290322581,0.8333333333333334,0.6363636363636364
9,8,1,1,0.41025641025641024,0.43243243243243246,0.8888888888888888
9,8,2,2,0.6086956521739131,1.0,0.6086956521739131
9,8,3,6,0.6511627906976745,0.8484848484848485,0.7368421052631579
9,8,4,7,0.0,0.0,0.0
9,8,5,3,0.390625,0.3968253968253968,0.9615384615384616
9,8,6,4,0.8518518518518519,0.8846153846153846,0.9583333333333334
9,8,7,5,0.6842105263157895,1.0,0.6842105263157895
10,3,0,0,1.0,1.0,1.0
10,3,1,2,0.9891304347826086,0.9891304347826086,1.0
10,3,2,1,0.9811320754716981,1.0,0.9811320754716981
10,4,0,1,1.0,1.0,1.0
10,4,1,2,0.8125,1.0,0.8125
10,4,2,0,0.8695652173913043,0.8695652173913043,1.0
10,4,3,3,1.0,1.0,1.0
10,5,0,0,0.0,0.0,0.0
10,5,1,2,0.4329896907216495,0.6461538461538462,0.5675675675675675
10,5,2,1,0.7358490566037735,1.0,0.7358490566037735
10,5,3,3,0.4426229508196721,0.4426229508196721,1.0
10,5,4,4,0.5824175824175825,1.0,0.5824175824175825
10,6,0,3,0.0,0.0,0.0
10,6,1,5,0.6410256410256411,0.7142857142857143,0.8620689655172413
10,6,2,2,0.7108433734939759,0.9516129032258065,0.7375
10,6,3,1,0.796875,1.0,0.796875
10,6,4,4,0.37142857142857144,0.4262295081967213,0.7428571428571429
10,6,5,0,0.45161290322580644,0.9333333333333333,0.4666666666666667
10,7,0,0,0.703125,0.7258064516129032,0.9574468085106383
10,7,1,1,0.5967741935483871,0.9487179487179487,0.6166666666666667
10,7,2,4,0.6,0.9705882352941176,0.6111111111111112
10,7,3,3,0.8285714285714286,0.9354838709677419,0.8787878787878788
10,7,4,2,0.696969696969697,0.9019607843137255,0.7540983606557377
10,7,5,6,0.0,0.0,0.0
10,7,6,5,0.1935483870967742,0.24,0.5
10,8,0,2,0.2222222222222222,0.23809523809523808,0.7692307692307693
10,8,1,1,0.45652173913043476,0.5675675675675675,0.7
10,8,2,3,0.75,0.75,1.0
10,8,3,6,0.019230769230769232,0.030303030303030304,0.05
10,8,4,5,0.4,1.0,0.4
10,8,5,4,0.45263157894736844,0.6825396825396826,0.5733333333333334
10,8,6,7,0.4339622641509434,0.8846153846153846,0.46
10,8,7,0,0.6101694915254238,0.9230769230769231,0.6428571428571429
11,3,0,0,1.0,1.0,1.0
11,3,1,1,0.782608695652174,0.782608695652174,1.0
11,3,2,2,0.7222222222222222,1.0,0.7222222222222222
11,4,0,2,0.9253731343283582,0.9538461538461539,0.96875
11,4,1,1,0.7222222222222222,1.0,0.7222222222222222
11,4,2,3,0.782608695652174,0.782608695652174,1.0
11,4,3,0,0.921875,0.9672131147540983,0.9516129032258065
11,5,0,0,0.0,0.0,0.0
11,5,1,3,0.5405405405405406,0.6153846153846154,0.8163265306122449
11,5,2,2,0.4936708860759494,1.0,0.4936708860759494
11,5,3,4,0.78125,0.819672131147541,0.9433962264150944
11,5,4,1,0.7611940298507462,0.9622641509433962,0.7846153846153846
11,6,0,0,0.0,0.0,0.0
11,6,1,2,0.6363636363636364,1.0,0.6363636363636364
11,6,2,1,0.44086021505376344,0.6612903225806451,0.5694444444444444
11,6,3,3,0.7083333333333334,1.0,0.7083333333333334
11,6,4,5,0.4918032786885246,0.4918032786885246,1.0
11,6,5,4,0.5238095238095238,0.7333333333333333,0.6470588235294118
11,7,0,6,0.44086021505376344,0.6612903225806451,0.5694444444444444
11,7,1,2,0.6904761904761905,0.7435897435897436,0.90625
11,7,2,5,0.28205128205128205,0.3235294117647059,0.6875
11,7,3,4,0.0,0.0,0.0
11,7,4,0,0.7083333333333334,1.0,0.7083333333333334
11,7,5,3,0.7333333333333333,0.7857142857142857,0.9166666666666666
11,7,6,1,0.6388888888888888,0.92,0.6764705882352942
11,8,0,1,0.6176470588235294,1.0,0.6176470588235294
11,8,1,7,0.02702702702702703,0.02702702702702703,1.0
11,8,2,4,0.6511627906976745,1.0,0.6511627906976745
11,8,3,2,0.46875,0.9090909090909091,0.4918032786885246
11,8,4,0,0.2,0.5,0.25
11,8,5,5,0.3333333333333333,0.36507936507936506,0.7931034482758621
11,8,6,3,0.4827586206896552,0.5384615384615384,0.8235294117647058
11,8,7,6,0.6226415094339622,0.8461538461538461,0.7021276595744681
12,3,0,1,0.5555555555555556,0.5555555555555556,1.0
12,3,1,0,0.6388888888888888,1.0,0.6388888888888888
12,3,2,2,0.0,0.0,0.0
12,4,0,3,0.9285714285714286,1.0,0.9285714285714286
12,4,1,0,0.8846153846153846,0.8846153846153846,1.0
12,4,2,2,0.9387755102040817,1.0,0.9387755102040817
12,4,3,1,0.9180327868852459,0.9180327868852459,1.0
12,5,0,0,0.2,0.21153846153846154,0.7857142857142857
12,5,1,2,0.9285714285714286,1.0,0.9285714285714286
12,5,2,4,0.7346938775510204,0.9230769230769231,0.782608695652174
12,5,3,1,0.9180327868852459,0.9180327868852459,1.0
12,5,4,3,0.6309523809523809,1.0,0.6309523809523809
12,6,0,4,0.0,0.0,0.0
12,6,1,2,0.8095238095238095,0.9714285714285714,0.8292682926829268
12,6,2,1,0.5698924731182796,0.8548387096774194,0.6309523809523809
12,6,3,3,0.7962962962962963,0.8431372549019608,0.9347826086956522
12,6,4,5,0.8548387096774194,0.8688524590163934,0.9814814814814815
12,6,5,0,0.90625,0.9666666666666667,0.9354838709677419
12,7,0,4,0.16666666666666666,0.1935483870967742,0.5454545454545454
12,7,1,1,0.5084745762711864,0.7692307692307693,0.6
12,7,2,6,0.0,0.0,0.0
12,7,3,0,0.3924050632911392,1.0,0.3924050632911392
12,7,4,5,0.7169811320754716,0.7450980392156863,0.95
12,7,5,3,0.6666666666666666,0.9285714285714286,0.7027027027027027
12,7,6,2,0.6410256410256411,1.0,0.6410256410256411
12,8,0,5,0.5121951219512195,1.0,0.5121951219512195
12,8,1,3,0.5625,0.7297297297297297,0.7105263157894737
12,8,2,2,0.7368421052631579,1.0,0.7368421052631579
12,8,3,7,0.4074074074074074,0.6666666666666666,0.5116279069767442
12,8,4,6,0.0,0.0,0.0
12,8,5,4,0.21212121212121213,0.2222222222222222,0.8235294117647058
12,8,6,0,0.2692307692307692,0.2692307692307692,1.0
12,8,7,1,0.6875,0.8461538461538461,0.7857142857142857
13,3,0,1,1.0,1.0,1.0
13,3,1,0,0.9891304347826086,0.9891304347826086,1.0
13,3,2,2,0.9811320754716981,1.0,0.9811320754716981
13,4,0,1,0.7076923076923077,0.7076923076923077,1.0
13,4,1,2,0.0,0.0,0.0
13,4,2,0,0.6388888888888888,1.0,0.6388888888888888
13,4,3,3,0.49230769230769234,0.5245901639344263,0.8888888888888888
13,5,0,0,0.0,0.0,0.0
13,5,1,3,0.7424242424242424,0.7538461538461538,0.98
13,5,2,2,0.7358490566037735,1.0,0.7358490566037735
13,5,3,4,0.4603174603174603,0.47540983606557374,0.9354838709677419
13,5,4,1,0.5652173913043478,0.9811320754716981,0.5714285714285714
13,6,0,3,0.8787878787878788,0.9354838709677419,0.9354838709677419
13,6,1,4,0.5094339622641509,0.7714285714285715,0.6
13,6,2,5,0.8571428571428571,0.967741935483871,0.8823529411764706
13,6,3,0,0.8823529411764706,0.8823529411764706,1.0
13,6,4,2,0.5,0.639344262295082,0.6964285714285714
13,6,5,1,0.1,0.16666666666666666,0.2
13,7,0,6,0.8823529411764706,0.967741935483871,0.9090909090909091
13,7,1,3,0.6,0.9230769230769231,0.631578947368421
13,7,2,4,0.0,0.0,0.0
13,7,3,0,0.7142857142857143,0.8064516129032258,0.8620689655172413
13,7,4,5,0.9230769230769231,0.9411764705882353,0.9795918367346939
13,7,5,2,0.5,0.5714285714285714,0.8
13,7,6,1,0.5555555555555556,1.0,0.5555555555555556
13,8,0,0,0.6511627906976745,0.6666666666666666,0.9655172413793104
13,8,1,3,0.0,0.0,0.0
13,8,2,4,0.4827586206896552,1.0,0.4827586206896552
13,8,3,7,0.25,0.3939393939393939,0.40625
13,8,4,6,0.25,0.5,0.3333333333333333
13,8,5,2,0.5844155844155844,0.7142857142857143,0.7627118644067796
13,8,6,1,0.37209302325581395,0.6153846153846154,0.48484848484848486
13,8,7,5,0.7777777777777778,0.8974358974358975,0.8536585365853658
14,3,0,1,1.0,1.0,1.0
14,3,1,0,0.7978723404255319,0.8152173913043478,0.974025974025974
14,3,2,2,0.7246376811594203,0.9615384615384616,0.746268656716418
14,4,0,1,0.8243243243243243,0.9384615384615385,0.8714285714285714
14,4,1,0,0.9245283018867925,0.9423076923076923,0.98
14,4,2,3,0.9578947368421052,0.9891304347826086,0.9680851063829787
14,4,3,2,0.8,0.8524590163934426,0.9285714285714286
14,5,0,1,0.47191011235955055,0.8076923076923077,0.5316455696202531
14,5,1,0,0.7108433734939759,0.9076923076923077,0.7662337662337663
14,5,2,3,0.8,0.9230769230769231,0.8571428571428571
14,5,3,2,0.6417910447761194,0.7049180327868853,0.8775510204081632
14,5,4,4,0.26666666666666666,0.3018867924528302,0.6956521739130435
14,6,0,4,0.22580645161290322,0.22580645161290322,1.0
14,6,1,1,0.7333333333333333,0.9428571428571428,0.7674418604651163
14,6,2,0,0.6526315789473685,1.0,0.6526315789473685
14,6,3,3,0.8235294117647058,0.8235294117647058,1.0
14,6,4,5,0.484375,0.5081967213114754,0.9117647058823529
14,6,5,2,0.3620689655172414,0.7,0.42857142857142855
14,7,0,1,0.6987951807228916,0.9354838709677419,0.7341772151898734
14,7,1,3,0.49206349206349204,0.7948717948717948,0.5636363636363636
14,7,2,6,0.19047619047619047,0.23529411764705882,0.5
14,7,3,5,0.38461538461538464,0.4838709677419355,0.6521739130434783
14,7,4,4,0.8235294117647058,0.8235294117647058,1.0
14,7,5,2,0.6944444444444444,0.8928571428571429,0.7575757575757576
14,7,6,0,0.5666666666666667,0.68,0.7727272727272727
14,8,0,5,0.0,0.0,0.0
14,8,1,4,0.36363636363636365,0.43243243243243246,0.6956521739130435
14,8,2,1,0.696969696969697,0.8214285714285714,0.8214285714285714
14,8,3,7,0.5306122448979592,0.7878787878787878,0.6190476190476191
14,8,4,2,0.11764705882352941,1.0,0.11764705882352941
14,8,5,0,0.4672897196261682,0.7936507936507936,0.5319148936170213
14,8,6,3,0.5185185185185185,0.5384615384615384,0.9333333333333333
