role,path,bytes,sha256
rail_k5_labels,D:\SDS2025_workspace\CASA_FYP\FYP\cluster_clean_version_fullweek\outputs\labels\rail_k5_labels.csv,9933,1e2d9c80929372484ac95c349b76598d95cf3fdfb2a3af562b09595389d3ae60
bus_k3_labels,D:\SDS2025_workspace\CASA_FYP\FYP\cluster_clean_version_fullweek\outputs\labels\bus_k3_labels.csv,184590,357dc11454335b447dcd2429aa942e59abc0f8a249fa14479d69f9173cfe1ee2
rail_meta,D:\SDS2025_workspace\CASA_FYP\FYP\cluster_clean_version_fullweek\outputs\features\rail_meta.csv,16251,2716773ed01e4e369a8ffbbfa662ab29a601aade1eaffb88fd1857d0b94871ea
bus_meta,D:\SDS2025_workspace\CASA_FYP\FYP\cluster_clean_version_fullweek\outputs\features\bus_meta.csv,233892,d6293d1dcf4f1cb9f6594577ba796e7b48f712fc908921a5eafc4b96798a09dc
rail_coords,D:\SDS2025_workspace\CASA_FYP\FYP\旧分析归档\cluster_clean_version_grouped\outputs\preprocessed\rail_coords.csv,23026,9be7d44ed9a7169d8a43cdc894aea4c22d82e1f18092f2f476ad6eda4ec2f225
london_night_workers_classification_data,D:\SDS2025_workspace\CASA_FYP\FYP\night_time_work_data\london_night_workers_classification_data.csv,114888,748d14524c4fb29011cd39a894e41d30775f4dfbcb5ff4b5a8f56df091ab20a8
lnwc_variable_dictionary_pen_portaits,D:\SDS2025_workspace\CASA_FYP\FYP\night_time_work_data\lnwc_variable_dictionary_pen_portaits.csv,4824,96684d1bc6bd88a323aa0c54cc1de3eef07b6b84ab0648e28c37a18a5ccd6c08
London_LSOA_2021_Boundaries,D:\SDS2025_workspace\CASA_FYP\FYP\map\London_LSOA_2021_Boundaries.geojson,2866758,659c31995fe687563a93179875b10cd0f107064e55cf510faee480e69dd85887
