lsoa,retained_for_fit,min_direction_activity,cluster
E01001249,True,3648.5371300000006,1
E01001250,True,514.4361899999999,1
E01001251,True,593.46688,1
E01001252,True,2177.23344,1
E01001253,True,138.18197,0
E01001254,True,80.50973000000002,0
E01001257,True,634.3600099999999,1
E01001258,True,731.22145,1
E01001259,True,533.4138599999999,1
E01001260,True,173.85890999999998,0
E01001261,True,6768.20544,1
E01001262,False,35.65991999999999,-1
E01001263,True,117.42449,0
E01001264,True,108.08889,0
E01001266,True,151.51656,0
E01001267,True,512.61598,1
E01001268,True,86.89143000000001,0
E01001269,True,497.53304,0
E01001271,True,470.60681,1
E01001272,True,1512.5370499999997,2
E01001275,True,197.58626,0
E01001276,True,265.54011,2
E01001277,True,295.47117000000003,1
E01001278,True,2692.2086200000003,1
E01001280,True,70.29655999999999,2
E01001281,True,111.18124000000005,0
E01001282,True,41.53716,0
E01001283,True,562.19293,1
E01001285,True,555.0216800000003,1
E01001286,True,120.4616,0
E01001289,True,380.3419999999999,1
E01001290,True,203.87862000000004,0
E01001291,True,173.10709,2
E01001293,True,292.35336,1
E01001294,True,287.30634,0
E01001295,True,321.07415000000003,1
E01001296,True,119.58987,2
E01001297,True,719.9984500000002,1
E01001298,True,2672.5199299999995,1
E01001299,True,51.68829,0
E01001301,True,724.59794,1
E01001302,True,443.4193899999999,1
E01001303,True,1054.95544,2
E01001308,True,79.75113999999999,0
E01001309,False,19.4131,-1
E01001310,False,14.086569999999998,-1
E01001311,False,16.24498,-1
E01001312,True,513.84587,0
E01001313,True,145.11486,0
E01001315,True,176.68912,2
E01001316,True,620.09326,1
E01001317,True,164.70727999999997,0
E01001318,True,114.85766000000004,0
E01001321,True,570.08332,1
E01001322,True,4119.78044,1
E01001323,True,692.25629,1
E01001324,True,111.17796,2
E01001325,True,90.84385,0
E01001326,True,577.86227,1
E01001327,True,536.0489900000001,1
E01001328,True,2473.7526300000004,1
E01001329,True,263.3870300000001,1
E01001330,True,972.44949,1
E01001331,True,328.45312,1
E01001333,True,1885.0810700000009,1
E01001334,True,75.60316999999999,0
E01001336,True,410.01902,0
E01001337,True,2725.5492300000005,1
E01001338,True,2828.1948,1
E01001339,True,112.08522,0
E01001341,True,542.00028,2
E01001342,True,139.46463999999995,0
E01001343,True,71.28799999999998,0
E01001344,True,556.5231899999999,1
E01001346,False,26.02952,-1
E01001347,True,247.23325,0
E01001348,True,413.38543,0
E01001349,True,286.14782,1
E01001350,False,19.782999999999998,-1
E01001351,True,2579.5191600000003,1
E01001352,True,1093.30317,1
E01001353,True,570.1669800000001,1
E01001354,True,343.43398,1
E01001355,True,4466.75322,1
E01001357,True,43.34925,0
E01001358,True,123.57815,2
E01001359,True,321.4835100000001,1
E01001361,True,7817.77372,1
E01001362,True,2935.81331,1
E01001363,True,2156.14445,1
E01001367,True,4104.601790000001,1
E01001369,True,312.9938700000001,1
E01001370,True,1594.39601,1
E01001375,True,77.5894,2
E01001376,True,174.97985999999997,1
E01001377,True,71.29891999999997,2
E01001384,True,150.34462,0
E01001385,True,448.27172,0
E01001386,True,123.97833999999996,0
E01001387,True,51.48773,2
E01001388,True,1833.9433900000004,1
E01001390,True,182.47095,0
E01001393,True,396.6216700000001,1
E01001394,True,1582.77456,1
E01001395,True,96.26788,0
E01001396,True,843.2022300000002,1
E01001397,True,106.54652,0
E01001398,True,50.62102,0
E01001399,True,45.61332,0
E01001400,True,446.13464,1
E01001402,True,576.96172,1
E01001403,True,128.99138000000005,0
E01001404,True,75.20043999999999,0
E01001406,True,86.74297,2
E01001407,False,22.78704,-1
E01001408,True,110.91844,0
E01001409,True,205.21204999999995,0
E01001411,True,545.54337,1
E01001412,True,163.70155999999994,0
E01001414,True,142.29669,0
E01001415,True,597.44061,1
E01001417,False,28.73865,-1
E01001418,True,75.15975999999999,0
E01001419,True,810.3429100000002,1
E01001423,True,97.67144,0
E01001425,True,447.7622400000001,1
E01001426,True,171.23447,0
E01001427,True,918.07662,1
E01001429,True,11360.442840000003,1
E01001430,True,881.9404099999999,1
E01001433,True,163.03248999999997,2
E01001436,True,56.11357999999999,0
E01001437,True,134.31303,2
E01001438,True,220.95093,2
E01001439,True,1927.71661,1
E01001440,True,217.28905,2
E01001441,True,467.0300700000001,1
E01001442,True,105.8053,0
E01001444,True,559.6907500000002,2
E01001445,True,215.60887,0
E01001446,True,188.32784,2
E01001447,True,467.65589,1
E01001449,True,51.72642999999999,0
E01001450,True,1482.45944,1
E01001451,True,740.4011499999999,1
E01001453,True,55.85593,0
E01001454,True,81.73359,0
E01001455,True,145.24696000000003,2
E01001456,False,14.14914,-1
E01001458,True,1396.9425900000003,1
E01001461,True,344.81867,0
E01001465,True,849.4524,1
E01001468,True,289.29852000000017,0
E01001469,True,80.05981999999997,0
E01001470,True,221.50278,0
E01001471,True,45.36130000000001,0
E01001473,False,31.83945,-1
E01001474,True,249.51588000000004,0
E01001476,True,294.2469000000001,1
E01001478,True,150.43563999999998,0
E01001479,True,1273.1547399999995,1
E01001480,True,220.95875,0
E01001481,True,91.59452,0
E01001483,True,79.57303,0
E01001485,True,490.78476,0
E01001486,True,347.7221599999999,0
E01001488,True,92.78036000000002,0
E01001489,True,105.13188999999998,0
E01001491,True,967.9360400000002,1
E01001492,True,250.32935,0
E01001493,True,98.25459999999998,0
E01001495,False,30.121250000000003,-1
E01001498,True,588.7720499999997,1
E01001499,True,833.5787999999998,1
E01001500,True,223.89215,0
E01001501,True,3057.24686,1
E01001502,True,1394.0053300000004,1
E01001504,True,64.25326999999999,0
E01001505,True,1919.89876,1
E01001507,True,2337.6725700000006,1
E01001509,True,106.07079999999998,0
E01001511,True,1679.93161,1
E01001512,True,2308.755719999999,1
E01001513,True,645.2870500000002,1
E01001514,False,33.24523,-1
E01001515,True,42.29480999999999,2
E01001516,True,378.5172599999999,0
E01001518,True,520.1107099999999,1
E01001520,True,110.48855999999998,2
E01001521,True,159.3744199999999,1
E01001522,True,55.91223,0
E01001523,True,189.04545999999996,0
E01001524,True,152.01326,2
E01001526,False,15.452789999999998,-1
E01001527,True,174.29345000000004,0
E01001528,True,468.96046,1
E01001529,True,344.02708000000007,1
E01001530,True,51.50999,0
E01001532,True,246.1680499999999,0
E01001534,True,2543.078680000001,1
E01001535,True,59.12279000000001,0
E01001536,True,1234.0753399999994,1
E01001537,True,95.74189,0
E01001538,True,111.01094,0
E01001539,False,34.56614,-1
E01001540,True,163.03321999999997,0
E01001542,True,117.44879,0
E01001544,True,48.18918000000001,0
E01001547,True,1105.1870500000002,1
E01001549,True,707.1910700000001,1
E01001550,True,63.49106999999999,2
E01001551,True,223.99009000000004,0
E01001552,True,135.73284,0
E01001553,True,352.41604000000007,1
E01001554,True,826.72447,1
E01001558,True,10556.77393,1
E01001559,True,506.20391,2
E01001560,True,513.2148399999999,1
E01001563,True,471.82146,1
E01001564,True,439.5101600000001,2
E01001569,True,425.96530000000007,1
E01001571,True,290.7599,2
E01001572,True,682.09518,1
E01001573,True,478.1588699999999,1
E01001574,True,60.05930000000001,0
E01001575,True,294.51294000000007,2
E01001576,True,91.17262,0
E01001577,True,1134.8524999999995,1
E01001579,True,201.9088,1
E01001580,True,669.2988399999999,1
E01001581,True,2712.91054,1
E01001582,True,176.92868,0
E01001583,True,243.89468,1
E01001587,True,38.68227,0
E01001588,True,606.08005,1
E01001590,True,140.20116,0
E01001591,True,698.4432100000001,1
E01001592,False,34.282990000000005,-1
E01001593,True,281.9438400000001,1
E01001594,True,712.8174499999999,1
E01001596,True,79.05443,0
E01001597,True,181.8069,0
E01001599,False,28.668940000000003,-1
E01001600,True,440.82121,0
E01001601,True,163.65974000000003,2
E01001602,True,266.64603,1
E01001603,True,232.95988,1
E01001604,True,1103.66758,1
E01001605,True,56.09985999999999,0
E01001606,True,47.51799000000001,0
E01001607,True,216.88635999999997,1
E01001609,True,1102.4074100000005,1
E01001611,True,285.2859400000001,1
E01001613,True,554.7098999999998,1
E01001614,True,428.75380000000007,1
E01001615,True,4297.624449999999,1
E01001617,True,849.6999699999999,1
E01001618,True,296.19189,0
E01001619,True,81.49906,0
E01001620,True,187.32296,0
E01001621,True,260.71009999999995,1
E01001624,True,64.90248,0
E01001625,True,497.6445500000001,1
E01001629,True,618.60793,1
E01001631,True,2886.79342,0
E01001632,True,409.06353,1
E01001633,True,58.28968999999999,0
E01001634,True,119.77356,0
E01001635,False,35.19240999999999,-1
E01001637,True,58.73147,2
E01001638,True,94.51871999999996,2
E01001641,True,2973.473020000001,1
E01001642,True,300.38346,0
E01001644,True,989.20766,1
E01001645,True,184.5333200000001,0
E01001646,True,722.4696100000001,1
E01001647,False,35.610240000000005,-1
E01001648,True,404.9205400000001,1
E01001651,True,282.0953099999999,1
E01001652,True,456.2533,1
E01001653,True,153.46,0
E01001655,True,64.41905999999999,0
E01001656,False,34.01549000000001,-1
E01001658,True,583.3977699999998,1
E01001659,True,590.16134,1
E01001660,True,56.21542000000001,0
E01001661,True,355.52762,1
E01001665,True,912.1432,1
E01001666,True,2012.72255,1
E01001669,True,414.74332,1
E01001671,True,235.44467999999992,0
E01001673,True,4168.388010000001,1
E01001674,True,50.44825,0
E01001676,True,1574.90457,1
E01001677,True,627.2169700000002,1
E01001678,True,174.55828000000002,0
E01001680,True,52.11117,0
E01001682,True,559.8228000000001,1
E01001683,True,828.0694200000002,1
E01001684,True,49.81065,2
E01001685,False,1.98703,-1
E01001686,True,260.70905,0
E01001687,False,20.103320000000004,-1
E01001688,True,704.69765,1
E01001690,True,215.18349000000003,1
E01001693,True,1153.02238,1
E01001694,True,189.2494,2
E01001695,True,77.04792000000002,2
E01001696,True,12698.389279999994,1
E01001697,True,235.40296,1
E01001698,True,44.92871,0
E01001699,True,636.63152,1
E01001700,True,1025.1428,1
E01001701,True,2219.303420000001,0
E01001703,True,328.05909,0
E01001704,True,92.67882,2
E01001705,True,558.6689199999998,1
E01001708,True,517.29764,1
E01001710,True,90.84449000000002,0
E01001712,True,682.96491,1
E01001714,True,590.95767,1
E01001716,True,274.42588,2
E01001717,True,373.8994200000001,1
E01001718,True,1612.8129500000005,1
E01001719,True,78.8468,2
E01001720,True,226.21722000000003,0
E01001722,True,835.1927000000001,1
E01001724,True,3389.4354899999994,1
E01001726,True,1131.11916,1
E01001727,True,49.31533999999999,0
E01001728,True,196.83855,1
E01001729,True,1253.36843,0
E01001730,True,776.2033199999998,1
E01001731,True,1308.5983399999996,1
E01001733,True,456.0532500000001,0
E01001734,True,2009.8822,1
E01001735,True,155.83527999999995,2
E01001737,True,285.8471999999999,1
E01001738,True,253.11412000000007,2
E01001739,True,512.53179,1
E01001740,True,115.70008999999996,0
E01001741,True,496.4214399999999,1
E01001742,True,232.16263,1
E01001744,True,71.57276000000002,2
E01001745,True,290.9899299999999,0
E01001746,True,67.31096,2
E01001747,True,2067.5737000000004,1
E01001749,True,780.1030500000003,1
E01001750,True,844.2148699999998,1
E01001751,True,361.79095,1
E01001755,True,856.6495100000001,1
E01001756,True,2468.33244,1
E01001757,True,192.74532000000005,2
E01001758,True,1081.92207,1
E01001759,False,31.20065999999999,-1
E01001760,True,2226.07797,1
E01001761,True,98.75095000000002,0
E01001762,True,4635.515379999999,1
E01001765,True,89.69166,2
E01001767,True,142.83285,2
E01001769,True,345.93793000000005,1
E01001770,True,463.50312,1
E01001772,True,96.46202,0
E01001774,True,713.05737,1
E01001775,True,146.21146999999996,0
E01001776,True,62.58776999999999,0
E01001777,True,1094.4187699999995,1
E01001781,True,1463.50813,1
E01001784,True,69.49394000000001,0
E01001786,True,883.87906,1
E01001787,True,244.96203000000003,1
E01001788,True,263.98693000000003,1
E01001791,True,92.63255,2
E01001792,True,2638.440970000001,1
E01001793,True,165.86864,1
E01001795,True,980.36234,1
E01001796,True,53.71571,0
E01001798,True,1102.2931099999998,1
E01001800,True,713.8658200000001,1
E01001801,True,238.65498,0
E01001802,True,234.06737,0
E01001803,True,542.89031,1
E01001805,True,140.68761000000003,0
E01001806,True,181.66171999999997,0
E01001807,True,557.2365100000001,1
E01001808,True,3843.65743,1
E01001809,True,398.81577,1
E01001811,True,762.4803200000001,1
E01001813,True,6927.708900000002,1
E01001814,True,1883.72661,1
E01001815,True,55.07449,0
E01001816,True,37.29741999999999,0
E01001819,True,131.64667,2
E01001820,True,92.56276,0
E01001821,True,112.32576999999998,2
E01001822,True,52.28637000000001,0
E01001824,True,484.941,0
E01001826,True,460.8999799999999,0
E01001827,True,536.43552,1
E01001828,True,94.15845,0
E01001829,True,486.5499700000001,1
E01001830,True,1415.49884,1
E01001831,True,2543.8032,1
E01001832,True,1280.13931,1
E01001833,False,6.84948,-1
E01001834,True,823.3260300000003,1
E01001836,True,723.5988700000001,1
E01001837,True,89.78667,0
E01001839,True,3206.224399999999,1
E01001840,True,645.2582100000001,1
E01001841,True,126.86197,0
E01001844,True,370.58253,1
E01001845,True,44.82866,0
E01001846,True,435.9318599999999,1
E01001847,True,42.24846,2
E01001848,True,1097.45329,1
E01001849,True,1122.4211,1
E01001850,True,506.12264,2
E01001856,True,419.3497,0
E01001857,True,740.5503099999997,1
E01001858,True,337.05776,1
E01001860,True,1415.5004899999997,1
E01001861,True,751.5627000000002,1
E01001866,True,1026.96202,1
E01001867,True,211.3747500000001,2
E01001869,True,378.2316600000001,1
E01001871,True,217.60568,2
E01001875,True,701.4302999999999,2
E01001876,True,1345.3339599999997,0
E01001877,True,491.69177,1
E01001879,True,199.78228,1
E01001882,True,551.1915799999999,1
E01001883,True,270.9265099999999,2
E01001884,True,238.80510000000007,0
E01001886,True,653.9479100000001,1
E01001887,True,1038.5210999999997,1
E01001891,True,2121.51085,1
E01001894,True,227.47125000000003,2
E01001898,True,14885.77486,1
E01001899,True,141.80066000000002,2
E01001902,True,290.23476,1
E01001903,True,345.0243199999999,1
E01001905,True,93.3749,0
E01001909,True,836.9852700000004,1
E01001911,True,246.42248,1
E01001912,True,536.28693,1
E01001914,True,525.9819,1
E01001915,True,1282.8658700000003,1
E01001916,True,1371.47692,1
E01001918,True,617.7206599999997,1
E01001920,True,2304.2383600000007,1
E01001921,True,612.6005,1
E01001922,True,222.92345000000003,0
E01001924,True,250.54901000000004,1
E01001925,True,249.29019000000005,0
E01001928,True,429.93082,1
E01001929,True,270.74987000000004,2
E01001930,True,753.3700299999998,1
E01001932,True,404.62967,1
E01001933,True,358.53329999999994,1
E01001937,True,506.92247,1
E01001938,True,618.35767,1
E01001940,True,1091.61841,1
E01001941,True,2872.8867199999995,1
E01001942,True,859.8238200000001,1
E01001943,True,16540.03155,1
E01001948,True,200.63444999999996,2
E01001950,True,294.3418400000001,2
E01001951,True,310.7912799999999,1
E01001952,True,135.60651,2
E01001953,True,2377.7118200000004,1
E01001954,True,358.48047,1
E01001955,True,56.843120000000006,0
E01001956,True,72.36664,2
E01001958,False,19.89675,-1
E01001959,True,251.20767,2
E01001962,True,420.8434200000001,0
E01001963,True,339.63245000000006,0
E01001964,True,323.31424,0
E01001966,True,479.18961,0
E01001968,True,145.33943,0
E01001969,True,451.24083,0
E01001970,True,201.04538,2
E01001971,True,111.01293,2
E01001972,True,506.6111099999999,0
E01001973,True,1931.71795,1
E01001975,True,651.3103699999999,1
E01001976,True,75.68957,0
E01001977,True,126.69360000000005,2
E01001978,True,620.9174099999998,1
E01001979,True,2475.79999,1
E01001980,True,104.05256,0
E01001981,True,195.10697,1
E01001983,True,417.29043,1
E01001984,True,309.56188000000003,1
E01001986,True,276.69611,0
E01001987,False,24.69132,-1
E01001988,False,27.310650000000003,-1
E01001989,True,469.5183,0
E01001990,True,2701.3092800000004,1
E01001991,True,342.13602,1
E01001992,True,36.46942,0
E01001994,True,153.90081,0
E01001995,True,63.04173,0
E01001997,True,445.0712,1
E01001999,True,1570.6925700000004,1
E01002002,True,849.85466,1
E01002003,True,2304.5716999999995,1
E01002005,True,444.9711200000001,1
E01002008,True,571.43697,1
E01002009,True,1026.9846099999995,1
E01002010,True,198.84885,0
E01002011,True,2108.8734400000003,1
E01002013,True,368.0134999999999,1
E01002014,True,892.3820000000001,1
E01002015,True,269.26073999999994,0
E01002017,True,1593.5488799999996,1
E01002019,True,513.4725800000001,0
E01002020,True,800.1773999999998,1
E01002021,True,189.34242999999995,0
E01002022,True,6566.234000000001,1
E01002028,True,886.8603100000003,1
E01002029,True,2937.43917,1
E01002030,True,471.73541000000006,2
E01002031,True,8191.79556,1
E01002032,False,35.32640999999998,-1
E01002033,True,217.26583,2
E01002034,True,3327.3747099999987,1
E01002036,True,125.98393000000004,0
E01002037,True,1410.7521399999998,1
E01002038,True,939.65034,1
E01002042,True,496.32556,1
E01002043,True,543.63533,1
E01002046,True,548.37598,1
E01002047,True,3577.5117199999995,1
E01002048,True,373.10861,1
E01002049,True,212.06305,2
E01002051,True,420.3155700000001,0
E01002052,True,47.82712,0
E01002053,True,781.2123200000001,1
E01002055,True,1146.9733,1
E01002056,True,703.4044399999999,1
E01002058,True,67.22605999999999,0
E01002059,False,28.4489,-1
E01002060,True,148.91906,0
E01002061,True,40.22109999999999,0
E01002062,True,258.67576999999994,0
E01002064,True,441.42981,1
E01002066,True,4371.407650000001,1
E01002067,True,1590.38796,1
E01002068,True,255.55637999999996,0
E01002069,True,1472.20478,1
E01002070,True,544.29427,1
E01002071,True,399.4917,1
E01002072,True,9963.117130000002,1
E01002074,True,478.13238,1
E01002075,True,468.7465499999999,1
E01002076,True,52.46434,0
E01002077,True,4018.23931,1
E01002078,True,74.32579000000003,2
E01002081,True,3913.08848,1
E01002082,True,556.1456999999999,1
E01002083,True,162.79553999999996,0
E01002084,True,284.85299000000003,0
E01002085,True,1466.5335,1
E01002086,True,148.11883000000003,0
E01002087,False,24.78495,-1
E01002088,True,1233.14111,1
E01002089,True,182.08404,0
E01002090,True,268.51182000000006,0
E01002091,True,1087.77327,1
E01002092,True,339.91572,1
E01002094,False,19.78036,-1
E01002095,False,31.87399999999999,-1
E01002096,True,377.4182,1
E01002098,True,936.1425899999996,1
E01002099,True,48.956030000000005,0
E01002100,True,567.8091900000002,1
E01002102,True,70.05599999999998,0
E01002103,True,501.94007,1
E01002104,True,335.8641999999999,0
E01002105,True,6808.520819999999,1
E01002106,True,90.10424000000002,0
E01002108,True,71.36946999999999,0
E01002109,True,176.84905999999995,0
E01002110,True,93.44821,2
E01002111,True,429.99805,1
E01002112,True,1362.2041000000002,1
E01002113,True,76.39264000000001,0
E01002114,True,198.43272,2
E01002116,False,6.78988,-1
E01002118,True,688.2204600000001,1
E01002119,True,123.15861,1
E01002121,True,97.74529,0
E01002122,True,334.18895,0
E01002123,True,420.30612,1
E01002125,True,445.6939,1
E01002128,False,30.651830000000004,-1
E01002129,True,13366.61307,1
E01002130,True,4902.155989999998,1
E01002132,True,253.78707,0
E01002133,True,827.62659,1
E01002135,True,756.9844000000003,0
E01002136,True,786.17516,1
E01002137,True,39.52823,0
E01002139,True,41.97693,0
E01002140,False,31.853910000000003,-1
E01002141,True,109.9677,0
E01002142,True,1880.7065900000007,1
E01002144,True,180.22683000000004,0
E01002145,True,89.84576999999997,0
E01002148,True,57.65521,2
E01002150,True,380.39567,0
E01002151,True,394.50455,1
E01002152,True,342.60010000000005,0
E01002153,True,95.90317,0
E01002155,True,72.34844999999999,0
E01002157,True,270.09451000000007,0
E01002159,True,58.31108,0
E01002160,True,402.3424499999999,0
E01002161,True,788.27563,1
E01002162,False,16.93691,-1
E01002163,True,99.49314,0
E01002165,False,33.89206000000001,-1
E01002166,True,152.86174,0
E01002169,False,30.71322,-1
E01002172,True,96.61077999999998,0
E01002174,True,726.1633099999999,1
E01002175,True,635.19379,1
E01002176,True,825.9489,1
E01002177,True,62.79603,0
E01002179,True,3674.76665,1
E01002181,True,398.18573,0
E01002184,True,113.73153999999997,0
E01002185,True,47.71745,0
E01002186,True,389.67755000000005,0
E01002187,True,47.77989999999999,0
E01002189,True,498.49383,1
E01002191,True,95.60227999999996,0
E01002192,True,557.5855699999998,1
E01002193,True,460.6205100000001,0
E01002195,True,123.47473,0
E01002196,False,17.60403,-1
E01002198,True,70.44324,0
E01002199,True,139.07745,0
E01002200,True,101.18276000000002,0
E01002201,True,223.87766,0
E01002202,True,1163.57677,1
E01002203,True,161.14714999999998,2
E01002204,True,519.16853,0
E01002207,True,83.23932999999998,0
E01002208,False,18.65668,-1
E01002209,True,1284.96571,1
E01002211,True,64.56421999999999,0
E01002212,True,805.2643400000002,1
E01002214,True,321.83881,1
E01002215,False,27.11949,-1
E01002216,True,171.07632999999998,0
E01002217,True,70.44947,0
E01002218,True,250.51239,1
E01002219,True,5564.169110000001,1
E01002221,True,1183.03731,1
E01002225,True,249.87915,0
E01002226,True,1382.11766,1
E01002227,True,301.78622,0
E01002228,True,195.42355999999992,0
E01002232,True,927.30538,1
E01002233,True,1234.5306299999995,1
E01002235,True,102.30565999999996,0
E01002240,True,319.34013,1
E01002242,True,75.22897999999996,2
E01002243,True,364.8632999999999,1
E01002244,True,42.79738,2
E01002245,True,155.65339,2
E01002246,True,352.5221599999998,0
E01002247,True,134.19458999999998,2
E01002248,True,893.6141500000001,1
E01002250,True,53.18346999999999,2
E01002251,True,217.08025,1
E01002253,True,96.84802000000002,0
E01002254,True,137.11858,0
E01002258,True,208.7819,0
E01002259,True,58.85118000000001,0
E01002260,True,60.42296999999999,0
E01002261,True,1151.75161,1
E01002262,True,119.73179999999998,0
E01002263,True,99.05714,0
E01002265,True,129.91969999999998,0
E01002266,True,224.61149,1
E01002269,True,55.48908,0
E01002272,True,61.856100000000005,0
E01002273,True,79.54916,0
E01002274,True,230.50019,0
E01002276,True,92.77475,0
E01002277,True,171.6645,2
E01002278,True,170.63095,2
E01002279,True,199.51076,0
E01002281,True,325.15829,1
E01002282,True,773.77776,1
E01002283,True,82.77071000000001,0
E01002284,False,31.8736,-1
E01002285,True,43.08539,2
E01002288,True,89.31814,2
E01002291,True,544.4657900000001,1
E01002292,True,71.37421,0
E01002294,True,89.11214999999999,0
E01002295,True,125.9002,0
E01002296,True,44.04162,0
E01002297,False,20.677980000000005,-1
E01002298,False,23.80767,-1
E01002299,True,185.30688999999995,0
E01002300,True,115.22061,0
E01002301,True,101.84416000000002,2
E01002302,True,106.00452000000004,0
E01002303,True,209.60479999999995,0
E01002304,True,156.74826000000002,0
E01002305,False,33.604350000000004,-1
E01002306,True,137.88495999999995,0
E01002307,True,66.08962,2
E01002308,True,50.80237,0
E01002310,True,648.0031200000001,1
E01002312,True,38.43115,0
E01002313,True,138.28375999999997,0
E01002314,True,303.00256,0
E01002315,True,174.35399,0
E01002316,True,293.07591999999994,0
E01002317,False,35.466719999999995,-1
E01002319,True,630.91219,1
E01002321,True,352.1442399999999,0
E01002322,True,105.82501,0
E01002323,False,31.36969,-1
E01002325,True,333.13058,0
E01002326,True,826.82735,1
E01002328,True,208.56767999999997,0
E01002329,True,427.09661,1
E01002331,True,41.75751999999999,0
E01002334,False,10.246330000000002,-1
E01002335,True,147.80145,0
E01002336,True,154.95292000000003,0
E01002337,True,188.80168999999995,1
E01002338,True,148.61911999999998,0
E01002341,True,84.02928000000001,0
E01002342,True,83.34316,0
E01002344,True,209.75091999999995,0
E01002345,True,1776.0170700000006,1
E01002346,True,46.65868,0
E01002348,True,76.58098999999999,0
E01002349,True,58.23843,0
E01002350,True,526.9580799999999,1
E01002352,True,147.77269999999996,0
E01002353,True,1837.44636,1
E01002356,True,9546.269449999998,1
E01002358,True,151.65508,0
E01002360,True,107.4997,0
E01002361,True,2198.4996800000004,1
E01002362,True,158.90312000000003,0
E01002363,True,66.0123,2
E01002364,False,31.02098,-1
E01002365,True,156.72696999999997,2
E01002366,True,126.49839999999996,2
E01002367,True,88.18198999999998,0
E01002368,True,1099.56957,0
E01002369,False,4.73433,-1
E01002370,True,699.1134800000001,0
E01002371,True,236.36337,1
E01002372,True,152.45617999999996,0
E01002373,True,156.98633999999998,0
E01002374,True,158.28090000000003,0
E01002375,True,199.08772,0
E01002377,True,184.39748,0
E01002379,True,801.86549,1
E01002380,True,84.21484,0
E01002382,True,41.21548,0
E01002383,False,32.48189,-1
E01002384,True,74.38265000000001,0
E01002385,True,43.59696,0
E01002386,True,1248.7779799999998,1
E01002388,False,28.06094000000001,-1
E01002390,False,25.192470000000004,-1
E01002392,False,33.61102999999999,-1
E01002393,True,990.82415,1
E01002396,True,5430.099980000001,1
E01002400,True,443.15628,1
E01002401,True,924.89801,1
E01002402,True,120.78225999999998,0
E01002403,True,165.57297000000003,0
E01002404,True,167.08597999999998,0
E01002405,True,458.6568900000001,2
E01002408,True,156.52052,1
E01002409,True,123.59790000000002,0
E01002410,True,1075.6264,1
E01002411,True,104.56486,0
E01002412,True,1518.3237399999998,0
E01002413,True,100.93427,2
E01002414,True,713.0431499999999,1
E01002417,True,486.5746600000001,1
E01002419,False,24.64742,-1
E01002421,True,110.40189,0
E01002422,True,112.99208,0
E01002423,True,87.48033,2
E01002424,True,630.4350099999999,1
E01002425,True,58.37863999999998,0
E01002426,True,540.4913999999998,1
E01002428,True,38.87308999999999,2
E01002429,True,103.33370000000002,0
E01002431,False,17.62672,-1
E01002432,True,60.24647,0
E01002433,True,111.5816,0
E01002436,True,120.64862,0
E01002437,True,126.10112,0
E01002439,True,308.8709400000001,0
E01002440,False,29.994939999999996,-1
E01002441,True,67.70497,0
E01002442,False,33.58494,-1
E01002443,True,8875.262929999999,2
E01002444,True,21652.32892,2
E01002445,True,186.75067,2
E01002446,True,883.8934199999999,1
E01002447,True,3143.98047,1
E01002448,True,1169.9178300000003,1
E01002451,False,29.147269999999995,-1
E01002452,True,287.7951900000001,0
E01002453,True,82.62292000000001,0
E01002455,True,158.60163000000003,2
E01002456,True,108.86807,2
E01002457,True,372.5248600000001,1
E01002458,True,54.19737999999999,0
E01002460,True,131.74457999999998,2
E01002461,True,60.34408999999999,0
E01002465,True,68.57867,0
E01002468,True,49.53332,0
E01002469,True,60.40006999999999,2
E01002470,True,363.89695,0
E01002472,True,141.19340999999994,0
E01002473,False,31.2941,-1
E01002474,True,187.93311,0
E01002475,True,308.34085,0
E01002478,True,516.9329299999999,0
E01002479,True,39.74275,0
E01002481,True,125.33005999999996,0
E01002482,False,22.46901,-1
E01002483,True,84.74173,0
E01002485,True,586.6555,0
E01002486,True,309.65662,0
E01002487,True,107.85391999999996,0
E01002488,True,59.41471,0
E01002489,True,1829.2771500000003,1
E01002490,True,653.2768399999999,1
E01002492,True,183.85121,0
E01002495,True,156.23847999999998,0
E01002496,True,608.5826600000001,1
E01002497,True,702.64833,1
E01002499,True,145.72902999999997,0
E01002501,True,234.10391,2
E01002503,True,640.5477500000001,1
E01002505,True,1694.344109999999,1
E01002506,True,7354.04656,1
E01002508,True,4631.538319999999,1
E01002509,True,109.38763,2
E01002511,True,126.49025000000005,2
E01002512,True,89.39521999999998,0
E01002513,True,357.00376999999986,0
E01002514,True,2161.706,1
E01002516,True,201.38839,2
E01002518,False,31.15737,-1
E01002519,True,278.94679999999994,1
E01002521,True,366.76566,1
E01002523,True,58.57993,2
E01002525,True,222.22674999999995,2
E01002526,True,779.1606500000003,1
E01002527,True,76.32814000000002,2
E01002529,True,931.9078100000002,1
E01002530,True,278.55001,2
E01002533,False,30.07829,-1
E01002534,False,24.300829999999998,-1
E01002535,True,1588.8401200000003,1
E01002536,False,25.93082,-1
E01002537,True,237.38984,1
E01002538,True,124.38924,0
E01002539,True,45.93278,0
E01002540,True,68.32433,0
E01002541,True,341.81398,0
E01002542,True,87.96310000000003,0
E01002543,True,100.22762999999998,0
E01002546,True,157.35283,2
E01002548,True,171.24137000000005,2
E01002549,True,115.65689999999998,0
E01002552,True,82.51980999999996,2
E01002553,True,259.15200000000004,1
E01002555,True,254.1705,2
E01002557,True,556.4549200000001,1
