cluster,log1p_poi_count,poi_density_km2,shannon_group,shannon_category,log1p_poi_count_no_transport,shannon_group_no_transport
0,-0.2795588834016476,-0.43834949262719786,0.13288904338588678,-0.14768488818607228,-0.28137320789292786,-0.0044465702026371375
1,0.8882275803434558,2.093349655550426,-1.3625254565924934,-0.8533547693703162,0.8566695406233534,-1.1711803337077444
2,0.304704117343212,0.3676762564331791,-0.28828621148409517,0.058353135288376726,0.32915788574606675,-0.20009426380345502
3,-0.4430617340421537,-0.20594467723277513,0.42712237897061184,0.03059446191022488,-0.4634651655464495,0.44306573364559315
4,-0.0980513497376767,-0.29421650399578286,0.23011812568691634,0.16028748710204646,-0.101736248294785,0.20987266048198602
