cluster,"01 Accommodation, eating and drinking",02 Commercial services,03 Attractions,04 Sport and entertainment,05 Education and health,06 Public infrastructure,07 Manufacturing and production,09 Retail,10 Transport
0,0.046224154851824184,0.27474427023911724,0.031741841389157574,0.03675018328710177,0.09591373555121044,0.22671736406939488,0.033457824044488056,0.07824552493172116,0.17620510163598477
1,0.12322094972423422,0.3078677232675971,0.03041670625150877,0.033371595213040776,0.08497194438383841,0.14169300058005183,0.030772241895327235,0.13604833917720344,0.11163749950719822
2,0.07690697233271541,0.2930602961115943,0.039124750481859566,0.037409966053186625,0.09908579978535154,0.18868828705709376,0.032353934839395346,0.09043871847870498,0.1429312748600985
3,0.0669656908106923,0.2819605732532372,0.03479089792807727,0.03434818220839104,0.0924704117536222,0.20889317393380127,0.032423722353747686,0.08993611028273803,0.15821123747569302
