lsoa,cluster,area_km2,distance_centre_km,poi_count,shannon_group,shannon_category,group_richness,category_richness,poi_count_no_transport,shannon_group_no_transport,shannon_category_no_transport,group_richness_no_transport,category_richness_no_transport,log1p_poi_count,poi_density_km2,log1p_poi_count_no_transport,poi_density_km2_no_transport
E01001193,0,0.1976303264531985,13.465936109969242,25,1.5785774171804323,2.1715460305537655,7,12,17,1.3995705288353029,1.9254081650860662,6,9,3.258096538021482,126.49880435187326,2.8903717578961645,86.01918695927382
E01001195,0,0.3889574671738797,10.321645179067664,32,1.6885021482906266,1.8533334245384614,8,11,22,1.5526047617969185,1.7923593454301332,7,10,3.4965075614664802,82.27120623884232,3.1354942159291497,56.5614542892041
E01001197,2,0.5107704089900279,10.535764468593358,62,1.828283947334766,2.844421849991127,8,24,55,1.6635630744205985,2.687393087637082,7,21,4.143134726391533,121.38526216230053,4.02535169073515,107.68047449881499
E01001199,2,0.06576948894520848,9.999329560390494,28,1.7183239515135762,2.31428283498313,7,12,23,1.520647864609364,2.2461630270940383,6,11,3.367295829986474,425.72932295895373,3.1780538303479458,349.7062295734263
E01001202,2,0.15328162294416614,10.023977166348311,161,1.6851406484757754,2.4728153984053,9,25,154,1.57476372374797,2.3796002205702727,8,23,5.087596335232384,1050.3542232107325,5.043425116919247,1004.6866482885266
E01001204,2,0.1867120606039624,13.882336507527164,13,1.412744636863848,1.8392967479776605,5,8,11,1.162225544921092,1.666332585328325,4,7,2.6390573296152584,69.62592538451217,2.4849066497880004,58.91424455612568
E01001205,2,0.2569249529274685,14.078361755100984,38,1.9290740700883142,2.6865341353864953,8,20,31,1.7790811282638712,2.4023390160478515,7,16,3.6635616461296463,147.90311165582906,3.4657359027997265,120.65780161396583
E01001206,0,0.1471988362044486,14.245627977081321,39,1.2653360814754324,1.8136175388638334,5,9,17,1.3315743412543692,1.6110656763229678,4,6,3.6888794541139363,264.94774690902995,2.8903717578961645,115.49004352444895
E01001207,3,0.17125373427759866,13.722137265547005,54,1.5876463992007883,2.793007834823545,7,22,47,1.3809803269389724,2.6641539607841973,6,20,4.007333185232471,315.32159125048423,3.871201010907891,274.4465701624585
E01001208,1,0.4932004527004117,13.914621370620676,41,1.8119046537243046,2.3587404086410326,7,15,34,1.6338019102398984,2.096459754763372,6,12,3.7376696182833684,83.13049952714647,3.5553480614894135,68.93748741275562
E01001209,2,0.3284956514791464,13.220267720365545,125,1.78439647779044,2.7553584682712304,9,23,122,1.7122684170858933,2.707106522086703,8,22,4.836281906951478,380.5225409747479,4.812184355372417,371.389999991354
E01001210,2,0.21795566166115693,14.326459076853878,24,1.628617446496074,1.9061547465398494,6,9,19,1.410792471257261,1.584257569468015,5,7,3.2188758248682006,110.1141388899152,2.995732273553991,87.17369328784953
E01001211,2,0.15122325851937768,12.953776597316942,15,1.3378606778364337,1.9686932085049353,5,8,13,1.0905994737794786,1.818483163012365,4,7,2.772588722239781,99.19109101909682,2.6390573296152584,85.96561221655058
E01001212,2,0.28063985229848365,13.466427926301964,26,1.2955438354073374,1.5088198909642436,5,8,20,0.9819416009240195,1.2592004731479975,4,7,3.295836866004329,92.64543074355261,3.044522437723423,71.26571595657893
E01001214,2,0.2930598660726566,16.759105919635214,36,1.696807338429846,2.290390115215172,6,13,28,1.5005586077642463,2.2637364636310937,5,12,3.6109179126442243,122.8417950313085,3.367295829986474,95.54361835768438
E01001215,1,0.15081894106548394,17.22798528027979,71,1.6449526638386138,2.726952909090526,8,22,67,1.5134470269594398,2.66004430177863,7,21,4.276666119016055,470.7631514875348,4.219507705176107,444.2412837980962
E01001216,2,0.13759369113285425,16.768484442949593,13,1.438882950216986,1.6924088629865497,5,7,10,1.1682824501765627,1.4978661367769954,4,6,2.6390573296152584,94.48107607962773,2.3978952727983707,72.67775083048286
E01001218,0,0.27510147674272745,16.12679033189031,31,1.7193884150835508,1.9936211969188122,7,11,28,1.551607167123592,1.855222032726917,6,10,3.4657359027997265,112.68569099318553,3.367295829986474,101.78062412287726
E01001219,0,0.11603619441349702,16.36100767917261,12,1.4735023850806486,1.9792045174343245,6,8,10,1.2275294114572128,1.8343719702816235,5,7,2.5649493574615367,103.41600791592482,2.3978952727983707,86.18000659660402
E01001220,0,0.8751486131601465,15.923054970745982,59,2.0219716290491294,2.6558839898853366,9,19,45,1.9326273683942046,2.5276432455201463,8,16,4.0943445622221,67.41712106124699,3.828641396489095,51.41983809756126
E01001225,1,0.23855242930783493,12.324602187901592,118,1.7032085240498427,2.5713203405462104,7,23,109,1.5520161514672997,2.463004275173576,6,21,4.77912349311153,494.65017121133315,4.700480365792417,456.92261577996027
E01001226,2,0.2664092253175763,12.765310931493952,37,1.2802671151716223,1.9295937725997676,4,11,25,0.9622678365069895,1.923271289500645,3,10,3.6375861597263857,138.88407939287276,3.258096538021482,93.84059418437349
E01001228,2,0.25142440933239085,12.90408425518535,47,1.588253279702481,2.426315081592904,6,16,38,1.3603753192440133,2.2714687112790393,5,14,3.871201010907891,186.93491266341027,3.6635616461296463,151.13886555765086
E01001229,2,0.1819480844600839,12.036678704347928,13,1.2309316230479221,1.377819508039033,4,5,10,0.8979457248567798,0.8979457248567797,3,3,2.6390573296152584,71.44895225787312,2.3978952727983707,54.960732506056246
E01001230,2,0.20921374120550246,12.240288331186179,70,1.7507546505613676,2.907749657483778,8,24,68,1.668690836896114,2.8597151087280066,7,23,4.2626798770413155,334.5860534621468,4.23410650459726,325.02645193465696
E01001233,1,0.17730151628058768,12.380649906342239,47,1.7678124040589704,2.6131851201640943,8,18,44,1.6347824197456062,2.4628888013577996,7,15,3.871201010907891,265.08515542315143,3.8066624897703196,248.16482635358858
E01001235,1,0.29452667571017294,11.728443474728733,68,1.645026927000815,2.9127537984759186,8,24,59,1.4455091096702302,2.777157537479879,7,21,4.23410650459726,230.87891728664658,4.0943445622221,200.32141352811982
E01001239,2,0.42672272644674064,9.08702070375863,95,1.9320796368588335,2.9275544003230096,9,26,75,1.7954068638112124,2.79005374244253,8,23,4.564348191467836,222.6269990142111,4.330733340286331,175.75815711648244
E01001240,2,0.19384788457364868,8.810419151618657,63,2.0092499184873565,2.76681305961248,9,22,57,1.8731532663855188,2.663032400379992,8,20,4.1588830833596715,324.99709831016696,4.060443010546419,294.0449937091987
E01001241,2,0.40022011620604514,9.00632550971149,50,1.7759217096841406,2.209873002530037,7,15,43,1.5941374704886073,2.098731997053603,6,14,3.9318256327243257,124.93125151724888,3.784189633918261,107.44087630483403
E01001243,1,0.21440428217900925,8.534028321968353,58,1.7658475769112432,2.7342864942556258,8,21,49,1.5793404214817643,2.5697748538580187,7,18,4.07753744390572,270.5169850645751,3.912023005428146,228.5402115200721
E01001244,1,0.24098157043879523,8.966300124863213,90,2.067787630043781,2.6749797017921164,9,20,79,1.9326739837961169,2.624411787053714,8,19,4.51085950651685,373.4725432991495,4.382026634673881,327.82589911814233
E01001245,1,0.10007260104953582,8.488179531831676,48,1.6066443729725641,2.7914668759786307,7,20,45,1.4643762285505115,2.6857526205373285,6,18,3.8918202981106265,479.6517677824728,3.828641396489095,449.6735322960683
E01001246,2,0.9680950564384391,9.43147528072674,310,1.7016203256203069,3.005129231548667,9,34,279,1.5294859469209539,2.856416742583569,8,30,5.739792912179234,320.21648900932365,5.634789603169249,288.1948401083913
E01001247,1,1.202006888465064,10.39984703054533,480,1.744161743334665,3.1698705259451594,9,38,438,1.5862427252066085,3.0794029069806763,8,35,6.175867270105761,399.33215408852544,6.0844994130751715,364.3905906057795
E01001248,3,0.5853585512071501,14.38963789353052,85,1.9066931590635505,3.0942102226610437,9,31,74,1.7475841434677772,2.9237834901580992,8,27,4.454347296253507,145.21014483295676,4.31748811353631,126.41824373692707
E01001249,1,0.12196033183012343,13.628719020309298,90,1.8217354976530746,2.8126175799673536,8,25,82,1.6702418910751256,2.6627402982133,7,22,4.51085950651685,737.9448600169401,4.418840607796598,672.3497613487676
E01001250,1,0.3147519607997495,14.111060388050504,79,1.7369080424889654,2.656107406659271,8,23,74,1.6023967766353058,2.549893231388862,7,21,4.382026634673881,250.99128786765885,4.31748811353631,235.10576331907285
E01001251,1,0.20096553160928005,14.746695621923188,82,1.7551712216442692,2.9352935225448,9,27,78,1.6402759977619108,2.8453713817568302,8,25,4.418840607796598,408.03016986726624,4.3694478524670215,388.12625914203375
E01001252,1,0.15489619321906764,14.523903771696592,142,1.65960758250938,2.6669998218682776,9,26,136,1.5500621750913552,2.5738166822913153,8,24,4.962844630259907,916.7429944464244,4.919980925828125,878.0073749627726
E01001253,3,0.17595407066776633,14.562712978009413,60,1.5855588040666402,2.764279641084807,8,20,57,1.4600458533902814,2.6673038834991525,7,18,4.110873864173311,340.998078488852,4.060443010546419,323.94817456440944
E01001254,0,0.20910421681965347,14.891885206271644,40,1.773898442921711,2.6661485869535584,8,19,38,1.6582981048166723,2.597508782744932,7,18,3.713572066704308,191.29217290964,3.6635616461296463,181.727564264158
E01001257,2,0.18642992231225944,17.64427133144637,33,1.7095888790277574,2.0435626190252476,7,11,29,1.5251186204692915,1.8275942356914274,6,9,3.5263605246161616,177.0102116157453,3.4011973816621555,155.55442838959436
E01001258,1,0.21717096659612967,16.862894262226565,23,1.4001005288598085,2.07710622366748,5,9,18,1.1199903556503674,1.9850531879046152,4,8,3.1780538303479458,105.90734277465751,2.9444389791664403,82.8840073888624
E01001259,1,0.2418861539665788,16.45351965737444,72,1.7180836604255523,2.573087869330842,9,19,69,1.6120470820970871,2.5042253870417377,8,18,4.290459441148391,297.66069210372484,4.248495242049359,285.25816326606963
E01001260,2,0.24015358366037148,15.5806644206652,31,1.6704695055210743,2.4999280567399635,6,15,27,1.4764342281003784,2.2747428208568934,5,12,3.4657359027997265,129.08406165548055,3.332204510175204,112.42805369993468
E01001261,1,0.48891915682901527,15.908511328611887,268,1.8552732989034846,2.7807077114423446,9,34,247,1.7149094075648845,2.651004385889981,8,30,5.594711379601839,548.1478814169782,5.5134287461649825,505.1959951865433
E01001263,3,0.37884015773569335,17.45767234659501,32,1.630842437802267,2.281514859163363,7,13,23,1.4423824905425093,2.0985950978860637,6,11,3.4965075614664802,84.46834198164795,3.1780538303479458,60.711620799309465
E01001264,0,0.4501871389575353,16.550471801856787,30,1.1396856259428154,2.1125342447308255,4,13,27,0.9051140583904078,1.9153331716776623,3,11,3.4339872044851463,66.63895390141255,3.332204510175204,59.97505851127129
E01001266,2,0.7285130610855808,15.199624763355764,88,1.8812298162759014,2.665141910633296,8,21,74,1.7160838333772883,2.4911873513413787,7,18,4.48863636973214,120.79399080212559,4.31748811353631,101.57676499269651
E01001267,2,0.3254569461524137,15.816507048326429,64,1.8630754564710827,2.8935128801798644,9,24,57,1.7042737752471377,2.787784441865826,8,22,4.174387269895637,196.64659413976176,4.060443010546419,175.13837290572533
E01001268,0,0.23000659234746837,16.08201626645545,25,1.644212131993073,2.453374046823016,7,14,21,1.4339788721330118,2.3972668659781813,6,13,3.258096538021482,108.69253678708817,3.091042453358316,91.30173090115407
E01001269,3,0.26405947506275773,15.73343304532218,46,1.7819703652515315,2.7259757510230638,8,20,32,1.6782338771024048,2.4959601821807844,7,16,3.8501476017100584,174.20317899619926,3.4965075614664802,121.18482017126905
E01001271,3,0.3252601503952546,16.135900128303756,74,1.8385109393263315,2.5222324278252666,9,19,67,1.6848473008301772,2.377496599767855,8,17,4.31748811353631,227.51019425550766,4.219507705176107,205.98895966377043
E01001272,2,0.5974939681765716,15.885875015431028,140,1.8002708852654559,3.2476249034329228,9,37,121,1.6234957139936306,3.0813549876052937,8,32,4.948759890378168,234.31198883438293,4.804021044733257,202.51250463543096
E01001275,2,0.4329316535197483,11.762305149178028,44,1.784891511838699,2.382240883057344,8,16,39,1.61428144589041,2.288214069829394,7,15,3.8066624897703196,101.63267028935995,3.6888794541139363,90.08350321102358
E01001276,0,0.34599848273393047,11.405492567372317,106,1.6846102368685456,3.082024892408554,9,31,92,1.4912553569055655,2.965073793467387,8,27,4.672828834461906,306.35972493992983,4.532599493153256,265.89711975918436
E01001277,1,0.603501139729369,12.059201086363283,147,1.7119330008763232,3.181784803570552,8,32,125,1.5168216960721268,3.087662576591784,7,29,4.997212273764115,243.57866178333967,4.836281906951478,207.12471240079904
E01001278,1,0.397441114287015,11.475256549506335,76,1.7284103119993341,2.7868369714003522,8,22,63,1.5330996707913456,2.5487232952378824,7,18,4.343805421853684,191.2232964028881,4.1588830833596715,158.51404833397305
E01001280,2,0.3688911870401056,11.972865361576083,28,1.6187692552717103,1.9738646410877916,7,12,21,1.4085788142038693,1.8820393286253112,6,11,3.367295829986474,75.90314158672449,3.091042453358316,56.92735619004336
E01001281,2,0.29238408136065025,12.709136690037088,31,1.6659409645781078,2.2381083460556908,6,13,28,1.4924332040639945,2.057706286954017,5,11,3.4657359027997265,106.02492398265036,3.367295829986474,95.76444746820032
E01001282,0,0.16063851862553793,14.595320045759923,12,1.4241299173467734,1.698782989513801,5,7,10,1.1682824501765625,1.4978661367769952,4,6,2.5649493574615367,74.70188409775504,2.3978952727983707,62.25157008146254
E01001283,1,0.21307902250287233,15.00495139846333,30,1.3881762909216153,1.7752963920124045,5,10,17,1.2422550455140853,1.9254081650860662,4,9,3.4339872044851463,140.79283660875436,2.8903717578961645,79.78260741162748
E01001285,2,0.3130030411323471,14.839599980828217,50,1.842282405860387,2.5295718069899213,8,16,41,1.6718157549393815,2.5099735611949114,7,15,3.9318256327243257,159.74285687166372,3.7376696182833684,130.98914263476425
E01001286,2,0.18301641115676867,14.424630719869258,27,1.703754489481344,2.496935566012528,7,16,22,1.5029045168151296,2.476354019830674,6,15,3.332204510175204,147.52775354594988,3.1354942159291497,120.20779918558878
E01001289,2,0.14799275154620392,14.429258628161374,13,1.2636256721237276,1.8848713335781606,5,8,12,1.0751393240053733,1.7481554572476758,4,7,2.6390573296152584,87.84213999792651,2.5649493574615367,81.08505230577832
E01001290,3,0.5352550446242429,15.11056838929606,92,1.960377040792091,2.7737704798352327,9,25,83,1.8179389193675215,2.548087746360566,8,20,4.532599493153256,171.88067805056446,4.430816798843313,155.06626389344402
E01001291,2,0.16280150274879626,16.847170866068225,22,1.577489420011312,1.9163403268005847,6,10,19,1.3653689861332954,1.7577226676787694,5,9,3.1354942159291497,135.13388776236383,2.995732273553991,116.7065394311324
E01001293,2,0.11089188403549764,16.820063722125205,36,1.7190536775586442,2.6059715455903936,8,17,34,1.59299420016943,2.532083707497164,7,16,3.6109179126442243,324.6405299460511,3.5553480614894135,306.6049449490483
E01001294,0,0.3087663384726726,17.327915504100922,30,1.9159984284150138,2.309233531844928,8,13,25,1.7585246634584508,2.2304067875743483,7,12,3.4339872044851463,97.16085033231417,3.258096538021482,80.96737527692848
E01001295,1,0.1379703108595664,17.043862180370873,11,1.5941666991180168,1.7201934592198251,5,6,9,1.3689223607402192,1.5229550675313182,4,5,2.4849066497880004,79.72729735454746,2.302585092994046,65.23142510826611
E01001296,2,0.14532891101454876,16.94455870256514,10,1.6957425341696346,1.6957425341696346,6,6,8,1.4941751382893083,1.4941751382893085,5,5,2.3978952727983707,68.80943323795296,2.1972245773362196,55.04754659036237
E01001297,0,0.2819119441531553,17.52741885030256,58,2.025238245880624,2.7456949611840478,9,20,53,1.8949204647135252,2.6833447946682147,8,19,4.07753744390572,205.7380015388427,3.9889840465642745,188.00196692342521
E01001298,1,0.15652488996423816,17.11202454396686,29,1.3862651923005074,2.190874939679592,6,11,28,1.2804227782861668,2.1137685880716472,5,10,3.4011973816621555,185.2740481505896,3.367295829986474,178.88528786953478
E01001299,0,0.25175697998942864,13.793592715628407,83,1.7493768391530615,2.878913010613209,8,23,81,1.6761874455823937,2.833613399053903,7,22,4.430816798843313,329.6830141650301,4.406719247264253,321.7388451490053
E01001301,1,0.34142479239691953,12.392998515678672,132,1.8749235401521072,2.782688266534043,9,27,125,1.7609651337988166,2.71956468485814,8,26,4.890349128221754,386.6151578311422,4.836281906951478,366.1128388552483
E01001302,2,0.25961854162139575,13.242665683450891,45,1.9828593583915206,2.8397853273284275,9,22,39,1.8348287205738099,2.7542723449061937,8,20,3.828641396489095,173.33122557025968,3.6888794541139363,150.22039549422507
E01001303,2,0.16331771830636807,12.841293264556816,83,1.6955172611097573,2.8354023992701327,8,25,71,1.4990607505969242,2.6142407284112705,7,21,4.430816798843313,508.21185148019345,4.276666119016055,434.7354392179968
E01001308,3,1.052907388327119,14.173622664792942,66,1.7759159856530404,3.008997820812936,9,27,53,1.5936425498984716,2.808812648057773,8,23,4.204692619390966,62.6835757177677,3.9889840465642745,50.33681080366194
E01001312,3,0.20832311749223387,15.376426164433347,43,1.7396937290639842,2.2437080573578987,7,12,37,1.5521552691387233,2.1379016506694897,6,11,3.784189633918261,206.410121534414,3.6375861597263857,177.60870922728645
E01001313,3,0.1955250564698298,14.681368815883967,14,0.9799711820833054,1.2153881010836147,3,5,11,0.5859526183035508,0.8855741515766717,2,4,2.70805020110221,71.60207623906376,2.4849066497880004,56.25877418783581
E01001315,2,0.19377296741295966,16.808676015444302,18,1.4938857262110656,1.9230688680951125,5,8,15,1.2519894208137132,1.7670091910745693,4,7,2.9444389791664403,92.8922142253169,2.772588722239781,77.41017852109742
E01001316,1,0.13563288248539448,17.165988437848146,14,1.30130555043691,1.635743495231497,4,7,8,1.0821955300387673,1.6674619334292946,3,6,2.70805020110221,103.2198073465524,2.1972245773362196,58.9827470551728
E01001317,0,0.3712214667054926,17.974448259898317,27,1.5702852817014428,1.8358438772796093,7,10,20,1.3473061869144543,1.705810290944979,6,9,3.332204510175204,72.73286278301455,3.044522437723423,53.876194654084856
E01001318,2,0.30807777931997715,17.400207607710428,37,1.8611879305881982,2.3065712908590537,9,15,30,1.6972427719059628,2.246548916240018,8,14,3.6375861597263857,120.09954136150434,3.4339872044851463,97.37800650932783
E01001321,1,0.33214119077302384,17.985350476935015,47,1.7487870244706005,2.6008584340522134,7,17,39,1.5577048564677018,2.507273958013454,6,15,3.871201010907891,141.50608628400596,3.6888794541139363,117.41994393779218
E01001322,1,0.6579841754636602,17.11286266094048,119,1.882764560535942,2.9428683448694613,9,32,101,1.7176945630356761,2.8092053458356516,8,28,4.787491742782046,180.8554133025229,4.624972813284271,153.49913229877993
E01001323,1,0.2981194242240917,17.561734994122684,111,1.764451119038588,2.615850547401329,7,21,100,1.5999008846720544,2.435512650571801,6,18,4.718498871295094,372.33400771820567,4.61512051684126,335.43604298937447
E01001324,2,0.2599678736742281,17.9144074062596,16,1.3917397695183338,2.009709181894145,5,9,13,1.1189688668816267,1.7326587201992072,4,7,2.833213344056216,61.54606634222035,2.6390573296152584,50.006178903054035
E01001325,3,0.8850010135290944,19.803905514179068,33,1.721376781978273,2.2641541639330436,8,12,30,1.558414753091938,2.1554698732421858,7,11,3.5263605246161616,37.28809288975478,3.4339872044851463,33.89826626341343
E01001326,1,0.8374884408654467,18.714521191460555,62,1.985166454299117,2.8072719606222742,9,25,56,1.8458614248265404,2.68785171736702,8,23,4.143134726391533,74.03087251679584,4.04305126783455,66.86659453129947
E01001327,2,0.1963183051609396,18.990510037006015,41,1.649074460668642,2.4081006795194773,7,14,35,1.4440953462867292,2.256001281134912,6,12,3.7376696182833684,208.84450875015781,3.58351893845611,178.28189771354934
E01001328,1,0.3522502779699374,18.50779518378877,45,2.059036481335282,2.389357209482797,9,15,39,1.9227254008935346,2.2345475935458503,8,13,3.828641396489095,127.7500766197848,3.6888794541139363,110.71673307048016
E01001329,3,0.2861423510983455,19.153670253651395,13,1.377819508039033,1.6313454208085967,5,7,11,1.1209503926735835,1.4205719259467045,4,6,2.6390573296152584,45.43193256817818,2.4849066497880004,38.44240448076616
E01001330,1,0.35612744570941485,18.19951116221103,30,1.612278731247256,2.246548916240018,7,14,27,1.4302175087286755,2.134962158720633,6,13,3.4339872044851463,84.23950572031663,3.332204510175204,75.81555514828496
E01001331,2,0.14299916898167495,18.763369500504908,13,1.377819508039033,1.5247073930301436,5,6,12,1.198849312913621,1.3579778549873245,4,5,2.6390573296152584,90.90961921370273,2.5649493574615367,83.91657158187944
E01001333,1,0.2677350311136797,17.427518293486926,91,1.916611931801075,2.9027927261023416,9,26,88,1.8321016731926245,2.8519022672996166,8,25,4.5217885770490405,339.8882829096862,4.48863636973214,328.68317468189434
E01001334,0,0.15965885478543365,17.062786410193763,26,1.0100997593541636,1.7886400982823552,3,8,12,0.6931471805599453,1.5832584594204766,2,6,3.295836866004329,162.84721592761974,2.5649493574615367,75.16025350505527
E01001336,3,0.3178045963326984,17.191708735465443,58,1.9052836557097192,2.8922676549235833,9,23,51,1.7479457986627294,2.814107714866362,8,21,4.07753744390572,182.50208042706168,3.9512437185814275,160.47596727207147
E01001337,1,1.3332921161578377,15.394646503069248,114,1.850973811378374,2.9276165778814947,9,28,77,1.8072905406588586,2.7423331156442976,8,24,4.74493212836325,85.50264313308551,4.356708826689592,57.75178527410162
E01001338,1,0.5858637658741579,16.700125229735313,132,1.706862062655886,2.8156395074025875,8,26,118,1.5310468372096444,2.6324422858616576,7,22,4.890349128221754,225.30835270729693,4.77912349311153,201.41201226864422
E01001339,3,0.7011879757007645,16.299153655431713,85,1.9612322645852847,2.8427303866822093,9,24,67,1.833141534767134,2.6588096863646524,8,21,4.454347296253507,121.2228431542217,4.219507705176107,95.55212342744535
E01001341,2,0.2430810216250693,13.383730686655705,106,1.5906790634460612,2.9828464548620044,9,26,102,1.4860768740086132,2.9328390650879275,8,25,4.672828834461906,436.06859676398557,4.634728988229636,419.6131780181748
E01001342,2,0.1253033697142494,13.270669102515345,30,1.8401485368625008,2.262490283295841,9,13,28,1.709162689358427,2.161671703394149,8,12,3.4339872044851463,239.41894035582686,3.367295829986474,223.4576776654384
E01001343,2,0.29418468715931473,13.80620813211862,56,1.4189366396041632,2.598208372175331,6,17,54,1.3117072224491757,2.534655685856313,5,16,4.04305126783455,190.35661081051913,4.007333185232471,183.55816042442916
E01001344,1,0.4609891916269712,14.249502748405996,55,1.7078586406410778,2.6733223327173907,8,24,45,1.507879178157294,2.4590785764584373,7,21,4.02535169073515,119.30865408338155,3.828641396489095,97.61617152276672
E01001347,0,0.6326374558648176,13.414777904918784,164,1.728581116825882,3.1514824720342602,8,33,153,1.589170320066018,3.047166093776691,7,30,5.10594547390058,259.23220081209297,5.0369526024136295,241.84467514786724
E01001348,2,0.43335933806104104,14.223423636239431,74,1.951307992210232,2.699259444219335,8,22,61,1.8033380637380423,2.5422712418315494,7,19,4.31748811353631,170.75898336723205,4.127134385045092,140.7607835865021
E01001349,2,0.7741218089886003,14.953891735078722,43,1.5792655370225497,2.556590012440833,6,17,28,1.4321175863780469,2.2551088719235324,5,13,3.784189633918261,55.546813822723884,3.367295829986474,36.17001830316904
E01001351,1,0.2079979594008772,10.291069866330941,165,1.8446243879234865,2.8102908132046256,9,25,160,1.7622313800835139,2.7580748811546894,8,24,5.111987788356544,793.2770132710452,5.081404364984463,769.2383158991954
E01001352,1,0.12626192863396093,11.064338397639734,71,1.7509325293732345,2.5677146188328623,9,19,68,1.6454161637286155,2.4982327571349914,8,18,4.276666119016055,562.3231069583312,4.23410650459726,538.5629756784017
E01001353,1,0.2067627705652304,10.607321427885488,46,2.0078258524753307,2.7864907008848845,9,22,44,1.9121164370202324,2.6946684521502235,8,20,3.8501476017100584,222.47718907155834,3.8066624897703196,212.80426780757753
E01001354,2,0.23088372046751623,10.751697538141446,43,1.8383939069187363,2.223379099479775,8,13,36,1.6652051625136008,2.0453037472943176,7,11,3.784189633918261,186.24093510330368,3.6109179126442243,155.92264334230077
E01001355,1,0.15305352537155403,9.78395706248276,70,1.8447394478132704,2.8070967945304743,8,23,63,1.6885071938020249,2.712224654789095,7,21,4.2626798770413155,457.3563387714684,4.1588830833596715,411.62070489432153
E01001357,0,0.10102832408368663,10.004404979851774,21,1.8442381501341973,2.306336270507494,7,12,17,1.6766961325918528,2.0028830410906506,6,9,3.091042453358316,207.86249985305793,2.8903717578961645,168.26964273818973
E01001358,3,0.2774060317090694,10.343406440799138,143,1.7475369886793728,3.0663408590870787,9,30,127,1.5731038329926075,2.953312597877424,8,27,4.969813299576001,515.4898728012222,4.852030263919617,457.8126842360505
E01001359,1,0.1257896439255762,17.944200334030366,95,1.5838267601663787,2.250354952354531,7,17,94,1.5416483728418613,2.215267290478823,6,16,4.564348191467836,755.2291034086003,4.553876891600541,747.2793233727202
E01001361,1,0.38137012703257067,17.11371337354427,386,1.6108628700401733,2.643260129989491,9,31,373,1.5145655104456446,2.5589975372137337,8,28,5.958424693029782,1012.140103902354,5.924255797414532,978.052483822741
E01001362,1,0.23194875004635165,17.83700726374359,59,1.901001557138199,2.7318615841497054,8,20,54,1.7599390880992152,2.5700528057612173,7,17,4.0943445622221,254.36653566018222,4.007333185232471,232.81004958728542
E01001363,1,0.11926978182915149,18.133390117376678,39,1.622602706581242,2.4880735063154145,6,14,35,1.4395703129777504,2.33968518758225,5,12,3.6888794541139363,326.98978233955114,3.58351893845611,293.4523687662639
E01001367,1,0.24871823762556491,17.90620829986853,232,1.7456091055849445,2.9776260658542806,9,34,219,1.6204990536344148,2.870733102474821,8,31,5.4510384535657,932.7824216464032,5.393627546352362,880.5144411231133
E01001369,0,0.16583200057599207,17.613194670279945,77,1.758346064329197,2.815687752971666,8,22,68,1.5826643326267025,2.709840130184808,7,20,4.356708826689592,464.3253396965139,4.23410650459726,410.0535467449733
E01001370,1,0.506477191722891,18.893428420521264,101,1.6800942080267258,2.912607088133222,7,28,94,1.534610887090422,2.784122627296566,6,25,4.624972813284271,199.41667986356268,4.553876891600541,185.59572185321673
E01001375,2,0.1998891257408051,9.108269924407114,34,1.7163737567570219,2.6439390579211683,8,19,31,1.5551577450913907,2.510889284920312,7,17,3.5553480614894135,170.09429539497597,3.4657359027997265,155.08597521306632
E01001376,2,0.16199830346806668,9.508858027600251,31,1.9132386470819251,2.604012424383911,8,16,26,1.754403625816507,2.481787278842301,7,14,3.4657359027997265,191.3600286938237,3.295836866004329,160.49550793675536
E01001377,2,0.1666580023610898,9.193362628242227,28,1.6852540081286362,2.2737963056294093,7,13,24,1.4876606381469317,2.1742933185645,6,12,3.367295829986474,168.0087340740696,3.2188758248682006,144.0074863492025
E01001384,2,0.1307132377400945,13.417170116089757,70,1.5630712013274932,2.634079735693769,7,22,69,1.5097632748794247,2.5962936720626026,6,21,4.2626798770413155,535.523419129021,4.248495242049359,527.8730845700351
E01001385,2,0.14505531485059867,13.153341413998463,89,1.4806043805601041,2.38165897736802,9,19,87,1.4046603867558334,2.326428882340944,8,18,4.499809670330265,613.5590418845841,4.477336814478207,599.7711982467283
E01001386,2,0.32886223134600895,12.64328579566641,104,1.9220037931681642,2.9742327170283294,9,29,96,1.7883822884701797,2.847104059912913,8,26,4.653960350157523,316.2418486742477,4.574710978503383,291.9155526223825
E01001387,2,0.1850961786575745,12.864439360180107,92,1.4955043838820419,2.9519110759129292,8,25,90,1.421677987994221,2.9104492731813503,7,24,4.532599493153256,497.03889441282735,4.51085950651685,486.23370105602675
E01001388,1,0.196074407085244,13.291474734724005,112,1.813789595611987,2.597922938091322,9,22,104,1.6761994900733983,2.520650781974221,8,21,4.727387818712341,571.211723472445,4.653960350157523,530.410886081556
E01001390,2,0.14832047292706313,11.54575652354223,23,1.4978979453152534,2.438748230916148,6,14,20,1.2772884056482265,2.3592662340892545,5,13,3.1780538303479458,155.06962421371387,3.044522437723423,134.84315149018596
E01001393,2,0.20149933966016495,11.50354788095185,68,1.6146920162630287,2.7217420569694544,9,19,64,1.4779098114595195,2.654150479710098,8,18,4.23410650459726,337.4700885605092,4.174387269895637,317.6189068804793
