lsoa,cluster,area_km2,distance_centre_km,poi_count,shannon_group,shannon_category,group_richness,category_richness,poi_count_no_transport,shannon_group_no_transport,shannon_category_no_transport,group_richness_no_transport,category_richness_no_transport,log1p_poi_count,poi_density_km2,log1p_poi_count_no_transport,poi_density_km2_no_transport
E01000160,3,0.3055223871646354,11.778296666233125,56,1.7843965713145058,2.646482787411006,7,20,46,1.6010840974104956,2.3422143470180496,6,15,4.04305126783455,183.2926238882244,3.8501476017100584,150.56179819389862
E01000161,2,0.2411930562044261,11.94396876030388,63,1.9854489242106665,2.5940188142053118,9,19,55,1.8382663997060003,2.5353555464271396,8,18,4.1588830833596715,261.2015494617042,4.02535169073515,228.03309873640842
E01000162,2,0.18093141414862143,11.851312029877114,91,1.637020723211864,2.451872584078624,8,19,83,1.4684334156602723,2.3618252149238277,7,18,4.5217885770490405,502.9530135947006,4.430816798843313,458.73736404791373
E01000164,1,0.5901360816528157,11.137268413836757,88,1.7672432503795603,2.8255886337232923,9,27,73,1.5799460079408885,2.698618301649616,8,24,4.48863636973214,149.11814873873698,4.30406509320417,123.70028247645226
E01000167,0,0.6322345316428868,16.781258521347688,45,1.6444088565211783,2.0696640593724975,6,11,31,1.4870642728207026,1.6567590978441238,5,7,3.828641396489095,71.17611858856506,3.4657359027997265,49.032437249900376
E01000170,0,0.30170771173374406,15.605682818638028,45,1.6468786549573584,2.54592832963238,7,17,43,1.5332006225432515,2.4418271574096724,6,15,3.828641396489095,149.1509770877595,3.784189633918261,142.52204477274793
E01000171,3,0.29749676823381116,15.994174649349311,171,1.8731777975861694,2.9943187930619843,8,28,155,1.7237499864748376,2.860047239251965,7,25,5.147494476813453,574.7961600228418,5.049856007249537,521.0140631785993
E01000172,3,0.6597139570612386,15.04310070069871,37,1.7912112102620894,2.5542688392028907,8,18,30,1.6109381501704285,2.4124463218608563,7,16,3.6375861597263857,56.084913171793694,3.4339872044851463,45.47425392307597
E01000173,3,0.27742909537249655,15.087822290175378,38,1.896361919476447,2.6255193446623593,8,17,34,1.7433798279979813,2.4921634038388474,7,15,3.6635616461296463,136.971934933423,3.5553480614894135,122.55383651937846
E01000174,3,0.15030271010745255,15.230800697658738,103,1.6186168016325442,2.5796742587721364,9,22,96,1.4702004396333233,2.4432706125933374,8,19,4.6443908991413725,685.2837179473645,4.574710978503383,638.7110380868639
E01000175,0,0.5459442395783602,14.689955715963283,41,1.8260352451208504,2.4729387312538185,8,15,29,1.726946523522138,2.081999286992681,7,10,3.7376696182833684,75.09924462554056,3.4011973816621555,53.11897790587015
E01000176,0,0.21317529223642948,10.518691450106205,22,1.2747214563271934,2.019814992492946,4,10,17,0.9560443809671457,1.6100124371857245,3,7,3.1354942159291497,103.2014534573741,2.8903717578961645,79.74657767160727
E01000178,2,0.5911334557914546,10.177041957508273,110,1.782087934039566,2.9095408008555825,9,27,107,1.7034145295384557,2.8624782243960434,8,26,4.709530201312334,186.0831914051009,4.68213122712422,181.0081952758709
E01000180,2,0.1795645888697844,9.66481955597065,20,1.8444397270569681,2.527519150841569,8,14,15,1.709472776584213,2.395908119293929,7,12,3.044522437723423,111.38053513715603,2.772588722239781,83.53540135286703
E01000181,2,0.10233604766514844,9.634361618910278,102,1.7318679305157372,2.553966481666921,8,18,100,1.6680661491753854,2.506606671349593,7,17,4.634728988229636,996.7162336946213,4.61512051684126,977.1727781319818
E01000182,1,0.22414613849597922,9.315087904104525,97,1.9621782373638936,2.9719912840242038,9,30,88,1.8223293747679281,2.817901286737412,8,26,4.584967478670572,432.7533842468582,4.48863636973214,392.6010083889023
E01000183,2,0.22126990939638197,9.778961142068553,39,1.7072182655876182,2.5265484540654572,7,17,34,1.5190016340582615,2.4588215561357836,6,16,3.6888794541139363,176.2553259337923,3.5553480614894135,153.65848927561382
E01000184,2,0.5794029361997526,10.830935766876864,42,1.667986842210695,2.4245248711560836,8,18,38,1.4959677610271034,2.3321413719667436,7,17,3.7612001156935624,72.48841415177132,3.6635616461296463,65.58475566112644
E01000185,2,0.07689877529370878,10.372349529703687,14,1.5367224694372195,1.833785546820053,5,7,11,1.2945451658448959,1.6726254461503207,4,6,2.70805020110221,182.0575158255526,2.4849066497880004,143.04519100579134
E01000186,2,0.22377242691216734,16.366250777485433,44,1.3723640168801758,2.7338978256663755,7,21,40,1.1745007114840316,2.672187901148851,6,20,3.8066624897703196,196.62833623943484,3.713572066704308,178.75303294494077
E01000188,0,3.1920698776499963,17.601342137852996,88,1.8483900869573082,2.6960778003809467,9,25,69,1.6920344550657131,2.4738041626898104,8,22,4.48863636973214,27.56831879406902,4.248495242049359,21.616068145349576
E01000191,2,0.25165433012612626,16.42434950408216,24,1.5868887316861056,2.0813168388502463,5,10,19,1.3580825157078267,1.8509384343524817,4,8,3.2188758248682006,95.36891333430057,2.995732273553991,75.50038972298795
E01000192,2,0.2629454178095585,15.823488478182833,118,1.826314397072384,2.640594030003834,9,21,112,1.7123816390001054,2.5461461875064733,8,19,4.77912349311153,448.7623362406831,4.727387818712341,425.9439123640382
E01000193,1,0.3154326709841221,16.023825809461023,161,1.7912328481300086,2.878664433813352,9,28,150,1.6550301860110221,2.7365154048899836,8,24,5.087596335232384,510.4100329800785,5.017279836814924,475.53729780752656
E01000194,1,0.37351204402832283,15.419918142530209,223,1.7793417586635585,2.971998854769644,9,32,202,1.61979679808714,2.82004829769912,8,28,5.4116460518550396,597.035633964966,5.313205979041787,540.8125473583997
E01000196,1,0.2195552100166584,11.181697878847888,251,1.5340824903106494,2.954285456074652,9,31,241,1.4233524035148695,2.9024849529205317,8,30,5.529429087511423,1143.220422694391,5.488937726156687,1097.6737923081603
