NLC,cluster,area_km2,distance_centre_km,poi_count,shannon_group,shannon_category,group_richness,category_richness,poi_count_no_transport,shannon_group_no_transport,shannon_category_no_transport,group_richness_no_transport,category_richness_no_transport,log1p_poi_count,poi_density_km2,log1p_poi_count_no_transport,poi_density_km2_no_transport
511,2,0.8269301660052008,2.754493469016398,906,1.8593842875878166,3.1642553922713206,9,45,862,1.750110139772772,3.049379193882098,8,40,6.810142450115136,1095.618514410686,6.760414691083428,1042.4096682362156
512,4,1.5501397767946494,7.323660101559454,660,1.8643190642599852,2.957419861344721,9,44,635,1.7702300176640056,2.8623331996940644,8,40,6.493753839851686,425.7680564553578,6.455198563340122,409.6404785593215
513,1,0.2708828054792592,2.6805791630356164,1449,1.371090418705033,2.6253436305537883,9,38,1418,1.2953879557662362,2.5594699509183956,8,35,7.27931883541462,5349.176731377829,7.257707677160043,5234.736097373197
514,4,1.9869320063780291,14.777365295748309,942,1.8761803241987924,3.1792177080136566,9,46,867,1.7366104938042466,3.043945414433029,8,41,6.849066282633458,474.0977532075535,6.7661917146603505,436.35111680567826
515,0,1.6221740807103326,17.266654266079275,240,1.8703036241889388,2.8444554384382252,9,30,214,1.7128453523668323,2.696705637398101,8,26,5.484796933490655,147.94959607227023,5.3706380281276624,131.92172316444095
516,4,0.8441023744529971,6.4245360860463885,312,1.9062411042349952,3.0419815300796085,9,35,299,1.8083852843330275,2.938236968681294,8,31,5.746203190540153,369.6234123286113,5.703782474656201,354.22243681491915
517,2,0.4304772170189919,4.313916083864184,472,1.7510902478768695,2.77386252944498,9,35,458,1.6669724994332107,2.6966671586858633,8,32,6.159095388491933,1096.457562303875,6.129050210060545,1063.9355159643533
518,0,1.9582196141797166,17.97867647338921,167,1.9008941100235217,2.8386791527392083,9,33,149,1.7473761136129826,2.7065473046674935,8,29,5.123963979403259,85.28154798916925,5.0106352940962555,76.08952485261209
519,4,0.8721002284638115,5.469246292790267,368,1.8910222166793744,3.1180623062196102,9,39,343,1.762492983940133,3.021109103941266,8,35,5.910796644040527,421.96984703034104,5.840641657373398,393.30341720491026
520,4,0.8784288808052245,5.438422760995828,678,1.9034880994245265,3.091607134729908,9,41,641,1.7893742821220382,2.988305179965275,8,37,6.520621127558696,771.8325465101984,6.464588303689961,729.711891317164
521,2,0.526642613166982,1.6424073880411092,978,1.625628037080944,2.9582724257516557,9,43,942,1.5240588252722564,2.854668838494303,8,38,6.88653164253051,1857.0468388776328,6.849066282633458,1788.689286526309
522,4,1.565022735286515,10.60671400212134,290,1.9242609069362404,3.3674842314579494,9,42,249,1.7665559088423608,3.211608690913281,8,37,5.673323267171493,185.3008224490161,5.521460917862246,159.10311996484484
523,3,1.118450871325633,13.115459770820083,153,1.8881413360636479,2.916323323982851,9,34,117,1.755638073508145,2.696480040891006,8,29,5.0369526024136295,136.79635281490573,4.770684624465665,104.60897568198672
524,1,0.5691938614633812,1.8016942042147488,2041,1.7062968627419917,2.827826990056553,9,41,2015,1.6591948612542673,2.777688252235866,8,36,7.621684998724611,3585.773034784049,7.60887062919126,3540.094397398265
525,2,0.8337167051291674,2.3898267326228035,852,1.6893641207315135,3.1601734703856743,9,45,820,1.5889361193976448,3.0823137933656066,8,41,6.748759547491679,1021.9298650948825,6.710523109452428,983.547522743901
526,4,1.7500495953645627,13.903087678772437,199,1.8726706025382127,3.1728842699129,9,35,164,1.7079821103672461,2.9718543099111105,8,30,5.298317366548036,113.71106311906846,5.10594547390058,93.711629907172
527,4,1.8372810804064852,11.091280388616887,388,1.855350443994751,3.0395999757420737,9,36,350,1.7014593675284193,2.9089067577294347,8,32,5.963579343618446,211.18162274558327,5.860786223465865,190.4988864973045
528,4,0.5771131960062403,7.34436700327013,299,2.0026281986973,3.0714358925640624,9,35,254,1.8588028300356307,2.952433328981357,8,31,5.703782474656201,518.0959334653074,5.541263545158426,440.121629097619
