unit,cluster
E01000001,4
E01000005,4
E01000008,3
E01000009,4
E01000011,8
E01000013,6
E01000017,6
E01000019,3
E01000021,3
E01000024,4
E01000027,5
E01000029,2
E01000030,5
E01000031,5
E01000032,7
E01000034,5
E01000035,2
E01000036,3
E01000038,5
E01000040,3
E01000041,5
E01000042,3
E01000043,3
E01000045,5
E01000049,3
E01000050,7
E01000052,1
E01000057,5
E01000058,3
E01000060,4
E01000061,7
E01000062,5
E01000063,7
E01000064,5
E01000065,5
E01000067,7
E01000068,1
E01000070,4
E01000071,3
E01000072,3
E01000073,3
E01000074,3
E01000075,5
E01000077,5
E01000078,5
E01000079,3
E01000080,3
E01000082,4
E01000083,4
E01000084,5
E01000085,3
E01000086,6
E01000087,6
E01000088,5
E01000090,5
E01000091,7
E01000093,7
E01000094,7
E01000095,5
E01000096,3
E01000097,5
E01000098,1
E01000099,7
E01000101,7
E01000104,3
E01000105,3
E01000106,3
E01000110,9
E01000111,3
E01000112,7
E01000113,9
E01000114,4
E01000118,5
E01000120,5
E01000121,3
E01000123,3
E01000124,5
E01000126,7
E01000127,9
E01000128,8
E01000129,4
E01000130,9
E01000131,1
E01000133,6
E01000134,3
E01000135,8
E01000136,9
E01000138,7
E01000139,4
E01000140,4
E01000141,4
E01000143,3
E01000144,1
E01000146,4
E01000150,4
E01000151,7
E01000152,3
E01000154,7
E01000156,4
E01000160,5
E01000161,9
E01000162,7
E01000164,4
E01000170,3
E01000171,2
E01000172,5
E01000173,5
E01000174,5
E01000175,3
E01000176,5
E01000178,1
E01000180,8
E01000181,8
E01000182,4
E01000183,9
E01000184,9
E01000185,9
E01000186,9
E01000188,3
E01000191,0
E01000192,8
E01000193,4
E01000194,4
E01000196,4
E01000197,8
E01000198,3
E01000200,3
E01000201,1
E01000202,1
E01000203,7
E01000205,9
E01000206,5
E01000208,4
E01000210,1
E01000211,4
E01000213,3
E01000214,4
E01000215,7
E01000218,7
E01000219,9
E01000221,7
E01000222,1
E01000223,4
E01000224,5
E01000226,3
E01000227,3
E01000228,3
E01000229,1
E01000231,9
E01000232,8
E01000233,2
E01000234,3
E01000235,6
E01000236,7
E01000237,4
E01000239,7
E01000240,9
E01000242,5
E01000243,2
E01000244,2
E01000246,3
E01000248,1
E01000250,4
E01000251,2
E01000252,3
E01000253,3
E01000255,3
E01000256,8
E01000257,5
E01000258,9
E01000259,3
E01000260,7
E01000261,2
E01000263,7
E01000264,9
E01000265,5
E01000266,5
E01000268,4
E01000269,9
E01000271,8
E01000273,1
E01000274,5
E01000278,3
E01000279,3
E01000281,4
E01000282,3
E01000284,9
E01000285,5
E01000286,5
E01000288,8
E01000289,5
E01000290,3
E01000292,5
E01000296,4
E01000297,3
E01000298,4
E01000299,4
E01000301,3
E01000302,1
E01000305,4
E01000307,7
E01000309,7
E01000313,4
E01000314,4
E01000315,3
E01000316,4
E01000318,9
E01000321,7
E01000323,4
E01000324,9
E01000325,5
E01000326,5
E01000327,9
E01000329,5
E01000330,9
E01000331,1
E01000332,5
E01000333,2
E01000334,2
E01000335,5
E01000336,3
E01000338,5
E01000340,9
E01000343,9
E01000344,5
E01000345,5
E01000347,9
E01000349,8
E01000350,5
E01000352,9
E01000353,3
E01000354,0
E01000356,6
E01000358,3
E01000359,3
E01000360,4
E01000362,4
E01000363,3
E01000367,9
E01000369,9
E01000370,9
E01000374,3
E01000375,0
E01000383,3
E01000384,8
E01000385,3
E01000386,4
E01000389,7
E01000392,9
E01000394,9
E01000398,5
E01000399,1
E01000400,6
E01000402,5
E01000403,4
E01000404,5
E01000405,5
E01000406,5
E01000407,5
E01000408,5
E01000409,5
