unit,cluster
E01000001,7
E01000005,7
E01000008,4
E01000009,7
E01000011,9
E01000013,5
E01000017,10
E01000019,4
E01000021,4
E01000024,7
E01000027,2
E01000029,10
E01000030,2
E01000031,2
E01000032,6
E01000034,2
E01000035,10
E01000036,4
E01000038,2
E01000040,4
E01000041,2
E01000042,4
E01000043,4
E01000045,2
E01000049,4
E01000050,6
E01000052,9
E01000057,2
E01000058,4
E01000060,7
E01000061,7
E01000062,2
E01000063,6
E01000064,2
E01000065,2
E01000067,6
E01000068,9
E01000070,7
E01000071,4
E01000072,4
E01000073,4
E01000074,4
E01000075,2
E01000077,2
E01000078,2
E01000079,4
E01000080,4
E01000082,7
E01000083,7
E01000084,5
E01000085,4
E01000086,10
E01000087,10
E01000088,10
E01000090,2
E01000091,7
E01000093,6
E01000094,7
E01000095,2
E01000096,4
E01000097,2
E01000098,9
E01000099,6
E01000101,6
E01000104,4
E01000105,4
E01000106,4
E01000110,9
E01000111,4
E01000112,7
E01000113,0
E01000114,7
E01000118,2
E01000120,2
E01000121,4
E01000123,4
E01000124,2
E01000126,6
E01000127,6
E01000128,9
E01000129,7
E01000130,6
E01000131,6
E01000133,10
E01000134,4
E01000135,9
E01000136,6
E01000138,6
E01000139,7
E01000140,7
E01000141,7
E01000143,4
E01000144,1
E01000146,7
E01000150,7
E01000151,7
E01000152,4
E01000154,6
E01000156,7
E01000160,2
E01000161,6
E01000162,6
E01000164,7
E01000170,4
E01000171,10
E01000172,2
E01000173,2
E01000174,2
E01000175,4
E01000176,2
E01000178,1
E01000180,1
E01000181,1
E01000182,7
E01000183,6
E01000184,1
E01000185,9
E01000186,1
E01000188,4
E01000191,0
E01000192,9
E01000193,7
E01000194,7
E01000196,7
E01000197,1
E01000198,4
E01000200,4
E01000201,9
E01000202,9
E01000203,1
E01000205,9
E01000206,2
E01000208,7
E01000210,1
E01000211,7
E01000213,4
E01000214,7
E01000215,6
E01000218,6
E01000219,0
E01000221,7
E01000222,9
E01000223,7
E01000224,2
E01000226,4
E01000227,4
E01000228,4
E01000229,9
E01000231,6
E01000232,9
E01000233,10
E01000234,4
E01000235,10
E01000236,6
E01000237,7
E01000239,7
E01000240,9
E01000242,2
E01000243,10
E01000244,10
E01000246,4
E01000248,6
E01000250,7
E01000251,10
E01000252,4
E01000253,4
E01000255,4
E01000256,1
E01000257,2
E01000258,9
E01000259,4
E01000260,6
E01000261,8
E01000263,6
E01000264,9
E01000265,10
E01000266,2
E01000268,7
E01000269,1
E01000271,1
E01000273,1
E01000274,10
E01000278,4
E01000279,4
E01000281,7
E01000282,4
E01000284,1
E01000285,2
E01000286,2
E01000288,1
E01000289,2
E01000290,4
E01000292,2
E01000296,7
E01000297,4
E01000298,7
E01000299,7
E01000301,4
E01000302,1
E01000305,7
E01000307,1
E01000309,6
E01000313,7
E01000314,7
E01000315,4
E01000316,7
E01000318,9
E01000321,6
E01000323,7
E01000324,9
E01000325,3
E01000326,10
E01000327,9
E01000329,2
E01000330,9
E01000331,9
E01000332,2
E01000333,10
E01000334,8
E01000335,2
E01000336,4
E01000338,2
E01000340,9
E01000343,1
E01000344,2
E01000345,3
E01000347,6
E01000349,9
E01000350,10
E01000352,6
E01000353,4
E01000354,10
E01000356,10
E01000358,4
E01000359,4
E01000360,7
E01000362,7
E01000363,4
E01000367,9
E01000369,9
E01000370,6
E01000374,4
E01000375,10
E01000383,4
E01000384,9
E01000385,4
E01000386,7
E01000389,6
E01000392,6
E01000394,9
E01000398,10
