OA21CD,LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,LAD22CD,LAD22NM
E00000216,E01000040,Barking and Dagenham 019A,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000217,E01000045,Barking and Dagenham 017C,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham
E00000218,E01000040,Barking and Dagenham 019A,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000219,E01000046,Barking and Dagenham 017D,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham
E00000220,E01000044,Barking and Dagenham 016D,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham
E00000221,E01000046,Barking and Dagenham 017D,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham
E00000222,E01000044,Barking and Dagenham 016D,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham
E00000223,E01000040,Barking and Dagenham 019A,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000224,E01000045,Barking and Dagenham 017C,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham
E00000497,E01000100,Barking and Dagenham 004B,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000498,E01000101,Barking and Dagenham 004C,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000499,E01000099,Barking and Dagenham 023E,E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham
E00000500,E01000100,Barking and Dagenham 004B,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000501,E01000101,Barking and Dagenham 004C,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000502,E01000102,Barking and Dagenham 007G,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham
E00000503,E01000101,Barking and Dagenham 004C,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000504,E01000098,Barking and Dagenham 023D,E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham
E00000505,E01000102,Barking and Dagenham 007G,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham
E00000506,E01000100,Barking and Dagenham 004B,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000507,E01000102,Barking and Dagenham 007G,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham
E00000508,E01000102,Barking and Dagenham 007G,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham
E00000509,E01000102,Barking and Dagenham 007G,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham
E00000510,E01000097,Barking and Dagenham 023C,E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham
E00000511,E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000512,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000513,E01000107,Barking and Dagenham 010C,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham
E00000514,E01000107,Barking and Dagenham 010C,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham
E00000515,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000516,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000517,E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000518,E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000519,E01000107,Barking and Dagenham 010C,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham
E00000520,E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000521,E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000522,E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000523,E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000524,E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000525,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000526,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000527,E01000107,Barking and Dagenham 010C,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham
E00000528,E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000529,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000530,E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000531,E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000532,E01000103,Barking and Dagenham 014A,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000533,E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000534,E01000103,Barking and Dagenham 014A,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000548,E01000111,Barking and Dagenham 002D,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000535,E01000103,Barking and Dagenham 014A,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000536,E01000103,Barking and Dagenham 014A,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000537,E01000103,Barking and Dagenham 014A,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000538,E01000107,Barking and Dagenham 010C,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham
E00000539,E01000108,Barking and Dagenham 010D,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham
E00000540,E01000108,Barking and Dagenham 010D,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham
E00000541,E01000108,Barking and Dagenham 010D,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham
E00000542,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham
E00000543,E01000108,Barking and Dagenham 010D,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham
E00000544,E01000108,Barking and Dagenham 010D,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham
E00000545,E01000111,Barking and Dagenham 002D,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000549,E01000112,Barking and Dagenham 002E,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000550,E01000114,Barking and Dagenham 004E,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000551,E01000111,Barking and Dagenham 002D,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000552,E01000114,Barking and Dagenham 004E,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000553,E01000114,Barking and Dagenham 004E,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000554,E01034470,Barking and Dagenham 004G,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000555,E01034470,Barking and Dagenham 004G,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000556,E01034469,Barking and Dagenham 004F,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000557,E01000114,Barking and Dagenham 004E,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000558,E01000114,Barking and Dagenham 004E,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000559,E01034470,Barking and Dagenham 004G,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham
E00000560,E01000110,Barking and Dagenham 002C,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000561,E01000110,Barking and Dagenham 002C,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000562,E01000110,Barking and Dagenham 002C,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000563,E01000111,Barking and Dagenham 002D,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000564,E01000110,Barking and Dagenham 002C,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000565,E01000111,Barking and Dagenham 002D,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000566,E01000112,Barking and Dagenham 002E,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000567,E01000111,Barking and Dagenham 002D,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000226,E01000045,Barking and Dagenham 017C,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham
E00000568,E01000113,Barking and Dagenham 002F,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000569,E01000112,Barking and Dagenham 002E,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000570,E01000112,Barking and Dagenham 002E,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000571,E01000113,Barking and Dagenham 002F,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000572,E01000113,Barking and Dagenham 002F,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000573,E01000112,Barking and Dagenham 002E,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000574,E01000113,Barking and Dagenham 002F,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00000575,E01000113,Barking and Dagenham 002F,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham
E00165805,E01032580,Barking and Dagenham 023F,E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham
E00175102,E01034473,Barking and Dagenham 015E,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham
E00175103,E01034473,Barking and Dagenham 015E,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham
E00175104,E01034474,Barking and Dagenham 015F,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham
E00175105,E01034474,Barking and Dagenham 015F,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham
E00175108,E01033587,Barking and Dagenham 021E,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00175110,E01034479,Barking and Dagenham 021G,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00175113,E01000058,Barking and Dagenham 018D,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham
E00175114,E01000058,Barking and Dagenham 018D,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham
E00175115,E01034477,Barking and Dagenham 019H,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00175118,E01000072,Barking and Dagenham 017E,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham
E00175119,E01000072,Barking and Dagenham 017E,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham
E00175120,E01000072,Barking and Dagenham 017E,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham
E00175121,E01034479,Barking and Dagenham 021G,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00175122,E01034479,Barking and Dagenham 021G,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00175123,E01034475,Barking and Dagenham 019F,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00185665,E01034479,Barking and Dagenham 021G,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00185666,E01034479,Barking and Dagenham 021G,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00185667,E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00185668,E01000096,Barking and Dagenham 022D,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham
E00185669,E01000096,Barking and Dagenham 022D,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham
E00000227,E01000043,Barking and Dagenham 019B,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000228,E01000044,Barking and Dagenham 016D,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham
E00000229,E01000044,Barking and Dagenham 016D,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham
E00000230,E01000043,Barking and Dagenham 019B,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000231,E01000043,Barking and Dagenham 019B,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000232,E01000043,Barking and Dagenham 019B,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000234,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000236,E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00000237,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000238,E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00000240,E01033587,Barking and Dagenham 021E,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00000243,E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00000244,E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00000245,E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00000246,E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000247,E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000249,E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000251,E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00000252,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000253,E01033587,Barking and Dagenham 021E,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00000255,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000256,E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00000257,E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000258,E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00000259,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000260,E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000261,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham
E00000263,E01034479,Barking and Dagenham 021G,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham
E00000265,E01000053,Barking and Dagenham 020A,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham
E00000266,E01000059,Barking and Dagenham 013C,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham
E00000267,E01000055,Barking and Dagenham 018B,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham
E00000268,E01000059,Barking and Dagenham 013C,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham
E00000269,E01000056,Barking and Dagenham 018C,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham
E00000270,E01000056,Barking and Dagenham 018C,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham
E00000271,E01000055,Barking and Dagenham 018B,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham
E00000272,E01000054,Barking and Dagenham 018A,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham
E00000273,E01000055,Barking and Dagenham 018B,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham
E00000274,E01000057,Barking and Dagenham 012A,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham
