LSOA21CD,n_oas,loac_dominant_supergroup,loac_A_share,loac_B_share,loac_C_share,loac_D_share,loac_E_share,loac_F_share,loac_G_share
E01002719,6,A,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
E01002720,7,E,0.0,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.0
E01002721,6,B,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
E01002722,5,B,0.0,0.4,0.0,0.2,0.4,0.0,0.0
E01002723,6,E,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
E01002724,6,D,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0
E01002725,4,E,0.0,0.25,0.0,0.0,0.75,0.0,0.0
E01002726,6,E,0.0,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0
E01002727,6,D,0.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0
E01002728,4,E,0.0,0.0,0.0,0.25,0.75,0.0,0.0
E01002729,5,B,0.4,0.6,0.0,0.0,0.0,0.0,0.0
E01002730,6,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01002732,6,E,0.0,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0
E01002733,5,B,0.2,0.6,0.0,0.2,0.0,0.0,0.0
E01002734,6,E,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E01002735,9,B,0.0,0.5555555555555556,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0
E01002736,5,E,0.0,0.2,0.0,0.0,0.8,0.0,0.0
E01002737,6,E,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0
E01002738,6,B,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0
E01002739,6,A,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
E01002740,8,A,0.5,0.125,0.0,0.375,0.0,0.0,0.0
E01002741,5,E,0.0,0.2,0.0,0.0,0.8,0.0,0.0
E01002742,6,A,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0
E01002743,5,A,0.4,0.2,0.0,0.2,0.2,0.0,0.0
E01002744,6,A,0.5,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
E01002745,6,B,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
E01002747,5,B,0.4,0.6,0.0,0.0,0.0,0.0,0.0
E01002748,5,E,0.0,0.4,0.0,0.0,0.6,0.0,0.0
E01002749,4,B,0.0,0.75,0.0,0.0,0.25,0.0,0.0
E01002751,6,E,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0
E01002752,5,A,0.4,0.4,0.0,0.0,0.2,0.0,0.0
E01002753,5,B,0.0,0.8,0.0,0.0,0.2,0.0,0.0
E01002754,5,A,0.6,0.2,0.0,0.0,0.2,0.0,0.0
E01002755,5,E,0.0,0.2,0.0,0.0,0.8,0.0,0.0
E01002756,5,B,0.2,0.8,0.0,0.0,0.0,0.0,0.0
E01002757,4,E,0.25,0.25,0.0,0.0,0.5,0.0,0.0
E01002758,6,E,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E01002759,5,B,0.2,0.8,0.0,0.0,0.0,0.0,0.0
E01002760,5,E,0.0,0.2,0.0,0.0,0.8,0.0,0.0
E01002762,6,B,0.0,0.5,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0
E01002763,5,B,0.0,0.6,0.0,0.2,0.2,0.0,0.0
E01002764,6,B,0.0,0.5,0.0,0.0,0.5,0.0,0.0
E01002765,9,B,0.0,0.4444444444444444,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0
E01002766,6,E,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0
E01002767,7,E,0.0,0.2857142857142857,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0
E01002768,7,B,0.0,0.42857142857142855,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0
E01002769,6,A,0.5,0.5,0.0,0.0,0.0,0.0,0.0
E01002770,7,D,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0
E01002771,5,B,0.0,0.6,0.0,0.2,0.2,0.0,0.0
E01002772,6,B,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0
E01002773,7,E,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0
E01002774,7,B,0.0,0.42857142857142855,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0
E01002775,5,D,0.2,0.2,0.0,0.6,0.0,0.0,0.0
E01002776,6,B,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.0,0.0
E01002777,6,B,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0
E01002778,5,E,0.0,0.2,0.0,0.0,0.8,0.0,0.0
E01002779,6,A,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
E01002780,6,B,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0
E01002781,5,E,0.0,0.4,0.0,0.0,0.6,0.0,0.0
E01002782,5,E,0.0,0.4,0.0,0.0,0.6,0.0,0.0
E01002783,6,E,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0
E01002784,6,E,0.0,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0
E01002785,5,A,0.6,0.4,0.0,0.0,0.0,0.0,0.0
E01002786,8,E,0.0,0.375,0.0,0.125,0.5,0.0,0.0
E01002787,5,E,0.0,0.2,0.0,0.0,0.8,0.0,0.0
E01002788,7,A,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0
E01002789,6,A,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
E01002790,6,E,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0
E01002791,6,A,0.5,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0
E01002792,7,A,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0
E01002793,7,E,0.0,0.2857142857142857,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0
E01002794,6,D,0.3333333333333333,0.16666666666666666,0.0,0.5,0.0,0.0,0.0
E01002795,7,A,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0
E01002796,4,B,0.25,0.75,0.0,0.0,0.0,0.0,0.0
E01002797,6,E,0.0,0.16666666666666666,0.0,0.3333333333333333,0.5,0.0,0.0
E01002798,7,A,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
E01002799,8,E,0.0,0.25,0.0,0.125,0.625,0.0,0.0
E01002800,5,B,0.0,0.4,0.0,0.2,0.4,0.0,0.0
E01002801,6,A,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0
E01002802,6,B,0.3333333333333333,0.5,0.0,0.16666666666666666,0.0,0.0,0.0
E01002804,5,B,0.0,0.6,0.0,0.0,0.4,0.0,0.0
E01002805,6,B,0.0,0.5,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0
E01002806,5,B,0.2,0.8,0.0,0.0,0.0,0.0,0.0
E01002807,6,E,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0
E01002808,6,B,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0
E01002809,6,B,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0
E01002810,6,B,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0
E01002811,6,B,0.0,0.5,0.0,0.0,0.5,0.0,0.0
E01002812,7,D,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
E01002813,6,A,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
E01002814,7,D,0.14285714285714285,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0
E01002815,6,D,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0
E01002816,5,D,0.4,0.0,0.0,0.6,0.0,0.0,0.0
E01002817,6,A,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
E01002818,8,D,0.375,0.0,0.0,0.625,0.0,0.0,0.0
E01002819,7,A,0.7142857142857143,0.0,0.0,0.2857142857142857,0.0,0.0,0.0
E01002821,6,A,0.5,0.0,0.0,0.5,0.0,0.0,0.0
E01002823,5,E,0.2,0.0,0.0,0.2,0.6,0.0,0.0
E01002824,6,A,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
E01002825,6,A,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
E01002826,7,A,0.7142857142857143,0.0,0.0,0.2857142857142857,0.0,0.0,0.0
E01002827,8,A,0.75,0.0,0.0,0.25,0.0,0.0,0.0
E01002828,6,A,0.6666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
E01002829,6,B,0.0,0.5,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0
E01002830,6,E,0.0,0.3333333333333333,0.0,0.16666666666666666,0.5,0.0,0.0
E01002831,7,B,0.14285714285714285,0.42857142857142855,0.0,0.0,0.42857142857142855,0.0,0.0
E01002832,6,E,0.0,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0
E01002833,7,D,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0
E01002834,7,D,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
E01002835,6,A,0.5,0.0,0.0,0.5,0.0,0.0,0.0
E01002836,7,D,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
E01002837,6,A,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
E01002839,8,D,0.125,0.0,0.0,0.625,0.25,0.0,0.0
E01002840,6,E,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0
E01002841,7,B,0.2857142857142857,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0
E01002842,3,E,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E01002843,5,E,0.0,0.0,0.0,0.2,0.8,0.0,0.0
E01002844,7,A,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0
E01002845,6,A,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
E01002846,7,D,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0
E01002847,6,D,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E01002848,7,D,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E01002849,7,D,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E01002850,6,D,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0
E01002851,7,D,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0
E01002852,7,E,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0
E01002853,5,E,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E01002854,4,E,0.0,0.0,0.0,0.0,0.75,0.25,0.0
E01002855,5,E,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E01002856,6,E,0.0,0.3333333333333333,0.0,0.16666666666666666,0.5,0.0,0.0
E01002857,4,E,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E01002858,5,D,0.0,0.0,0.0,0.6,0.4,0.0,0.0
E01002859,7,D,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0,0.0,0.0
E01002860,7,A,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
E01002861,7,A,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
E01002862,4,D,0.0,0.0,0.0,0.5,0.5,0.0,0.0
E01002863,7,A,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
E01002864,5,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002865,5,A,0.6,0.0,0.0,0.4,0.0,0.0,0.0
E01002866,6,A,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0
E01002867,6,D,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0
E01002868,6,A,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
E01002869,7,D,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0
E01002870,5,E,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E01002871,6,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002872,6,E,0.16666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.0
E01002873,5,A,0.6,0.4,0.0,0.0,0.0,0.0,0.0
E01002874,5,A,0.6,0.2,0.0,0.2,0.0,0.0,0.0
E01002875,6,A,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
E01002876,6,B,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
E01002877,6,E,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0,0.0
E01002878,6,B,0.0,0.5,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0
E01002879,5,E,0.0,0.0,0.0,0.0,0.8,0.2,0.0
E01002880,3,E,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E01002881,4,E,0.0,0.25,0.0,0.0,0.75,0.0,0.0
E01002882,7,A,0.5714285714285714,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0
E01002883,7,A,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0
E01002884,6,D,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0
E01002885,7,D,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
E01002886,7,A,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
E01002887,6,D,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0
E01002888,7,D,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
E01002889,7,D,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
E01002890,6,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002891,6,A,0.5,0.0,0.0,0.5,0.0,0.0,0.0
E01002892,7,D,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0,0.0,0.0
E01002893,7,D,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0
E01002894,6,D,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E01002896,6,D,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
E01002897,6,D,0.3333333333333333,0.16666666666666666,0.0,0.5,0.0,0.0,0.0
E01002898,6,A,0.5,0.0,0.0,0.5,0.0,0.0,0.0
E01002899,6,D,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
E01002900,7,A,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
E01002901,5,A,0.8,0.0,0.0,0.2,0.0,0.0,0.0
E01002902,8,D,0.25,0.0,0.0,0.625,0.125,0.0,0.0
E01002903,6,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002904,5,E,0.0,0.0,0.0,0.0,0.8,0.2,0.0
E01002905,5,E,0.0,0.0,0.0,0.0,0.8,0.2,0.0
E01002906,5,B,0.0,0.8,0.0,0.0,0.0,0.2,0.0
E01002907,5,E,0.0,0.2,0.0,0.0,0.8,0.0,0.0
E01002908,5,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01002909,6,B,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
E01002910,6,D,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
E01002911,6,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002912,5,A,0.4,0.0,0.0,0.4,0.2,0.0,0.0
E01002913,8,A,0.5,0.125,0.0,0.25,0.125,0.0,0.0
E01002914,6,A,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
E01002915,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002916,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002917,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002918,5,C,0.0,0.0,0.8,0.0,0.0,0.0,0.2
E01002919,6,C,0.0,0.0,0.5,0.0,0.16666666666666666,0.3333333333333333,0.0
E01002920,5,G,0.0,0.2,0.0,0.0,0.0,0.0,0.8
E01002921,7,B,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.0
E01002922,6,A,0.5,0.0,0.0,0.0,0.0,0.0,0.5
E01002923,6,B,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
E01002924,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002925,7,A,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0
E01002926,5,G,0.0,0.2,0.0,0.0,0.0,0.0,0.8
E01002927,5,G,0.0,0.0,0.2,0.0,0.0,0.2,0.6
E01002928,5,B,0.0,0.6,0.2,0.0,0.0,0.0,0.2
E01002929,5,G,0.2,0.0,0.0,0.0,0.0,0.0,0.8
E01002930,5,G,0.0,0.2,0.0,0.0,0.0,0.2,0.6
E01002931,5,G,0.0,0.2,0.0,0.0,0.0,0.0,0.8
E01002932,6,F,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.0
E01002933,6,A,0.5,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0
E01002934,5,G,0.4,0.0,0.0,0.0,0.0,0.0,0.6
E01002935,6,B,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
E01002937,5,A,0.8,0.0,0.0,0.0,0.0,0.0,0.2
E01002938,6,A,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
E01002939,5,F,0.0,0.2,0.0,0.0,0.0,0.4,0.4
E01002940,5,G,0.0,0.0,0.0,0.0,0.0,0.4,0.6
E01002941,5,G,0.0,0.2,0.0,0.0,0.0,0.2,0.6
E01002942,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002943,4,F,0.0,0.0,0.0,0.0,0.0,0.5,0.5
E01002944,4,F,0.0,0.0,0.0,0.0,0.0,0.5,0.5
E01002945,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002946,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002947,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002948,5,F,0.0,0.0,0.0,0.0,0.0,0.8,0.2
E01002949,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002950,6,B,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333
E01002951,5,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002952,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002953,3,G,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
E01002954,5,B,0.0,0.4,0.0,0.2,0.4,0.0,0.0
E01002955,4,G,0.0,0.25,0.25,0.0,0.0,0.0,0.5
E01002956,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002957,5,E,0.0,0.2,0.0,0.0,0.6,0.2,0.0
E01002958,5,A,0.4,0.2,0.0,0.0,0.0,0.0,0.4
E01002959,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002960,5,G,0.0,0.2,0.0,0.0,0.0,0.0,0.8
E01002961,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002962,4,C,0.0,0.0,0.5,0.0,0.0,0.25,0.25
E01002963,6,B,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0
E01002964,6,B,0.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0
E01002965,8,B,0.125,0.625,0.0,0.125,0.0,0.0,0.125
E01002966,6,A,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666
E01002967,7,A,0.5714285714285714,0.0,0.0,0.42857142857142855,0.0,0.0,0.0
E01002968,8,B,0.0,0.375,0.0,0.375,0.0,0.0,0.25
E01002969,6,E,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
E01002970,5,F,0.0,0.2,0.0,0.0,0.0,0.6,0.2
E01002971,5,G,0.2,0.2,0.0,0.0,0.0,0.2,0.4
E01002972,5,B,0.0,0.8,0.0,0.2,0.0,0.0,0.0
E01002973,4,F,0.0,0.0,0.25,0.0,0.0,0.75,0.0
E01002974,6,G,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333
E01002975,4,G,0.0,0.0,0.25,0.0,0.0,0.0,0.75
E01002976,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002977,5,F,0.0,0.0,0.0,0.0,0.0,0.8,0.2
E01002978,5,G,0.2,0.0,0.0,0.0,0.0,0.0,0.8
E01002979,5,G,0.0,0.0,0.0,0.0,0.2,0.0,0.8
E01002980,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002981,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002982,4,G,0.0,0.0,0.25,0.0,0.0,0.0,0.75
E01002983,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002984,5,G,0.0,0.2,0.2,0.0,0.0,0.2,0.4
E01002985,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01002986,4,G,0.0,0.0,0.25,0.0,0.0,0.0,0.75
E01002987,7,D,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E01002988,5,A,0.6,0.0,0.0,0.2,0.0,0.0,0.2
E01002989,7,A,0.7142857142857143,0.0,0.0,0.2857142857142857,0.0,0.0,0.0
E01002990,7,D,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.0
E01002991,6,A,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666
E01002992,6,B,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333
E01002993,7,D,0.14285714285714285,0.14285714285714285,0.0,0.7142857142857143,0.0,0.0,0.0
E01002994,5,G,0.2,0.2,0.0,0.0,0.0,0.0,0.6
E01002995,5,G,0.4,0.0,0.0,0.0,0.0,0.0,0.6
E01002996,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01002997,5,G,0.2,0.0,0.0,0.0,0.0,0.0,0.8
E01002998,5,G,0.2,0.2,0.0,0.0,0.0,0.2,0.4
E01002999,6,B,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
E01003000,6,F,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.3333333333333333
E01003001,5,G,0.0,0.0,0.4,0.0,0.0,0.0,0.6
E01003002,6,F,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333
E01003003,4,C,0.0,0.25,0.5,0.0,0.0,0.0,0.25
E01003004,5,G,0.0,0.0,0.2,0.0,0.0,0.0,0.8
E01003005,5,G,0.0,0.0,0.0,0.0,0.0,0.2,0.8
E01003006,5,G,0.2,0.2,0.0,0.0,0.0,0.0,0.6
E01003007,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01003008,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01003009,6,B,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333
E01003010,4,G,0.25,0.0,0.0,0.0,0.0,0.0,0.75
E01003011,5,A,0.6,0.0,0.0,0.0,0.0,0.0,0.4
E01003013,7,D,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E01003014,7,E,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0,0.0
E01003015,7,E,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0,0.0
E01003016,3,D,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
E01003017,7,E,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0
E01003018,7,B,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0,0.0
E01003019,6,A,0.5,0.5,0.0,0.0,0.0,0.0,0.0
E01003020,5,B,0.2,0.6,0.0,0.2,0.0,0.0,0.0
E01003021,6,F,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5,0.0
E01003022,6,B,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0
E01003023,7,B,0.0,0.42857142857142855,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0
E01003024,6,E,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0
E01003025,6,B,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
E01003026,6,A,0.5,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0
E01003027,4,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003028,5,B,0.4,0.6,0.0,0.0,0.0,0.0,0.0
E01003029,6,A,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0
E01003030,5,A,0.6,0.2,0.0,0.2,0.0,0.0,0.0
E01003031,6,E,0.0,0.16666666666666666,0.0,0.3333333333333333,0.5,0.0,0.0
E01003032,6,E,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,0.0,0.0
E01003033,5,A,0.8,0.2,0.0,0.0,0.0,0.0,0.0
E01003034,5,A,0.4,0.2,0.0,0.0,0.4,0.0,0.0
E01003035,5,A,0.4,0.4,0.0,0.0,0.2,0.0,0.0
E01003036,6,A,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0
E01003037,5,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01003038,6,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003039,7,A,0.7142857142857143,0.0,0.0,0.2857142857142857,0.0,0.0,0.0
E01003040,5,A,0.4,0.4,0.0,0.2,0.0,0.0,0.0
E01003041,5,E,0.0,0.0,0.0,0.2,0.8,0.0,0.0
E01003042,5,B,0.0,0.4,0.0,0.2,0.4,0.0,0.0
E01003043,5,B,0.2,0.8,0.0,0.0,0.0,0.0,0.0
E01003044,5,E,0.0,0.0,0.0,0.2,0.8,0.0,0.0
E01003045,6,F,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.5,0.0
E01003046,5,E,0.0,0.2,0.0,0.0,0.8,0.0,0.0
E01003047,5,E,0.0,0.2,0.0,0.2,0.6,0.0,0.0
E01003048,5,E,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E01003049,5,E,0.0,0.0,0.0,0.0,0.6,0.4,0.0
E01003050,5,B,0.0,0.8,0.0,0.2,0.0,0.0,0.0
E01003051,7,D,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0
E01003052,6,F,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.6666666666666666,0.0
E01003053,5,B,0.2,0.8,0.0,0.0,0.0,0.0,0.0
E01003054,8,D,0.0,0.0,0.0,1.0,0.0,0.0,0.0
