LSOA21CD,n_oas,loac_dominant_supergroup,loac_A_share,loac_B_share,loac_C_share,loac_D_share,loac_E_share,loac_F_share,loac_G_share
E01001020,5,G,0.0,0.0,0.0,0.0,0.0,0.2,0.8
E01001021,5,F,0.0,0.0,0.0,0.0,0.2,0.4,0.4
E01001022,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001023,7,B,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857
E01001024,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001025,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001026,5,G,0.0,0.0,0.0,0.0,0.0,0.4,0.6
E01001027,7,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001028,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001029,4,B,0.0,0.5,0.0,0.0,0.0,0.0,0.5
E01001030,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001031,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001032,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001033,6,B,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333
E01001034,5,B,0.0,0.6,0.0,0.0,0.0,0.2,0.2
E01001035,6,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001036,5,G,0.0,0.2,0.0,0.0,0.0,0.0,0.8
E01001037,5,B,0.0,0.6,0.0,0.0,0.2,0.2,0.0
E01001038,6,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001039,5,G,0.2,0.0,0.0,0.0,0.0,0.0,0.8
E01001040,6,B,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
E01001041,6,B,0.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0
E01001042,8,F,0.0,0.0,0.0,0.25,0.125,0.625,0.0
E01001044,7,B,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857
E01001046,7,B,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0
E01001047,7,B,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0
E01001049,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001050,7,E,0.0,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.14285714285714285,0.0
E01001051,5,F,0.0,0.0,0.0,0.0,0.2,0.8,0.0
E01001052,4,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001053,4,F,0.0,0.0,0.0,0.0,0.0,0.75,0.25
E01001054,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001055,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001056,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001057,5,F,0.0,0.0,0.0,0.0,0.4,0.6,0.0
E01001058,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001059,5,B,0.0,0.4,0.0,0.0,0.0,0.4,0.2
E01001060,5,F,0.0,0.2,0.0,0.0,0.0,0.4,0.4
E01001061,5,B,0.0,0.4,0.0,0.0,0.0,0.2,0.4
E01001062,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001063,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001064,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001065,5,B,0.0,0.6,0.0,0.0,0.0,0.0,0.4
E01001066,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001067,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001068,5,G,0.0,0.4,0.0,0.0,0.0,0.0,0.6
E01001069,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001070,5,G,0.0,0.2,0.0,0.0,0.0,0.2,0.6
E01001071,6,G,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334
E01001072,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001073,5,G,0.0,0.4,0.0,0.0,0.0,0.0,0.6
E01001074,5,B,0.0,0.4,0.0,0.0,0.0,0.4,0.2
E01001075,5,G,0.0,0.2,0.0,0.0,0.0,0.2,0.6
E01001076,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001077,4,G,0.0,0.0,0.0,0.0,0.0,0.25,0.75
E01001078,4,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001079,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001080,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001081,4,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001082,4,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001083,4,C,0.0,0.0,0.5,0.0,0.0,0.0,0.5
E01001084,5,G,0.0,0.0,0.2,0.0,0.0,0.0,0.8
E01001085,5,C,0.0,0.0,0.6,0.0,0.0,0.4,0.0
E01001086,5,C,0.0,0.0,0.8,0.0,0.0,0.2,0.0
E01001087,8,E,0.0,0.125,0.25,0.0,0.375,0.25,0.0
E01001088,5,C,0.0,0.0,0.6,0.0,0.0,0.4,0.0
E01001089,5,F,0.0,0.0,0.4,0.0,0.0,0.6,0.0
E01001090,7,F,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.0
E01001091,5,G,0.0,0.0,0.4,0.0,0.0,0.0,0.6
E01001092,5,G,0.0,0.2,0.0,0.0,0.0,0.0,0.8
E01001093,5,C,0.0,0.0,0.4,0.0,0.0,0.2,0.4
E01001094,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001095,5,F,0.0,0.2,0.0,0.0,0.0,0.8,0.0
E01001096,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001097,10,B,0.0,0.6,0.0,0.1,0.3,0.0,0.0
E01001098,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001099,4,F,0.25,0.0,0.0,0.0,0.0,0.5,0.25
E01001100,5,B,0.0,0.6,0.0,0.0,0.0,0.0,0.4
E01001101,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001102,5,G,0.0,0.2,0.0,0.0,0.0,0.0,0.8
E01001103,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001104,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001105,5,G,0.0,0.0,0.0,0.0,0.0,0.2,0.8
E01001106,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001107,5,G,0.0,0.2,0.0,0.0,0.0,0.0,0.8
E01001108,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001109,6,F,0.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0
E01001110,6,E,0.0,0.16666666666666666,0.0,0.0,0.5,0.3333333333333333,0.0
E01001111,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001112,6,E,0.0,0.0,0.0,0.0,0.5,0.5,0.0
E01001113,6,B,0.0,0.5,0.0,0.0,0.0,0.5,0.0
E01001114,5,F,0.0,0.0,0.0,0.0,0.2,0.8,0.0
E01001115,5,F,0.0,0.0,0.2,0.0,0.0,0.8,0.0
E01001116,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001118,6,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001119,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001120,4,G,0.0,0.0,0.0,0.0,0.0,0.25,0.75
E01001121,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001122,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001123,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001124,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001125,5,G,0.0,0.0,0.0,0.0,0.0,0.2,0.8
E01001126,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001127,5,G,0.0,0.0,0.0,0.0,0.0,0.2,0.8
E01001128,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001129,4,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001130,5,E,0.0,0.0,0.0,0.0,0.8,0.2,0.0
E01001131,5,G,0.0,0.0,0.0,0.0,0.0,0.4,0.6
E01001132,5,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01001133,6,G,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
E01001134,6,G,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334
E01001135,5,G,0.0,0.0,0.0,0.0,0.0,0.2,0.8
E01001136,6,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001137,7,A,0.42857142857142855,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0
E01001138,6,B,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
E01001139,6,B,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666
E01001140,6,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001141,5,B,0.0,0.6,0.0,0.0,0.2,0.2,0.0
E01001142,6,G,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.5
E01001143,6,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001144,5,B,0.0,0.6,0.0,0.0,0.2,0.2,0.0
E01001145,6,E,0.0,0.3333333333333333,0.0,0.0,0.5,0.16666666666666666,0.0
E01001146,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001147,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001148,5,F,0.0,0.0,0.0,0.0,0.2,0.8,0.0
E01001149,5,F,0.0,0.0,0.0,0.0,0.0,0.8,0.2
E01001150,5,F,0.0,0.0,0.0,0.0,0.0,0.8,0.2
E01001151,5,F,0.0,0.0,0.0,0.0,0.2,0.8,0.0
E01001152,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001153,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001154,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001155,5,E,0.0,0.0,0.0,0.0,0.6,0.4,0.0
E01001156,5,B,0.2,0.6,0.0,0.0,0.0,0.2,0.0
E01001157,5,C,0.0,0.0,0.4,0.0,0.0,0.4,0.2
E01001158,5,B,0.0,0.4,0.0,0.0,0.2,0.4,0.0
E01001159,6,G,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5
E01001160,5,C,0.0,0.0,0.8,0.0,0.0,0.0,0.2
E01001161,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001162,6,F,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.16666666666666666
E01001163,5,B,0.0,0.6,0.0,0.0,0.0,0.2,0.2
E01001164,6,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001165,5,F,0.0,0.0,0.2,0.0,0.0,0.8,0.0
E01001166,6,F,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
E01001167,7,F,0.0,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.2857142857142857
E01001168,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001169,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001170,6,B,0.0,0.5,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0
E01001171,5,E,0.0,0.2,0.0,0.0,0.4,0.0,0.4
E01001172,7,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001173,8,F,0.0,0.125,0.0,0.0,0.0,0.875,0.0
E01001174,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001175,5,C,0.0,0.0,0.8,0.0,0.0,0.2,0.0
E01001176,5,C,0.0,0.0,0.8,0.0,0.0,0.2,0.0
E01001177,4,C,0.0,0.0,0.75,0.0,0.0,0.25,0.0
E01001178,4,E,0.0,0.0,0.0,0.0,0.5,0.5,0.0
E01001179,5,C,0.0,0.0,0.8,0.0,0.0,0.2,0.0
E01001180,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001181,7,E,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.42857142857142855,0.0
E01001182,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001183,5,C,0.0,0.0,0.8,0.0,0.2,0.0,0.0
E01001184,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001185,6,B,0.0,0.5,0.0,0.0,0.0,0.5,0.0
E01001186,7,F,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0
E01001187,6,F,0.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0
E01001188,6,F,0.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0
E01001189,4,F,0.0,0.25,0.0,0.0,0.0,0.75,0.0
E01001190,5,F,0.0,0.0,0.0,0.0,0.0,0.8,0.2
E01001191,6,F,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.5,0.0
E01001192,5,F,0.0,0.2,0.0,0.0,0.0,0.8,0.0
E01001193,4,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001194,6,F,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0
E01001195,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001196,5,E,0.0,0.0,0.4,0.0,0.6,0.0,0.0
E01001197,5,B,0.0,0.8,0.2,0.0,0.0,0.0,0.0
E01001198,4,B,0.25,0.75,0.0,0.0,0.0,0.0,0.0
E01001199,5,B,0.0,0.8,0.0,0.0,0.2,0.0,0.0
E01001200,5,B,0.0,0.8,0.0,0.0,0.0,0.0,0.2
E01001201,5,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001202,7,B,0.0,0.42857142857142855,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0
E01001203,6,B,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
E01001204,5,G,0.0,0.4,0.0,0.0,0.0,0.0,0.6
E01001205,5,F,0.2,0.2,0.0,0.0,0.0,0.6,0.0
E01001206,5,E,0.0,0.2,0.0,0.0,0.8,0.0,0.0
E01001207,5,B,0.2,0.8,0.0,0.0,0.0,0.0,0.0
E01001208,4,A,0.5,0.0,0.0,0.0,0.0,0.0,0.5
E01001209,5,B,0.2,0.4,0.0,0.0,0.0,0.0,0.4
E01001210,6,E,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
E01001211,5,B,0.2,0.8,0.0,0.0,0.0,0.0,0.0
E01001212,6,A,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
E01001213,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001214,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001215,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001216,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001217,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001218,5,C,0.0,0.0,0.6,0.0,0.4,0.0,0.0
E01001219,6,C,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
E01001220,4,E,0.0,0.0,0.25,0.0,0.5,0.25,0.0
E01001223,5,A,0.4,0.4,0.0,0.2,0.0,0.0,0.0
E01001224,5,G,0.4,0.0,0.0,0.0,0.0,0.0,0.6
E01001225,6,B,0.3333333333333333,0.5,0.0,0.16666666666666666,0.0,0.0,0.0
E01001226,5,B,0.2,0.4,0.0,0.4,0.0,0.0,0.0
E01001227,5,A,0.6,0.2,0.0,0.0,0.0,0.0,0.2
E01001228,6,A,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0
E01001229,5,F,0.0,0.4,0.0,0.0,0.0,0.6,0.0
E01001230,5,A,0.8,0.2,0.0,0.0,0.0,0.0,0.0
E01001231,5,B,0.2,0.4,0.0,0.0,0.0,0.0,0.4
E01001232,5,B,0.0,0.4,0.0,0.0,0.0,0.4,0.2
E01001233,5,A,0.4,0.4,0.0,0.0,0.0,0.2,0.0
E01001234,5,B,0.2,0.8,0.0,0.0,0.0,0.0,0.0
E01001235,5,B,0.0,0.6,0.0,0.4,0.0,0.0,0.0
E01001236,6,B,0.3333333333333333,0.5,0.0,0.16666666666666666,0.0,0.0,0.0
E01001237,5,B,0.2,0.4,0.0,0.2,0.0,0.0,0.2
E01001239,4,F,0.0,0.0,0.0,0.0,0.25,0.75,0.0
E01001240,4,F,0.0,0.25,0.0,0.0,0.0,0.75,0.0
E01001241,5,B,0.0,0.4,0.2,0.0,0.0,0.4,0.0
E01001242,4,B,0.0,0.5,0.25,0.0,0.0,0.25,0.0
E01001243,7,C,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0
E01001244,9,E,0.0,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,0.0,0.0
E01001245,7,B,0.14285714285714285,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0
E01001246,5,F,0.0,0.2,0.0,0.2,0.0,0.6,0.0
E01001247,5,C,0.0,0.0,0.8,0.0,0.0,0.2,0.0
E01001248,5,F,0.0,0.2,0.0,0.0,0.0,0.4,0.4
E01001249,7,B,0.0,0.5714285714285714,0.0,0.0,0.42857142857142855,0.0,0.0
E01001250,7,B,0.0,0.5714285714285714,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0
E01001251,5,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001252,6,F,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0
E01001253,6,B,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0
E01001254,5,B,0.4,0.6,0.0,0.0,0.0,0.0,0.0
E01001255,5,A,0.6,0.0,0.0,0.0,0.0,0.0,0.4
E01001257,6,F,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
E01001258,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001259,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001260,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001261,6,C,0.0,0.0,0.5,0.0,0.16666666666666666,0.3333333333333333,0.0
E01001262,4,F,0.0,0.0,0.25,0.0,0.0,0.75,0.0
E01001263,5,F,0.0,0.0,0.2,0.0,0.0,0.8,0.0
E01001264,5,C,0.0,0.0,0.4,0.0,0.0,0.4,0.2
E01001265,5,C,0.0,0.0,0.8,0.0,0.0,0.2,0.0
E01001266,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001267,6,C,0.0,0.0,0.5,0.0,0.16666666666666666,0.3333333333333333,0.0
E01001268,5,C,0.0,0.0,0.6,0.0,0.0,0.0,0.4
E01001269,5,C,0.0,0.2,0.8,0.0,0.0,0.0,0.0
E01001270,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001271,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001272,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001273,5,G,0.2,0.2,0.0,0.2,0.0,0.0,0.4
E01001274,5,A,0.4,0.2,0.4,0.0,0.0,0.0,0.0
E01001275,6,A,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
E01001276,5,C,0.0,0.0,0.8,0.0,0.0,0.2,0.0
E01001277,5,C,0.2,0.0,0.6,0.0,0.2,0.0,0.0
E01001278,6,C,0.0,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666
E01001279,5,G,0.4,0.0,0.0,0.0,0.0,0.0,0.6
E01001280,6,A,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
E01001281,5,A,0.4,0.2,0.0,0.0,0.0,0.0,0.4
E01001282,5,F,0.0,0.0,0.2,0.0,0.0,0.8,0.0
E01001283,6,F,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
E01001284,5,C,0.0,0.0,0.4,0.0,0.0,0.2,0.4
E01001285,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001286,5,F,0.0,0.2,0.0,0.0,0.0,0.8,0.0
E01001287,4,E,0.0,0.0,0.25,0.0,0.5,0.25,0.0
E01001288,4,B,0.25,0.5,0.0,0.0,0.0,0.25,0.0
E01001289,4,A,0.25,0.25,0.0,0.0,0.0,0.25,0.25
E01001290,5,B,0.0,0.8,0.2,0.0,0.0,0.0,0.0
E01001291,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001292,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001293,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001294,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001295,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001296,3,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001297,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001298,6,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001299,5,A,0.4,0.0,0.2,0.0,0.0,0.0,0.4
E01001300,5,A,0.8,0.2,0.0,0.0,0.0,0.0,0.0
E01001301,6,B,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0
E01001302,5,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001303,5,A,0.8,0.2,0.0,0.0,0.0,0.0,0.0
E01001304,5,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001305,5,A,0.6,0.0,0.0,0.0,0.0,0.0,0.4
E01001306,6,A,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
E01001307,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001308,5,C,0.0,0.0,0.8,0.0,0.0,0.0,0.2
E01001309,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001310,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001311,6,F,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0
E01001312,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001313,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001314,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001315,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001316,5,C,0.0,0.0,0.4,0.0,0.2,0.4,0.0
E01001317,5,C,0.0,0.0,0.8,0.0,0.0,0.2,0.0
E01001318,5,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001319,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001320,4,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E01001321,6,C,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.16666666666666666
E01001322,5,C,0.0,0.0,0.8,0.0,0.0,0.2,0.0
E01001323,5,C,0.0,0.0,0.8,0.0,0.0,0.2,0.0
E01001324,5,C,0.0,0.0,0.6,0.0,0.2,0.2,0.0
E01001325,5,C,0.0,0.0,0.6,0.0,0.0,0.4,0.0
E01001326,5,F,0.0,0.0,0.4,0.0,0.0,0.6,0.0
E01001327,5,F,0.0,0.0,0.4,0.0,0.0,0.6,0.0
E01001328,5,C,0.0,0.0,0.4,0.0,0.2,0.4,0.0
E01001329,5,C,0.0,0.0,0.4,0.0,0.2,0.4,0.0
E01001330,5,F,0.0,0.0,0.2,0.0,0.2,0.6,0.0
E01001331,5,E,0.0,0.0,0.0,0.0,0.6,0.4,0.0
E01001332,4,F,0.0,0.0,0.25,0.0,0.0,0.75,0.0
E01001333,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001334,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001335,4,C,0.0,0.0,0.75,0.0,0.0,0.0,0.25
E01001336,5,C,0.0,0.0,0.8,0.0,0.0,0.2,0.0
E01001337,6,F,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.5,0.0
E01001338,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001339,5,C,0.0,0.0,0.8,0.0,0.0,0.2,0.0
E01001340,4,F,0.0,0.0,0.0,0.25,0.0,0.75,0.0
E01001341,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001342,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001343,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001344,6,C,0.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0
E01001345,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001346,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001347,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001348,5,C,0.0,0.2,0.8,0.0,0.0,0.0,0.0
E01001349,4,C,0.0,0.0,0.5,0.0,0.0,0.5,0.0
E01001350,5,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001351,5,B,0.0,0.8,0.0,0.0,0.2,0.0,0.0
E01001352,4,B,0.25,0.5,0.0,0.25,0.0,0.0,0.0
E01001353,5,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001354,5,B,0.2,0.8,0.0,0.0,0.0,0.0,0.0
E01001355,6,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001356,6,E,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0
E01001357,8,B,0.0,0.375,0.0,0.25,0.375,0.0,0.0
E01001358,7,D,0.0,0.14285714285714285,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0
E01001359,6,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001360,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001361,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001362,6,C,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0
E01001363,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001364,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001365,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001366,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001367,7,C,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0
E01001368,4,C,0.0,0.0,0.75,0.0,0.0,0.25,0.0
E01001369,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001370,5,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001371,6,C,0.0,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0
E01001372,5,C,0.0,0.0,0.8,0.0,0.2,0.0,0.0
E01001373,4,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001374,6,A,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
E01001375,6,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001376,6,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001377,6,A,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
E01001379,6,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001380,6,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001381,5,B,0.2,0.6,0.0,0.0,0.2,0.0,0.0
E01001382,5,A,0.8,0.0,0.0,0.0,0.0,0.0,0.2
