unit,cluster,max_posterior,normalized_entropy
E01000001,2,0.9999999999781153,3.1621962551347485e-10
E01000002,3,1.0,8.545139792358618e-124
E01000005,2,1.0,6.562879872489406e-15
E01000007,1,0.9999999999999432,6.005651128713451e-13
E01000008,1,0.9999828600362054,0.0001145441118860974
E01000009,2,1.0,9.569631007093885e-18
E01000011,1,0.9998948841131278,0.0005960726897827947
E01000013,2,1.0,4.234671665771728e-15
E01000017,5,0.998181599066607,0.007427750242258917
E01000019,1,0.9999762300947705,0.00015451307083984997
E01000020,1,0.9999999999844249,2.2530799569255113e-10
E01000021,1,0.999967374009387,0.0002083436658952077
E01000024,5,0.9999999956955321,4.878669133285017e-08
E01000027,5,0.9999998119968899,1.731694129624504e-06
E01000029,4,0.9979045244646773,0.008381771653694583
E01000030,1,0.99081802676341,0.03256582718747156
E01000031,4,0.99999991994105,7.748038687134966e-07
E01000032,5,0.9990066490312332,0.0044020883379634005
E01000034,1,0.9999965926181815,2.7151056898137438e-05
E01000035,5,0.9997536427304868,0.0013341089496032965
E01000036,2,0.9999999999999432,1.0090002832642569e-12
E01000038,1,0.9998952572030445,0.0005941649854719805
E01000040,5,0.7424764157675254,0.3183884987793262
E01000041,1,0.999976248578788,0.0001557396117131208
E01000042,1,0.9999539906403743,0.0002823358943801454
E01000043,1,0.9999999999454303,7.504224986855218e-10
E01000045,5,0.9885874677259274,0.034836272099395826
E01000049,1,0.9999999999998295,3.182693268945247e-12
E01000050,5,0.9985901415065175,0.006031249845161149
E01000052,4,0.951499179575655,0.10831650024497405
E01000057,1,0.999997114467319,2.286440043726136e-05
E01000058,1,0.9999949245662713,3.920670575066113e-05
E01000060,2,0.953177058615007,0.10551201306124498
E01000061,5,0.9999904722970137,6.784021696227914e-05
E01000062,1,0.9999998820308703,1.1161724296840605e-06
E01000063,4,0.9999999999999432,7.433035968659586e-13
E01000064,1,0.9990015764921444,0.0045248700937418175
E01000065,4,0.9945813269194065,0.01879609664151443
E01000067,5,0.9999989514815678,8.661844507242326e-06
E01000068,3,0.9999999922098937,8.918286661928495e-08
E01000070,2,0.9776749144051198,0.05969966923385792
E01000071,1,0.9999999994937525,6.329784779564179e-09
E01000072,1,0.9999703608448465,0.00019011376164387896
E01000073,1,0.9999993183570318,5.782097321644603e-06
E01000074,1,0.9999999864843971,1.4435304535019436e-07
E01000075,2,0.9999999999075158,1.2696066231988776e-09
E01000077,1,0.9999897132825469,7.330397690361681e-05
E01000078,5,0.9142641422391555,0.18857520150501383
E01000079,1,0.999999999983288,2.4073101379762446e-10
E01000080,1,0.9999999980710754,2.2679136836091642e-08
E01000082,5,0.9999999986786747,1.6245210946977043e-08
E01000083,5,0.999953633251328,0.00028413955288147003
E01000084,4,1.0,4.280284522867851e-18
E01000085,1,0.9999999999107558,1.2313831875627924e-09
E01000086,5,0.9757546441623275,0.07017171753488628
E01000087,2,0.9947207073449275,0.0185175941993056
E01000088,4,0.999996961349849,2.3240816146843275e-05
E01000090,4,0.9999999901524461,1.0795389725859033e-07
E01000091,5,0.999998845423518,9.460414768434075e-06
E01000093,5,0.9999775484511094,0.00014665812314886985
E01000094,0,0.9992832315133735,0.0033223910984368408
E01000095,2,0.9999999999986358,2.1688483760177417e-11
E01000096,1,0.9999997356841058,2.3820066386551384e-06
E01000097,4,0.9999929453877463,5.064387143634906e-05
E01000098,5,0.9999054634120115,0.0005695779285644822
