unit,cluster,max_posterior,normalized_entropy
E01000001,0,0.9999999997975806,4.29637624787962e-09
E01000002,2,1.0,1.1156396926351259e-107
E01000005,0,0.9999999999998863,3.0657796283274084e-12
E01000007,1,0.9999999999999432,1.0343461286815203e-12
E01000008,1,1.0,1.5792880354460295e-13
E01000009,0,1.0,2.1063933048008142e-13
E01000011,1,0.9999999999949409,1.2404264684893831e-10
E01000013,0,0.9999999999958504,1.0339554496390183e-10
E01000017,1,0.9998095528849101,0.001658303223131189
E01000019,1,0.9999999999999432,1.2639420278613685e-12
E01000020,1,1.0,3.9310357800946144e-15
E01000021,1,0.9999877705061271,0.00013705081047389128
E01000024,0,0.999999999999261,1.926800883934433e-11
E01000027,0,0.9998768023704678,0.001121579268673154
E01000029,1,0.9999999984575538,3.0017872554973284e-08
E01000030,1,0.9999999999717488,6.642695033347952e-10
E01000031,1,0.9999999776835582,3.781919267468394e-07
E01000032,0,0.9999966977153987,4.094272756181229e-05
E01000034,1,0.9999999999982379,4.5323245964617845e-11
E01000035,0,0.9999936351947746,7.511106782288688e-05
E01000036,0,0.9998445016326123,0.001382682581117255
E01000038,1,0.9999999996152269,7.943059821436398e-09
E01000040,0,0.6132556501703542,0.607374870028554
E01000041,1,0.9999999937591042,1.130880154552031e-07
E01000042,1,0.9935797333777527,0.035327314858887314
E01000043,1,0.9999999999994316,1.516512716573198e-11
E01000045,0,0.9954807041280982,0.026315517050395084
E01000049,1,0.9999999999988063,3.1537005818762736e-11
E01000050,0,0.9999921260168411,9.139583206623895e-05
E01000052,1,0.9910551180372765,0.04668144924899098
E01000057,1,0.9999999824677844,3.019399554311877e-07
E01000058,1,0.9999999999605507,9.186669544665937e-10
E01000060,0,1.0,2.1366172690731376e-14
E01000061,0,0.9999999993067377,1.393917345733247e-08
E01000062,1,1.0,2.9128424996231664e-15
E01000063,2,1.0,9.385955384605006e-25
E01000064,1,0.999932974275666,0.0006473348232871157
E01000065,1,0.9999999973790636,4.952646881398074e-08
E01000067,0,0.9998418604278061,0.0014039097459227603
E01000068,2,1.0,2.3049468209450148e-18
E01000070,0,0.9999999999553211,1.0103620491453885e-09
E01000071,1,0.9999999999965326,8.625994689175802e-11
E01000072,1,0.9999999999974989,6.422018697617343e-11
E01000073,1,0.9999999999998863,3.5899716068084946e-12
E01000074,1,0.9999999999999432,1.733489206632619e-12
E01000075,0,0.9999999995235953,9.751152703881037e-09
E01000077,1,0.9999999999997158,7.956301561506039e-12
E01000078,0,0.9992308253450525,0.005719951589048161
