unit,cluster,max_posterior,normalized_entropy
E01000001,6,0.99999999995282,6.030580967370885e-10
E01000002,0,1.0,3.1433791455539566e-57
E01000005,6,1.0,8.88763050885484e-15
E01000007,5,0.9999999999986926,1.8919401527381996e-11
E01000008,5,0.9999434646316304,0.0003132138977154096
E01000009,6,1.0,1.3920477206893636e-18
E01000011,0,0.9999999998665885,1.63222514801069e-09
E01000013,6,0.9999999999998295,2.5979997609533644e-12
E01000017,2,0.9638585019984565,0.0883561698762793
E01000019,5,0.9970082602059587,0.010470654711037985
E01000020,5,0.9999999970316935,3.147713161455403e-08
E01000021,5,0.9999932381146087,4.699601787990359e-05
E01000024,2,0.9999999974447178,2.7374708693640847e-08
E01000027,2,0.9999920680293383,5.232351172278105e-05
E01000029,4,0.9998573286108926,0.0007225470250890296
E01000030,5,0.9690111012912279,0.07120116489649106
E01000031,4,0.9999989815465326,7.746644134783194e-06
E01000032,2,0.9971476068257764,0.010097769152981755
E01000034,5,0.9999729378604353,0.000160553690771192
E01000035,2,0.9532821696664207,0.10846456717015666
E01000036,6,0.9999999681957098,2.985043646933026e-07
E01000038,5,0.9999744528541854,0.00015196376018850708
E01000040,5,0.966917055198735,0.07468992260711763
E01000041,5,0.9999967863058626,2.344521802227187e-05
E01000042,5,0.9999954410922564,3.221499668067788e-05
E01000043,5,0.9999999998237286,2.1664061185241467e-09
E01000045,2,0.714034740955574,0.3081432968853185
E01000049,5,0.999999261751145,5.737714440412378e-06
E01000050,2,0.9154642219399924,0.1507504471069687
E01000052,4,0.5955033515435358,0.3467749401408065
E01000057,5,0.9999957239809778,2.9746556376325395e-05
E01000058,5,0.9999882127902494,7.513064509943198e-05
E01000060,6,0.996058086989491,0.01323643656607344
E01000061,2,0.9997692132661282,0.001115555751363382
E01000062,5,0.9998868180290316,0.0005866689646723212
E01000063,1,1.0,4.448297012161473e-19
E01000064,5,0.9999080194730358,0.0005119602872201206
E01000065,4,0.9996643127094579,0.0015524380357964775
E01000067,2,0.9999998501529147,1.3026400877424948e-06
E01000068,0,0.999993660378125,4.225189985191443e-05
E01000070,6,0.9957697861976176,0.014050835258594848
E01000071,5,0.9999999916497018,8.411188447332316e-08
E01000072,5,0.9999961683132678,2.6576313939962315e-05
E01000073,5,0.9999987690433345,9.240715095793511e-06
E01000074,5,0.9999999902605055,9.775380282946771e-08
E01000075,6,0.999999999997101,4.1718344586601277e-11
E01000077,5,0.9999817601153289,0.00011167999735731494
E01000078,5,0.9188409961033518,0.15523841531688898
E01000079,5,0.9999999998996714,1.2547552970210572e-09
E01000080,5,0.9999999874607397,1.2377663095948223e-07
E01000082,2,0.9999999759642723,2.2905064356106036e-07
E01000083,2,0.9970917870550542,0.010220792845382966
E01000084,4,1.0,8.395849367221878e-18
E01000085,5,0.9999999997909299,2.57522896008951e-09
E01000086,5,0.9856088990756403,0.04201112824130428
